time 1,PET_0.03mm1, time 2,PGA-commercial-1,time 3,Asics-goretex_1, time 4,Asics-goretex_2,time 5 ,Asics-goretex_3, time 6,Nothing,time 7,northface-dryvent_1, time 8,northface-dryvent_2,time 9 ,northface-dryvent_3, time 10,H-M_1,time 11,H-M_2, time 12,H-M_3,time 13 ,Natural-Gear_1, time 14,Natural-Gear_2,time 15,Natural-Gear_3, time 16,PGA-commercial_2
194, 176116.7, 194, 241646.3, 194, 1147376.0, 194, 400137.3, 194, 419453.3, 194, 0.0, 194, 193512.9, 194, 362543.5, 194, 275737.5, 194, 330310.8, 194, 265226.4, 194, 350749.1, 194, 275638.3, 194, 356101.0, 194, 409938.6, 194, 260477.0
196, 176136.6, 196, 241651.2, 196, 1147385.0, 196, 400124.9, 196, 419457.3, 196, 0.0, 196, 193517.4, 196, 362546.8, 196, 275741.6, 196, 330305.3, 196, 265235.9, 196, 350761.1, 196, 275647.8, 196, 356110.9, 196, 409930.6, 196, 260488.6
198, 176141.4, 198, 241677.5, 198, 1147369.0, 198, 400126.0, 198, 419459.1, 198, 0.0, 198, 193506.2, 198, 362574.6, 198, 275739.6, 198, 330377.9, 198, 265197.7, 198, 350762.8, 198, 275669.4, 198, 356073.5, 198, 410027.3, 198, 260520.8
200, 176168.1, 200, 241674.2, 200, 1147344.0, 200, 400202.8, 200, 419471.9, 200, 0.0, 200, 193501.2, 200, 362583.4, 200, 275712.2, 200, 330426.7, 200, 265134.5, 200, 350779.7, 200, 275668.3, 200, 356046.4, 200, 410116.3, 200, 260552.6
202, 176168.3, 202, 241738.5, 202, 1147359.0, 202, 400269.2, 202, 419466.0, 202, 0.0, 202, 193469.6, 202, 362610.3, 202, 275677.7, 202, 330444.3, 202, 265088.8, 202, 350774.7, 202, 275720.0, 202, 356025.2, 202, 410196.4, 202, 260540.8
204, 176193.9, 204, 241746.7, 204, 1147411.0, 204, 400256.3, 204, 419451.6, 204, 0.0, 204, 193469.0, 204, 362629.2, 204, 275687.9, 204, 330438.5, 204, 265048.2, 204, 350782.5, 204, 275694.4, 204, 356015.0, 204, 410144.2, 204, 260496.4
206, 176199.0, 206, 241759.3, 206, 1147453.0, 206, 400193.6, 206, 419449.6, 206, 0.0, 206, 193474.9, 206, 362625.7, 206, 275692.1, 206, 330411.7, 206, 265039.3, 206, 350782.1, 206, 275686.8, 206, 356019.6, 206, 410091.4, 206, 260491.9
208, 176198.5, 208, 241723.5, 208, 1147420.0, 208, 400165.3, 208, 419457.8, 208, 0.0, 208, 193494.1, 208, 362628.7, 208, 275710.9, 208, 330377.2, 208, 265064.0, 208, 350756.6, 208, 275674.6, 208, 356044.0, 208, 410014.4, 208, 260489.8
210, 176159.5, 210, 241715.3, 210, 1147384.0, 210, 400135.2, 210, 419440.3, 210, 0.0, 210, 193480.7, 210, 362601.2, 210, 275710.5, 210, 330314.6, 210, 265072.3, 210, 350745.5, 210, 275651.5, 210, 356032.9, 210, 409960.5, 210, 260471.3
212, 176148.8, 212, 241692.2, 212, 1147388.0, 212, 400104.6, 212, 419445.0, 212, 0.0, 212, 193500.0, 212, 362606.9, 212, 275695.0, 212, 330316.8, 212, 265091.6, 212, 350743.0, 212, 275629.4, 212, 356063.8, 212, 409942.7, 212, 260473.6
214, 176145.1, 214, 241671.2, 214, 1147348.0, 214, 400109.2, 214, 419449.4, 214, 0.0, 214, 193478.4, 214, 362573.0, 214, 275697.9, 214, 330282.4, 214, 265119.8, 214, 350715.9, 214, 275615.6, 214, 356037.5, 214, 409934.0, 214, 260462.3
216, 176109.4, 216, 241679.0, 216, 1147359.0, 216, 400105.4, 216, 419432.1, 216, 0.0, 216, 193487.7, 216, 362563.9, 216, 275698.8, 216, 330274.0, 216, 265118.3, 216, 350732.0, 216, 275594.1, 216, 356039.3, 216, 409908.4, 216, 260478.4
218, 176115.7, 218, 241687.1, 218, 1147391.0, 218, 400065.1, 218, 419434.3, 218, 4.233333, 218, 193502.3, 218, 362572.7, 218, 275722.8, 218, 330288.3, 218, 265140.6, 218, 350730.6, 218, 275590.7, 218, 356059.9, 218, 409882.9, 218, 260462.4
220, 176120.3, 220, 241625.1, 220, 1147338.0, 220, 400098.6, 220, 419428.2, 220, 0.0, 220, 193467.5, 220, 362550.3, 220, 275708.5, 220, 330264.5, 220, 265117.5, 220, 350724.0, 220, 275593.2, 220, 356051.6, 220, 409885.2, 220, 260481.8
222, 176121.3, 222, 241649.6, 222, 1147358.0, 222, 400090.1, 222, 419402.5, 222, 0.0, 222, 193490.8, 222, 362567.2, 222, 275705.6, 222, 330272.8, 222, 265171.6, 222, 350737.3, 222, 275587.7, 222, 356070.2, 222, 409907.8, 222, 260490.0
224, 176145.0, 224, 241647.2, 224, 1147326.0, 224, 400077.5, 224, 419397.5, 224, 0.0, 224, 193493.4, 224, 362575.0, 224, 275717.3, 224, 330302.3, 224, 265154.6, 224, 350758.1, 224, 275588.6, 224, 356062.2, 224, 409879.7, 224, 260475.2
226, 176126.2, 226, 241657.6, 226, 1147346.0, 226, 400080.7, 226, 419399.0, 226, 0.0, 226, 193474.1, 226, 362561.1, 226, 275709.8, 226, 330301.5, 226, 265135.7, 226, 350744.5, 226, 275575.5, 226, 356057.7, 226, 409901.9, 226, 260473.7
228, 176101.9, 228, 241634.5, 228, 1147364.0, 228, 400112.7, 228, 419413.2, 228, 0.0, 228, 193481.4, 228, 362571.5, 228, 275688.1, 228, 330300.6, 228, 265101.1, 228, 350728.0, 228, 275579.5, 228, 356019.4, 228, 409943.9, 228, 260487.7
230, 176120.3, 230, 241660.5, 230, 1147398.0, 230, 400110.6, 230, 419394.1, 230, 0.0, 230, 193483.3, 230, 362579.0, 230, 275707.9, 230, 330291.4, 230, 265107.1, 230, 350730.3, 230, 275581.8, 230, 356027.9, 230, 409940.3, 230, 260473.3
232, 176147.1, 232, 241664.3, 232, 1147394.0, 232, 400075.0, 232, 419396.9, 232, 0.0, 232, 193485.9, 232, 362560.6, 232, 275722.3, 232, 330341.6, 232, 265135.9, 232, 350743.4, 232, 275590.1, 232, 356049.5, 232, 409927.0, 232, 260488.6
234, 176163.3, 234, 241666.7, 234, 1147352.0, 234, 400092.8, 234, 419412.6, 234, 0.0, 234, 193476.6, 234, 362577.7, 234, 275690.1, 234, 330349.8, 234, 265124.9, 234, 350751.4, 234, 275582.9, 234, 356038.3, 234, 409923.8, 234, 260496.6
236, 176138.3, 236, 241664.5, 236, 1147349.0, 236, 400143.6, 236, 419416.5, 236, 0.0, 236, 193471.4, 236, 362584.5, 236, 275670.1, 236, 330358.9, 236, 265074.5, 236, 350758.9, 236, 275572.8, 236, 356012.4, 236, 409958.3, 236, 260505.4
238, 176131.4, 238, 241683.6, 238, 1147374.0, 238, 400148.6, 238, 419390.0, 238, 0.0, 238, 193484.2, 238, 362579.2, 238, 275673.1, 238, 330331.8, 238, 265077.1, 238, 350736.5, 238, 275580.7, 238, 355990.9, 238, 409967.9, 238, 260505.5
240, 176159.3, 240, 241702.5, 240, 1147403.0, 240, 400114.0, 240, 419395.6, 240, 0.0, 240, 193471.5, 240, 362589.7, 240, 275698.7, 240, 330334.1, 240, 265079.8, 240, 350736.6, 240, 275585.8, 240, 355994.6, 240, 409935.4, 240, 260505.0
242, 176168.1, 242, 241676.1, 242, 1147354.0, 242, 400061.8, 242, 419384.7, 242, 0.0, 242, 193477.9, 242, 362593.9, 242, 275693.0, 242, 330317.3, 242, 265072.2, 242, 350741.6, 242, 275553.5, 242, 355985.9, 242, 409888.9, 242, 260496.0
244, 176148.0, 244, 241649.0, 244, 1147330.0, 244, 400050.4, 244, 419376.3, 244, 0.0, 244, 193459.7, 244, 362598.6, 244, 275669.0, 244, 330267.0, 244, 265071.6, 244, 350725.0, 244, 275550.2, 244, 356001.3, 244, 409877.3, 244, 260500.0
246, 176158.4, 246, 241654.4, 246, 1147356.0, 246, 400037.7, 246, 419373.9, 246, 0.0, 246, 193497.7, 246, 362563.3, 246, 275707.4, 246, 330276.3, 246, 265090.9, 246, 350741.1, 246, 275543.6, 246, 355995.5, 246, 409853.4, 246, 260482.8
248, 176140.1, 248, 241651.3, 248, 1147302.0, 248, 400022.3, 248, 419380.0, 248, 0.0, 248, 193478.9, 248, 362551.9, 248, 275686.0, 248, 330279.0, 248, 265096.6, 248, 350728.8, 248, 275554.1, 248, 355991.6, 248, 409835.8, 248, 260473.4
250, 176112.9, 250, 241629.6, 250, 1147323.0, 250, 400039.0, 250, 419358.6, 250, 0.0, 250, 193469.6, 250, 362562.1, 250, 275702.9, 250, 330269.4, 250, 265101.4, 250, 350722.4, 250, 275534.4, 250, 356008.1, 250, 409835.5, 250, 260487.3
252, 176133.9, 252, 241636.8, 252, 1147313.0, 252, 400031.4, 252, 419350.0, 252, 546.0999, 252, 193461.0, 252, 362578.6, 252, 275715.5, 252, 330241.6, 252, 265116.7, 252, 350713.9, 252, 275528.4, 252, 356017.7, 252, 409847.2, 252, 260477.8
254, 176110.7, 254, 241655.1, 254, 1147279.0, 254, 400033.5, 254, 419361.9, 254, 0.0, 254, 193437.5, 254, 362550.6, 254, 275685.8, 254, 330219.7, 254, 265103.7, 254, 350711.9, 254, 275508.2, 254, 355987.7, 254, 409825.5, 254, 260478.6
256, 176144.7, 256, 241642.1, 256, 1147289.0, 256, 400029.0, 256, 419342.4, 256, 0.0, 256, 193473.2, 256, 362552.8, 256, 275700.4, 256, 330256.8, 256, 265134.6, 256, 350738.8, 256, 275522.5, 256, 355987.4, 256, 409812.0, 256, 260471.0
258, 176108.2, 258, 241626.1, 258, 1147281.0, 258, 400005.2, 258, 419329.8, 258, 34.1, 258, 193474.8, 258, 362541.2, 258, 275678.3, 258, 330227.4, 258, 265129.0, 258, 350706.3, 258, 275511.8, 258, 356004.2, 258, 409791.1, 258, 260481.4
260, 176111.2, 260, 241618.9, 260, 1147293.0, 260, 400005.5, 260, 419335.1, 260, 0.0, 260, 193443.5, 260, 362526.4, 260, 275692.5, 260, 330231.9, 260, 265110.5, 260, 350717.5, 260, 275501.2, 260, 355977.0, 260, 409803.0, 260, 260471.5
262, 176133.3, 262, 241643.5, 262, 1147318.0, 262, 400018.1, 262, 419343.0, 262, 0.0, 262, 193484.9, 262, 362573.2, 262, 275715.0, 262, 330255.3, 262, 265138.9, 262, 350747.3, 262, 275502.3, 262, 356002.9, 262, 409835.6, 262, 260483.8
264, 176115.9, 264, 241628.2, 264, 1147307.0, 264, 400041.3, 264, 419337.2, 264, 17476.23, 264, 193457.5, 264, 362535.6, 264, 275687.1, 264, 330286.1, 264, 265100.1, 264, 350724.5, 264, 275522.8, 264, 355985.6, 264, 409870.8, 264, 260499.5
266, 176139.4, 266, 241669.0, 266, 1147339.0, 266, 400090.6, 266, 419356.3, 266, 0.0, 266, 193469.9, 266, 362563.1, 266, 275673.7, 266, 330320.3, 266, 265098.2, 266, 350750.4, 266, 275541.8, 266, 355970.8, 266, 409908.4, 266, 260511.3
268, 176181.3, 268, 241686.1, 268, 1147357.0, 268, 400117.0, 268, 419348.8, 268, 0.0, 268, 193442.8, 268, 362602.4, 268, 275669.2, 268, 330388.4, 268, 265080.7, 268, 350746.0, 268, 275571.6, 268, 355961.7, 268, 409975.6, 268, 260541.9
270, 176190.0, 270, 241683.8, 270, 1147352.0, 270, 400128.5, 270, 419370.9, 270, 0.0, 270, 193471.3, 270, 362613.7, 270, 275630.7, 270, 330392.6, 270, 265026.1, 270, 350736.5, 270, 275583.1, 270, 355926.2, 270, 410017.0, 270, 260541.7
272, 176176.9, 272, 241728.5, 272, 1147375.0, 272, 400161.8, 272, 419381.1, 272, 0.0, 272, 193427.8, 272, 362647.4, 272, 275612.0, 272, 330431.7, 272, 264942.0, 272, 350739.5, 272, 275614.1, 272, 355909.6, 272, 410054.1, 272, 260535.0
274, 176204.0, 274, 241758.5, 274, 1147394.0, 274, 400166.3, 274, 419371.9, 274, 0.0, 274, 193453.8, 274, 362667.8, 274, 275616.8, 274, 330402.9, 274, 264939.0, 274, 350738.8, 274, 275592.2, 274, 355888.8, 274, 410033.0, 274, 260507.5
276, 176200.8, 276, 241733.2, 276, 1147396.0, 276, 400108.3, 276, 419338.1, 276, 0.0, 276, 193462.2, 276, 362631.0, 276, 275632.5, 276, 330367.0, 276, 264930.7, 276, 350712.4, 276, 275569.6, 276, 355911.6, 276, 409974.6, 276, 260506.3
278, 176213.5, 278, 241717.4, 278, 1147420.0, 278, 400084.1, 278, 419354.0, 278, 0.0, 278, 193450.8, 278, 362640.6, 278, 275664.1, 278, 330349.3, 278, 264962.0, 278, 350710.4, 278, 275534.8, 278, 355914.9, 278, 409885.4, 278, 260491.3
280, 176203.9, 280, 241713.3, 280, 1147365.0, 280, 400031.5, 280, 419346.4, 280, 0.0, 280, 193457.3, 280, 362612.5, 280, 275644.0, 280, 330328.2, 280, 264980.0, 280, 350709.6, 280, 275516.5, 280, 355907.2, 280, 409864.7, 280, 260506.3
282, 176191.6, 282, 241684.5, 282, 1147378.0, 282, 400018.3, 282, 419338.8, 282, 0.0, 282, 193459.4, 282, 362608.2, 282, 275658.2, 282, 330303.4, 282, 265002.5, 282, 350720.4, 282, 275509.8, 282, 355915.4, 282, 409815.8, 282, 260483.0
284, 176169.8, 284, 241653.2, 284, 1147328.0, 284, 400005.5, 284, 419335.1, 284, 0.0, 284, 193468.9, 284, 362592.2, 284, 275670.0, 284, 330279.1, 284, 265026.3, 284, 350716.1, 284, 275485.5, 284, 355928.8, 284, 409778.3, 284, 260501.5
286, 176148.5, 286, 241652.9, 286, 1147317.0, 286, 399986.1, 286, 419321.0, 286, 0.0, 286, 193412.1, 286, 362588.6, 286, 275666.1, 286, 330228.0, 286, 265024.9, 286, 350715.6, 286, 275479.0, 286, 355904.4, 286, 409782.4, 286, 260479.2
288, 176150.4, 288, 241664.3, 288, 1147339.0, 288, 399978.8, 288, 419336.1, 288, 0.0, 288, 193436.7, 288, 362592.8, 288, 275682.0, 288, 330245.5, 288, 265029.9, 288, 350720.6, 288, 275469.0, 288, 355928.9, 288, 409749.3, 288, 260485.4
290, 176129.5, 290, 241645.0, 290, 1147306.0, 290, 399985.4, 290, 419321.9, 290, 0.0, 290, 193437.5, 290, 362571.8, 290, 275666.5, 290, 330278.7, 290, 265023.8, 290, 350692.5, 290, 275452.4, 290, 355925.3, 290, 409771.9, 290, 260494.4
292, 176122.1, 292, 241640.4, 292, 1147302.0, 292, 399976.3, 292, 419316.8, 292, 0.0, 292, 193446.5, 292, 362557.7, 292, 275665.1, 292, 330242.7, 292, 265054.3, 292, 350699.4, 292, 275448.9, 292, 355929.2, 292, 409778.0, 292, 260484.0
294, 176144.9, 294, 241631.9, 294, 1147331.0, 294, 399974.5, 294, 419334.4, 294, 0.0, 294, 193434.7, 294, 362563.9, 294, 275672.8, 294, 330242.3, 294, 265074.8, 294, 350723.7, 294, 275469.2, 294, 355933.5, 294, 409746.3, 294, 260486.0
296, 176141.8, 296, 241634.2, 296, 1147292.0, 296, 399959.8, 296, 419302.4, 296, 0.0, 296, 193468.3, 296, 362562.4, 296, 275651.4, 296, 330232.4, 296, 265063.7, 296, 350697.3, 296, 275444.0, 296, 355934.8, 296, 409756.5, 296, 260485.2
298, 176126.7, 298, 241629.0, 298, 1147312.0, 298, 399978.6, 298, 419282.9, 298, 0.0, 298, 193433.5, 298, 362570.2, 298, 275674.8, 298, 330215.7, 298, 265062.8, 298, 350716.8, 298, 275441.0, 298, 355935.6, 298, 409728.3, 298, 260492.4
300, 176132.1, 300, 241637.5, 300, 1147283.0, 300, 399956.9, 300, 419318.0, 300, 0.0, 300, 193441.1, 300, 362570.0, 300, 275676.6, 300, 330241.1, 300, 265060.6, 300, 350701.5, 300, 275425.3, 300, 355927.8, 300, 409727.1, 300, 260476.9
302, 176155.9, 302, 241633.7, 302, 1147308.0, 302, 399954.5, 302, 419314.3, 302, 0.0, 302, 193452.9, 302, 362581.8, 302, 275644.7, 302, 330273.9, 302, 265090.4, 302, 350730.4, 302, 275459.5, 302, 355912.5, 302, 409737.8, 302, 260519.9
304, 176164.7, 304, 241657.6, 304, 1147288.0, 304, 399994.9, 304, 419297.6, 304, 0.0, 304, 193447.4, 304, 362589.6, 304, 275648.7, 304, 330296.5, 304, 265029.4, 304, 350730.3, 304, 275475.3, 304, 355913.1, 304, 409839.5, 304, 260522.7
306, 176150.8, 306, 241659.2, 306, 1147266.0, 306, 400047.5, 306, 419282.7, 306, 0.0, 306, 193420.8, 306, 362593.2, 306, 275603.9, 306, 330324.6, 306, 265002.7, 306, 350726.5, 306, 275491.4, 306, 355875.1, 306, 409890.2, 306, 260547.0
308, 176172.9, 308, 241704.5, 308, 1147294.0, 308, 400050.2, 308, 419293.6, 308, 0.0, 308, 193411.8, 308, 362614.1, 308, 275601.9, 308, 330330.5, 308, 264919.8, 308, 350704.0, 308, 275491.0, 308, 355868.2, 308, 409897.6, 308, 260513.7
310, 176194.4, 310, 241731.9, 310, 1147327.0, 310, 400027.7, 310, 419281.1, 310, 0.0, 310, 193422.8, 310, 362602.0, 310, 275610.1, 310, 330309.5, 310, 264967.2, 310, 350700.7, 310, 275487.3, 310, 355845.1, 310, 409852.4, 310, 260499.8
312, 176213.4, 312, 241696.2, 312, 1147330.0, 312, 399994.3, 312, 419278.3, 312, 0.0, 312, 193423.5, 312, 362604.5, 312, 275643.0, 312, 330281.6, 312, 264978.5, 312, 350703.1, 312, 275469.7, 312, 355867.4, 312, 409794.9, 312, 260494.7
314, 176152.9, 314, 241671.0, 314, 1147292.0, 314, 399958.8, 314, 419290.7, 314, 0.0, 314, 193418.3, 314, 362585.4, 314, 275604.6, 314, 330257.2, 314, 264976.7, 314, 350689.9, 314, 275438.5, 314, 355843.7, 314, 409765.5, 314, 260479.7
316, 176161.1, 316, 241660.1, 316, 1147288.0, 316, 399957.2, 316, 419289.8, 316, 0.0, 316, 193409.4, 316, 362586.6, 316, 275650.2, 316, 330269.4, 316, 265019.7, 316, 350687.5, 316, 275440.7, 316, 355879.6, 316, 409719.3, 316, 260508.3
318, 176153.2, 318, 241661.9, 318, 1147277.0, 318, 399924.1, 318, 419297.4, 318, 0.0, 318, 193422.7, 318, 362583.4, 318, 275632.7, 318, 330236.5, 318, 264999.8, 318, 350683.3, 318, 275418.6, 318, 355867.9, 318, 409714.8, 318, 260478.4
320, 176142.1, 320, 241656.2, 320, 1147274.0, 320, 399928.9, 320, 419258.1, 320, 0.0, 320, 193428.8, 320, 362562.2, 320, 275634.2, 320, 330228.4, 320, 264993.9, 320, 350675.9, 320, 275405.5, 320, 355864.8, 320, 409708.4, 320, 260480.2
322, 176175.5, 322, 241655.1, 322, 1147287.0, 322, 399927.0, 322, 419283.1, 322, 0.0, 322, 193416.3, 322, 362568.9, 322, 275640.0, 322, 330244.4, 322, 265042.9, 322, 350698.5, 322, 275438.1, 322, 355873.3, 322, 409715.1, 322, 260491.3
324, 176149.3, 324, 241644.8, 324, 1147298.0, 324, 399942.3, 324, 419277.5, 324, 0.0, 324, 193425.4, 324, 362548.4, 324, 275626.4, 324, 330249.8, 324, 265009.5, 324, 350680.0, 324, 275438.5, 324, 355869.5, 324, 409734.9, 324, 260491.2
326, 176157.7, 326, 241658.8, 326, 1147299.0, 326, 399990.0, 326, 419295.1, 326, 0.0, 326, 193395.0, 326, 362568.4, 326, 275587.6, 326, 330277.6, 326, 264994.0, 326, 350686.0, 326, 275415.0, 326, 355865.1, 326, 409791.5, 326, 260498.1
328, 176152.5, 328, 241667.1, 328, 1147321.0, 328, 399996.1, 328, 419263.6, 328, 0.0, 328, 193394.3, 328, 362569.0, 328, 275610.0, 328, 330248.4, 328, 264945.4, 328, 350667.0, 328, 275399.8, 328, 355845.1, 328, 409758.2, 328, 260478.5
330, 176164.5, 330, 241676.3, 330, 1147357.0, 330, 399988.8, 330, 419269.0, 330, 0.0, 330, 193415.5, 330, 362568.7, 330, 275619.4, 330, 330272.8, 330, 264999.6, 330, 350689.7, 330, 275402.7, 330, 355845.8, 330, 409734.4, 330, 260501.9
332, 176188.0, 332, 241677.1, 332, 1147312.0, 332, 399949.9, 332, 419277.6, 332, 0.0, 332, 193429.0, 332, 362564.9, 332, 275628.4, 332, 330234.0, 332, 264980.7, 332, 350683.3, 332, 275389.5, 332, 355846.0, 332, 409726.9, 332, 260489.1
334, 176125.4, 334, 241644.2, 334, 1147306.0, 334, 399937.5, 334, 419240.9, 334, 0.0, 334, 193401.4, 334, 362560.1, 334, 275622.1, 334, 330222.6, 334, 264981.7, 334, 350652.0, 334, 275384.0, 334, 355853.4, 334, 409673.5, 334, 260504.1
336, 176148.9, 336, 241634.2, 336, 1147291.0, 336, 399912.1, 336, 419243.9, 336, 0.0, 336, 193449.6, 336, 362552.1, 336, 275645.0, 336, 330234.4, 336, 264996.4, 336, 350683.9, 336, 275402.3, 336, 355854.5, 336, 409664.5, 336, 260490.5
338, 176161.5, 338, 241630.6, 338, 1147284.0, 338, 399924.4, 338, 419260.4, 338, 0.0, 338, 193424.0, 338, 362589.9, 338, 275629.9, 338, 330285.7, 338, 265022.1, 338, 350700.9, 338, 275388.3, 338, 355870.8, 338, 409695.6, 338, 260495.5
340, 176151.6, 340, 241669.8, 340, 1147257.0, 340, 399983.1, 340, 419234.9, 340, 0.0, 340, 193412.8, 340, 362581.4, 340, 275597.6, 340, 330286.6, 340, 264961.1, 340, 350701.3, 340, 275407.1, 340, 355827.6, 340, 409775.9, 340, 260511.2
342, 176144.0, 342, 241699.2, 342, 1147276.0, 342, 400007.4, 342, 419229.3, 342, 0.0, 342, 193422.2, 342, 362584.0, 342, 275574.8, 342, 330294.4, 342, 264913.0, 342, 350673.6, 342, 275437.7, 342, 355821.1, 342, 409827.7, 342, 260528.0
344, 176129.3, 344, 241686.5, 344, 1147326.0, 344, 400007.6, 344, 419238.8, 344, 0.0, 344, 193392.8, 344, 362609.1, 344, 275565.2, 344, 330276.3, 344, 264872.4, 344, 350639.2, 344, 275383.5, 344, 355803.8, 344, 409817.1, 344, 260480.4
346, 176145.7, 346, 241708.2, 346, 1147335.0, 346, 399974.1, 346, 419227.6, 346, 0.0, 346, 193419.2, 346, 362583.0, 346, 275579.2, 346, 330272.9, 346, 264919.8, 346, 350648.2, 346, 275377.5, 346, 355828.7, 346, 409740.4, 346, 260464.3
348, 176123.8, 348, 241698.0, 348, 1147306.0, 348, 399936.5, 348, 419231.7, 348, 0.0, 348, 193403.4, 348, 362569.7, 348, 275564.2, 348, 330229.2, 348, 264917.9, 348, 350627.1, 348, 275394.2, 348, 355833.2, 348, 409728.8, 348, 260469.2
350, 176107.3, 350, 241677.2, 350, 1147368.0, 350, 399925.2, 350, 419243.5, 350, 0.0, 350, 193419.7, 350, 362578.5, 350, 275587.9, 350, 330230.7, 350, 264930.7, 350, 350631.1, 350, 275351.4, 350, 355849.4, 350, 409690.1, 350, 260473.0
352, 176127.8, 352, 241704.0, 352, 1147336.0, 352, 399914.2, 352, 419247.1, 352, 0.0, 352, 193418.1, 352, 362572.9, 352, 275593.6, 352, 330207.6, 352, 264968.2, 352, 350634.1, 352, 275361.5, 352, 355841.4, 352, 409680.3, 352, 260472.4
354, 176089.2, 354, 241663.9, 354, 1147302.0, 354, 399904.8, 354, 419235.8, 354, 0.0, 354, 193421.5, 354, 362559.9, 354, 275576.6, 354, 330217.9, 354, 264958.4, 354, 350635.6, 354, 275343.9, 354, 355829.5, 354, 409667.3, 354, 260462.2
356, 176116.7, 356, 241643.8, 356, 1147311.0, 356, 399913.8, 356, 419223.3, 356, 0.0, 356, 193438.4, 356, 362552.6, 356, 275595.2, 356, 330183.1, 356, 264991.0, 356, 350641.7, 356, 275363.8, 356, 355856.7, 356, 409656.8, 356, 260471.8
358, 176118.4, 358, 241647.5, 358, 1147284.0, 358, 399903.7, 358, 419235.6, 358, 0.0, 358, 193416.3, 358, 362554.5, 358, 275578.4, 358, 330193.2, 358, 264983.9, 358, 350627.9, 358, 275339.5, 358, 355841.4, 358, 409642.4, 358, 260457.0
360, 176082.2, 360, 241674.2, 360, 1147287.0, 360, 399875.0, 360, 419215.2, 360, 0.0, 360, 193413.5, 360, 362526.5, 360, 275577.0, 360, 330184.2, 360, 264978.4, 360, 350615.0, 360, 275330.6, 360, 355840.0, 360, 409669.1, 360, 260462.5
362, 176104.8, 362, 241650.0, 362, 1147305.0, 362, 399878.9, 362, 419220.8, 362, 0.0, 362, 193440.3, 362, 362556.0, 362, 275596.5, 362, 330233.0, 362, 265027.5, 362, 350649.6, 362, 275362.8, 362, 355858.0, 362, 409657.0, 362, 260466.2
364, 176137.8, 364, 241662.9, 364, 1147319.0, 364, 399926.4, 364, 419230.8, 364, 0.0, 364, 193418.8, 364, 362572.4, 364, 275560.9, 364, 330308.7, 364, 264959.5, 364, 350664.8, 364, 275377.1, 364, 355845.2, 364, 409748.2, 364, 260517.0
366, 176156.8, 366, 241708.4, 366, 1147339.0, 366, 400004.5, 366, 419255.0, 366, 0.0, 366, 193423.8, 366, 362562.3, 366, 275533.4, 366, 330356.7, 366, 264910.5, 366, 350663.6, 366, 275424.9, 366, 355807.8, 366, 409866.6, 366, 260521.3
368, 176190.9, 368, 241741.1, 368, 1147373.0, 368, 400056.4, 368, 419240.8, 368, 0.0, 368, 193408.1, 368, 362629.6, 368, 275522.0, 368, 330393.5, 368, 264849.4, 368, 350663.1, 368, 275440.7, 368, 355786.3, 368, 409924.4, 368, 260541.3
370, 176208.4, 370, 241778.1, 370, 1147398.0, 370, 400084.0, 370, 419247.4, 370, 0.0, 370, 193399.6, 370, 362637.6, 370, 275506.8, 370, 330403.9, 370, 264794.0, 370, 350637.8, 370, 275460.9, 370, 355740.9, 370, 409912.4, 370, 260513.6
372, 176227.9, 372, 241792.2, 372, 1147435.0, 372, 400045.0, 372, 419251.0, 372, 0.0, 372, 193407.8, 372, 362663.3, 372, 275525.8, 372, 330431.1, 372, 264816.6, 372, 350673.5, 372, 275463.7, 372, 355748.7, 372, 409905.4, 372, 260527.0
374, 176240.0, 374, 241810.2, 374, 1147394.0, 374, 400027.7, 374, 419248.9, 374, 0.0, 374, 193409.7, 374, 362670.0, 374, 275525.5, 374, 330435.4, 374, 264771.4, 374, 350675.5, 374, 275457.1, 374, 355759.7, 374, 409893.4, 374, 260519.2
376, 176231.5, 376, 241801.7, 376, 1147384.0, 376, 400045.9, 376, 419277.9, 376, 0.0, 376, 193388.1, 376, 362681.6, 376, 275497.6, 376, 330433.4, 376, 264755.2, 376, 350661.1, 376, 275470.6, 376, 355743.6, 376, 409890.9, 376, 260524.6
378, 176226.8, 378, 241807.2, 378, 1147385.0, 378, 400010.1, 378, 419258.9, 378, 0.0, 378, 193388.8, 378, 362669.5, 378, 275515.2, 378, 330384.4, 378, 264737.2, 378, 350645.8, 378, 275433.6, 378, 355702.7, 378, 409851.0, 378, 260506.0
380, 176212.1, 380, 241761.2, 380, 1147386.0, 380, 400001.1, 380, 419269.0, 380, 0.0, 380, 193387.1, 380, 362669.4, 380, 275519.5, 380, 330357.7, 380, 264733.5, 380, 350617.8, 380, 275408.4, 380, 355738.4, 380, 409796.8, 380, 260494.3
382, 176211.2, 382, 241767.7, 382, 1147390.0, 382, 399936.9, 382, 419240.4, 382, 0.0, 382, 193378.6, 382, 362651.2, 382, 275563.4, 382, 330312.5, 382, 264781.5, 382, 350640.6, 382, 275398.9, 382, 355758.0, 382, 409717.2, 382, 260481.7
384, 176194.0, 384, 241734.3, 384, 1147332.0, 384, 399878.2, 384, 419268.6, 384, 0.0, 384, 193387.4, 384, 362634.7, 384, 275548.0, 384, 330268.6, 384, 264807.7, 384, 350613.7, 384, 275360.2, 384, 355756.7, 384, 409694.3, 384, 260458.9
