time_1,Nylon,time_2,Nylon,time_3,Nylon,time_4,Nylon,time_5,Cellulose,time_6,Cellulose,time_7,Cellulose,time_8,Cellulose,time_9,Polyimide,time_10,Polyimide,time_11,Polyimide,time_12,Polyimide,time_13,PET,time_14,PET,time_15,PET,time_16,PET
2578, 177950.7, 2578, 241938.9, 2578, 1151263.0, 2578, 401295.8, 2578, 424760.6, 2578, 305935.4, 2578, 198129.2, 2578, 367115.0, 2578, 276970.1, 2578, 330759.1, 2578, 266304.5, 2578, 373565.1, 2578, 276432.8, 2578, 357316.4, 2578, 411085.4, 2578, 266396.4
2580, 177934.6, 2580, 241948.6, 2580, 1151306.0, 2580, 401334.5, 2580, 424725.4, 2580, 305978.5, 2580, 198198.1, 2580, 367120.3, 2580, 276884.2, 2580, 330757.5, 2580, 266316.8, 2580, 373556.5, 2580, 276396.4, 2580, 357350.3, 2580, 411125.2, 2580, 266407.4
2582, 177913.1, 2582, 241981.1, 2582, 1151285.0, 2582, 401324.9, 2582, 424735.8, 2582, 305985.8, 2582, 198148.7, 2582, 367067.5, 2582, 276845.8, 2582, 330733.1, 2582, 266293.9, 2582, 373527.0, 2582, 276419.6, 2582, 357335.4, 2582, 411182.6, 2582, 266441.2
2584, 177913.5, 2584, 241955.3, 2584, 1151283.0, 2584, 401385.6, 2584, 424701.4, 2584, 305942.9, 2584, 198168.7, 2584, 367059.2, 2584, 276862.0, 2584, 330727.0, 2584, 266355.5, 2584, 373599.8, 2584, 276456.3, 2584, 357358.8, 2584, 411128.3, 2584, 266470.3
2586, 177864.4, 2586, 241979.3, 2586, 1151298.0, 2586, 401357.8, 2586, 424729.8, 2586, 305945.0, 2586, 198156.1, 2586, 367126.0, 2586, 276859.4, 2586, 330713.5, 2586, 266357.6, 2586, 373544.7, 2586, 276415.0, 2586, 357358.1, 2586, 411097.7, 2586, 266429.6
2588, 177919.4, 2588, 241898.0, 2588, 1151258.0, 2588, 401327.4, 2588, 424727.1, 2588, 305909.9, 2588, 198178.2, 2588, 367136.5, 2588, 276927.4, 2588, 330690.8, 2588, 266293.6, 2588, 373560.5, 2588, 276473.0, 2588, 357356.0, 2588, 411091.9, 2588, 266452.3
2590, 177910.6, 2590, 241972.7, 2590, 1151336.0, 2590, 401274.6, 2590, 424730.6, 2590, 305925.8, 2590, 198220.3, 2590, 367081.9, 2590, 276973.5, 2590, 330727.7, 2590, 266356.7, 2590, 373593.0, 2590, 276456.1, 2590, 357385.4, 2590, 411062.1, 2590, 266436.7
2592, 177875.3, 2592, 241964.5, 2592, 1151308.0, 2592, 401280.1, 2592, 424697.9, 2592, 305963.3, 2592, 198210.0, 2592, 367116.0, 2592, 276914.7, 2592, 330756.2, 2592, 266326.6, 2592, 373508.3, 2592, 276438.6, 2592, 357399.8, 2592, 411192.8, 2592, 266421.5
2594, 177919.7, 2594, 241955.1, 2594, 1151314.0, 2594, 401408.4, 2594, 424751.0, 2594, 305935.9, 2594, 198168.7, 2594, 367170.0, 2594, 276895.9, 2594, 330773.2, 2594, 266319.9, 2594, 373547.3, 2594, 276474.4, 2594, 357375.0, 2594, 411235.0, 2594, 266440.6
2596, 177988.2, 2596, 241984.7, 2596, 1151353.0, 2596, 401383.1, 2596, 424739.9, 2596, 305980.3, 2596, 198152.3, 2596, 367164.2, 2596, 276853.8, 2596, 330747.1, 2596, 266280.3, 2596, 373567.6, 2596, 276496.4, 2596, 357307.0, 2596, 411227.4, 2596, 266460.4
2598, 177909.3, 2598, 242005.9, 2598, 1151325.0, 2598, 401388.7, 2598, 424746.5, 2598, 305887.2, 2598, 198171.2, 2598, 367103.7, 2598, 276890.1, 2598, 330753.5, 2598, 266266.3, 2598, 373605.4, 2598, 276432.4, 2598, 357330.6, 2598, 411179.5, 2598, 266437.7
2600, 177992.2, 2600, 241960.2, 2600, 1151279.0, 2600, 401324.4, 2600, 424716.6, 2600, 305907.6, 2600, 198195.7, 2600, 367077.6, 2600, 276883.9, 2600, 330717.7, 2600, 266298.1, 2600, 373542.9, 2600, 276433.9, 2600, 357341.3, 2600, 411140.1, 2600, 266407.8
2602, 177968.5, 2602, 241969.5, 2602, 1151286.0, 2602, 401359.4, 2602, 424742.6, 2602, 305931.0, 2602, 198202.9, 2602, 367120.3, 2602, 276932.0, 2602, 330698.7, 2602, 266292.4, 2602, 373581.6, 2602, 276474.3, 2602, 357388.0, 2602, 411119.4, 2602, 266406.5
2604, 177921.9, 2604, 241981.2, 2604, 1151301.0, 2604, 401278.6, 2604, 424786.0, 2604, 305950.6, 2604, 198168.1, 2604, 367085.8, 2604, 276938.6, 2604, 330727.3, 2604, 266315.5, 2604, 373600.0, 2604, 276448.3, 2604, 357369.5, 2604, 411083.3, 2604, 266386.8
2606, 177909.9, 2606, 241961.6, 2606, 1151306.0, 2606, 401350.9, 2606, 424710.7, 2606, 305975.3, 2606, 198186.3, 2606, 367069.3, 2606, 276914.0, 2606, 330714.1, 2606, 266364.9, 2606, 373565.3, 2606, 276412.4, 2606, 357371.1, 2606, 411052.2, 2606, 266380.5
2608, 177926.4, 2608, 241932.0, 2608, 1151260.0, 2608, 401285.3, 2608, 424707.4, 2608, 305927.2, 2608, 198177.6, 2608, 367141.7, 2608, 276877.9, 2608, 330700.7, 2608, 266356.1, 2608, 373615.4, 2608, 276443.6, 2608, 357364.2, 2608, 411062.7, 2608, 266413.1
2610, 177937.8, 2610, 241906.0, 2610, 1151279.0, 2610, 401279.9, 2610, 424640.1, 2610, 306014.6, 2610, 198167.2, 2610, 367060.7, 2610, 276806.0, 2610, 330685.5, 2610, 266371.2, 2610, 373552.5, 2610, 276354.9, 2610, 357446.1, 2610, 411038.6, 2610, 266435.1
2612, 177946.5, 2612, 241895.7, 2612, 1151283.0, 2612, 401345.4, 2612, 424655.1, 2612, 305969.2, 2612, 198229.4, 2612, 367062.1, 2612, 276857.5, 2612, 330641.4, 2612, 266380.6, 2612, 373555.3, 2612, 276421.2, 2612, 357412.4, 2612, 411087.8, 2612, 266453.3
2614, 177961.8, 2614, 241976.2, 2614, 1151253.0, 2614, 401328.1, 2614, 424668.0, 2614, 305964.6, 2614, 198158.7, 2614, 367084.4, 2614, 276902.6, 2614, 330758.6, 2614, 266444.3, 2614, 373588.1, 2614, 276425.4, 2614, 357370.4, 2614, 411083.3, 2614, 266431.8
2616, 177919.3, 2616, 241897.7, 2616, 1151207.0, 2616, 401271.0, 2616, 424703.2, 2616, 305952.4, 2616, 198197.2, 2616, 367099.6, 2616, 276854.7, 2616, 330761.5, 2616, 266320.5, 2616, 373588.8, 2616, 276433.1, 2616, 357395.8, 2616, 411112.4, 2616, 266393.4
2618, 177861.6, 2618, 241917.4, 2618, 1151215.0, 2618, 401367.3, 2618, 424693.5, 2618, 305964.0, 2618, 198180.5, 2618, 367013.7, 2618, 276894.6, 2618, 330717.8, 2618, 266310.1, 2618, 373594.4, 2618, 276419.2, 2618, 357356.9, 2618, 411150.5, 2618, 266393.2
2620, 177837.3, 2620, 241949.6, 2620, 1151261.0, 2620, 401317.5, 2620, 424656.4, 2620, 305869.7, 2620, 198204.7, 2620, 367027.9, 2620, 276831.0, 2620, 330737.5, 2620, 266322.5, 2620, 373568.5, 2620, 276450.2, 2620, 357352.9, 2620, 411139.4, 2620, 266354.6
2622, 177948.1, 2622, 241919.7, 2622, 1151294.0, 2622, 401314.7, 2622, 424737.1, 2622, 305923.2, 2622, 198153.6, 2622, 367105.3, 2622, 276939.5, 2622, 330685.5, 2622, 266367.1, 2622, 373621.1, 2622, 276409.8, 2622, 357357.3, 2622, 411142.1, 2622, 266421.7
2624, 177862.5, 2624, 241889.7, 2624, 1151249.0, 2624, 401332.8, 2624, 424682.6, 2624, 305920.8, 2624, 198147.0, 2624, 367129.4, 2624, 276908.9, 2624, 330683.8, 2624, 266351.9, 2624, 373527.8, 2624, 276465.6, 2624, 357353.1, 2624, 411153.1, 2624, 266443.0
2626, 177967.1, 2626, 241942.6, 2626, 1151315.0, 2626, 401267.6, 2626, 424758.6, 2626, 305889.0, 2626, 198244.6, 2626, 367071.3, 2626, 276880.6, 2626, 330770.5, 2626, 266329.1, 2626, 373595.7, 2626, 276452.0, 2626, 357436.8, 2626, 411142.9, 2626, 266429.8
2628, 177902.2, 2628, 241908.9, 2628, 1151320.0, 2628, 401329.7, 2628, 424708.5, 2628, 305980.0, 2628, 198155.8, 2628, 367033.6, 2628, 276873.6, 2628, 330825.8, 2628, 266355.8, 2628, 373630.7, 2628, 276531.6, 2628, 357427.2, 2628, 411249.3, 2628, 266467.0
2630, 177970.1, 2630, 242024.0, 2630, 1151393.0, 2630, 401438.8, 2630, 424728.3, 2630, 306007.2, 2630, 198209.7, 2630, 367108.4, 2630, 276865.0, 2630, 330899.7, 2630, 266335.6, 2630, 373576.3, 2630, 276506.0, 2630, 357431.5, 2630, 411350.9, 2630, 266509.7
2632, 177943.3, 2632, 241997.7, 2632, 1151334.0, 2632, 401477.0, 2632, 424754.1, 2632, 305973.4, 2632, 198139.0, 2632, 367118.8, 2632, 276918.4, 2632, 330857.5, 2632, 266219.8, 2632, 373624.8, 2632, 276546.5, 2632, 357432.6, 2632, 411261.4, 2632, 266462.0
2634, 178022.1, 2634, 241990.0, 2634, 1151280.0, 2634, 401386.4, 2634, 424712.4, 2634, 305887.8, 2634, 198167.6, 2634, 367174.8, 2634, 276852.6, 2634, 330806.4, 2634, 266178.1, 2634, 373634.7, 2634, 276528.3, 2634, 357397.5, 2634, 411340.1, 2634, 266486.9
2636, 178022.8, 2636, 242014.9, 2636, 1151330.0, 2636, 401381.8, 2636, 424675.5, 2636, 305895.3, 2636, 198146.6, 2636, 367149.2, 2636, 276847.3, 2636, 330814.0, 2636, 266225.0, 2636, 373631.7, 2636, 276517.7, 2636, 357409.1, 2636, 411237.9, 2636, 266468.0
2638, 177996.7, 2638, 241962.8, 2638, 1151285.0, 2638, 401395.8, 2638, 424732.5, 2638, 305898.3, 2638, 198126.7, 2638, 367142.6, 2638, 276870.6, 2638, 330753.3, 2638, 266238.7, 2638, 373557.3, 2638, 276468.2, 2638, 357422.4, 2638, 411146.5, 2638, 266449.5
2640, 177950.4, 2640, 242042.5, 2640, 1151300.0, 2640, 401276.4, 2640, 424670.0, 2640, 305889.4, 2640, 198167.0, 2640, 367165.4, 2640, 276900.3, 2640, 330746.3, 2640, 266273.6, 2640, 373621.1, 2640, 276456.8, 2640, 357396.3, 2640, 411155.1, 2640, 266431.7
2642, 177991.8, 2642, 241929.9, 2642, 1151274.0, 2642, 401299.8, 2642, 424659.2, 2642, 305854.9, 2642, 198170.8, 2642, 367063.3, 2642, 276926.8, 2642, 330724.1, 2642, 266298.7, 2642, 373586.0, 2642, 276499.7, 2642, 357405.4, 2642, 411178.5, 2642, 266430.1
2644, 177947.3, 2644, 241955.4, 2644, 1151240.0, 2644, 401351.9, 2644, 424668.1, 2644, 305940.1, 2644, 198165.3, 2644, 367053.4, 2644, 276879.9, 2644, 330670.5, 2644, 266328.3, 2644, 373564.5, 2644, 276420.9, 2644, 357413.0, 2644, 411140.2, 2644, 266369.4
2646, 177993.7, 2646, 241980.6, 2646, 1151284.0, 2646, 401250.2, 2646, 424682.2, 2646, 305906.6, 2646, 198217.2, 2646, 367059.6, 2646, 276948.4, 2646, 330759.7, 2646, 266336.9, 2646, 373573.5, 2646, 276435.0, 2646, 357419.1, 2646, 411086.4, 2646, 266397.0
2648, 177948.1, 2648, 241941.2, 2648, 1151257.0, 2648, 401296.2, 2648, 424701.9, 2648, 305910.4, 2648, 198154.4, 2648, 367081.4, 2648, 276936.5, 2648, 330771.8, 2648, 266340.6, 2648, 373608.1, 2648, 276506.0, 2648, 357427.2, 2648, 411172.4, 2648, 266457.1
2650, 177970.6, 2650, 241982.3, 2650, 1151267.0, 2650, 401358.3, 2650, 424691.1, 2650, 305931.5, 2650, 198148.1, 2650, 367077.4, 2650, 276906.1, 2650, 330855.5, 2650, 266327.4, 2650, 373646.4, 2650, 276492.7, 2650, 357387.4, 2650, 411234.5, 2650, 266474.6
2652, 177924.3, 2652, 241958.2, 2652, 1151251.0, 2652, 401437.3, 2652, 424703.8, 2652, 305899.9, 2652, 198104.7, 2652, 367110.4, 2652, 276904.4, 2652, 330868.5, 2652, 266231.5, 2652, 373687.0, 2652, 276517.4, 2652, 357410.7, 2652, 411258.3, 2652, 266481.3
2654, 177948.1, 2654, 241984.3, 2654, 1151270.0, 2654, 401385.4, 2654, 424684.9, 2654, 305918.3, 2654, 198107.9, 2654, 367151.8, 2654, 276864.0, 2654, 330859.9, 2654, 266188.6, 2654, 373582.7, 2654, 276486.7, 2654, 357356.0, 2654, 411274.0, 2654, 266444.0
2656, 177929.7, 2656, 242048.9, 2656, 1151255.0, 2656, 401403.4, 2656, 424628.9, 2656, 305849.3, 2656, 198108.0, 2656, 367168.8, 2656, 276898.6, 2656, 330816.6, 2656, 266301.2, 2656, 373601.3, 2656, 276520.1, 2656, 357349.6, 2656, 411209.0, 2656, 266428.4
2658, 178018.8, 2658, 241935.5, 2658, 1151295.0, 2658, 401312.6, 2658, 424680.2, 2658, 305924.4, 2658, 198109.8, 2658, 367146.2, 2658, 276868.2, 2658, 330767.5, 2658, 266186.6, 2658, 373662.0, 2658, 276467.1, 2658, 357366.4, 2658, 411140.4, 2658, 266428.5
2660, 177969.3, 2660, 241941.3, 2660, 1151287.0, 2660, 401342.3, 2660, 424718.0, 2660, 305895.5, 2660, 198178.6, 2660, 367135.5, 2660, 276885.9, 2660, 330732.4, 2660, 266293.0, 2660, 373585.5, 2660, 276420.8, 2660, 357382.2, 2660, 411110.9, 2660, 266415.3
2662, 178003.1, 2662, 241932.5, 2662, 1151270.0, 2662, 401280.2, 2662, 424659.2, 2662, 305864.6, 2662, 198122.0, 2662, 367119.5, 2662, 276911.3, 2662, 330713.2, 2662, 266263.9, 2662, 373717.4, 2662, 276439.4, 2662, 357390.3, 2662, 411111.8, 2662, 266436.8
2664, 177890.3, 2664, 241898.7, 2664, 1151199.0, 2664, 401259.6, 2664, 424671.3, 2664, 305868.2, 2664, 198066.5, 2664, 367082.5, 2664, 276922.0, 2664, 330685.5, 2664, 266267.1, 2664, 373562.7, 2664, 276391.7, 2664, 357435.6, 2664, 411129.3, 2664, 266403.2
2666, 177914.8, 2666, 241891.0, 2666, 1151290.0, 2666, 401302.1, 2666, 424640.5, 2666, 305907.7, 2666, 198131.0, 2666, 367107.1, 2666, 276959.2, 2666, 330771.3, 2666, 266313.9, 2666, 373615.3, 2666, 276415.6, 2666, 357471.2, 2666, 411089.0, 2666, 266450.3
2668, 177935.8, 2668, 241931.5, 2668, 1151175.0, 2668, 401298.7, 2668, 424680.4, 2668, 305864.7, 2668, 198163.6, 2668, 367088.9, 2668, 276913.9, 2668, 330764.7, 2668, 266310.1, 2668, 373654.0, 2668, 276442.1, 2668, 357432.3, 2668, 411168.3, 2668, 266441.6
2670, 177889.5, 2670, 241905.3, 2670, 1151196.0, 2670, 401311.4, 2670, 424684.7, 2670, 305913.9, 2670, 198068.0, 2670, 367077.6, 2670, 276923.1, 2670, 330753.4, 2670, 266339.8, 2670, 373620.8, 2670, 276466.4, 2670, 357350.3, 2670, 411247.0, 2670, 266435.5
2672, 177928.8, 2672, 241916.5, 2672, 1151192.0, 2672, 401355.2, 2672, 424657.0, 2672, 305921.5, 2672, 198144.3, 2672, 367064.4, 2672, 276882.3, 2672, 330721.9, 2672, 266280.9, 2672, 373549.9, 2672, 276444.0, 2672, 357388.9, 2672, 411167.6, 2672, 266427.0
2674, 177971.7, 2674, 241923.7, 2674, 1151273.0, 2674, 401287.1, 2674, 424682.9, 2674, 305937.0, 2674, 198064.7, 2674, 367101.0, 2674, 276899.4, 2674, 330743.0, 2674, 266304.3, 2674, 373577.5, 2674, 276423.4, 2674, 357389.1, 2674, 411105.1, 2674, 266378.5
2676, 177931.6, 2676, 241922.7, 2676, 1151216.0, 2676, 401296.2, 2676, 424693.5, 2676, 305898.1, 2676, 198136.7, 2676, 367090.1, 2676, 276884.3, 2676, 330734.2, 2676, 266287.5, 2676, 373566.8, 2676, 276425.3, 2676, 357376.0, 2676, 411101.3, 2676, 266394.7
2678, 178000.7, 2678, 241944.1, 2678, 1151261.0, 2678, 401285.7, 2678, 424664.0, 2678, 305864.7, 2678, 198113.3, 2678, 367075.3, 2678, 276950.6, 2678, 330707.8, 2678, 266359.0, 2678, 373598.5, 2678, 276436.9, 2678, 357391.4, 2678, 411098.1, 2678, 266438.8
2680, 177885.0, 2680, 241963.7, 2680, 1151201.0, 2680, 401242.1, 2680, 424676.0, 2680, 305935.6, 2680, 198082.2, 2680, 367050.5, 2680, 276921.4, 2680, 330733.7, 2680, 266302.3, 2680, 373589.0, 2680, 276459.8, 2680, 357363.6, 2680, 411042.8, 2680, 266424.1
2682, 177879.1, 2682, 241892.1, 2682, 1151235.0, 2682, 401306.7, 2682, 424613.2, 2682, 305846.5, 2682, 198170.3, 2682, 367060.0, 2682, 276940.5, 2682, 330681.6, 2682, 266331.3, 2682, 373597.1, 2682, 276473.5, 2682, 357397.8, 2682, 411063.1, 2682, 266406.9
2684, 177922.3, 2684, 241927.4, 2684, 1151256.0, 2684, 401278.2, 2684, 424615.0, 2684, 305910.7, 2684, 198113.3, 2684, 367090.0, 2684, 276944.9, 2684, 330752.4, 2684, 266365.9, 2684, 373651.8, 2684, 276457.1, 2684, 357427.3, 2684, 411169.3, 2684, 266375.5
2686, 177940.3, 2686, 241931.3, 2686, 1151217.0, 2686, 401293.6, 2686, 424664.4, 2686, 305916.9, 2686, 198134.8, 2686, 367101.9, 2686, 276944.9, 2686, 330790.4, 2686, 266366.6, 2686, 373697.0, 2686, 276444.0, 2686, 357374.0, 2686, 411186.6, 2686, 266476.4
2688, 177912.3, 2688, 241937.7, 2688, 1151237.0, 2688, 401340.1, 2688, 424691.5, 2688, 305954.9, 2688, 198117.1, 2688, 367044.8, 2688, 276848.1, 2688, 330788.5, 2688, 266242.5, 2688, 373656.5, 2688, 276467.2, 2688, 357341.0, 2688, 411176.3, 2688, 266393.4
2690, 177995.1, 2690, 241930.7, 2690, 1151246.0, 2690, 401276.5, 2690, 424643.2, 2690, 305851.1, 2690, 198089.1, 2690, 367096.9, 2690, 276933.4, 2690, 330753.6, 2690, 266239.5, 2690, 373580.4, 2690, 276446.8, 2690, 357313.0, 2690, 411138.4, 2690, 266397.1
2692, 177939.0, 2692, 241985.0, 2692, 1151210.0, 2692, 401322.1, 2692, 424667.5, 2692, 305865.0, 2692, 198156.9, 2692, 367072.4, 2692, 276909.2, 2692, 330818.8, 2692, 266390.7, 2692, 373563.6, 2692, 276496.2, 2692, 357367.2, 2692, 411177.6, 2692, 266425.7
2694, 177949.2, 2694, 241947.7, 2694, 1151285.0, 2694, 401333.7, 2694, 424684.9, 2694, 305932.3, 2694, 198137.3, 2694, 367095.4, 2694, 276815.8, 2694, 330911.8, 2694, 266242.4, 2694, 373632.9, 2694, 276530.8, 2694, 357335.0, 2694, 411273.2, 2694, 266472.6
2696, 177949.3, 2696, 241971.4, 2696, 1151280.0, 2696, 401425.9, 2696, 424674.8, 2696, 305945.1, 2696, 198104.4, 2696, 367111.5, 2696, 276902.1, 2696, 330830.4, 2696, 266154.0, 2696, 373645.8, 2696, 276525.4, 2696, 357304.3, 2696, 411360.7, 2696, 266474.6
2698, 178002.6, 2698, 242000.9, 2698, 1151279.0, 2698, 401439.5, 2698, 424685.6, 2698, 305932.8, 2698, 198130.2, 2698, 367147.3, 2698, 276826.0, 2698, 330842.1, 2698, 266161.1, 2698, 373585.9, 2698, 276510.9, 2698, 357271.6, 2698, 411357.6, 2698, 266447.6
2700, 178015.8, 2700, 242027.0, 2700, 1151294.0, 2700, 401395.2, 2700, 424685.3, 2700, 305863.7, 2700, 198087.8, 2700, 367166.9, 2700, 276857.1, 2700, 330808.6, 2700, 266172.1, 2700, 373578.5, 2700, 276463.2, 2700, 357353.9, 2700, 411252.5, 2700, 266472.0
2702, 178063.3, 2702, 241959.2, 2702, 1151323.0, 2702, 401394.7, 2702, 424704.8, 2702, 305913.9, 2702, 198196.0, 2702, 367159.0, 2702, 276893.4, 2702, 330783.1, 2702, 266221.4, 2702, 373602.0, 2702, 276465.4, 2702, 357329.6, 2702, 411205.5, 2702, 266404.3
2704, 177919.8, 2704, 241912.7, 2704, 1151297.0, 2704, 401304.0, 2704, 424611.0, 2704, 305858.9, 2704, 198162.7, 2704, 367100.9, 2704, 276890.5, 2704, 330703.2, 2704, 266267.7, 2704, 373605.5, 2704, 276469.5, 2704, 357290.2, 2704, 411089.8, 2704, 266402.6
2706, 177927.8, 2706, 241953.8, 2706, 1151339.0, 2706, 401317.2, 2706, 424661.5, 2706, 305845.1, 2706, 198088.5, 2706, 367045.6, 2706, 276938.5, 2706, 330687.2, 2706, 266284.8, 2706, 373563.3, 2706, 276452.8, 2706, 357315.3, 2706, 411138.1, 2706, 266368.9
2708, 177908.1, 2708, 241906.2, 2708, 1151255.0, 2708, 401307.2, 2708, 424654.4, 2708, 305901.6, 2708, 198123.8, 2708, 367000.6, 2708, 276894.8, 2708, 330681.7, 2708, 266262.1, 2708, 373600.4, 2708, 276467.5, 2708, 357376.5, 2708, 411116.9, 2708, 266388.9
2710, 177913.4, 2710, 241941.8, 2710, 1151271.0, 2710, 401293.5, 2710, 424700.5, 2710, 305846.4, 2710, 198116.9, 2710, 367034.1, 2710, 276887.8, 2710, 330681.3, 2710, 266346.5, 2710, 373601.3, 2710, 276427.1, 2710, 357360.4, 2710, 411032.5, 2710, 266362.1
2712, 177905.7, 2712, 241900.5, 2712, 1151263.0, 2712, 401275.2, 2712, 424684.5, 2712, 305894.8, 2712, 198098.6, 2712, 367050.9, 2712, 276879.8, 2712, 330650.5, 2712, 266327.9, 2712, 373607.4, 2712, 276400.3, 2712, 357389.0, 2712, 411110.9, 2712, 266425.1
2714, 177905.2, 2714, 241952.6, 2714, 1151245.0, 2714, 401275.3, 2714, 424681.6, 2714, 305940.7, 2714, 198140.3, 2714, 367013.4, 2714, 276909.6, 2714, 330686.9, 2714, 266303.1, 2714, 373552.4, 2714, 276414.1, 2714, 357324.5, 2714, 411124.9, 2714, 266398.4
2716, 177977.8, 2716, 241903.9, 2716, 1151280.0, 2716, 401310.6, 2716, 424662.4, 2716, 305878.1, 2716, 198097.0, 2716, 367007.8, 2716, 276899.6, 2716, 330716.8, 2716, 266373.7, 2716, 373595.7, 2716, 276475.7, 2716, 357404.0, 2716, 411189.6, 2716, 266429.1
2718, 177987.7, 2718, 241970.9, 2718, 1151329.0, 2718, 401330.5, 2718, 424711.5, 2718, 305985.6, 2718, 198117.0, 2718, 367078.5, 2718, 276914.3, 2718, 330870.8, 2718, 266306.7, 2718, 373613.2, 2718, 276520.2, 2718, 357434.2, 2718, 411282.5, 2718, 266440.4
2720, 178039.2, 2720, 241988.8, 2720, 1151356.0, 2720, 401434.5, 2720, 424716.0, 2720, 305928.2, 2720, 198113.9, 2720, 367123.8, 2720, 276861.5, 2720, 330975.3, 2720, 266198.5, 2720, 373683.3, 2720, 276645.2, 2720, 357355.0, 2720, 411403.0, 2720, 266477.1
2722, 177988.0, 2722, 242052.1, 2722, 1151385.0, 2722, 401636.0, 2722, 424702.2, 2722, 305959.1, 2722, 198128.5, 2722, 367201.4, 2722, 276787.4, 2722, 331086.5, 2722, 266093.5, 2722, 373622.9, 2722, 276633.6, 2722, 357316.1, 2722, 411585.0, 2722, 266555.4
2724, 178098.7, 2724, 242128.9, 2724, 1151402.0, 2724, 401626.9, 2724, 424730.6, 2724, 305955.4, 2724, 198096.5, 2724, 367239.8, 2724, 276817.4, 2724, 331112.6, 2724, 266020.8, 2724, 373666.0, 2724, 276668.6, 2724, 357253.0, 2724, 411651.8, 2724, 266545.5
2726, 178142.9, 2726, 242157.0, 2726, 1151351.0, 2726, 401561.5, 2726, 424648.6, 2726, 305921.2, 2726, 198026.5, 2726, 367229.1, 2726, 276787.5, 2726, 331041.7, 2726, 266016.5, 2726, 373631.6, 2726, 276647.0, 2726, 357151.8, 2726, 411601.3, 2726, 266517.3
2728, 178105.2, 2728, 242192.8, 2728, 1151402.0, 2728, 401463.7, 2728, 424707.8, 2728, 305759.0, 2728, 198078.0, 2728, 367263.4, 2728, 276823.8, 2728, 330945.0, 2728, 266021.1, 2728, 373620.2, 2728, 276587.8, 2728, 357227.5, 2728, 411462.2, 2728, 266517.8
2730, 178092.8, 2730, 242113.6, 2730, 1151348.0, 2730, 401414.6, 2730, 424740.2, 2730, 305761.4, 2730, 198083.6, 2730, 367215.5, 2730, 276840.6, 2730, 330910.9, 2730, 266059.9, 2730, 373587.2, 2730, 276599.0, 2730, 357232.1, 2730, 411267.8, 2730, 266467.9
2732, 178043.9, 2732, 242081.5, 2732, 1151278.0, 2732, 401366.6, 2732, 424761.9, 2732, 305783.4, 2732, 198023.5, 2732, 367140.6, 2732, 276809.3, 2732, 330770.1, 2732, 266071.7, 2732, 373577.6, 2732, 276534.2, 2732, 357260.9, 2732, 411256.1, 2732, 266456.0
2734, 177939.7, 2734, 242018.9, 2734, 1151280.0, 2734, 401315.7, 2734, 424673.9, 2734, 305755.5, 2734, 198100.9, 2734, 367114.3, 2734, 276891.3, 2734, 330786.5, 2734, 266153.1, 2734, 373588.3, 2734, 276480.5, 2734, 357269.1, 2734, 411143.0, 2734, 266441.8
2736, 177965.6, 2736, 241952.3, 2736, 1151318.0, 2736, 401316.8, 2736, 424691.7, 2736, 305816.9, 2736, 198093.0, 2736, 367153.7, 2736, 276926.2, 2736, 330790.3, 2736, 266118.1, 2736, 373573.2, 2736, 276474.8, 2736, 357307.9, 2736, 411104.8, 2736, 266450.1
2738, 177975.2, 2738, 241940.1, 2738, 1151323.0, 2738, 401276.2, 2738, 424683.4, 2738, 305811.1, 2738, 198079.7, 2738, 367063.3, 2738, 276949.4, 2738, 330718.4, 2738, 266222.0, 2738, 373571.9, 2738, 276505.5, 2738, 357377.9, 2738, 411058.1, 2738, 266417.5
2740, 177941.0, 2740, 241978.2, 2740, 1151276.0, 2740, 401310.9, 2740, 424671.7, 2740, 305771.9, 2740, 198117.3, 2740, 367033.1, 2740, 276918.2, 2740, 330742.8, 2740, 266240.7, 2740, 373551.9, 2740, 276415.6, 2740, 357344.6, 2740, 411078.9, 2740, 266438.5
2742, 177948.9, 2742, 241942.3, 2742, 1151233.0, 2742, 401293.5, 2742, 424656.2, 2742, 305830.8, 2742, 198046.2, 2742, 367028.4, 2742, 276948.8, 2742, 330682.6, 2742, 266230.6, 2742, 373559.5, 2742, 276418.4, 2742, 357312.6, 2742, 411047.6, 2742, 266372.5
2744, 177917.6, 2744, 241935.1, 2744, 1151237.0, 2744, 401244.4, 2744, 424650.0, 2744, 305752.5, 2744, 198117.8, 2744, 367044.7, 2744, 276935.8, 2744, 330703.2, 2744, 266318.6, 2744, 373548.3, 2744, 276489.9, 2744, 357313.0, 2744, 411090.6, 2744, 266351.4
2746, 177862.5, 2746, 241871.8, 2746, 1151251.0, 2746, 401232.3, 2746, 424670.7, 2746, 305828.9, 2746, 198094.0, 2746, 367039.9, 2746, 276906.0, 2746, 330650.6, 2746, 266243.9, 2746, 373551.1, 2746, 276422.7, 2746, 357323.1, 2746, 411047.0, 2746, 266378.6
2748, 177962.4, 2748, 241960.8, 2748, 1151243.0, 2748, 401268.4, 2748, 424590.3, 2748, 305800.8, 2748, 198099.6, 2748, 367050.7, 2748, 276998.4, 2748, 330680.5, 2748, 266351.8, 2748, 373527.7, 2748, 276456.7, 2748, 357358.6, 2748, 411031.4, 2748, 266383.3
