time 1,PLA_1, time 2,PLA_2,time 3,PLA_3, time 4,PLA_4,time 5 ,PCL_1, time 6,PCL_2,time 7,PCL_3, time 8,PCL_4,time 9 ,PBS_1, time 10,PBS_2,time 11,PBS_3, time 12,PBS_4,time 13 ,Borosilicate_1, time 14,Borosilicate_2,time 15,Borosilicate_3, time 16,Borosilicate_4
0, 174053.5, 0, 238484.5, 0, 1144688.0, 0, 397683.3, 0, 422070.9, 0, 303651.0, 0, 196586.4, 0, 365124.6, 0, 271042.9, 0, 326329.0, 0, 260918.9, 0, 369677.6, 0, 270487.7, 0, 352393.4, 0, 404723.5, 0, 260246.5
2, 174039.1, 2, 238568.7, 2, 1144770.0, 2, 397751.1, 2, 422136.6, 2, 303681.4, 2, 196582.9, 2, 365195.5, 2, 270990.2, 2, 326426.2, 2, 260745.8, 2, 369705.2, 2, 270572.5, 2, 352348.5, 2, 405060.7, 2, 260231.6
4, 174088.0, 4, 238638.9, 4, 1144873.0, 4, 397816.8, 4, 422146.4, 4, 303674.4, 4, 196603.2, 4, 365275.9, 4, 270928.5, 4, 326463.7, 4, 260569.3, 4, 369652.7, 4, 270665.8, 4, 352315.4, 4, 405273.2, 4, 260213.8
6, 174116.1, 6, 238708.4, 6, 1144939.0, 6, 397808.1, 6, 422175.3, 6, 303638.9, 6, 196590.9, 6, 365347.1, 6, 270866.4, 6, 326459.1, 6, 260430.0, 6, 369601.7, 6, 270739.2, 6, 352254.1, 6, 405409.1, 6, 260207.0
8, 174119.5, 8, 238734.6, 8, 1144974.0, 8, 397789.2, 8, 422201.2, 8, 303580.8, 8, 196599.0, 8, 365345.4, 8, 270845.2, 8, 326397.5, 8, 260341.0, 8, 369595.7, 8, 270743.9, 8, 352255.6, 8, 405408.0, 8, 260163.6
10, 174113.6, 10, 238720.6, 10, 1144966.0, 10, 397715.3, 10, 422212.9, 10, 303528.5, 10, 196600.8, 10, 365356.6, 10, 270849.6, 10, 326322.0, 10, 260291.7, 10, 369558.1, 10, 270706.2, 10, 352245.8, 10, 405361.1, 10, 260109.9
12, 174113.1, 12, 238704.3, 12, 1144929.0, 12, 397674.5, 12, 422230.9, 12, 303484.2, 12, 196631.6, 12, 365400.9, 12, 270952.1, 12, 326157.3, 12, 260298.1, 12, 369498.8, 12, 270655.3, 12, 352246.1, 12, 405267.1, 12, 260111.7
14, 174028.6, 14, 238620.4, 14, 1144882.0, 14, 397565.7, 14, 422232.1, 14, 303443.9, 14, 196609.6, 14, 365336.6, 14, 270926.0, 14, 326058.9, 14, 260294.8, 14, 369452.7, 14, 270611.0, 14, 352284.4, 14, 405130.9, 14, 260050.2
16, 173972.8, 16, 238528.7, 16, 1144870.0, 16, 397448.3, 16, 422224.0, 16, 303361.9, 16, 196605.7, 16, 365268.2, 16, 270947.8, 16, 325920.4, 16, 260396.4, 16, 369444.5, 16, 270527.9, 16, 352315.3, 16, 404944.8, 16, 259977.7
18, 173900.9, 18, 238463.0, 18, 1144868.0, 18, 397452.1, 18, 422227.9, 18, 303349.0, 18, 196581.1, 18, 365189.1, 18, 270945.8, 18, 325895.2, 18, 260488.8, 18, 369380.6, 18, 270526.3, 18, 352340.9, 18, 404899.7, 18, 260025.3
20, 173816.0, 20, 238399.8, 20, 1144757.0, 20, 397307.4, 20, 422159.9, 20, 303396.5, 20, 196549.6, 20, 365106.5, 20, 271004.5, 20, 325800.7, 20, 260461.5, 20, 369408.0, 20, 270428.0, 20, 352343.1, 20, 404794.5, 20, 259992.2
22, 173773.9, 22, 238352.1, 22, 1144754.0, 22, 397305.6, 22, 422186.6, 22, 303431.4, 22, 196576.5, 22, 365076.8, 22, 270980.0, 22, 325772.7, 22, 260515.6, 22, 369390.9, 22, 270444.3, 22, 352294.9, 22, 404719.4, 22, 259949.6
24, 173834.3, 24, 238388.9, 24, 1144783.0, 24, 397303.1, 24, 422190.2, 24, 303399.9, 24, 196590.3, 24, 365097.3, 24, 270956.0, 24, 325772.2, 24, 260571.0, 24, 369405.2, 24, 270400.0, 24, 352408.9, 24, 404689.3, 24, 259979.2
26, 173764.4, 26, 238276.9, 26, 1144782.0, 26, 397306.6, 26, 422142.6, 26, 303452.5, 26, 196572.1, 26, 365032.4, 26, 270940.4, 26, 325820.5, 26, 260496.8, 26, 369423.4, 26, 270438.6, 26, 352346.0, 26, 404659.9, 26, 259981.9
28, 173728.1, 28, 238309.7, 28, 1144708.0, 28, 397346.3, 28, 422104.8, 28, 303465.8, 28, 196514.9, 28, 364992.6, 28, 270935.8, 28, 325784.1, 28, 260501.8, 28, 369407.3, 28, 270394.9, 28, 352365.9, 28, 404746.6, 28, 260002.1
30, 173734.6, 30, 238307.5, 30, 1144722.0, 30, 397305.9, 30, 422130.7, 30, 303440.6, 30, 196505.7, 30, 365049.2, 30, 270935.7, 30, 325744.7, 30, 260510.6, 30, 369382.1, 30, 270389.9, 30, 352348.3, 30, 404715.2, 30, 260009.8
32, 173739.1, 32, 238305.1, 32, 1144763.0, 32, 397287.1, 32, 422119.1, 32, 303367.2, 32, 196532.0, 32, 364996.5, 32, 270953.8, 32, 325741.6, 32, 260598.8, 32, 369370.7, 32, 270354.2, 32, 352361.4, 32, 404606.9, 32, 259987.3
34, 173656.0, 34, 238268.4, 34, 1144743.0, 34, 397238.7, 34, 422060.7, 34, 303488.4, 34, 196469.9, 34, 364970.8, 34, 270947.7, 34, 325716.0, 34, 260548.1, 34, 369392.1, 34, 270332.1, 34, 352349.3, 34, 404599.7, 34, 259909.6
36, 173689.1, 36, 238231.6, 36, 1144667.0, 36, 397178.3, 36, 422102.8, 36, 303431.8, 36, 196489.3, 36, 364945.5, 36, 270970.3, 36, 325684.5, 36, 260551.2, 36, 369377.9, 36, 270337.8, 36, 352397.0, 36, 404610.8, 36, 259964.5
38, 173634.9, 38, 238246.4, 38, 1144657.0, 38, 397185.8, 38, 422076.2, 38, 303417.6, 38, 196491.2, 38, 364955.4, 38, 270920.7, 38, 325632.0, 38, 260588.8, 38, 369370.1, 38, 270329.3, 38, 352333.2, 38, 404521.0, 38, 259943.5
40, 173631.9, 40, 238192.1, 40, 1144681.0, 40, 397210.1, 40, 422051.3, 40, 303416.7, 40, 196438.1, 40, 364953.1, 40, 270915.9, 40, 325607.0, 40, 260591.5, 40, 369361.9, 40, 270319.2, 40, 352333.9, 40, 404546.3, 40, 259930.1
42, 173645.0, 42, 238192.5, 42, 1144695.0, 42, 397147.5, 42, 422027.1, 42, 303412.4, 42, 196477.1, 42, 364916.2, 42, 270958.8, 42, 325624.5, 42, 260613.8, 42, 369318.5, 42, 270256.4, 42, 352352.8, 42, 404534.6, 42, 259895.0
44, 173613.3, 44, 238139.9, 44, 1144655.0, 44, 397104.7, 44, 422022.2, 44, 303432.1, 44, 196465.5, 44, 364913.2, 44, 270881.0, 44, 325618.0, 44, 260556.2, 44, 369376.4, 44, 270251.4, 44, 352293.6, 44, 404474.8, 44, 259924.2
46, 173640.1, 46, 238119.3, 46, 1144667.0, 46, 397139.1, 46, 422061.0, 46, 303423.3, 46, 196475.3, 46, 364856.9, 46, 270890.6, 46, 325646.0, 46, 260585.2, 46, 369333.9, 46, 270259.6, 46, 352317.4, 46, 404501.4, 46, 259973.5
48, 173532.0, 48, 238163.8, 48, 1144697.0, 48, 397099.8, 48, 422004.5, 48, 303440.6, 48, 196433.6, 48, 364862.8, 48, 270855.4, 48, 325622.7, 48, 260566.1, 48, 369355.4, 48, 270233.0, 48, 352289.6, 48, 404504.4, 48, 259900.8
50, 173594.5, 50, 238103.5, 50, 1144686.0, 50, 397150.5, 50, 421977.6, 50, 303464.6, 50, 196473.4, 50, 364886.2, 50, 270882.4, 50, 325544.2, 50, 260531.1, 50, 369327.2, 50, 270221.0, 50, 352272.6, 50, 404503.0, 50, 259887.6
52, 173569.3, 52, 238114.6, 52, 1144649.0, 52, 397143.7, 52, 421965.4, 52, 303449.7, 52, 196450.4, 52, 364867.5, 52, 270834.0, 52, 325601.0, 52, 260565.1, 52, 369350.8, 52, 270205.2, 52, 352338.6, 52, 404555.8, 52, 259931.4
54, 173542.3, 54, 238092.0, 54, 1144624.0, 54, 397161.2, 54, 421988.8, 54, 303452.6, 54, 196457.7, 54, 364795.4, 54, 270865.8, 54, 325582.1, 54, 260547.9, 54, 369302.8, 54, 270187.9, 54, 352336.3, 54, 404396.3, 54, 259921.0
56, 173545.9, 56, 238116.2, 56, 1144613.0, 56, 397103.7, 56, 421965.1, 56, 303332.9, 56, 196468.5, 56, 364819.4, 56, 270825.3, 56, 325579.3, 56, 260559.7, 56, 369323.0, 56, 270236.9, 56, 352280.5, 56, 404440.8, 56, 259917.8
58, 173570.3, 58, 238137.6, 58, 1144644.0, 58, 397117.6, 58, 422017.5, 58, 303397.6, 58, 196454.5, 58, 364855.3, 58, 270828.2, 58, 325622.2, 58, 260588.7, 58, 369332.1, 58, 270276.7, 58, 352397.0, 58, 404549.7, 58, 259904.9
60, 173624.9, 60, 238157.4, 60, 1144683.0, 60, 397185.8, 60, 422017.5, 60, 303440.4, 60, 196457.7, 60, 364882.4, 60, 270820.1, 60, 325799.4, 60, 260510.9, 60, 369372.1, 60, 270277.0, 60, 352336.6, 60, 404648.3, 60, 259895.1
62, 173604.4, 62, 238160.9, 62, 1144682.0, 62, 397275.9, 62, 421938.7, 62, 303486.5, 62, 196418.5, 62, 364868.9, 62, 270724.0, 62, 325754.8, 62, 260461.7, 62, 369411.2, 62, 270297.3, 62, 352221.4, 62, 404718.1, 62, 260010.2
64, 173600.8, 64, 238182.6, 64, 1144722.0, 64, 397319.1, 64, 421985.0, 64, 303453.7, 64, 196405.3, 64, 364915.3, 64, 270757.6, 64, 325783.2, 64, 260362.1, 64, 369325.1, 64, 270352.8, 64, 352243.0, 64, 404770.5, 64, 259999.8
66, 173665.8, 66, 238235.0, 66, 1144671.0, 66, 397258.3, 66, 421950.9, 66, 303349.5, 66, 196435.7, 66, 364921.2, 66, 270721.1, 66, 325711.3, 66, 260284.1, 66, 369375.2, 66, 270237.1, 66, 352159.1, 66, 404684.8, 66, 259953.6
68, 173572.9, 68, 238198.1, 68, 1144658.0, 68, 397212.2, 68, 421949.1, 68, 303333.4, 68, 196402.9, 68, 364899.1, 68, 270758.3, 68, 325637.2, 68, 260351.4, 68, 369310.4, 68, 270276.2, 68, 352193.8, 68, 404573.4, 68, 259912.2
70, 173620.7, 70, 238180.6, 70, 1144682.0, 70, 397185.7, 70, 421940.4, 70, 303302.1, 70, 196407.1, 70, 364849.2, 70, 270739.0, 70, 325660.2, 70, 260375.5, 70, 369246.5, 70, 270250.1, 70, 352213.7, 70, 404563.1, 70, 259919.5
72, 173594.3, 72, 238178.3, 72, 1144618.0, 72, 397084.7, 72, 421898.7, 72, 303340.1, 72, 196399.6, 72, 364947.9, 72, 270754.5, 72, 325632.4, 72, 260321.3, 72, 369256.5, 72, 270222.4, 72, 352238.0, 72, 404514.4, 72, 259851.2
74, 173513.6, 74, 238092.4, 74, 1144559.0, 74, 397147.9, 74, 421903.4, 74, 303410.2, 74, 196437.5, 74, 364865.4, 74, 270721.8, 74, 325567.0, 74, 260374.0, 74, 369281.4, 74, 270174.8, 74, 352166.9, 74, 404461.1, 74, 259850.1
76, 173529.6, 76, 238182.4, 76, 1144649.0, 76, 397128.4, 76, 421912.1, 76, 303345.2, 76, 196397.6, 76, 364877.0, 76, 270785.4, 76, 325509.9, 76, 260390.4, 76, 369215.5, 76, 270180.4, 76, 352227.5, 76, 404409.7, 76, 259849.3
78, 173577.4, 78, 238101.4, 78, 1144583.0, 78, 397059.8, 78, 421878.4, 78, 303303.5, 78, 196399.1, 78, 364863.1, 78, 270773.7, 78, 325544.5, 78, 260338.4, 78, 369265.8, 78, 270139.1, 78, 352191.7, 78, 404358.8, 78, 259845.2
80, 173510.7, 80, 238078.7, 80, 1144552.0, 80, 397049.4, 80, 421846.3, 80, 303324.5, 80, 196364.7, 80, 364804.3, 80, 270672.6, 80, 325533.2, 80, 260412.3, 80, 369237.2, 80, 270126.0, 80, 352190.9, 80, 404405.9, 80, 259844.1
84, 173488.3, 84, 238044.7, 84, 1144603.0, 84, 397022.1, 84, 421876.4, 84, 303355.6, 84, 196356.5, 84, 364758.9, 84, 270765.9, 84, 325490.0, 84, 260422.3, 84, 369200.7, 84, 270083.9, 84, 352213.9, 84, 404317.5, 84, 259764.3
86, 173508.1, 86, 238035.4, 86, 1144515.0, 86, 397045.1, 86, 421843.1, 86, 303322.2, 86, 196356.8, 86, 364761.6, 86, 270703.9, 86, 325484.8, 86, 260488.3, 86, 369237.8, 86, 270119.9, 86, 352246.1, 86, 404348.7, 86, 259840.9
88, 173491.5, 88, 238025.6, 88, 1144540.0, 88, 397036.8, 88, 421873.6, 88, 303322.6, 88, 196416.7, 88, 364783.1, 88, 270715.1, 88, 325492.4, 88, 260435.5, 88, 369226.1, 88, 270033.6, 88, 352196.4, 88, 404355.6, 88, 259791.9
90, 173491.9, 90, 237979.6, 90, 1144567.0, 90, 397037.4, 90, 421830.4, 90, 303346.0, 90, 196376.4, 90, 364723.5, 90, 270692.3, 90, 325472.5, 90, 260412.8, 90, 369223.4, 90, 270041.7, 90, 352170.8, 90, 404340.1, 90, 259801.0
92, 173502.5, 92, 237991.0, 92, 1144504.0, 92, 397042.5, 92, 421785.5, 92, 303315.8, 92, 196358.0, 92, 364737.0, 92, 270748.9, 92, 325402.5, 92, 260430.7, 92, 369175.3, 92, 270052.9, 92, 352208.6, 92, 404343.9, 92, 259782.4
94, 173478.2, 94, 238034.1, 94, 1144521.0, 94, 397041.1, 94, 421826.4, 94, 303301.7, 94, 196367.5, 94, 364744.2, 94, 270738.1, 94, 325518.1, 94, 260413.4, 94, 369245.8, 94, 270083.1, 94, 352256.0, 94, 404339.4, 94, 259799.6
96, 173500.0, 96, 238016.0, 96, 1144575.0, 96, 397052.6, 96, 421810.8, 96, 303331.5, 96, 196366.1, 96, 364723.3, 96, 270679.7, 96, 325591.3, 96, 260427.1, 96, 369264.0, 96, 270145.8, 96, 352227.6, 96, 404376.3, 96, 259806.7
98, 173436.4, 98, 238060.8, 98, 1144549.0, 98, 397126.7, 98, 421868.3, 98, 303378.9, 98, 196329.7, 98, 364765.3, 98, 270657.8, 98, 325568.2, 98, 260313.1, 98, 369294.1, 98, 270079.9, 98, 352151.5, 98, 404464.1, 98, 259825.2
100, 173515.9, 100, 238052.5, 100, 1144480.0, 100, 397122.4, 100, 421785.9, 100, 303335.5, 100, 196401.9, 100, 364771.7, 100, 270553.8, 100, 325611.9, 100, 260257.2, 100, 369275.2, 100, 270100.8, 100, 352087.6, 100, 404522.0, 100, 259843.1
102, 173509.7, 102, 238131.4, 102, 1144557.0, 102, 397101.9, 102, 421763.2, 102, 303291.8, 102, 196288.3, 102, 364770.1, 102, 270623.0, 102, 325515.2, 102, 260273.6, 102, 369205.0, 102, 270059.4, 102, 352090.2, 102, 404421.4, 102, 259771.8
104, 173518.4, 104, 238068.7, 104, 1144512.0, 104, 397061.6, 104, 421801.8, 104, 303268.5, 104, 196303.6, 104, 364782.1, 104, 270632.6, 104, 325504.9, 104, 260268.6, 104, 369249.8, 104, 270098.1, 104, 352129.5, 104, 404331.8, 104, 259773.6
106, 173441.6, 106, 238089.8, 106, 1144522.0, 106, 396982.3, 106, 421740.6, 106, 303211.7, 106, 196322.5, 106, 364706.9, 106, 270612.3, 106, 325451.2, 106, 260242.2, 106, 369223.8, 106, 270066.2, 106, 352128.4, 106, 404292.4, 106, 259708.9
108, 173490.0, 108, 238046.2, 108, 1144533.0, 108, 397023.2, 108, 421768.7, 108, 303257.2, 108, 196329.3, 108, 364742.8, 108, 270600.5, 108, 325410.4, 108, 260311.9, 108, 369196.4, 108, 269998.1, 108, 352146.4, 108, 404291.4, 108, 259795.7
110, 173456.8, 110, 238050.6, 110, 1144535.0, 110, 396967.9, 110, 421783.8, 110, 303255.3, 110, 196320.0, 110, 364708.9, 110, 270617.1, 110, 325438.1, 110, 260331.6, 110, 369257.3, 110, 270036.8, 110, 352104.8, 110, 404260.4, 110, 259788.4
112, 173404.7, 112, 238009.6, 112, 1144440.0, 112, 396948.7, 112, 421765.6, 112, 303235.1, 112, 196295.0, 112, 364713.2, 112, 270527.3, 112, 325374.0, 112, 260340.3, 112, 369228.6, 112, 269980.3, 112, 352087.3, 112, 404240.8, 112, 259734.7
114, 173450.4, 114, 238039.8, 114, 1144516.0, 114, 396918.7, 114, 421744.5, 114, 303191.6, 114, 196300.1, 114, 364653.3, 114, 270593.1, 114, 325343.7, 114, 260323.8, 114, 369160.9, 114, 269998.5, 114, 352061.6, 114, 404263.4, 114, 259705.9
116, 173393.2, 116, 237988.4, 116, 1144427.0, 116, 396969.8, 116, 421696.7, 116, 303232.0, 116, 196317.5, 116, 364698.3, 116, 270635.8, 116, 325345.4, 116, 260315.2, 116, 369129.3, 116, 269928.6, 116, 352144.1, 116, 404223.4, 116, 259700.7
118, 173402.5, 118, 238002.3, 118, 1144392.0, 118, 396894.9, 118, 421718.3, 118, 303233.6, 118, 196284.9, 118, 364685.5, 118, 270605.8, 118, 325335.4, 118, 260350.9, 118, 369250.4, 118, 269972.1, 118, 352125.1, 118, 404226.4, 118, 259673.6
120, 173399.5, 120, 238005.3, 120, 1144483.0, 120, 397006.0, 120, 421731.9, 120, 303197.0, 120, 196278.5, 120, 364679.6, 120, 270582.0, 120, 325515.0, 120, 260318.0, 120, 369246.4, 120, 270010.6, 120, 352182.0, 120, 404261.0, 120, 259745.0
122, 173385.2, 122, 237998.4, 122, 1144515.0, 122, 396972.6, 122, 421752.5, 122, 303289.4, 122, 196237.3, 122, 364721.7, 122, 270527.8, 122, 325593.6, 122, 260268.9, 122, 369314.5, 122, 270013.7, 122, 352091.3, 122, 404385.3, 122, 259773.7
124, 173442.7, 124, 238040.3, 124, 1144473.0, 124, 397110.4, 124, 421707.2, 124, 303241.0, 124, 196259.1, 124, 364679.0, 124, 270484.5, 124, 325652.6, 124, 260189.0, 124, 369255.4, 124, 270006.7, 124, 352003.3, 124, 404501.5, 124, 259793.3
126, 173463.5, 126, 238051.9, 126, 1144516.0, 126, 397075.0, 126, 421734.9, 126, 303292.1, 126, 196270.8, 126, 364751.1, 126, 270497.9, 126, 325623.9, 126, 260140.6, 126, 369213.6, 126, 270074.0, 126, 352009.4, 126, 404519.6, 126, 259771.3
128, 173521.4, 128, 238126.0, 128, 1144518.0, 128, 397095.1, 128, 421727.8, 128, 303209.6, 128, 196234.7, 128, 364796.7, 128, 270477.4, 128, 325609.4, 128, 260108.2, 128, 369267.7, 128, 270093.8, 128, 351998.1, 128, 404422.6, 128, 259690.5
130, 173468.6, 130, 238098.2, 130, 1144550.0, 130, 397050.6, 130, 421745.4, 130, 303169.6, 130, 196255.2, 130, 364785.4, 130, 270485.1, 130, 325704.5, 130, 260075.0, 130, 369215.1, 130, 270124.8, 130, 352030.9, 130, 404370.2, 130, 259738.3
132, 173453.4, 132, 238128.9, 132, 1144542.0, 132, 397033.2, 132, 421690.6, 132, 303185.6, 132, 196264.3, 132, 364728.6, 132, 270453.6, 132, 325624.5, 132, 260091.6, 132, 369189.1, 132, 270108.4, 132, 352026.9, 132, 404370.8, 132, 259721.6
134, 173459.8, 134, 238085.7, 134, 1144488.0, 134, 397070.3, 134, 421765.1, 134, 303194.4, 134, 196268.6, 134, 364724.1, 134, 270478.8, 134, 325577.4, 134, 260062.1, 134, 369183.0, 134, 269972.4, 134, 352000.6, 134, 404313.9, 134, 259710.1
136, 173464.7, 136, 238053.2, 136, 1144505.0, 136, 397012.6, 136, 421654.8, 136, 303189.8, 136, 196243.9, 136, 364732.2, 136, 270409.6, 136, 325500.3, 136, 260075.3, 136, 369165.7, 136, 270015.1, 136, 351945.5, 136, 404304.9, 136, 259678.9
138, 173428.6, 138, 238081.3, 138, 1144496.0, 138, 396960.9, 138, 421723.9, 138, 303091.7, 138, 196204.4, 138, 364756.5, 138, 270487.0, 138, 325512.8, 138, 260093.0, 138, 369201.6, 138, 269986.4, 138, 351957.4, 138, 404223.4, 138, 259640.7
140, 173352.9, 140, 238050.5, 140, 1144444.0, 140, 396905.1, 140, 421723.8, 140, 303103.4, 140, 196209.5, 140, 364670.3, 140, 270461.1, 140, 325477.0, 140, 260135.6, 140, 369152.8, 140, 269951.2, 140, 352001.0, 140, 404169.4, 140, 259641.9
142, 173389.5, 142, 237966.3, 142, 1144405.0, 142, 396940.5, 142, 421748.1, 142, 303103.4, 142, 196222.7, 142, 364682.9, 142, 270465.1, 142, 325421.5, 142, 260140.4, 142, 369103.9, 142, 269871.7, 142, 351985.0, 142, 404103.6, 142, 259663.5
144, 173365.6, 144, 238013.4, 144, 1144420.0, 144, 396883.3, 144, 421692.4, 144, 303119.6, 144, 196173.4, 144, 364679.1, 144, 270539.9, 144, 325401.9, 144, 260166.2, 144, 369137.4, 144, 269859.4, 144, 352011.2, 144, 404111.0, 144, 259604.0
146, 173324.0, 146, 237953.1, 146, 1144391.0, 146, 396859.9, 146, 421671.8, 146, 303172.9, 146, 196188.6, 146, 364617.2, 146, 270473.7, 146, 325379.4, 146, 260113.9, 146, 369139.6, 146, 269845.8, 146, 351937.5, 146, 404092.0, 146, 259574.2
148, 173298.5, 148, 237925.2, 148, 1144401.0, 148, 396796.5, 148, 421665.5, 148, 303143.3, 148, 196239.7, 148, 364618.3, 148, 270502.8, 148, 325336.5, 148, 260202.6, 148, 369161.0, 148, 269835.9, 148, 351949.0, 148, 404007.5, 148, 259627.2
150, 173311.2, 150, 237925.1, 150, 1144369.0, 150, 396805.8, 150, 421625.8, 150, 303102.4, 150, 196201.0, 150, 364580.0, 150, 270429.5, 150, 325312.9, 150, 260179.1, 150, 369139.1, 150, 269856.5, 150, 352011.3, 150, 404048.4, 150, 259649.3
152, 173325.1, 152, 237936.5, 152, 1144334.0, 152, 396827.2, 152, 421626.3, 152, 303095.0, 152, 196185.0, 152, 364571.4, 152, 270481.5, 152, 325280.8, 152, 260173.0, 152, 369129.6, 152, 269810.8, 152, 352005.4, 152, 404001.6, 152, 259576.3
154, 173264.4, 154, 237909.5, 154, 1144319.0, 154, 396807.7, 154, 421675.4, 154, 303124.0, 154, 196155.6, 154, 364606.4, 154, 270456.7, 154, 325322.0, 154, 260209.6, 154, 369100.8, 154, 269820.2, 154, 351966.1, 154, 404013.3, 154, 259573.6
156, 173231.6, 156, 237875.5, 156, 1144316.0, 156, 396862.9, 156, 421544.4, 156, 303104.7, 156, 196162.9, 156, 364535.5, 156, 270429.5, 156, 325318.7, 156, 260171.7, 156, 369048.7, 156, 269863.8, 156, 351949.9, 156, 404004.8, 156, 259611.4
158, 173249.5, 158, 237893.4, 158, 1144328.0, 158, 396851.1, 158, 421565.2, 158, 303144.5, 158, 196153.9, 158, 364526.6, 158, 270475.0, 158, 325334.9, 158, 260173.0, 158, 369112.0, 158, 269837.8, 158, 351969.1, 158, 404022.8, 158, 259634.3
160, 173227.3, 160, 237886.9, 160, 1144366.0, 160, 396777.5, 160, 421587.3, 160, 303071.5, 160, 196153.4, 160, 364526.2, 160, 270400.6, 160, 325308.7, 160, 260181.1, 160, 369055.3, 160, 269765.2, 160, 351969.7, 160, 403970.6, 160, 259542.0
162, 173242.9, 162, 237859.7, 162, 1144324.0, 162, 396842.1, 162, 421557.3, 162, 303067.0, 162, 196154.3, 162, 364530.9, 162, 270374.0, 162, 325255.8, 162, 260201.7, 162, 369024.8, 162, 269817.1, 162, 351967.2, 162, 403991.8, 162, 259578.2
164, 173238.7, 164, 237894.0, 164, 1144349.0, 164, 396822.1, 164, 421628.9, 164, 303086.5, 164, 196210.0, 164, 364487.1, 164, 270419.2, 164, 325308.7, 164, 260160.1, 164, 369027.6, 164, 269825.6, 164, 351982.9, 164, 404001.9, 164, 259598.6
166, 173283.3, 166, 237896.0, 166, 1144338.0, 166, 396862.3, 166, 421540.3, 166, 303105.6, 166, 196160.9, 166, 364540.6, 166, 270347.9, 166, 325365.6, 166, 260138.5, 166, 369093.7, 166, 269785.6, 166, 351948.9, 166, 404098.7, 166, 259586.2
168, 173270.6, 168, 237954.6, 168, 1144333.0, 168, 396881.6, 168, 421529.5, 168, 303156.0, 168, 196157.8, 168, 364575.8, 168, 270314.1, 168, 325430.5, 168, 260075.8, 168, 369105.3, 168, 269813.5, 168, 351937.3, 168, 404175.9, 168, 259602.8
170, 173299.3, 170, 237982.4, 170, 1144329.0, 170, 396901.2, 170, 421533.3, 170, 303086.0, 170, 196182.3, 170, 364576.1, 170, 270320.4, 170, 325446.5, 170, 260017.2, 170, 369126.7, 170, 269875.7, 170, 351870.9, 170, 404169.7, 170, 259547.1
172, 173299.2, 172, 237984.3, 172, 1144347.0, 172, 396877.3, 172, 421545.0, 172, 303156.2, 172, 196088.7, 172, 364561.3, 172, 270299.5, 172, 325380.3, 172, 260013.0, 172, 369096.6, 172, 269818.0, 172, 351889.4, 172, 404119.4, 172, 259579.4
174, 173318.2, 174, 237989.6, 174, 1144355.0, 174, 396841.2, 174, 421568.6, 174, 303037.9, 174, 196126.3, 174, 364554.8, 174, 270370.8, 174, 325407.1, 174, 260050.4, 174, 369063.3, 174, 269843.9, 174, 351924.4, 174, 404061.3, 174, 259502.7
176, 173287.6, 176, 237939.3, 176, 1144341.0, 176, 396826.7, 176, 421488.1, 176, 303079.2, 176, 196140.3, 176, 364599.3, 176, 270345.8, 176, 325428.0, 176, 260007.5, 176, 369094.5, 176, 269826.9, 176, 351921.7, 176, 404133.7, 176, 259588.3
178, 173276.9, 178, 237932.7, 178, 1144323.0, 178, 396914.4, 178, 421553.3, 178, 303092.1, 178, 196105.2, 178, 364617.5, 178, 270257.6, 178, 325450.6, 178, 259979.4, 178, 369132.3, 178, 269844.7, 178, 351889.5, 178, 404164.8, 178, 259562.6
180, 173293.2, 180, 237996.3, 180, 1144350.0, 180, 396920.6, 180, 421567.2, 180, 303079.6, 180, 196114.3, 180, 364582.6, 180, 270244.5, 180, 325464.3, 180, 259923.5, 180, 369091.6, 180, 269816.1, 180, 351814.0, 180, 404164.4, 180, 259596.3
182, 173313.6, 182, 237956.3, 182, 1144323.0, 182, 396892.9, 182, 421544.4, 182, 303049.4, 182, 196083.6, 182, 364581.1, 182, 270254.7, 182, 325443.6, 182, 259905.0, 182, 369046.5, 182, 269796.6, 182, 351844.3, 182, 404204.1, 182, 259560.4
184, 173287.4, 184, 237980.2, 184, 1144380.0, 184, 396886.5, 184, 421517.4, 184, 303027.1, 184, 196082.8, 184, 364548.5, 184, 270268.4, 184, 325336.1, 184, 259924.6, 184, 369067.9, 184, 269787.0, 184, 351827.7, 184, 404080.1, 184, 259558.1
186, 173322.4, 186, 237926.9, 186, 1144313.0, 186, 396770.5, 186, 421533.9, 186, 302980.4, 186, 196079.9, 186, 364513.8, 186, 270283.6, 186, 325295.3, 186, 259954.4, 186, 369015.0, 186, 269769.6, 186, 351834.9, 186, 404035.4, 186, 259487.5
188, 173268.0, 188, 237932.4, 188, 1144256.0, 188, 396788.3, 188, 421498.8, 188, 302993.9, 188, 196112.0, 188, 364506.7, 188, 270258.5, 188, 325278.3, 188, 259985.6, 188, 369013.8, 188, 269717.0, 188, 351852.9, 188, 403941.5, 188, 259484.5
190, 173265.9, 190, 237876.9, 190, 1144280.0, 190, 396796.0, 190, 421478.7, 190, 302976.1, 190, 196089.7, 190, 364516.5, 190, 270241.0, 190, 325303.0, 190, 259990.0, 190, 369028.1, 190, 269744.3, 190, 351874.8, 190, 403910.7, 190, 259460.9
