time 1,PLA_1, time 2,PLA_2,time 3,PLA_3, time 4,PLA_4,time 5 ,PCL_1, time 6,PCL_2,time 7,PCL_3, time 8,PCL_4,time 9 ,PBS_1, time 10,PBS_2,time 11,PBS_3, time 12,PBS_4,time 13 ,Borosilicate_1, time 14,Borosilicate_2,time 15,Borosilicate_3, time 16,Borosilicate_4
7238, 165079.6, 7238, 230075.2, 7238, 1137304.0, 7238, 388990.6, 7238, 414426.6, 7238, 296051.7, 7238, 189293.6, 7238, 357465.0, 7238, 263856.5, 7238, 317914.3, 7238, 253258.2, 7238, 362472.2, 7238, 263643.8, 7238, 345267.3, 7238, 398479.5, 7238, 253313.5
7240, 165076.8, 7240, 230154.1, 7240, 1137375.0, 7240, 389041.3, 7240, 414437.8, 7240, 296073.4, 7240, 189254.6, 7240, 357483.3, 7240, 263870.8, 7240, 317933.6, 7240, 253366.2, 7240, 362509.5, 7240, 263685.0, 7240, 345325.9, 7240, 398592.7, 7240, 253349.3
7242, 165146.8, 7242, 230105.9, 7242, 1137333.0, 7242, 389001.8, 7242, 414377.8, 7242, 296039.1, 7242, 189294.9, 7242, 357484.0, 7242, 263837.4, 7242, 317928.2, 7242, 253320.1, 7242, 362462.9, 7242, 263702.4, 7242, 345255.1, 7242, 398570.8, 7242, 253315.0
7244, 165140.0, 7244, 230136.6, 7244, 1137320.0, 7244, 389062.0, 7244, 414425.5, 7244, 296025.9, 7244, 189252.3, 7244, 357434.8, 7244, 263887.9, 7244, 317912.1, 7244, 253311.1, 7244, 362401.4, 7244, 263690.7, 7244, 345276.4, 7244, 398557.5, 7244, 253310.7
7246, 165140.9, 7246, 230201.0, 7246, 1137338.0, 7246, 389003.6, 7246, 414420.5, 7246, 296063.9, 7246, 189300.0, 7246, 357512.2, 7246, 263919.6, 7246, 317922.7, 7246, 253270.1, 7246, 362426.6, 7246, 263694.0, 7246, 345300.6, 7246, 398556.3, 7246, 253304.1
7248, 165109.7, 7248, 230115.1, 7248, 1137324.0, 7248, 389015.2, 7248, 414452.5, 7248, 295964.2, 7248, 189278.2, 7248, 357437.6, 7248, 263852.3, 7248, 317851.0, 7248, 253356.2, 7248, 362515.4, 7248, 263653.0, 7248, 345329.2, 7248, 398556.1, 7248, 253318.2
7250, 165120.4, 7250, 230095.4, 7250, 1137315.0, 7250, 389043.0, 7250, 414441.3, 7250, 296045.3, 7250, 189241.8, 7250, 357423.9, 7250, 263856.0, 7250, 317878.6, 7250, 253341.9, 7250, 362452.5, 7250, 263622.4, 7250, 345288.6, 7250, 398594.6, 7250, 253277.7
7252, 165127.1, 7252, 230106.6, 7252, 1137352.0, 7252, 389037.5, 7252, 414475.1, 7252, 295985.7, 7252, 189319.3, 7252, 357399.8, 7252, 263852.9, 7252, 317880.0, 7252, 253341.7, 7252, 362499.0, 7252, 263650.7, 7252, 345344.9, 7252, 398537.1, 7252, 253326.0
7254, 165110.7, 7254, 230125.5, 7254, 1137352.0, 7254, 388963.2, 7254, 414420.5, 7254, 296037.4, 7254, 189307.3, 7254, 357403.5, 7254, 263871.8, 7254, 317893.7, 7254, 253326.9, 7254, 362446.8, 7254, 263636.6, 7254, 345325.3, 7254, 398501.3, 7254, 253324.3
7256, 165177.2, 7256, 230112.4, 7256, 1137322.0, 7256, 388986.3, 7256, 414416.6, 7256, 296033.4, 7256, 189273.7, 7256, 357476.7, 7256, 263924.5, 7256, 317911.6, 7256, 253376.4, 7256, 362441.4, 7256, 263674.4, 7256, 345354.3, 7256, 398504.1, 7256, 253321.0
7258, 165100.7, 7258, 230134.2, 7258, 1137374.0, 7258, 389017.8, 7258, 414436.4, 7258, 296017.4, 7258, 189295.3, 7258, 357431.7, 7258, 263891.9, 7258, 317876.3, 7258, 253372.6, 7258, 362534.5, 7258, 263574.1, 7258, 345253.1, 7258, 398524.6, 7258, 253262.9
7260, 165058.9, 7260, 230114.5, 7260, 1137314.0, 7260, 389005.3, 7260, 414421.8, 7260, 296045.9, 7260, 189224.3, 7260, 357480.6, 7260, 263900.5, 7260, 317877.4, 7260, 253329.0, 7260, 362449.0, 7260, 263691.5, 7260, 345321.1, 7260, 398525.5, 7260, 253272.2
7262, 165147.9, 7262, 230088.8, 7262, 1137349.0, 7262, 389046.0, 7262, 414389.6, 7262, 296048.6, 7262, 189297.5, 7262, 357496.7, 7262, 263907.5, 7262, 317899.5, 7262, 253398.7, 7262, 362474.6, 7262, 263676.7, 7262, 345280.4, 7262, 398585.9, 7262, 253271.9
7264, 165117.8, 7264, 230186.4, 7264, 1137298.0, 7264, 388997.3, 7264, 414430.0, 7264, 296005.2, 7264, 189230.8, 7264, 357424.2, 7264, 263886.0, 7264, 317885.7, 7264, 253378.3, 7264, 362451.1, 7264, 263623.6, 7264, 345285.0, 7264, 398458.3, 7264, 253312.2
7266, 165076.3, 7266, 230118.9, 7266, 1137334.0, 7266, 388998.4, 7266, 414404.6, 7266, 296018.3, 7266, 189244.1, 7266, 357417.7, 7266, 263914.8, 7266, 317876.6, 7266, 253378.2, 7266, 362491.1, 7266, 263615.5, 7266, 345269.8, 7266, 398553.8, 7266, 253303.7
7268, 165104.8, 7268, 230078.8, 7268, 1137336.0, 7268, 388943.3, 7268, 414460.2, 7268, 295983.4, 7268, 189309.8, 7268, 357474.9, 7268, 263866.9, 7268, 317890.0, 7268, 253326.6, 7268, 362463.2, 7268, 263641.9, 7268, 345258.6, 7268, 398509.3, 7268, 253336.5
7270, 165100.3, 7270, 230135.4, 7270, 1137372.0, 7270, 388995.5, 7270, 414446.3, 7270, 296006.5, 7270, 189247.1, 7270, 357461.6, 7270, 263939.9, 7270, 317904.2, 7270, 253399.0, 7270, 362468.0, 7270, 263676.5, 7270, 345221.8, 7270, 398522.2, 7270, 253263.2
7272, 165122.9, 7272, 230107.7, 7272, 1137381.0, 7272, 388968.9, 7272, 414404.0, 7272, 296046.4, 7272, 189320.0, 7272, 357388.1, 7272, 263925.1, 7272, 317874.9, 7272, 253337.8, 7272, 362426.2, 7272, 263702.1, 7272, 345275.1, 7272, 398513.9, 7272, 253278.1
7274, 165068.6, 7274, 230130.8, 7274, 1137327.0, 7274, 388983.1, 7274, 414366.1, 7274, 296088.0, 7274, 189255.7, 7274, 357433.7, 7274, 263896.8, 7274, 317910.9, 7274, 253368.4, 7274, 362487.0, 7274, 263658.1, 7274, 345330.0, 7274, 398561.9, 7274, 253332.1
7276, 165100.8, 7276, 230191.0, 7276, 1137411.0, 7276, 389056.2, 7276, 414475.6, 7276, 296062.7, 7276, 189301.0, 7276, 357444.0, 7276, 263904.3, 7276, 318063.8, 7276, 253295.7, 7276, 362511.8, 7276, 263668.1, 7276, 345266.7, 7276, 398636.6, 7276, 253352.9
7278, 165138.7, 7278, 230150.3, 7278, 1137314.0, 7278, 389052.7, 7278, 414426.2, 7278, 296027.8, 7278, 189240.8, 7278, 357477.8, 7278, 263898.5, 7278, 317942.0, 7278, 253299.2, 7278, 362517.5, 7278, 263731.4, 7278, 345230.0, 7278, 398641.9, 7278, 253350.9
7280, 165086.0, 7280, 230204.7, 7280, 1137323.0, 7280, 389051.8, 7280, 414416.7, 7280, 296022.7, 7280, 189260.4, 7280, 357502.9, 7280, 263891.6, 7280, 317957.1, 7280, 253291.2, 7280, 362529.6, 7280, 263680.0, 7280, 345323.6, 7280, 398613.8, 7280, 253338.8
7282, 165118.8, 7282, 230137.8, 7282, 1137366.0, 7282, 389018.1, 7282, 414413.8, 7282, 296029.8, 7282, 189293.9, 7282, 357464.3, 7282, 263924.0, 7282, 317948.9, 7282, 253283.6, 7282, 362500.8, 7282, 263748.8, 7282, 345298.4, 7282, 398606.1, 7282, 253348.5
7284, 165094.1, 7284, 230152.5, 7284, 1137388.0, 7284, 389020.5, 7284, 414419.1, 7284, 296048.3, 7284, 189230.1, 7284, 357474.2, 7284, 263829.9, 7284, 317999.7, 7284, 253347.1, 7284, 362514.7, 7284, 263727.0, 7284, 345293.9, 7284, 398648.8, 7284, 253369.8
7286, 165143.9, 7286, 230154.6, 7286, 1137380.0, 7286, 389093.8, 7286, 414511.2, 7286, 296049.7, 7286, 189215.7, 7286, 357541.7, 7286, 263862.4, 7286, 318049.0, 7286, 253232.0, 7286, 362490.3, 7286, 263731.0, 7286, 345302.8, 7286, 398714.9, 7286, 253334.8
7288, 165187.1, 7288, 230237.9, 7288, 1137381.0, 7288, 389126.8, 7288, 414432.8, 7288, 296063.7, 7288, 189251.3, 7288, 357543.0, 7288, 263794.5, 7288, 318029.7, 7288, 253222.0, 7288, 362487.8, 7288, 263693.9, 7288, 345294.6, 7288, 398750.2, 7288, 253350.4
7290, 165132.5, 7290, 230220.2, 7290, 1137431.0, 7290, 389060.6, 7290, 414405.6, 7290, 296015.9, 7290, 189294.2, 7290, 357579.4, 7290, 263836.0, 7290, 318024.7, 7290, 253226.1, 7290, 362502.1, 7290, 263751.4, 7290, 345244.9, 7290, 398706.7, 7290, 253334.0
7292, 165200.1, 7292, 230272.2, 7292, 1137442.0, 7292, 389021.5, 7292, 414424.3, 7292, 296008.8, 7292, 189269.8, 7292, 357569.1, 7292, 263882.3, 7292, 317928.2, 7292, 253256.3, 7292, 362517.2, 7292, 263744.4, 7292, 345305.7, 7292, 398612.3, 7292, 253318.3
7294, 165130.4, 7294, 230188.2, 7294, 1137348.0, 7294, 389009.4, 7294, 414428.5, 7294, 296043.8, 7294, 189210.0, 7294, 357510.4, 7294, 263879.2, 7294, 317969.4, 7294, 253249.8, 7294, 362433.5, 7294, 263741.7, 7294, 345226.7, 7294, 398555.1, 7294, 253296.7
7296, 165099.8, 7296, 230180.7, 7296, 1137434.0, 7296, 389016.2, 7296, 414464.0, 7296, 296047.8, 7296, 189311.0, 7296, 357536.6, 7296, 263922.8, 7296, 317941.9, 7296, 253322.6, 7296, 362468.6, 7296, 263724.3, 7296, 345317.1, 7296, 398572.1, 7296, 253320.6
7298, 165183.4, 7298, 230167.2, 7298, 1137455.0, 7298, 389046.1, 7298, 414470.0, 7298, 296022.4, 7298, 189265.5, 7298, 357505.5, 7298, 263947.5, 7298, 318029.6, 7298, 253294.8, 7298, 362484.3, 7298, 263692.1, 7298, 345270.2, 7298, 398598.8, 7298, 253359.4
7300, 165140.1, 7300, 230223.4, 7300, 1137414.0, 7300, 389075.4, 7300, 414469.8, 7300, 296086.0, 7300, 189254.9, 7300, 357514.3, 7300, 263827.6, 7300, 318033.6, 7300, 253216.7, 7300, 362487.8, 7300, 263664.4, 7300, 345303.5, 7300, 398664.3, 7300, 253350.2
7302, 165140.4, 7302, 230166.9, 7302, 1137425.0, 7302, 389102.6, 7302, 414410.9, 7302, 296053.9, 7302, 189276.3, 7302, 357583.7, 7302, 263848.8, 7302, 318001.7, 7302, 253248.6, 7302, 362471.6, 7302, 263721.2, 7302, 345247.7, 7302, 398652.8, 7302, 253348.9
7304, 165161.2, 7304, 230276.8, 7304, 1137406.0, 7304, 389083.6, 7304, 414429.4, 7304, 296004.9, 7304, 189256.7, 7304, 357513.0, 7304, 263888.5, 7304, 317988.6, 7304, 253251.0, 7304, 362473.1, 7304, 263715.5, 7304, 345261.9, 7304, 398599.2, 7304, 253334.8
7306, 165202.5, 7306, 230197.7, 7306, 1137400.0, 7306, 389058.4, 7306, 414442.4, 7306, 295959.8, 7306, 189240.0, 7306, 357485.4, 7306, 263857.6, 7306, 317981.2, 7306, 253253.3, 7306, 362485.2, 7306, 263697.4, 7306, 345240.2, 7306, 398564.5, 7306, 253332.3
7308, 165101.2, 7308, 230254.1, 7308, 1137321.0, 7308, 388989.0, 7308, 414400.0, 7308, 295999.5, 7308, 189250.3, 7308, 357477.6, 7308, 263892.4, 7308, 317990.1, 7308, 253242.8, 7308, 362464.2, 7308, 263692.6, 7308, 345266.3, 7308, 398541.7, 7308, 253269.2
7310, 165191.2, 7310, 230173.7, 7310, 1137357.0, 7310, 389052.8, 7310, 414474.7, 7310, 295955.6, 7310, 189245.3, 7310, 357536.9, 7310, 263861.6, 7310, 317999.5, 7310, 253243.5, 7310, 362443.8, 7310, 263706.1, 7310, 345248.4, 7310, 398570.6, 7310, 253271.8
7312, 165081.9, 7312, 230209.2, 7312, 1137416.0, 7312, 389076.5, 7312, 414457.2, 7312, 296047.8, 7312, 189263.9, 7312, 357505.8, 7312, 263852.2, 7312, 317983.1, 7312, 253266.3, 7312, 362491.4, 7312, 263695.9, 7312, 345242.2, 7312, 398634.1, 7312, 253351.7
7314, 165159.8, 7314, 230213.6, 7314, 1137361.0, 7314, 389002.2, 7314, 414451.6, 7314, 296034.4, 7314, 189268.2, 7314, 357485.4, 7314, 263816.3, 7314, 317987.1, 7314, 253252.6, 7314, 362462.0, 7314, 263717.2, 7314, 345252.9, 7314, 398577.1, 7314, 253348.3
7316, 165133.0, 7316, 230185.8, 7316, 1137395.0, 7316, 388984.9, 7316, 414444.3, 7316, 295993.4, 7316, 189235.2, 7316, 357539.6, 7316, 263873.6, 7316, 317960.5, 7316, 253230.5, 7316, 362434.9, 7316, 263665.2, 7316, 345252.6, 7316, 398555.8, 7316, 253306.7
7318, 165153.3, 7318, 230200.5, 7318, 1137341.0, 7318, 388983.0, 7318, 414424.5, 7318, 296004.6, 7318, 189264.8, 7318, 357426.9, 7318, 263933.3, 7318, 317938.0, 7318, 253279.1, 7318, 362449.5, 7318, 263641.9, 7318, 345261.6, 7318, 398497.4, 7318, 253348.3
7320, 165187.1, 7320, 230117.5, 7320, 1137359.0, 7320, 389023.8, 7320, 414472.6, 7320, 296007.3, 7320, 189272.3, 7320, 357441.0, 7320, 263939.6, 7320, 317951.8, 7320, 253341.7, 7320, 362486.8, 7320, 263703.5, 7320, 345253.7, 7320, 398513.0, 7320, 253312.3
7322, 165112.4, 7322, 230146.1, 7322, 1137325.0, 7322, 388983.0, 7322, 414443.2, 7322, 296012.0, 7322, 189251.7, 7322, 357448.4, 7322, 263861.4, 7322, 317892.9, 7322, 253269.6, 7322, 362446.0, 7322, 263625.6, 7322, 345281.9, 7322, 398497.2, 7322, 253276.7
7324, 165156.3, 7324, 230225.6, 7324, 1137392.0, 7324, 389023.6, 7324, 414451.9, 7324, 296064.1, 7324, 189264.9, 7324, 357511.7, 7324, 263939.7, 7324, 317914.6, 7324, 253294.0, 7324, 362422.8, 7324, 263646.0, 7324, 345294.5, 7324, 398551.2, 7324, 253367.8
7326, 165096.2, 7326, 230145.1, 7326, 1137366.0, 7326, 388955.0, 7326, 414411.5, 7326, 296029.8, 7326, 189247.6, 7326, 357511.3, 7326, 263931.2, 7326, 317958.0, 7326, 253284.5, 7326, 362430.2, 7326, 263619.2, 7326, 345245.9, 7326, 398523.4, 7326, 253359.9
7328, 165088.8, 7328, 230109.4, 7328, 1137377.0, 7328, 389001.1, 7328, 414421.0, 7328, 296049.1, 7328, 189207.9, 7328, 357488.4, 7328, 263892.5, 7328, 317874.4, 7328, 253312.5, 7328, 362525.5, 7328, 263670.8, 7328, 345292.0, 7328, 398532.0, 7328, 253292.2
7330, 165124.6, 7330, 230211.3, 7330, 1137390.0, 7330, 389036.4, 7330, 414495.6, 7330, 295989.6, 7330, 189259.2, 7330, 357483.5, 7330, 263855.5, 7330, 317890.5, 7330, 253362.7, 7330, 362523.9, 7330, 263623.8, 7330, 345277.1, 7330, 398547.6, 7330, 253301.4
7332, 165077.6, 7332, 230154.6, 7332, 1137368.0, 7332, 388967.3, 7332, 414388.8, 7332, 296061.3, 7332, 189263.7, 7332, 357452.0, 7332, 263908.8, 7332, 317879.8, 7332, 253296.7, 7332, 362507.5, 7332, 263638.1, 7332, 345331.3, 7332, 398551.6, 7332, 253278.2
7334, 165109.7, 7334, 230165.4, 7334, 1137379.0, 7334, 388984.8, 7334, 414425.3, 7334, 296030.5, 7334, 189276.9, 7334, 357491.9, 7334, 263869.0, 7334, 317909.9, 7334, 253347.0, 7334, 362422.4, 7334, 263667.1, 7334, 345277.5, 7334, 398555.4, 7334, 253301.1
7336, 165142.2, 7336, 230165.7, 7336, 1137374.0, 7336, 388986.3, 7336, 414381.0, 7336, 296054.0, 7336, 189277.5, 7336, 357417.3, 7336, 263886.0, 7336, 317896.1, 7336, 253337.6, 7336, 362459.9, 7336, 263671.7, 7336, 345300.3, 7336, 398566.9, 7336, 253342.3
7338, 165109.1, 7338, 230117.8, 7338, 1137351.0, 7338, 388975.8, 7338, 414413.6, 7338, 296058.9, 7338, 189296.1, 7338, 357448.6, 7338, 263883.0, 7338, 317879.1, 7338, 253276.5, 7338, 362463.5, 7338, 263611.4, 7338, 345312.5, 7338, 398551.8, 7338, 253293.8
7340, 165137.0, 7340, 230175.3, 7340, 1137351.0, 7340, 389040.7, 7340, 414465.1, 7340, 296024.4, 7340, 189216.1, 7340, 357521.7, 7340, 263911.1, 7340, 317934.5, 7340, 253362.2, 7340, 362476.6, 7340, 263665.1, 7340, 345290.5, 7340, 398544.4, 7340, 253304.6
7342, 165127.6, 7342, 230216.0, 7342, 1137387.0, 7342, 388962.0, 7342, 414425.1, 7342, 296065.5, 7342, 189292.1, 7342, 357438.4, 7342, 263862.2, 7342, 318009.0, 7342, 253278.5, 7342, 362523.4, 7342, 263639.7, 7342, 345316.5, 7342, 398581.0, 7342, 253344.5
7344, 165127.6, 7344, 230176.8, 7344, 1137431.0, 7344, 389042.0, 7344, 414445.2, 7344, 296044.2, 7344, 189220.0, 7344, 357505.0, 7344, 263893.0, 7344, 318014.3, 7344, 253261.1, 7344, 362519.0, 7344, 263748.4, 7344, 345282.3, 7344, 398660.8, 7344, 253309.0
7346, 165154.3, 7346, 230184.0, 7346, 1137338.0, 7346, 389073.9, 7346, 414476.8, 7346, 296040.5, 7346, 189190.7, 7346, 357576.5, 7346, 263852.7, 7346, 318087.4, 7346, 253279.2, 7346, 362506.9, 7346, 263677.8, 7346, 345301.6, 7346, 398756.4, 7346, 253367.0
7348, 165197.4, 7348, 230245.7, 7348, 1137383.0, 7348, 389091.4, 7348, 414507.3, 7348, 296075.7, 7348, 189232.7, 7348, 357504.5, 7348, 263808.9, 7348, 318051.3, 7348, 253161.4, 7348, 362508.5, 7348, 263717.7, 7348, 345192.7, 7348, 398676.2, 7348, 253338.2
7350, 165208.0, 7350, 230264.2, 7350, 1137410.0, 7350, 389048.5, 7350, 414408.1, 7350, 296008.7, 7350, 189235.3, 7350, 357524.2, 7350, 263849.8, 7350, 318044.7, 7350, 253229.2, 7350, 362497.0, 7350, 263734.7, 7350, 345201.8, 7350, 398618.6, 7350, 253295.5
7352, 165181.4, 7352, 230218.4, 7352, 1137455.0, 7352, 388997.2, 7352, 414493.6, 7352, 296034.0, 7352, 189278.0, 7352, 357510.6, 7352, 263904.0, 7352, 318020.9, 7352, 253198.7, 7352, 362473.9, 7352, 263729.9, 7352, 345262.6, 7352, 398560.7, 7352, 253322.9
7354, 165116.6, 7354, 230224.6, 7354, 1137438.0, 7354, 389051.2, 7354, 414464.6, 7354, 296002.5, 7354, 189302.0, 7354, 357600.8, 7354, 263938.9, 7354, 317984.0, 7354, 253222.3, 7354, 362454.4, 7354, 263666.1, 7354, 345257.3, 7354, 398562.9, 7354, 253329.3
7356, 165157.2, 7356, 230213.5, 7356, 1137406.0, 7356, 389035.2, 7356, 414435.3, 7356, 295979.9, 7356, 189282.8, 7356, 357476.2, 7356, 263918.4, 7356, 317911.6, 7356, 253224.8, 7356, 362456.1, 7356, 263706.9, 7356, 345242.7, 7356, 398562.7, 7356, 253313.0
7358, 165178.0, 7358, 230214.0, 7358, 1137429.0, 7358, 389009.5, 7358, 414448.1, 7358, 295988.7, 7358, 189289.5, 7358, 357506.4, 7358, 263912.1, 7358, 317924.9, 7358, 253275.2, 7358, 362478.7, 7358, 263648.5, 7358, 345246.2, 7358, 398566.9, 7358, 253262.8
7360, 165113.9, 7360, 230200.6, 7360, 1137368.0, 7360, 388981.2, 7360, 414389.0, 7360, 295979.8, 7360, 189229.0, 7360, 357419.6, 7360, 263917.9, 7360, 317978.6, 7360, 253242.7, 7360, 362434.1, 7360, 263657.8, 7360, 345274.8, 7360, 398515.0, 7360, 253316.0
7362, 165134.5, 7362, 230205.9, 7362, 1137384.0, 7362, 388960.2, 7362, 414438.9, 7362, 296037.9, 7362, 189277.6, 7362, 357532.7, 7362, 263906.0, 7362, 317898.0, 7362, 253268.7, 7362, 362464.0, 7362, 263678.4, 7362, 345262.6, 7362, 398528.3, 7362, 253313.3
7364, 165108.1, 7364, 230134.0, 7364, 1137388.0, 7364, 388948.8, 7364, 414438.8, 7364, 296007.3, 7364, 189219.7, 7364, 357480.5, 7364, 263881.8, 7364, 317922.2, 7364, 253279.9, 7364, 362494.3, 7364, 263658.0, 7364, 345221.1, 7364, 398504.9, 7364, 253272.9
7366, 165082.0, 7366, 230127.9, 7366, 1137333.0, 7366, 389029.4, 7366, 414422.8, 7366, 296016.6, 7366, 189237.4, 7366, 357536.8, 7366, 263896.0, 7366, 317878.0, 7366, 253298.9, 7366, 362499.1, 7366, 263644.3, 7366, 345286.4, 7366, 398526.2, 7366, 253329.7
7368, 165197.4, 7368, 230225.8, 7368, 1137400.0, 7368, 389014.8, 7368, 414453.5, 7368, 296008.1, 7368, 189281.7, 7368, 357542.3, 7368, 263936.0, 7368, 317971.7, 7368, 253373.0, 7368, 362518.7, 7368, 263707.8, 7368, 345280.2, 7368, 398545.1, 7368, 253389.5
7370, 165147.3, 7370, 230221.8, 7370, 1137358.0, 7370, 389000.1, 7370, 414466.8, 7370, 296079.3, 7370, 189253.7, 7370, 357493.1, 7370, 263896.4, 7370, 318011.4, 7370, 253287.1, 7370, 362490.3, 7370, 263697.4, 7370, 345267.8, 7370, 398637.1, 7370, 253343.4
7372, 165139.0, 7372, 230191.2, 7372, 1137450.0, 7372, 389111.4, 7372, 414444.0, 7372, 296089.2, 7372, 189266.3, 7372, 357557.3, 7372, 263821.5, 7372, 318067.9, 7372, 253230.8, 7372, 362523.0, 7372, 263725.3, 7372, 345252.0, 7372, 398767.1, 7372, 253419.8
7374, 165222.5, 7374, 230304.0, 7374, 1137487.0, 7374, 389161.5, 7374, 414427.3, 7374, 296106.9, 7374, 189210.2, 7374, 357633.1, 7374, 263833.4, 7374, 318030.8, 7374, 253176.7, 7374, 362528.1, 7374, 263737.0, 7374, 345202.4, 7374, 398745.7, 7374, 253347.3
7376, 165200.9, 7376, 230305.2, 7376, 1137420.0, 7376, 389058.7, 7376, 414463.2, 7376, 296046.0, 7376, 189254.1, 7376, 357511.6, 7376, 263830.0, 7376, 318014.6, 7376, 253160.9, 7376, 362456.8, 7376, 263782.5, 7376, 345159.5, 7376, 398717.0, 7376, 253298.8
7378, 165159.1, 7378, 230281.3, 7378, 1137461.0, 7378, 389081.6, 7378, 414440.8, 7378, 295981.1, 7378, 189237.3, 7378, 357555.0, 7378, 263830.4, 7378, 317977.9, 7378, 253128.6, 7378, 362454.0, 7378, 263692.4, 7378, 345168.2, 7378, 398605.7, 7378, 253293.3
7380, 165211.9, 7380, 230279.7, 7380, 1137460.0, 7380, 389106.6, 7380, 414441.9, 7380, 296044.6, 7380, 189224.1, 7380, 357580.2, 7380, 263844.5, 7380, 318004.6, 7380, 253174.3, 7380, 362473.8, 7380, 263658.3, 7380, 345219.5, 7380, 398530.0, 7380, 253311.2
7382, 165184.8, 7382, 230234.8, 7382, 1137435.0, 7382, 389002.3, 7382, 414473.9, 7382, 296035.4, 7382, 189263.4, 7382, 357496.6, 7382, 263842.4, 7382, 317956.0, 7382, 253275.2, 7382, 362501.2, 7382, 263740.4, 7382, 345228.6, 7382, 398528.6, 7382, 253316.7
7384, 165218.3, 7384, 230204.5, 7384, 1137406.0, 7384, 388951.9, 7384, 414439.6, 7384, 295999.3, 7384, 189248.6, 7384, 357468.4, 7384, 263952.3, 7384, 317911.9, 7384, 253277.8, 7384, 362466.4, 7384, 263699.6, 7384, 345253.8, 7384, 398540.9, 7384, 253350.3
7386, 165100.0, 7386, 230198.5, 7386, 1137379.0, 7386, 388994.6, 7386, 414394.1, 7386, 296022.0, 7386, 189257.4, 7386, 357470.0, 7386, 263927.6, 7386, 317885.2, 7386, 253261.2, 7386, 362478.9, 7386, 263702.3, 7386, 345205.5, 7386, 398489.4, 7386, 253333.2
7388, 165166.4, 7388, 230178.0, 7388, 1137439.0, 7388, 389012.3, 7388, 414488.3, 7388, 296025.8, 7388, 189249.0, 7388, 357511.5, 7388, 263931.6, 7388, 317903.6, 7388, 253316.3, 7388, 362500.6, 7388, 263661.0, 7388, 345277.8, 7388, 398491.6, 7388, 253345.5
7390, 165086.6, 7390, 230162.5, 7390, 1137368.0, 7390, 388971.6, 7390, 414408.2, 7390, 296060.1, 7390, 189281.0, 7390, 357439.0, 7390, 263861.6, 7390, 317893.6, 7390, 253265.2, 7390, 362405.8, 7390, 263628.6, 7390, 345184.5, 7390, 398486.0, 7390, 253318.6
7392, 165088.2, 7392, 230104.4, 7392, 1137372.0, 7392, 388958.5, 7392, 414506.5, 7392, 296050.1, 7392, 189280.6, 7392, 357425.1, 7392, 263855.5, 7392, 317892.0, 7392, 253325.3, 7392, 362488.5, 7392, 263689.7, 7392, 345249.1, 7392, 398446.7, 7392, 253312.5
7394, 165151.7, 7394, 230172.4, 7394, 1137388.0, 7394, 389032.2, 7394, 414476.3, 7394, 295986.3, 7394, 189227.6, 7394, 357493.7, 7394, 263884.0, 7394, 317891.0, 7394, 253319.9, 7394, 362488.7, 7394, 263614.8, 7394, 345215.7, 7394, 398458.8, 7394, 253305.3
7396, 165072.1, 7396, 230193.9, 7396, 1137396.0, 7396, 388951.6, 7396, 414368.2, 7396, 296002.0, 7396, 189234.6, 7396, 357407.6, 7396, 263909.0, 7396, 317888.5, 7396, 253329.8, 7396, 362448.2, 7396, 263600.9, 7396, 345199.8, 7396, 398505.1, 7396, 253302.7
7398, 165121.7, 7398, 230189.9, 7398, 1137439.0, 7398, 388956.4, 7398, 414465.5, 7398, 296009.9, 7398, 189232.8, 7398, 357432.8, 7398, 263920.6, 7398, 317933.3, 7398, 253290.2, 7398, 362446.0, 7398, 263692.2, 7398, 345278.1, 7398, 398526.5, 7398, 253333.0
7400, 165143.5, 7400, 230181.3, 7400, 1137394.0, 7400, 389037.8, 7400, 414487.6, 7400, 296019.6, 7400, 189248.9, 7400, 357535.2, 7400, 263885.4, 7400, 317985.5, 7400, 253248.3, 7400, 362493.6, 7400, 263698.3, 7400, 345302.8, 7400, 398619.7, 7400, 253339.5
7402, 165134.6, 7402, 230133.6, 7402, 1137397.0, 7402, 389061.5, 7402, 414415.7, 7402, 296011.3, 7402, 189229.4, 7402, 357507.9, 7402, 263829.5, 7402, 318006.3, 7402, 253251.8, 7402, 362492.7, 7402, 263681.3, 7402, 345203.3, 7402, 398627.8, 7402, 253333.8
7404, 165120.7, 7404, 230266.9, 7404, 1137453.0, 7404, 389034.2, 7404, 414431.2, 7404, 296048.0, 7404, 189268.9, 7404, 357510.5, 7404, 263790.6, 7404, 317942.4, 7404, 253274.9, 7404, 362456.9, 7404, 263680.2, 7404, 345234.0, 7404, 398602.1, 7404, 253329.4
7406, 165112.9, 7406, 230246.4, 7406, 1137453.0, 7406, 389032.3, 7406, 414423.5, 7406, 295958.9, 7406, 189243.8, 7406, 357507.4, 7406, 263883.9, 7406, 317929.9, 7406, 253279.3, 7406, 362430.5, 7406, 263665.9, 7406, 345272.3, 7406, 398563.2, 7406, 253312.1
7408, 165131.5, 7408, 230202.7, 7408, 1137425.0, 7408, 389011.8, 7408, 414432.1, 7408, 295986.9, 7408, 189251.7, 7408, 357506.7, 7408, 263846.9, 7408, 317954.1, 7408, 253252.3, 7408, 362465.0, 7408, 263692.7, 7408, 345269.6, 7408, 398578.2, 7408, 253294.5
