time_1,Nylon,time_2,Nylon,time_3,Nylon,time_4,Nylon,time_5,Cellulose,time_6,Cellulose,time_7,Cellulose,time_8,Cellulose,time_9,Polyimide,time_10,Polyimide,time_11,Polyimide,time_12,Polyimide,time_13,PET,time_14,PET,time_15,PET,time_16,PET
0, 168863.0, 0, 232544.7, 0, 1144308.0, 0, 392135.0, 0, 415948.6, 0, 296056.0, 0, 188878.7, 0, 357989.1, 0, 274071.2, 0, 328088.5, 0, 262669.5, 0, 371120.5, 0, 275592.4, 0, 362750.3, 0, 409450.8, 0, 258204.6
2, 168756.4, 2, 232447.0, 2, 1144217.0, 2, 392103.0, 2, 415932.8, 2, 296033.5, 2, 188959.6, 2, 357935.7, 2, 274096.6, 2, 327941.6, 2, 262691.8, 2, 371051.5, 2, 275547.4, 2, 362769.9, 2, 409353.9, 2, 258151.0
4, 168677.5, 4, 232390.1, 4, 1144231.0, 4, 392120.0, 4, 415893.2, 4, 296064.1, 4, 188957.1, 4, 357863.4, 4, 274125.7, 4, 327986.8, 4, 262776.1, 4, 371119.6, 4, 275546.9, 4, 362774.8, 4, 409403.8, 4, 258094.6
6, 168710.0, 6, 232417.6, 6, 1144226.0, 6, 392055.8, 6, 415885.4, 6, 296112.3, 6, 188970.0, 6, 357908.3, 6, 274114.8, 6, 327969.1, 6, 262849.9, 6, 371129.6, 6, 275511.5, 6, 362758.4, 6, 409433.1, 6, 258116.4
8, 168618.9, 8, 232336.6, 8, 1144133.0, 8, 392080.3, 8, 415873.5, 8, 296164.1, 8, 188953.1, 8, 357840.5, 8, 274140.4, 8, 327971.1, 8, 262814.2, 8, 371066.5, 8, 275516.7, 8, 362749.4, 8, 409403.7, 8, 258144.3
10, 168657.2, 10, 232335.6, 10, 1144145.0, 10, 392159.9, 10, 415856.4, 10, 296128.7, 10, 188901.3, 10, 357838.5, 10, 274075.2, 10, 327917.4, 10, 262854.0, 10, 371071.0, 10, 275482.9, 10, 362737.3, 10, 409372.2, 10, 258152.4
12, 168612.8, 12, 232379.7, 12, 1144219.0, 12, 392085.7, 12, 415873.7, 12, 296147.9, 12, 188920.3, 12, 357824.5, 12, 274086.5, 12, 327941.8, 12, 262867.0, 12, 371039.0, 12, 275529.3, 12, 362752.0, 12, 409347.0, 12, 258151.3
14, 168561.6, 14, 232353.9, 14, 1144220.0, 14, 392123.4, 14, 415886.2, 14, 296154.0, 14, 188934.7, 14, 357849.4, 14, 274041.1, 14, 327872.7, 14, 262873.1, 14, 371146.8, 14, 275466.7, 14, 362783.7, 14, 409402.9, 14, 258142.6
16, 168549.4, 16, 232253.1, 16, 1144156.0, 16, 392063.1, 16, 415902.3, 16, 296192.4, 16, 188882.5, 16, 357799.8, 16, 274104.5, 16, 327895.9, 16, 262937.0, 16, 371091.8, 16, 275514.9, 16, 362799.1, 16, 409344.5, 16, 258169.8
18, 168590.0, 18, 232321.8, 18, 1144160.0, 18, 392132.3, 18, 415883.7, 18, 296230.6, 18, 188946.1, 18, 357829.5, 18, 274042.4, 18, 327904.7, 18, 262901.7, 18, 371077.0, 18, 275448.1, 18, 362793.6, 18, 409405.3, 18, 258182.3
20, 168548.9, 20, 232300.0, 20, 1144210.0, 20, 392067.3, 20, 415851.4, 20, 296161.6, 20, 188926.4, 20, 357803.5, 20, 274057.6, 20, 327906.1, 20, 262930.3, 20, 371101.2, 20, 275463.2, 20, 362801.8, 20, 409394.7, 20, 258190.1
22, 168629.3, 22, 232264.1, 22, 1144160.0, 22, 392108.2, 22, 415881.9, 22, 296190.5, 22, 189007.4, 22, 357762.4, 22, 274101.3, 22, 327913.5, 22, 262922.4, 22, 371086.2, 22, 275450.9, 22, 362868.5, 22, 409374.4, 22, 258168.4
24, 168564.5, 24, 232328.4, 24, 1144178.0, 24, 392070.6, 24, 415828.3, 24, 296231.8, 24, 188994.7, 24, 357759.1, 24, 274062.5, 24, 327880.6, 24, 262945.9, 24, 371093.1, 24, 275510.3, 24, 362841.8, 24, 409374.0, 24, 258166.0
26, 168527.5, 26, 232333.3, 26, 1144216.0, 26, 392097.0, 26, 415797.5, 26, 296224.1, 26, 188959.9, 26, 357735.4, 26, 274054.4, 26, 327873.3, 26, 262988.8, 26, 371124.1, 26, 275453.1, 26, 362826.5, 26, 409403.9, 26, 258084.5
28, 168543.3, 28, 232361.6, 28, 1144225.0, 28, 392118.9, 28, 415812.9, 28, 296223.6, 28, 189021.0, 28, 357685.1, 28, 274108.4, 28, 327938.8, 28, 263000.1, 28, 371087.1, 28, 275516.0, 28, 362900.5, 28, 409414.8, 28, 258170.9
30, 168513.7, 30, 232385.6, 30, 1144244.0, 30, 392159.7, 30, 415824.9, 30, 296209.6, 30, 188979.8, 30, 357745.4, 30, 274164.1, 30, 327946.8, 30, 263015.2, 30, 371176.9, 30, 275487.6, 30, 362889.3, 30, 409475.7, 30, 258192.8
32, 168525.6, 32, 232318.8, 32, 1144170.0, 32, 392169.8, 32, 415819.0, 32, 296303.4, 32, 188947.2, 32, 357740.8, 32, 274065.5, 32, 328014.9, 32, 262915.3, 32, 371003.2, 32, 275484.8, 32, 362824.1, 32, 409593.9, 32, 258195.9
34, 168545.2, 34, 232311.3, 34, 1144293.0, 34, 392201.9, 34, 415897.5, 34, 296299.8, 34, 188919.7, 34, 357743.0, 34, 274014.2, 34, 327996.1, 34, 262863.6, 34, 371102.8, 34, 275492.4, 34, 362806.4, 34, 409590.7, 34, 258152.9
36, 168504.1, 36, 232407.8, 36, 1144242.0, 36, 392131.6, 36, 415850.0, 36, 296225.0, 36, 188976.2, 36, 357837.9, 36, 274030.6, 36, 327997.0, 36, 262849.3, 36, 371055.3, 36, 275537.8, 36, 362821.4, 36, 409640.6, 36, 258200.5
38, 168501.0, 38, 232365.6, 38, 1144281.0, 38, 392117.2, 38, 415837.0, 38, 296179.4, 38, 189011.5, 38, 357776.1, 38, 274066.3, 38, 327964.6, 38, 262928.5, 38, 371088.2, 38, 275518.6, 38, 362819.8, 38, 409568.2, 38, 258149.1
40, 168529.5, 40, 232362.0, 40, 1144276.0, 40, 392102.0, 40, 415800.0, 40, 296274.3, 40, 189047.5, 40, 357751.5, 40, 274056.0, 40, 327898.0, 40, 262958.3, 40, 371058.9, 40, 275423.2, 40, 362844.2, 40, 409538.5, 40, 258232.3
42, 168481.3, 42, 232317.7, 42, 1144219.0, 42, 392105.5, 42, 415823.8, 42, 296238.3, 42, 189001.3, 42, 357787.4, 42, 274041.8, 42, 327888.9, 42, 262948.0, 42, 371084.8, 42, 275478.8, 42, 362857.9, 42, 409521.8, 42, 258140.4
44, 168486.8, 44, 232306.1, 44, 1144217.0, 44, 392131.0, 44, 415805.0, 44, 296221.8, 44, 189011.9, 44, 357776.2, 44, 274035.5, 44, 327895.9, 44, 262994.2, 44, 371129.5, 44, 275454.0, 44, 362854.6, 44, 409492.1, 44, 258121.1
46, 168473.7, 46, 232344.4, 46, 1144179.0, 46, 392089.7, 46, 415784.2, 46, 296225.1, 46, 189001.4, 46, 357709.6, 46, 274016.9, 46, 327862.5, 46, 262944.0, 46, 371103.1, 46, 275497.8, 46, 362849.0, 46, 409472.7, 46, 258095.9
48, 168513.5, 48, 232299.2, 48, 1144218.0, 48, 392072.6, 48, 415792.0, 48, 296236.7, 48, 189001.9, 48, 357728.9, 48, 274099.0, 48, 327866.3, 48, 263010.4, 48, 371072.7, 48, 275478.7, 48, 362852.3, 48, 409474.6, 48, 258107.8
50, 168466.4, 50, 232265.4, 50, 1144186.0, 50, 392074.9, 50, 415787.5, 50, 296245.6, 50, 188996.8, 50, 357786.9, 50, 274037.5, 50, 327890.1, 50, 262968.1, 50, 371141.6, 50, 275394.0, 50, 362830.6, 50, 409493.1, 50, 258095.9
52, 168477.0, 52, 232332.7, 52, 1144206.0, 52, 392145.9, 52, 415813.0, 52, 296264.9, 52, 189036.1, 52, 357731.1, 52, 274119.5, 52, 327926.3, 52, 262967.6, 52, 371072.5, 52, 275447.5, 52, 362865.4, 52, 409501.4, 52, 258114.5
54, 168461.5, 54, 232243.2, 54, 1144178.0, 54, 392067.3, 54, 415787.5, 54, 296281.1, 54, 189023.8, 54, 357742.9, 54, 274076.7, 54, 327852.6, 54, 262997.1, 54, 371054.7, 54, 275391.4, 54, 362855.1, 54, 409471.5, 54, 258106.7
56, 168419.5, 56, 232276.1, 56, 1144169.0, 56, 392083.1, 56, 415746.4, 56, 296289.6, 56, 188994.2, 56, 357682.2, 56, 274083.3, 56, 327860.5, 56, 263065.7, 56, 371096.7, 56, 275446.8, 56, 362895.5, 56, 409500.7, 56, 258140.8
58, 168460.4, 58, 232298.5, 58, 1144170.0, 58, 392102.7, 58, 415792.1, 58, 296262.1, 58, 189059.1, 58, 357731.5, 58, 274084.5, 58, 327892.3, 58, 263049.2, 58, 371088.7, 58, 275424.5, 58, 362894.6, 58, 409473.2, 58, 258095.8
60, 168457.4, 60, 232241.5, 60, 1144183.0, 60, 392041.0, 60, 415774.7, 60, 296282.4, 60, 189042.3, 60, 357742.9, 60, 274056.3, 60, 327848.5, 60, 263055.4, 60, 371095.7, 60, 275392.7, 60, 362834.3, 60, 409470.2, 60, 258098.9
62, 168467.8, 62, 232280.7, 62, 1144135.0, 62, 392092.7, 62, 415763.8, 62, 296279.6, 62, 189028.3, 62, 357742.9, 62, 274109.0, 62, 327843.8, 62, 263067.7, 62, 371128.4, 62, 275524.4, 62, 362892.8, 62, 409540.1, 62, 258165.2
64, 168485.1, 64, 232311.3, 64, 1144248.0, 64, 392103.5, 64, 415816.6, 64, 296274.2, 64, 189126.0, 64, 357717.1, 64, 274147.9, 64, 327953.8, 64, 263045.7, 64, 371153.5, 64, 275488.3, 64, 362899.1, 64, 409580.4, 64, 258175.8
66, 168529.3, 66, 232351.4, 66, 1144235.0, 66, 392130.1, 66, 415750.5, 66, 296359.6, 66, 189052.5, 66, 357736.6, 66, 274067.3, 66, 327981.4, 66, 263010.9, 66, 371162.3, 66, 275569.7, 66, 362945.1, 66, 409669.9, 66, 258197.0
68, 168501.9, 68, 232337.7, 68, 1144239.0, 68, 392211.1, 68, 415809.3, 68, 296331.9, 68, 189026.9, 68, 357819.7, 68, 274042.3, 68, 328033.0, 68, 262940.8, 68, 371156.3, 68, 275560.7, 68, 362895.7, 68, 409742.3, 68, 258195.2
70, 168565.4, 70, 232409.3, 70, 1144192.0, 70, 392261.3, 70, 415848.9, 70, 296352.5, 70, 188984.7, 70, 357850.1, 70, 274033.0, 70, 327972.3, 70, 262838.7, 70, 371079.9, 70, 275551.9, 70, 362750.5, 70, 409718.5, 70, 258215.8
72, 168554.2, 72, 232424.1, 72, 1144210.0, 72, 392179.2, 72, 415747.4, 72, 296253.0, 72, 189013.5, 72, 357811.5, 72, 274027.1, 72, 328004.5, 72, 262838.1, 72, 371119.1, 72, 275489.6, 72, 362817.9, 72, 409686.6, 72, 258192.1
74, 168613.5, 74, 232390.0, 74, 1144222.0, 74, 392165.8, 74, 415814.1, 74, 296182.9, 74, 189063.5, 74, 357827.3, 74, 274106.3, 74, 327940.4, 74, 262861.6, 74, 371084.0, 74, 275538.7, 74, 362839.2, 74, 409618.4, 74, 258162.7
76, 168490.0, 76, 232353.7, 76, 1144182.0, 76, 392124.6, 76, 415780.3, 76, 296244.6, 76, 189088.1, 76, 357790.1, 76, 274066.8, 76, 327944.6, 76, 262916.6, 76, 371115.1, 76, 275477.0, 76, 362850.8, 76, 409566.6, 76, 258158.9
78, 168511.4, 78, 232361.1, 78, 1144218.0, 78, 391995.4, 78, 415744.4, 78, 296250.6, 78, 189076.9, 78, 357781.0, 78, 274122.7, 78, 327871.1, 78, 262929.2, 78, 371066.5, 78, 275481.9, 78, 362855.1, 78, 409576.0, 78, 258137.9
80, 168505.6, 80, 232292.2, 80, 1144189.0, 80, 392060.7, 80, 415776.4, 80, 296260.6, 80, 189094.7, 80, 357727.7, 80, 274095.1, 80, 327892.0, 80, 262976.1, 80, 371119.3, 80, 275416.6, 80, 362882.3, 80, 409517.4, 80, 258173.6
82, 168509.4, 82, 232341.8, 82, 1144142.0, 82, 392053.3, 82, 415789.1, 82, 296255.6, 82, 189008.8, 82, 357765.9, 82, 274108.1, 82, 327885.4, 82, 263000.0, 82, 371101.1, 82, 275473.6, 82, 362867.5, 82, 409486.5, 82, 258123.4
84, 168543.4, 84, 232332.8, 84, 1144193.0, 84, 392126.8, 84, 415785.4, 84, 296264.0, 84, 189040.4, 84, 357685.7, 84, 274098.9, 84, 327885.5, 84, 262972.5, 84, 371130.7, 84, 275488.9, 84, 362881.8, 84, 409558.4, 84, 258158.6
86, 168431.5, 86, 232335.2, 86, 1144194.0, 86, 392071.6, 86, 415811.2, 86, 296339.0, 86, 189057.0, 86, 357744.8, 86, 274095.4, 86, 327939.4, 86, 263030.4, 86, 371100.0, 86, 275506.8, 86, 362850.1, 86, 409498.5, 86, 258086.7
88, 168479.0, 88, 232343.8, 88, 1144105.0, 88, 392074.1, 88, 415796.0, 88, 296304.4, 88, 189048.5, 88, 357730.3, 88, 274152.1, 88, 327862.5, 88, 262972.6, 88, 371106.1, 88, 275501.7, 88, 362861.9, 88, 409536.4, 88, 258118.7
90, 168487.9, 90, 232376.6, 90, 1144206.0, 90, 392095.2, 90, 415749.9, 90, 296229.8, 90, 189044.2, 90, 357779.8, 90, 274088.5, 90, 327885.7, 90, 263008.1, 90, 371145.8, 90, 275467.6, 90, 362867.0, 90, 409478.5, 90, 258104.3
92, 168474.3, 92, 232317.7, 92, 1144121.0, 92, 392030.3, 92, 415714.0, 92, 296325.8, 92, 189076.0, 92, 357751.6, 92, 274078.0, 92, 327871.6, 92, 262968.5, 92, 371063.7, 92, 275477.4, 92, 362862.1, 92, 409462.3, 92, 258136.0
94, 168476.2, 94, 232316.8, 94, 1144197.0, 94, 392063.9, 94, 415738.5, 94, 296219.4, 94, 189077.1, 94, 357767.6, 94, 274107.1, 94, 327870.2, 94, 262981.0, 94, 371077.5, 94, 275411.8, 94, 362932.4, 94, 409512.1, 94, 258142.2
96, 168500.9, 96, 232332.8, 96, 1144153.0, 96, 392034.1, 96, 415769.3, 96, 296298.2, 96, 189062.1, 96, 357728.6, 96, 274089.4, 96, 327846.9, 96, 263063.1, 96, 371118.2, 96, 275497.9, 96, 362916.1, 96, 409540.5, 96, 258094.6
98, 168471.8, 98, 232352.3, 98, 1144233.0, 98, 392112.1, 98, 415766.1, 98, 296309.4, 98, 189059.2, 98, 357761.0, 98, 274105.7, 98, 327938.0, 98, 262998.7, 98, 371125.1, 98, 275513.7, 98, 362883.4, 98, 409513.2, 98, 258135.7
100, 168505.7, 100, 232342.1, 100, 1144197.0, 100, 392108.6, 100, 415781.4, 100, 296304.4, 100, 189054.0, 100, 357765.6, 100, 274136.2, 100, 327957.9, 100, 263010.4, 100, 371156.9, 100, 275489.2, 100, 362949.6, 100, 409553.6, 100, 258148.1
102, 168461.4, 102, 232357.2, 102, 1144198.0, 102, 392166.6, 102, 415738.8, 102, 296327.8, 102, 189077.6, 102, 357805.2, 102, 274028.0, 102, 328018.4, 102, 262910.1, 102, 371119.3, 102, 275510.2, 102, 362918.7, 102, 409620.1, 102, 258158.3
104, 168449.8, 104, 232392.7, 104, 1144252.0, 104, 392150.4, 104, 415729.0, 104, 296339.8, 104, 189049.9, 104, 357766.4, 104, 274063.1, 104, 327971.3, 104, 262881.1, 104, 371103.9, 104, 275484.3, 104, 362864.1, 104, 409610.5, 104, 258137.3
106, 168484.1, 106, 232358.1, 106, 1144261.0, 106, 392138.5, 106, 415735.6, 106, 296263.0, 106, 189090.5, 106, 357789.7, 106, 274094.1, 106, 327922.6, 106, 262897.2, 106, 371116.4, 106, 275489.1, 106, 362834.6, 106, 409599.4, 106, 258154.8
108, 168485.0, 108, 232383.6, 108, 1144233.0, 108, 392144.1, 108, 415764.8, 108, 296323.4, 108, 189036.6, 108, 357751.3, 108, 274092.1, 108, 327948.2, 108, 262963.1, 108, 371110.8, 108, 275440.0, 108, 362858.0, 108, 409581.1, 108, 258177.4
110, 168502.3, 110, 232420.4, 110, 1144198.0, 110, 392104.5, 110, 415742.5, 110, 296293.3, 110, 189093.9, 110, 357819.1, 110, 274101.6, 110, 327890.5, 110, 262978.3, 110, 371106.1, 110, 275438.2, 110, 362912.5, 110, 409457.2, 110, 258112.8
112, 168517.8, 112, 232360.8, 112, 1144231.0, 112, 392061.3, 112, 415798.2, 112, 296269.4, 112, 189017.3, 112, 357748.4, 112, 274110.4, 112, 327912.1, 112, 262975.5, 112, 371128.4, 112, 275461.3, 112, 362932.8, 112, 409527.8, 112, 258160.0
114, 168450.0, 114, 232351.5, 114, 1144208.0, 114, 392047.8, 114, 415730.8, 114, 296239.7, 114, 189070.8, 114, 357731.9, 114, 274082.6, 114, 327935.9, 114, 262941.4, 114, 371123.6, 114, 275447.1, 114, 362893.0, 114, 409549.1, 114, 258133.8
116, 168494.6, 116, 232411.8, 116, 1144177.0, 116, 392083.4, 116, 415704.4, 116, 296303.6, 116, 189086.4, 116, 357794.2, 116, 274093.7, 116, 327923.5, 116, 262964.4, 116, 371092.1, 116, 275513.9, 116, 362896.6, 116, 409506.0, 116, 258102.8
118, 168456.8, 118, 232424.5, 118, 1144238.0, 118, 392066.7, 118, 415745.3, 118, 296330.8, 118, 189088.1, 118, 357721.3, 118, 274120.9, 118, 327857.5, 118, 262984.5, 118, 371066.3, 118, 275505.9, 118, 362905.9, 118, 409513.7, 118, 258167.2
120, 168480.3, 120, 232372.8, 120, 1144230.0, 120, 392086.0, 120, 415711.5, 120, 296311.6, 120, 189106.1, 120, 357777.7, 120, 274070.5, 120, 327872.6, 120, 262996.0, 120, 371128.7, 120, 275473.0, 120, 362892.0, 120, 409513.2, 120, 258147.5
122, 168457.5, 122, 232411.0, 122, 1144220.0, 122, 392104.7, 122, 415748.8, 122, 296340.4, 122, 189076.1, 122, 357741.0, 122, 274089.3, 122, 327829.2, 122, 263022.9, 122, 371114.2, 122, 275491.0, 122, 362865.2, 122, 409508.9, 122, 258168.8
124, 168413.8, 124, 232358.4, 124, 1144248.0, 124, 392055.3, 124, 415747.6, 124, 296304.1, 124, 189046.4, 124, 357775.7, 124, 274129.5, 124, 327881.4, 124, 263098.0, 124, 371119.0, 124, 275518.7, 124, 362886.9, 124, 409515.4, 124, 258172.9
126, 168433.0, 126, 232392.7, 126, 1144163.0, 126, 392080.7, 126, 415730.6, 126, 296306.3, 126, 189087.2, 126, 357768.9, 126, 274122.0, 126, 327864.5, 126, 262999.8, 126, 371092.2, 126, 275453.1, 126, 362897.0, 126, 409472.3, 126, 258119.1
128, 168500.4, 128, 232349.1, 128, 1144231.0, 128, 392064.6, 128, 415721.1, 128, 296296.6, 128, 189068.7, 128, 357665.1, 128, 274182.4, 128, 327884.8, 128, 263030.4, 128, 371117.5, 128, 275457.0, 128, 362873.5, 128, 409462.4, 128, 258134.2
130, 168436.0, 130, 232338.9, 130, 1144222.0, 130, 392071.8, 130, 415694.6, 130, 296279.6, 130, 189087.1, 130, 357723.4, 130, 274174.1, 130, 327860.5, 130, 263026.0, 130, 371135.3, 130, 275480.9, 130, 362868.5, 130, 409512.0, 130, 258098.2
132, 168387.4, 132, 232377.8, 132, 1144126.0, 132, 392026.4, 132, 415672.1, 132, 296257.5, 132, 189037.2, 132, 357741.7, 132, 274142.0, 132, 327885.9, 132, 262969.2, 132, 371103.1, 132, 275437.2, 132, 362930.9, 132, 409477.0, 132, 258124.3
134, 168441.9, 134, 232379.1, 134, 1144190.0, 134, 391993.8, 134, 415716.7, 134, 296255.6, 134, 189095.7, 134, 357802.8, 134, 274111.9, 134, 327909.2, 134, 263004.6, 134, 371080.0, 134, 275463.4, 134, 362920.2, 134, 409431.0, 134, 258151.9
136, 168457.7, 136, 232373.8, 136, 1144184.0, 136, 392036.8, 136, 415703.1, 136, 296300.6, 136, 189083.7, 136, 357707.5, 136, 274119.0, 136, 327911.7, 136, 263023.4, 136, 371104.4, 136, 275474.5, 136, 362952.2, 136, 409420.1, 136, 258170.4
138, 168364.1, 138, 232369.5, 138, 1144216.0, 138, 392066.4, 138, 415665.0, 138, 296340.4, 138, 189031.9, 138, 357754.9, 138, 274074.4, 138, 327880.3, 138, 263039.3, 138, 371126.3, 138, 275425.6, 138, 362881.0, 138, 409526.1, 138, 258172.2
140, 168450.3, 140, 232436.8, 140, 1144233.0, 140, 392060.0, 140, 415712.4, 140, 296339.6, 140, 189064.3, 140, 357797.3, 140, 274166.5, 140, 327886.2, 140, 263005.9, 140, 371087.9, 140, 275465.0, 140, 362907.5, 140, 409536.2, 140, 258125.5
142, 168482.5, 142, 232369.3, 142, 1144208.0, 142, 392016.1, 142, 415715.9, 142, 296283.2, 142, 189096.1, 142, 357788.0, 142, 274113.0, 142, 327874.9, 142, 263014.4, 142, 371150.7, 142, 275421.6, 142, 362923.3, 142, 409541.8, 142, 258105.5
144, 168418.0, 144, 232424.9, 144, 1144231.0, 144, 392068.8, 144, 415647.2, 144, 296284.5, 144, 189013.5, 144, 357762.5, 144, 274115.7, 144, 327891.0, 144, 262978.1, 144, 371141.2, 144, 275508.7, 144, 362897.6, 144, 409520.6, 144, 258094.4
146, 168433.9, 146, 232413.7, 146, 1144231.0, 146, 392092.6, 146, 415659.9, 146, 296333.4, 146, 189093.8, 146, 357734.8, 146, 274187.3, 146, 327870.0, 146, 263016.4, 146, 371130.6, 146, 275476.4, 146, 362890.5, 146, 409505.9, 146, 258131.5
148, 168465.3, 148, 232403.5, 148, 1144225.0, 148, 392016.0, 148, 415684.1, 148, 296357.0, 148, 189124.2, 148, 357744.5, 148, 274116.2, 148, 327888.8, 148, 262975.9, 148, 371102.4, 148, 275462.3, 148, 362931.9, 148, 409478.5, 148, 258156.5
150, 168415.0, 150, 232401.0, 150, 1144199.0, 150, 392021.5, 150, 415723.6, 150, 296297.0, 150, 189054.1, 150, 357794.1, 150, 274139.6, 150, 327860.3, 150, 263007.8, 150, 371148.1, 150, 275484.9, 150, 362878.8, 150, 409521.2, 150, 258147.5
152, 168456.3, 152, 232425.7, 152, 1144236.0, 152, 392002.6, 152, 415689.0, 152, 296328.8, 152, 189046.6, 152, 357734.9, 152, 274107.4, 152, 327808.1, 152, 263029.5, 152, 371102.1, 152, 275447.2, 152, 362835.6, 152, 409495.3, 152, 258110.8
154, 168400.6, 154, 232401.7, 154, 1144186.0, 154, 392045.0, 154, 415685.9, 154, 296340.2, 154, 189084.9, 154, 357732.3, 154, 274127.8, 154, 327870.0, 154, 263025.5, 154, 371159.9, 154, 275404.1, 154, 362924.3, 154, 409490.6, 154, 258147.9
156, 168483.0, 156, 232413.6, 156, 1144225.0, 156, 392018.4, 156, 415680.6, 156, 296362.0, 156, 189113.9, 156, 357791.1, 156, 274144.5, 156, 327860.5, 156, 263032.3, 156, 371144.9, 156, 275447.5, 156, 362932.5, 156, 409487.8, 156, 258150.8
158, 168437.7, 158, 232420.8, 158, 1144259.0, 158, 391984.0, 158, 415692.6, 158, 296304.3, 158, 189060.4, 158, 357729.6, 158, 274119.7, 158, 327903.1, 158, 263029.2, 158, 371140.2, 158, 275445.9, 158, 362958.8, 158, 409494.2, 158, 258166.9
160, 168429.1, 160, 232433.0, 160, 1144247.0, 160, 392016.5, 160, 415640.9, 160, 296323.9, 160, 189057.4, 160, 357748.0, 160, 274162.8, 160, 327893.6, 160, 263076.5, 160, 371111.8, 160, 275445.5, 160, 362890.4, 160, 409498.5, 160, 258149.2
162, 168479.3, 162, 232414.5, 162, 1144233.0, 162, 392016.1, 162, 415663.8, 162, 296344.7, 162, 189088.4, 162, 357833.5, 162, 274122.6, 162, 327849.5, 162, 263012.5, 162, 371124.3, 162, 275424.6, 162, 362892.5, 162, 409483.3, 162, 258151.1
164, 168429.0, 164, 232399.9, 164, 1144233.0, 164, 391950.0, 164, 415700.1, 164, 296355.3, 164, 189156.3, 164, 357744.1, 164, 274159.7, 164, 327856.1, 164, 262986.5, 164, 371134.2, 164, 275411.5, 164, 362891.7, 164, 409498.9, 164, 258186.0
166, 168430.3, 166, 232359.3, 166, 1144259.0, 166, 392022.3, 166, 415630.1, 166, 296320.3, 166, 189072.9, 166, 357804.7, 166, 274203.8, 166, 327889.3, 166, 263062.5, 166, 371124.5, 166, 275422.4, 166, 362878.7, 166, 409527.3, 166, 258197.3
168, 168469.5, 168, 232414.5, 168, 1144270.0, 168, 391993.7, 168, 415666.8, 168, 296334.9, 168, 189111.3, 168, 357752.7, 168, 274210.3, 168, 327891.4, 168, 263002.4, 168, 371157.6, 168, 275464.1, 168, 362898.1, 168, 409537.4, 168, 258147.2
170, 168491.2, 170, 232410.2, 170, 1144268.0, 170, 392076.9, 170, 415687.8, 170, 296308.1, 170, 189111.2, 170, 357788.3, 170, 274092.1, 170, 327992.7, 170, 263008.1, 170, 371175.3, 170, 275538.5, 170, 362953.2, 170, 409600.9, 170, 258180.8
172, 168497.0, 172, 232452.3, 172, 1144261.0, 172, 392084.3, 172, 415696.0, 172, 296435.5, 172, 189069.8, 172, 357852.0, 172, 274129.5, 172, 328039.1, 172, 262920.0, 172, 371199.5, 172, 275508.9, 172, 362896.9, 172, 409711.2, 172, 258200.3
174, 168486.8, 174, 232480.7, 174, 1144272.0, 174, 392079.3, 174, 415670.3, 174, 296374.1, 174, 189073.4, 174, 357850.7, 174, 274078.7, 174, 328014.4, 174, 262908.5, 174, 371128.5, 174, 275480.7, 174, 362866.1, 174, 409666.2, 174, 258138.8
176, 168518.4, 176, 232565.9, 176, 1144289.0, 176, 392086.5, 176, 415634.0, 176, 296321.2, 176, 189046.8, 176, 357838.6, 176, 274138.1, 176, 327921.5, 176, 262915.5, 176, 371141.4, 176, 275550.7, 176, 362816.6, 176, 409665.0, 176, 258185.4
178, 168589.0, 178, 232494.5, 178, 1144342.0, 178, 392080.0, 178, 415703.5, 178, 296272.5, 178, 189045.3, 178, 357830.0, 178, 274133.4, 178, 327962.6, 178, 262945.9, 178, 371132.9, 178, 275544.4, 178, 362854.4, 178, 409626.9, 178, 258155.8
180, 168515.3, 180, 232479.9, 180, 1144283.0, 180, 392004.4, 180, 415695.0, 180, 296344.6, 180, 189096.3, 180, 357834.0, 180, 274058.2, 180, 327929.7, 180, 262898.8, 180, 371098.1, 180, 275483.2, 180, 362848.3, 180, 409572.0, 180, 258137.1
182, 168462.1, 182, 232483.8, 182, 1144300.0, 182, 392021.7, 182, 415673.8, 182, 296311.2, 182, 189103.4, 182, 357816.0, 182, 274134.6, 182, 327911.2, 182, 262925.6, 182, 371142.2, 182, 275469.8, 182, 362828.6, 182, 409559.0, 182, 258119.8
184, 168484.3, 184, 232492.3, 184, 1144254.0, 184, 392025.6, 184, 415714.5, 184, 296331.3, 184, 189135.2, 184, 357875.7, 184, 274168.1, 184, 327963.6, 184, 262950.0, 184, 371153.1, 184, 275463.0, 184, 362839.7, 184, 409561.8, 184, 258172.3
186, 168459.7, 186, 232424.6, 186, 1144240.0, 186, 392029.3, 186, 415637.4, 186, 296276.6, 186, 189072.8, 186, 357789.7, 186, 274089.1, 186, 327873.9, 186, 262959.0, 186, 371107.6, 186, 275437.7, 186, 362942.1, 186, 409486.7, 186, 258152.9
188, 168472.1, 188, 232429.7, 188, 1144337.0, 188, 392019.8, 188, 415663.1, 188, 296309.6, 188, 189033.2, 188, 357800.7, 188, 274166.3, 188, 327853.7, 188, 262943.7, 188, 371129.9, 188, 275461.0, 188, 362909.2, 188, 409508.8, 188, 258128.8
190, 168437.0, 190, 232475.5, 190, 1144294.0, 190, 392036.9, 190, 415699.5, 190, 296361.6, 190, 189130.8, 190, 357760.5, 190, 274162.0, 190, 327917.9, 190, 262941.1, 190, 371110.3, 190, 275435.5, 190, 362879.5, 190, 409460.7, 190, 258144.2
