time 1,PLA_1, time 2,PLA_2,time 3,PLA_3, time 4,PLA_4,time 5 ,PCL_1, time 6,PCL_2,time 7,PCL_3, time 8,PCL_4,time 9 ,PBA_1, time 10,PBA_2,time 11,PBA_3, time 12,PBA_4,time 13 ,Borosilicate_1, time 14,Borosilicate_2,time 15,Cellulose_1, time 16,Cellulose_2
9438, 166221.9, 9438, 232434.2, 9438, 1141375.0, 9438, 393007.8, 9438, 415106.0, 9438, 296349.6, 9438, 189847.7, 9438, 357845.0, 9438, 264688.5, 9438, 318543.0, 9438, 253993.3, 9438, 362711.6, 9438, 264195.6, 9438, 346259.3, 9438, 404348.5, 9438, 261419.8
9440, 166125.6, 9440, 232428.0, 9440, 1141402.0, 9440, 393046.6, 9440, 415061.7, 9440, 296406.3, 9440, 189858.0, 9440, 357867.4, 9440, 264656.0, 9440, 318526.8, 9440, 253898.8, 9440, 362741.5, 9440, 264161.5, 9440, 346229.2, 9440, 404389.0, 9440, 261402.0
9442, 166205.1, 9442, 232452.0, 9442, 1141380.0, 9442, 393059.5, 9442, 415022.3, 9442, 296372.5, 9442, 189800.7, 9442, 357801.3, 9442, 264651.0, 9442, 318482.2, 9442, 253929.0, 9442, 362751.4, 9442, 264229.8, 9442, 346273.5, 9442, 404355.2, 9442, 261451.7
9444, 166218.7, 9444, 232418.1, 9444, 1141397.0, 9444, 393017.5, 9444, 415060.6, 9444, 296387.7, 9444, 189786.0, 9444, 357901.4, 9444, 264665.5, 9444, 318536.4, 9444, 253927.7, 9444, 362787.8, 9444, 264206.8, 9444, 346223.7, 9444, 404359.3, 9444, 261469.0
9446, 166164.6, 9446, 232397.2, 9446, 1141373.0, 9446, 393068.8, 9446, 415087.5, 9446, 296391.2, 9446, 189756.9, 9446, 357808.9, 9446, 264664.2, 9446, 318521.6, 9446, 253853.2, 9446, 362746.4, 9446, 264209.4, 9446, 346212.3, 9446, 404483.1, 9446, 261416.7
9448, 166165.2, 9448, 232461.5, 9448, 1141408.0, 9448, 393082.6, 9448, 415072.8, 9448, 296420.9, 9448, 189807.7, 9448, 357877.8, 9448, 264622.0, 9448, 318563.6, 9448, 253836.3, 9448, 362775.9, 9448, 264213.9, 9448, 346207.4, 9448, 404396.5, 9448, 261446.1
9450, 166256.8, 9450, 232444.3, 9450, 1141345.0, 9450, 393043.5, 9450, 415080.8, 9450, 296380.0, 9450, 189791.4, 9450, 357864.2, 9450, 264683.1, 9450, 318569.8, 9450, 253883.6, 9450, 362744.5, 9450, 264209.7, 9450, 346226.1, 9450, 404383.2, 9450, 261437.3
9452, 166212.9, 9452, 232426.9, 9452, 1141344.0, 9452, 393029.4, 9452, 415028.4, 9452, 296374.1, 9452, 189827.7, 9452, 357906.1, 9452, 264648.8, 9452, 318510.2, 9452, 253844.0, 9452, 362760.8, 9452, 264182.1, 9452, 346235.7, 9452, 404349.3, 9452, 261443.4
9454, 166237.2, 9454, 232427.5, 9454, 1141355.0, 9454, 392991.6, 9454, 415043.9, 9454, 296369.3, 9454, 189817.0, 9454, 357842.8, 9454, 264676.0, 9454, 318525.6, 9454, 253926.4, 9454, 362766.0, 9454, 264300.4, 9454, 346256.8, 9454, 404379.2, 9454, 261398.9
9456, 166231.0, 9456, 232440.2, 9456, 1141358.0, 9456, 393052.3, 9456, 415114.1, 9456, 296404.0, 9456, 189790.4, 9456, 357905.3, 9456, 264627.2, 9456, 318622.2, 9456, 253906.2, 9456, 362753.1, 9456, 264257.0, 9456, 346259.7, 9456, 404457.7, 9456, 261484.6
9458, 166175.7, 9458, 232448.8, 9458, 1141384.0, 9458, 393109.7, 9458, 415055.8, 9458, 296408.5, 9458, 189761.4, 9458, 357856.1, 9458, 264657.2, 9458, 318609.1, 9458, 253896.6, 9458, 362747.3, 9458, 264261.9, 9458, 346211.1, 9458, 404407.7, 9458, 261407.2
9460, 166235.9, 9460, 232459.6, 9460, 1141400.0, 9460, 393111.1, 9460, 415107.2, 9460, 296396.9, 9460, 189855.1, 9460, 357955.0, 9460, 264633.1, 9460, 318608.5, 9460, 253852.9, 9460, 362796.6, 9460, 264296.9, 9460, 346222.2, 9460, 404489.3, 9460, 261393.6
9462, 166232.0, 9462, 232448.5, 9462, 1141439.0, 9462, 393066.6, 9462, 415032.9, 9462, 296342.5, 9462, 189816.1, 9462, 357931.4, 9462, 264679.0, 9462, 318590.5, 9462, 253829.3, 9462, 362774.3, 9462, 264253.3, 9462, 346213.5, 9462, 404445.0, 9462, 261423.5
9464, 166221.1, 9464, 232477.6, 9464, 1141384.0, 9464, 393023.9, 9464, 415096.6, 9464, 296391.3, 9464, 189795.1, 9464, 357921.5, 9464, 264713.4, 9464, 318572.1, 9464, 253850.6, 9464, 362756.3, 9464, 264198.0, 9464, 346191.2, 9464, 404400.4, 9464, 261409.8
9466, 166252.9, 9466, 232405.6, 9466, 1141409.0, 9466, 393036.3, 9466, 415074.7, 9466, 296296.4, 9466, 189776.4, 9466, 357871.2, 9466, 264580.6, 9466, 318534.9, 9466, 253853.9, 9466, 362762.7, 9466, 264223.4, 9466, 346223.7, 9466, 404396.4, 9466, 261384.9
9468, 166253.4, 9468, 232527.5, 9468, 1141407.0, 9468, 393011.0, 9468, 415065.2, 9468, 296390.6, 9468, 189809.6, 9468, 357884.5, 9468, 264686.7, 9468, 318566.1, 9468, 253871.7, 9468, 362767.5, 9468, 264235.2, 9468, 346261.5, 9468, 404360.5, 9468, 261399.5
9470, 166205.6, 9470, 232431.5, 9470, 1141318.0, 9470, 393013.0, 9470, 415090.6, 9470, 296365.6, 9470, 189824.6, 9470, 357854.3, 9470, 264649.2, 9470, 318519.4, 9470, 253885.3, 9470, 362735.9, 9470, 264205.9, 9470, 346264.6, 9470, 404295.5, 9470, 261396.1
9472, 166236.3, 9472, 232469.7, 9472, 1141328.0, 9472, 392988.8, 9472, 415086.2, 9472, 296300.7, 9472, 189832.7, 9472, 357825.5, 9472, 264697.7, 9472, 318527.4, 9472, 253904.7, 9472, 362714.6, 9472, 264199.7, 9472, 346250.0, 9472, 404295.5, 9472, 261381.6
9474, 166184.7, 9474, 232408.4, 9474, 1141366.0, 9474, 392993.6, 9474, 415104.6, 9474, 296398.1, 9474, 189816.5, 9474, 357855.7, 9474, 264658.0, 9474, 318494.9, 9474, 253939.6, 9474, 362827.8, 9474, 264116.9, 9474, 346164.7, 9474, 404275.5, 9474, 261386.5
9476, 166173.4, 9476, 232361.6, 9476, 1141291.0, 9476, 392999.9, 9476, 415105.9, 9476, 296350.5, 9476, 189836.3, 9476, 357823.0, 9476, 264659.0, 9476, 318536.4, 9476, 253942.1, 9476, 362758.4, 9476, 264204.1, 9476, 346211.7, 9476, 404255.1, 9476, 261369.5
9478, 166257.9, 9478, 232458.7, 9478, 1141398.0, 9478, 392942.3, 9478, 415088.4, 9478, 296402.5, 9478, 189793.9, 9478, 357836.9, 9478, 264719.9, 9478, 318533.7, 9478, 253949.5, 9478, 362727.2, 9478, 264173.4, 9478, 346238.4, 9478, 404263.9, 9478, 261390.7
9480, 166263.2, 9480, 232434.4, 9480, 1141308.0, 9480, 393021.9, 9480, 415077.9, 9480, 296387.2, 9480, 189856.9, 9480, 357861.7, 9480, 264692.5, 9480, 318637.7, 9480, 253934.2, 9480, 362839.9, 9480, 264216.4, 9480, 346229.2, 9480, 404416.1, 9480, 261436.5
9482, 166148.1, 9482, 232440.1, 9482, 1141366.0, 9482, 393058.1, 9482, 415103.8, 9482, 296466.3, 9482, 189819.6, 9482, 357850.1, 9482, 264592.9, 9482, 318605.0, 9482, 253822.9, 9482, 362803.8, 9482, 264228.2, 9482, 346197.7, 9482, 404487.6, 9482, 261351.3
9484, 166258.8, 9484, 232429.6, 9484, 1141336.0, 9484, 393057.1, 9484, 415083.4, 9484, 296413.5, 9484, 189825.9, 9484, 357833.8, 9484, 264673.6, 9484, 318591.0, 9484, 253817.2, 9484, 362755.9, 9484, 264231.0, 9484, 346198.7, 9484, 404412.5, 9484, 261447.0
9486, 166320.1, 9486, 232499.4, 9486, 1141422.0, 9486, 393035.1, 9486, 415097.5, 9486, 296348.4, 9486, 189780.8, 9486, 357893.8, 9486, 264656.6, 9486, 318648.7, 9486, 253883.2, 9486, 362839.3, 9486, 264233.4, 9486, 346182.6, 9486, 404337.5, 9486, 261410.5
9488, 166259.1, 9488, 232442.4, 9488, 1141393.0, 9488, 393007.4, 9488, 415118.0, 9488, 296410.4, 9488, 189810.3, 9488, 357864.0, 9488, 264610.7, 9488, 318615.9, 9488, 253831.9, 9488, 362769.7, 9488, 264247.8, 9488, 346194.3, 9488, 404430.7, 9488, 261362.9
9490, 166222.0, 9490, 232429.1, 9490, 1141370.0, 9490, 392995.7, 9490, 415067.6, 9490, 296378.2, 9490, 189784.9, 9490, 357914.6, 9490, 264656.5, 9490, 318557.5, 9490, 253849.7, 9490, 362734.2, 9490, 264268.2, 9490, 346222.6, 9490, 404389.4, 9490, 261407.1
9492, 166235.5, 9492, 232439.3, 9492, 1141354.0, 9492, 393000.7, 9492, 415087.5, 9492, 296361.0, 9492, 189824.4, 9492, 357873.7, 9492, 264694.3, 9492, 318550.1, 9492, 253832.9, 9492, 362739.5, 9492, 264229.4, 9492, 346190.2, 9492, 404357.2, 9492, 261427.6
9494, 166232.0, 9494, 232417.3, 9494, 1141336.0, 9494, 393005.3, 9494, 415085.6, 9494, 296342.9, 9494, 189798.2, 9494, 357866.3, 9494, 264615.6, 9494, 318544.2, 9494, 253847.0, 9494, 362727.3, 9494, 264207.1, 9494, 346215.2, 9494, 404354.1, 9494, 261337.6
9496, 166249.4, 9496, 232383.6, 9496, 1141308.0, 9496, 393006.6, 9496, 415052.7, 9496, 296388.4, 9496, 189876.9, 9496, 357836.8, 9496, 264682.8, 9496, 318578.0, 9496, 253888.3, 9496, 362726.6, 9496, 264225.0, 9496, 346214.4, 9496, 404295.9, 9496, 261378.9
9498, 166194.9, 9498, 232352.2, 9498, 1141318.0, 9498, 393003.1, 9498, 415076.8, 9498, 296332.2, 9498, 189804.0, 9498, 357850.1, 9498, 264659.2, 9498, 318527.5, 9498, 253898.1, 9498, 362786.8, 9498, 264201.5, 9498, 346247.0, 9498, 404255.3, 9498, 261372.3
9500, 166179.2, 9500, 232382.3, 9500, 1141383.0, 9500, 392965.9, 9500, 415081.4, 9500, 296370.0, 9500, 189807.8, 9500, 357817.8, 9500, 264668.0, 9500, 318546.5, 9500, 253854.9, 9500, 362726.3, 9500, 264239.9, 9500, 346245.2, 9500, 404301.8, 9500, 261357.6
9502, 166221.1, 9502, 232411.5, 9502, 1141336.0, 9502, 392951.3, 9502, 415079.1, 9502, 296406.2, 9502, 189838.5, 9502, 357814.5, 9502, 264671.8, 9502, 318501.2, 9502, 253895.3, 9502, 362788.7, 9502, 264212.1, 9502, 346204.3, 9502, 404301.7, 9502, 261390.9
9504, 166154.0, 9504, 232320.4, 9504, 1141257.0, 9504, 392992.5, 9504, 415076.3, 9504, 296401.0, 9504, 189822.6, 9504, 357855.9, 9504, 264651.4, 9504, 318525.2, 9504, 253885.2, 9504, 362731.7, 9504, 264214.2, 9504, 346213.9, 9504, 404326.6, 9504, 261402.6
9506, 166177.0, 9506, 232367.0, 9506, 1141329.0, 9506, 392991.8, 9506, 415090.7, 9506, 296331.8, 9506, 189786.6, 9506, 357859.5, 9506, 264670.6, 9506, 318518.4, 9506, 253927.1, 9506, 362764.1, 9506, 264197.9, 9506, 346174.6, 9506, 404251.7, 9506, 261402.6
9508, 166169.5, 9508, 232351.3, 9508, 1141288.0, 9508, 392960.6, 9508, 415038.5, 9508, 296335.4, 9508, 189800.5, 9508, 357894.3, 9508, 264629.1, 9508, 318527.7, 9508, 253899.1, 9508, 362710.2, 9508, 264215.8, 9508, 346236.8, 9508, 404305.2, 9508, 261386.6
9510, 166184.5, 9510, 232322.8, 9510, 1141287.0, 9510, 392969.3, 9510, 415058.6, 9510, 296420.1, 9510, 189815.2, 9510, 357939.9, 9510, 264681.2, 9510, 318509.0, 9510, 253922.2, 9510, 362761.2, 9510, 264241.4, 9510, 346254.0, 9510, 404319.5, 9510, 261337.4
9512, 166192.3, 9512, 232356.1, 9512, 1141347.0, 9512, 392989.5, 9512, 415056.2, 9512, 296377.9, 9512, 189806.0, 9512, 357850.0, 9512, 264707.4, 9512, 318542.9, 9512, 253913.0, 9512, 362757.9, 9512, 264290.9, 9512, 346286.7, 9512, 404288.5, 9512, 261375.6
9514, 166186.1, 9514, 232360.7, 9514, 1141329.0, 9514, 392983.9, 9514, 415084.4, 9514, 296384.2, 9514, 189797.5, 9514, 357841.4, 9514, 264717.1, 9514, 318655.2, 9514, 253908.8, 9514, 362829.0, 9514, 264291.7, 9514, 346225.3, 9514, 404410.6, 9514, 261389.7
9516, 166239.7, 9516, 232417.3, 9516, 1141355.0, 9516, 393009.9, 9516, 415099.0, 9516, 296378.3, 9516, 189819.5, 9516, 357906.2, 9516, 264603.2, 9516, 318726.6, 9516, 253862.0, 9516, 362795.9, 9516, 264287.2, 9516, 346193.7, 9516, 404551.5, 9516, 261404.2
9518, 166285.2, 9518, 232464.9, 9518, 1141376.0, 9518, 393112.9, 9518, 415090.8, 9518, 296476.9, 9518, 189752.9, 9518, 357904.4, 9518, 264649.9, 9518, 318720.4, 9518, 253781.0, 9518, 362777.6, 9518, 264307.1, 9518, 346217.9, 9518, 404513.3, 9518, 261438.1
9520, 166262.9, 9520, 232497.8, 9520, 1141374.0, 9520, 393074.9, 9520, 415123.8, 9520, 296361.0, 9520, 189797.5, 9520, 357956.7, 9520, 264685.5, 9520, 318640.6, 9520, 253767.3, 9520, 362753.4, 9520, 264238.9, 9520, 346163.4, 9520, 404538.7, 9520, 261408.3
9522, 166322.1, 9522, 232470.9, 9522, 1141349.0, 9522, 393021.1, 9522, 415113.9, 9522, 296328.4, 9522, 189851.0, 9522, 357938.7, 9522, 264676.3, 9522, 318690.9, 9522, 253715.8, 9522, 362716.9, 9522, 264331.3, 9522, 346206.9, 9522, 404395.2, 9522, 261360.8
9524, 166288.0, 9524, 232415.2, 9524, 1141338.0, 9524, 392971.1, 9524, 415085.5, 9524, 296301.5, 9524, 189843.2, 9524, 357877.7, 9524, 264625.3, 9524, 318605.5, 9524, 253773.5, 9524, 362724.4, 9524, 264233.9, 9524, 346186.1, 9524, 404402.4, 9524, 261374.1
9526, 166305.6, 9526, 232450.7, 9526, 1141301.0, 9526, 392971.2, 9526, 415094.9, 9526, 296375.3, 9526, 189800.0, 9526, 357923.0, 9526, 264659.4, 9526, 318574.3, 9526, 253841.7, 9526, 362663.4, 9526, 264198.8, 9526, 346154.2, 9526, 404363.0, 9526, 261333.0
9528, 166307.7, 9528, 232411.6, 9528, 1141347.0, 9528, 392909.0, 9528, 415101.4, 9528, 296382.4, 9528, 189841.9, 9528, 357917.1, 9528, 264669.3, 9528, 318575.4, 9528, 253835.0, 9528, 362706.9, 9528, 264252.8, 9528, 346190.5, 9528, 404340.3, 9528, 261345.2
9530, 166173.8, 9530, 232412.9, 9530, 1141320.0, 9530, 392993.8, 9530, 415095.8, 9530, 296335.6, 9530, 189810.7, 9530, 357862.1, 9530, 264638.6, 9530, 318591.0, 9530, 253845.2, 9530, 362710.0, 9530, 264206.8, 9530, 346191.3, 9530, 404426.6, 9530, 261272.0
9532, 166216.0, 9532, 232337.1, 9532, 1141293.0, 9532, 393000.1, 9532, 415140.3, 9532, 296367.7, 9532, 189830.8, 9532, 357879.5, 9532, 264643.8, 9532, 318586.0, 9532, 253838.6, 9532, 362691.0, 9532, 264241.0, 9532, 346162.7, 9532, 404367.6, 9532, 261369.9
9534, 166224.3, 9534, 232399.1, 9534, 1141348.0, 9534, 392993.5, 9534, 415126.2, 9534, 296419.6, 9534, 189820.5, 9534, 357944.8, 9534, 264673.4, 9534, 318559.5, 9534, 253835.7, 9534, 362723.4, 9534, 264262.4, 9534, 346194.9, 9534, 404357.7, 9534, 261364.0
9536, 166205.4, 9536, 232389.2, 9536, 1141356.0, 9536, 392945.8, 9536, 415021.4, 9536, 296387.9, 9536, 189837.4, 9536, 357955.7, 9536, 264633.6, 9536, 318508.5, 9536, 253823.1, 9536, 362746.0, 9536, 264199.8, 9536, 346179.0, 9536, 404350.7, 9536, 261354.0
9538, 166203.3, 9538, 232423.4, 9538, 1141277.0, 9538, 392995.8, 9538, 415048.7, 9538, 296379.1, 9538, 189851.9, 9538, 357866.3, 9538, 264644.8, 9538, 318548.2, 9538, 253863.0, 9538, 362754.6, 9538, 264155.5, 9538, 346208.8, 9538, 404290.5, 9538, 261336.5
9540, 166160.6, 9540, 232319.9, 9540, 1141340.0, 9540, 392939.4, 9540, 415140.6, 9540, 296392.1, 9540, 189804.5, 9540, 357882.5, 9540, 264680.7, 9540, 318516.7, 9540, 253848.7, 9540, 362720.8, 9540, 264251.5, 9540, 346222.9, 9540, 404244.5, 9540, 261355.4
9542, 166165.1, 9542, 232385.6, 9542, 1141348.0, 9542, 392936.2, 9542, 415096.3, 9542, 296328.0, 9542, 189816.4, 9542, 357897.9, 9542, 264697.9, 9542, 318509.7, 9542, 253856.6, 9542, 362684.5, 9542, 264198.0, 9542, 346241.0, 9542, 404329.9, 9542, 261382.7
9544, 166239.2, 9544, 232312.7, 9544, 1141267.0, 9544, 392905.1, 9544, 415135.7, 9544, 296340.5, 9544, 189802.8, 9544, 357897.8, 9544, 264706.3, 9544, 318543.1, 9544, 253930.9, 9544, 362791.9, 9544, 264229.3, 9544, 346273.9, 9544, 404305.5, 9544, 261343.8
9546, 166228.5, 9546, 232356.3, 9546, 1141326.0, 9546, 392906.9, 9546, 415062.2, 9546, 296408.4, 9546, 189815.8, 9546, 357887.9, 9546, 264661.6, 9546, 318547.6, 9546, 253874.6, 9546, 362799.2, 9546, 264161.5, 9546, 346285.8, 9546, 404287.5, 9546, 261348.3
9548, 166221.5, 9548, 232366.6, 9548, 1141248.0, 9548, 392943.7, 9548, 415115.0, 9548, 296374.2, 9548, 189813.2, 9548, 357934.4, 9548, 264668.3, 9548, 318532.9, 9548, 253886.4, 9548, 362722.9, 9548, 264219.8, 9548, 346255.9, 9548, 404230.8, 9548, 261391.9
9550, 166217.9, 9550, 232336.6, 9550, 1141255.0, 9550, 392940.1, 9550, 415091.8, 9550, 296361.4, 9550, 189850.8, 9550, 357869.9, 9550, 264676.0, 9550, 318571.4, 9550, 253935.4, 9550, 362761.6, 9550, 264164.4, 9550, 346203.4, 9550, 404283.3, 9550, 261333.6
9552, 166229.2, 9552, 232306.4, 9552, 1141262.0, 9552, 392924.0, 9552, 415042.9, 9552, 296460.7, 9552, 189789.3, 9552, 357831.8, 9552, 264631.8, 9552, 318568.1, 9552, 253938.3, 9552, 362760.0, 9552, 264162.4, 9552, 346203.4, 9552, 404297.1, 9552, 261343.5
9554, 166227.7, 9554, 232371.0, 9554, 1141290.0, 9554, 392958.5, 9554, 415112.4, 9554, 296354.9, 9554, 189819.0, 9554, 357885.1, 9554, 264697.6, 9554, 318564.0, 9554, 253941.2, 9554, 362748.2, 9554, 264218.8, 9554, 346222.2, 9554, 404280.1, 9554, 261313.6
9556, 166220.7, 9556, 232319.3, 9556, 1141269.0, 9556, 392951.5, 9556, 415084.4, 9556, 296387.6, 9556, 189822.7, 9556, 357909.1, 9556, 264699.8, 9556, 318562.9, 9556, 253902.2, 9556, 362735.3, 9556, 264171.5, 9556, 346242.8, 9556, 404273.1, 9556, 261404.6
9558, 166119.1, 9558, 232324.6, 9558, 1141246.0, 9558, 392886.5, 9558, 415065.0, 9558, 296404.1, 9558, 189809.5, 9558, 357898.7, 9558, 264639.0, 9558, 318521.7, 9558, 253916.2, 9558, 362716.3, 9558, 264178.9, 9558, 346240.5, 9558, 404348.3, 9558, 261330.9
9560, 166268.8, 9560, 232310.9, 9560, 1141245.0, 9560, 392940.6, 9560, 415070.9, 9560, 296392.1, 9560, 189816.0, 9560, 357918.5, 9560, 264644.9, 9560, 318564.5, 9560, 253952.6, 9560, 362731.1, 9560, 264252.5, 9560, 346288.9, 9560, 404323.0, 9560, 261315.9
9562, 166240.6, 9562, 232274.0, 9562, 1141231.0, 9562, 392902.1, 9562, 415060.1, 9562, 296326.5, 9562, 189800.5, 9562, 357856.2, 9562, 264604.8, 9562, 318538.7, 9562, 253930.1, 9562, 362768.8, 9562, 264233.7, 9562, 346239.4, 9562, 404286.7, 9562, 261345.7
9564, 166183.4, 9564, 232358.6, 9564, 1141259.0, 9564, 392882.8, 9564, 415100.4, 9564, 296407.3, 9564, 189772.5, 9564, 357827.8, 9564, 264687.8, 9564, 318497.6, 9564, 253933.2, 9564, 362738.3, 9564, 264158.3, 9564, 346214.2, 9564, 404284.6, 9564, 261374.0
9566, 166210.7, 9566, 232325.0, 9566, 1141229.0, 9566, 392926.1, 9566, 415059.6, 9566, 296363.1, 9566, 189793.7, 9566, 357867.6, 9566, 264625.1, 9566, 318515.2, 9566, 253875.2, 9566, 362757.6, 9566, 264164.6, 9566, 346232.9, 9566, 404246.5, 9566, 261313.3
9568, 166154.2, 9568, 232280.2, 9568, 1141243.0, 9568, 392949.6, 9568, 415118.3, 9568, 296346.8, 9568, 189843.1, 9568, 357825.2, 9568, 264690.9, 9568, 318513.3, 9568, 253937.4, 9568, 362663.6, 9568, 264230.1, 9568, 346255.0, 9568, 404274.3, 9568, 261358.8
9570, 166194.8, 9570, 232302.9, 9570, 1141195.0, 9570, 392916.9, 9570, 415106.6, 9570, 296388.1, 9570, 189858.5, 9570, 357879.8, 9570, 264662.4, 9570, 318532.7, 9570, 253965.2, 9570, 362751.6, 9570, 264166.0, 9570, 346266.6, 9570, 404204.8, 9570, 261326.2
9572, 166194.6, 9572, 232303.0, 9572, 1141232.0, 9572, 392851.5, 9572, 415092.7, 9572, 296337.4, 9572, 189786.9, 9572, 357860.4, 9572, 264621.9, 9572, 318511.3, 9572, 253926.7, 9572, 362721.6, 9572, 264177.1, 9572, 346263.0, 9572, 404244.4, 9572, 261382.9
9574, 166206.5, 9574, 232289.0, 9574, 1141227.0, 9574, 392905.3, 9574, 415058.9, 9574, 296378.0, 9574, 189827.3, 9574, 357835.8, 9574, 264710.5, 9574, 318513.2, 9574, 253881.1, 9574, 362717.9, 9574, 264200.4, 9574, 346210.6, 9574, 404267.0, 9574, 261318.2
9576, 166149.5, 9576, 232276.4, 9576, 1141232.0, 9576, 392927.7, 9576, 415090.9, 9576, 296332.6, 9576, 189792.9, 9576, 357769.8, 9576, 264654.9, 9576, 318483.5, 9576, 253930.4, 9576, 362708.0, 9576, 264188.0, 9576, 346239.2, 9576, 404224.3, 9576, 261342.0
9578, 166181.3, 9578, 232314.7, 9578, 1141204.0, 9578, 392890.7, 9578, 415119.6, 9578, 296377.5, 9578, 189853.2, 9578, 357829.5, 9578, 264727.4, 9578, 318510.9, 9578, 253969.2, 9578, 362694.7, 9578, 264247.0, 9578, 346253.1, 9578, 404217.9, 9578, 261368.3
9580, 166177.1, 9580, 232273.7, 9580, 1141199.0, 9580, 392862.6, 9580, 415037.2, 9580, 296396.6, 9580, 189826.4, 9580, 357853.8, 9580, 264645.8, 9580, 318476.5, 9580, 253896.7, 9580, 362769.7, 9580, 264185.8, 9580, 346215.5, 9580, 404237.1, 9580, 261313.6
9582, 166238.3, 9582, 232275.7, 9582, 1141182.0, 9582, 392904.9, 9582, 415056.8, 9582, 296406.6, 9582, 189836.9, 9582, 357863.1, 9582, 264721.9, 9582, 318533.9, 9582, 253938.5, 9582, 362792.2, 9582, 264244.1, 9582, 346283.4, 9582, 404260.6, 9582, 261323.2
9584, 166230.4, 9584, 232277.1, 9584, 1141201.0, 9584, 392914.4, 9584, 415042.8, 9584, 296380.9, 9584, 189849.1, 9584, 357851.6, 9584, 264700.6, 9584, 318568.3, 9584, 253990.8, 9584, 362738.0, 9584, 264198.4, 9584, 346288.4, 9584, 404198.9, 9584, 261359.9
9586, 166186.2, 9586, 232257.2, 9586, 1141242.0, 9586, 392931.9, 9586, 415065.5, 9586, 296393.6, 9586, 189822.5, 9586, 357849.6, 9586, 264635.5, 9586, 318550.4, 9586, 253906.3, 9586, 362713.9, 9586, 264185.8, 9586, 346229.4, 9586, 404323.1, 9586, 261342.5
9588, 166182.6, 9588, 232322.5, 9588, 1141201.0, 9588, 392974.4, 9588, 415074.9, 9588, 296459.1, 9588, 189836.3, 9588, 357875.1, 9588, 264642.0, 9588, 318527.4, 9588, 253879.3, 9588, 362701.4, 9588, 264238.3, 9588, 346240.5, 9588, 404281.6, 9588, 261319.9
9590, 166213.2, 9590, 232315.3, 9590, 1141253.0, 9590, 392898.8, 9590, 415108.5, 9590, 296384.5, 9590, 189831.8, 9590, 357833.1, 9590, 264687.2, 9590, 318564.0, 9590, 253946.9, 9590, 362748.6, 9590, 264259.3, 9590, 346253.2, 9590, 404342.0, 9590, 261332.2
9592, 166207.3, 9592, 232264.0, 9592, 1141295.0, 9592, 392936.6, 9592, 415102.2, 9592, 296396.0, 9592, 189808.5, 9592, 357874.4, 9592, 264646.6, 9592, 318631.2, 9592, 253929.7, 9592, 362772.6, 9592, 264228.4, 9592, 346264.4, 9592, 404389.0, 9592, 261309.0
9594, 166177.4, 9594, 232307.4, 9594, 1141221.0, 9594, 392980.8, 9594, 415053.5, 9594, 296436.6, 9594, 189845.6, 9594, 357900.0, 9594, 264640.9, 9594, 318673.7, 9594, 253798.3, 9594, 362748.0, 9594, 264206.3, 9594, 345952.3, 9594, 404388.9, 9594, 261349.6
9596, 166242.8, 9596, 232305.5, 9596, 1141229.0, 9596, 393013.5, 9596, 415098.4, 9596, 296435.8, 9596, 189806.4, 9596, 357902.8, 9596, 264574.4, 9596, 318653.3, 9596, 253807.0, 9596, 362758.5, 9596, 264242.5, 9596, 345881.4, 9596, 404477.5, 9596, 261360.1
9598, 166289.2, 9598, 232354.5, 9598, 1141251.0, 9598, 393019.5, 9598, 415119.1, 9598, 296412.5, 9598, 189793.3, 9598, 357954.6, 9598, 264591.7, 9598, 318622.1, 9598, 253801.9, 9598, 362703.2, 9598, 264303.2, 9598, 345913.9, 9598, 404434.2, 9598, 261344.6
9600, 166311.5, 9600, 232377.3, 9600, 1141279.0, 9600, 392946.1, 9600, 415112.3, 9600, 296316.9, 9600, 189802.6, 9600, 357922.6, 9600, 264662.4, 9600, 318654.1, 9600, 253810.9, 9600, 362687.8, 9600, 264239.5, 9600, 345938.9, 9600, 404332.5, 9600, 261389.3
9602, 166232.4, 9602, 232307.3, 9602, 1141189.0, 9602, 392882.4, 9602, 415084.4, 9602, 296323.5, 9602, 189833.7, 9602, 357911.9, 9602, 264688.2, 9602, 318592.0, 9602, 253834.6, 9602, 362743.2, 9602, 264241.9, 9602, 345998.6, 9602, 404255.5, 9602, 261340.7
9604, 166259.0, 9604, 232316.4, 9604, 1141240.0, 9604, 392923.5, 9604, 415091.3, 9604, 296412.6, 9604, 189829.3, 9604, 357894.4, 9604, 264626.4, 9604, 318552.8, 9604, 253848.6, 9604, 362706.1, 9604, 264243.4, 9604, 345988.3, 9604, 404221.0, 9604, 261368.8
9606, 166223.0, 9606, 232285.3, 9606, 1141228.0, 9606, 392899.9, 9606, 415108.1, 9606, 296387.8, 9606, 189816.3, 9606, 357884.9, 9606, 264638.1, 9606, 318537.1, 9606, 253902.5, 9606, 362742.2, 9606, 264170.6, 9606, 345958.9, 9606, 404213.1, 9606, 261292.9
9608, 166228.1, 9608, 232277.8, 9608, 1141254.0, 9608, 392885.6, 9608, 415111.7, 9608, 296346.8, 9608, 189800.0, 9608, 357870.4, 9608, 264643.5, 9608, 318519.6, 9608, 253892.0, 9608, 362697.6, 9608, 264239.0, 9608, 345986.8, 9608, 404223.1, 9608, 261296.7
