time 1,PLA_1, time 2,PLA_2,time 3,PLA_3, time 4,PLA_4,time 5 ,PCL_1, time 6,PCL_2,time 7,PCL_3, time 8,PCL_4,time 9 ,PBA_1, time 10,PBA_2,time 11,PBA_3, time 12,PBA_4,time 13 ,Borosilicate_1, time 14,Borosilicate_2,time 15,Cellulose_1, time 16,Cellulose_2
3134, 172165.2, 3134, 239600.9, 3134, 1148523.0, 3134, 399259.6, 3134, 416671.9, 3134, 298131.7, 3134, 191964.9, 3134, 359049.9, 3134, 265625.8, 3134, 321563.8, 3134, 255255.8, 3134, 365378.0, 3134, 265268.0, 3134, 347572.9, 3134, 409233.7, 3134, 264894.2
3136, 172190.9, 3136, 239630.7, 3136, 1148574.0, 3136, 399268.1, 3136, 416624.4, 3136, 298149.3, 3136, 191930.4, 3136, 359025.3, 3136, 265589.4, 3136, 321507.4, 3136, 255277.6, 3136, 365311.4, 3136, 265197.0, 3136, 347509.0, 3136, 409312.2, 3136, 264898.8
3138, 172210.8, 3138, 239617.9, 3138, 1148508.0, 3138, 399240.3, 3138, 416656.4, 3138, 298113.1, 3138, 191915.8, 3138, 359040.8, 3138, 265588.2, 3138, 321522.8, 3138, 255281.7, 3138, 365376.3, 3138, 265315.8, 3138, 347574.5, 3138, 409302.9, 3138, 264872.1
3140, 172146.9, 3140, 239659.7, 3140, 1148534.0, 3140, 399250.2, 3140, 416659.3, 3140, 298138.3, 3140, 191925.2, 3140, 358992.6, 3140, 265526.9, 3140, 321539.3, 3140, 255235.0, 3140, 365413.1, 3140, 265246.6, 3140, 347532.1, 3140, 409319.9, 3140, 264889.2
3142, 172142.5, 3142, 239647.3, 3142, 1148565.0, 3142, 399292.6, 3142, 416677.6, 3142, 298173.7, 3142, 191923.5, 3142, 358976.0, 3142, 265540.8, 3142, 321525.0, 3142, 255211.7, 3142, 365357.9, 3142, 265210.7, 3142, 347512.7, 3142, 409322.0, 3142, 264881.5
3144, 172260.8, 3144, 239713.5, 3144, 1148507.0, 3144, 399294.2, 3144, 416660.6, 3144, 298049.6, 3144, 191959.0, 3144, 359070.1, 3144, 265535.8, 3144, 321515.5, 3144, 255252.6, 3144, 365390.2, 3144, 265141.5, 3144, 347497.7, 3144, 409328.7, 3144, 264897.8
3146, 172207.5, 3146, 239586.2, 3146, 1148490.0, 3146, 399198.5, 3146, 416605.5, 3146, 298110.7, 3146, 191929.6, 3146, 358974.6, 3146, 265588.1, 3146, 321502.1, 3146, 255233.0, 3146, 365339.3, 3146, 265163.5, 3146, 347511.7, 3146, 409298.2, 3146, 264868.2
3148, 172183.3, 3148, 239636.7, 3148, 1148500.0, 3148, 399233.0, 3148, 416647.4, 3148, 298132.0, 3148, 191953.5, 3148, 359043.3, 3148, 265496.4, 3148, 321485.6, 3148, 255273.6, 3148, 365318.4, 3148, 265136.6, 3148, 347565.6, 3148, 409300.6, 3148, 264922.5
3150, 172154.4, 3150, 239615.0, 3150, 1148547.0, 3150, 399212.5, 3150, 416634.7, 3150, 298117.9, 3150, 191905.1, 3150, 358984.2, 3150, 265466.8, 3150, 321486.2, 3150, 255195.6, 3150, 365302.3, 3150, 265167.0, 3150, 347492.0, 3150, 409218.6, 3150, 264880.2
3152, 172179.0, 3152, 239583.3, 3152, 1148459.0, 3152, 399208.3, 3152, 416540.6, 3152, 298106.5, 3152, 191956.0, 3152, 358955.4, 3152, 265515.3, 3152, 321401.1, 3152, 255196.0, 3152, 365326.2, 3152, 265178.2, 3152, 347552.3, 3152, 409254.8, 3152, 264879.8
3154, 172146.0, 3154, 239582.5, 3154, 1148536.0, 3154, 399243.9, 3154, 416575.7, 3154, 298058.1, 3154, 191913.1, 3154, 359015.0, 3154, 265534.0, 3154, 321446.3, 3154, 255197.5, 3154, 365321.9, 3154, 265213.7, 3154, 347490.7, 3154, 409245.4, 3154, 264909.4
3156, 172107.1, 3156, 239548.8, 3156, 1148457.0, 3156, 399244.3, 3156, 416608.2, 3156, 298085.8, 3156, 191883.0, 3156, 358996.4, 3156, 265554.7, 3156, 321409.0, 3156, 255254.9, 3156, 365308.1, 3156, 265119.9, 3156, 347520.0, 3156, 409264.6, 3156, 264851.1
3158, 172145.2, 3158, 239620.8, 3158, 1148518.0, 3158, 399179.9, 3158, 416608.9, 3158, 298062.4, 3158, 191916.8, 3158, 359036.1, 3158, 265532.7, 3158, 321479.9, 3158, 255273.4, 3158, 365342.6, 3158, 265169.3, 3158, 347509.6, 3158, 409285.7, 3158, 264846.5
3160, 172106.6, 3160, 239579.3, 3160, 1148511.0, 3160, 399237.6, 3160, 416616.1, 3160, 298112.1, 3160, 191859.7, 3160, 358944.3, 3160, 265499.5, 3160, 321493.6, 3160, 255183.0, 3160, 365339.3, 3160, 265171.2, 3160, 347487.6, 3160, 409319.5, 3160, 264889.1
3162, 172106.2, 3162, 239595.6, 3162, 1148558.0, 3162, 399308.7, 3162, 416557.8, 3162, 298045.3, 3162, 191855.1, 3162, 359018.1, 3162, 265467.2, 3162, 321525.2, 3162, 255190.0, 3162, 365345.2, 3162, 265175.4, 3162, 347459.0, 3162, 409411.2, 3162, 264898.4
3164, 172155.3, 3164, 239675.8, 3164, 1148498.0, 3164, 399276.6, 3164, 416576.0, 3164, 298103.1, 3164, 191853.1, 3164, 359028.1, 3164, 265486.3, 3164, 321513.4, 3164, 255173.0, 3164, 365336.8, 3164, 265175.8, 3164, 347433.0, 3164, 409318.4, 3164, 264877.2
3166, 172141.1, 3166, 239623.5, 3166, 1148522.0, 3166, 399232.0, 3166, 416509.0, 3166, 298095.9, 3166, 191822.5, 3166, 359042.0, 3166, 265480.3, 3166, 321496.2, 3166, 255176.3, 3166, 365343.2, 3166, 265142.3, 3166, 347455.5, 3166, 409344.3, 3166, 264891.3
3168, 172150.7, 3168, 239666.9, 3168, 1148487.0, 3168, 399209.1, 3168, 416604.0, 3168, 298026.2, 3168, 191825.2, 3168, 358983.4, 3168, 265462.5, 3168, 321446.4, 3168, 255121.1, 3168, 365289.0, 3168, 265128.9, 3168, 347495.1, 3168, 409292.3, 3168, 264867.0
3170, 172074.6, 3170, 239578.1, 3170, 1148485.0, 3170, 399249.9, 3170, 416551.7, 3170, 298086.3, 3170, 191800.2, 3170, 358978.0, 3170, 265480.5, 3170, 321390.6, 3170, 255150.3, 3170, 365284.5, 3170, 265132.7, 3170, 347452.9, 3170, 409310.2, 3170, 264830.0
3172, 172192.2, 3172, 239675.4, 3172, 1148520.0, 3172, 399224.7, 3172, 416648.2, 3172, 298027.4, 3172, 191869.3, 3172, 358991.7, 3172, 265470.0, 3172, 321468.2, 3172, 255118.5, 3172, 365248.9, 3172, 265104.3, 3172, 347477.5, 3172, 409273.9, 3172, 264899.8
3174, 172106.4, 3174, 239605.4, 3174, 1148511.0, 3174, 399213.3, 3174, 416584.9, 3174, 298011.8, 3174, 191868.8, 3174, 358939.8, 3174, 265431.1, 3174, 321506.3, 3174, 255158.8, 3174, 365308.0, 3174, 265152.3, 3174, 347438.7, 3174, 409287.2, 3174, 264866.5
3176, 172103.8, 3176, 239629.8, 3176, 1148488.0, 3176, 399237.8, 3176, 416535.4, 3176, 298005.0, 3176, 191850.4, 3176, 358963.3, 3176, 265446.2, 3176, 321548.4, 3176, 255044.3, 3176, 365331.5, 3176, 265157.9, 3176, 347408.9, 3176, 409373.5, 3176, 264897.1
3178, 172142.7, 3178, 239662.0, 3178, 1148510.0, 3178, 399287.5, 3178, 416518.9, 3178, 298052.0, 3178, 191841.3, 3178, 358929.1, 3178, 265470.7, 3178, 321424.0, 3178, 255075.8, 3178, 365260.3, 3178, 265166.5, 3178, 347380.2, 3178, 409328.9, 3178, 264908.1
3180, 172159.6, 3180, 239657.5, 3180, 1148557.0, 3180, 399267.6, 3180, 416536.9, 3180, 297958.8, 3180, 191800.3, 3180, 358977.0, 3180, 265480.6, 3180, 321444.6, 3180, 255163.6, 3180, 365303.7, 3180, 265112.8, 3180, 347432.4, 3180, 409317.5, 3180, 264906.6
3182, 172114.5, 3182, 239574.1, 3182, 1148479.0, 3182, 399220.6, 3182, 416539.1, 3182, 298028.5, 3182, 191814.1, 3182, 358951.0, 3182, 265463.6, 3182, 321425.7, 3182, 255093.0, 3182, 365293.6, 3182, 265075.1, 3182, 347402.5, 3182, 409305.7, 3182, 264861.5
3184, 172116.7, 3184, 239553.6, 3184, 1148500.0, 3184, 399192.5, 3184, 416459.6, 3184, 297959.9, 3184, 191788.1, 3184, 358948.5, 3184, 265442.3, 3184, 321405.9, 3184, 255118.6, 3184, 365269.9, 3184, 265144.8, 3184, 347415.2, 3184, 409255.2, 3184, 264879.6
3186, 172068.2, 3186, 239593.3, 3186, 1148506.0, 3186, 399182.6, 3186, 416492.7, 3186, 297952.3, 3186, 191791.6, 3186, 358963.0, 3186, 265465.6, 3186, 321363.6, 3186, 255099.1, 3186, 365227.0, 3186, 265025.1, 3186, 347401.5, 3186, 409219.8, 3186, 264819.2
3188, 172085.9, 3188, 239566.7, 3188, 1148450.0, 3188, 399193.6, 3188, 416435.3, 3188, 297958.8, 3188, 191806.2, 3188, 358920.6, 3188, 265480.2, 3188, 321353.4, 3188, 255108.2, 3188, 365227.4, 3188, 265106.5, 3188, 347380.4, 3188, 409221.6, 3188, 264833.0
3190, 172127.3, 3190, 239567.3, 3190, 1148495.0, 3190, 399173.8, 3190, 416482.5, 3190, 297933.1, 3190, 191796.1, 3190, 358866.5, 3190, 265472.9, 3190, 321326.5, 3190, 255141.5, 3190, 365255.9, 3190, 265078.1, 3190, 347447.7, 3190, 409183.2, 3190, 264878.3
3192, 172052.6, 3192, 239530.8, 3192, 1148423.0, 3192, 399183.9, 3192, 416468.3, 3192, 297941.0, 3192, 191795.9, 3192, 358930.4, 3192, 265405.8, 3192, 321363.1, 3192, 255136.5, 3192, 365152.0, 3192, 265061.1, 3192, 347410.1, 3192, 409182.5, 3192, 264876.3
3194, 172046.3, 3194, 239619.1, 3194, 1148454.0, 3194, 399181.1, 3194, 416454.4, 3194, 297910.3, 3194, 191804.3, 3194, 358900.6, 3194, 265455.0, 3194, 321329.3, 3194, 255124.0, 3194, 365206.1, 3194, 265069.5, 3194, 347376.0, 3194, 409223.0, 3194, 264880.8
3196, 172088.2, 3196, 239551.2, 3196, 1148426.0, 3196, 399121.7, 3196, 416449.2, 3196, 297926.9, 3196, 191764.0, 3196, 358906.3, 3196, 265442.0, 3196, 321291.7, 3196, 255113.1, 3196, 365256.4, 3196, 265037.8, 3196, 347394.7, 3196, 409191.7, 3196, 264921.4
3198, 172021.4, 3198, 239523.0, 3198, 1148424.0, 3198, 399140.6, 3198, 416497.9, 3198, 297991.3, 3198, 191818.6, 3198, 358897.8, 3198, 265447.3, 3198, 321339.8, 3198, 255166.1, 3198, 365266.7, 3198, 265029.6, 3198, 347411.4, 3198, 409236.8, 3198, 264821.3
3200, 172046.7, 3200, 239517.4, 3200, 1148464.0, 3200, 399170.2, 3200, 416489.4, 3200, 297985.7, 3200, 191800.3, 3200, 358838.3, 3200, 265406.9, 3200, 321326.2, 3200, 255056.9, 3200, 365237.2, 3200, 265080.5, 3200, 347330.7, 3200, 409210.5, 3200, 264836.9
3202, 172014.5, 3202, 239479.3, 3202, 1148429.0, 3202, 399216.7, 3202, 416433.6, 3202, 297912.3, 3202, 191750.1, 3202, 358910.6, 3202, 265387.4, 3202, 321326.1, 3202, 255102.5, 3202, 365216.8, 3202, 265004.3, 3202, 347347.4, 3202, 409272.4, 3202, 264902.5
3204, 172016.4, 3204, 239514.1, 3204, 1148443.0, 3204, 399171.6, 3204, 416503.3, 3204, 297948.1, 3204, 191784.5, 3204, 358881.8, 3204, 265419.6, 3204, 321355.3, 3204, 255128.0, 3204, 365227.9, 3204, 265044.3, 3204, 347374.7, 3204, 409241.1, 3204, 264838.1
3206, 172049.4, 3206, 239543.0, 3206, 1148460.0, 3206, 399223.1, 3206, 416462.0, 3206, 297971.6, 3206, 191743.9, 3206, 358890.2, 3206, 265395.8, 3206, 321378.9, 3206, 255110.9, 3206, 365265.6, 3206, 265089.4, 3206, 347373.5, 3206, 409292.7, 3206, 264893.6
3208, 172076.4, 3208, 239568.0, 3208, 1148522.0, 3208, 399263.1, 3208, 416436.9, 3208, 297993.1, 3208, 191722.7, 3208, 358926.3, 3208, 265350.2, 3208, 321543.9, 3208, 255053.7, 3208, 365264.6, 3208, 265088.5, 3208, 347387.5, 3208, 409411.7, 3208, 264924.3
3210, 172094.4, 3210, 239608.9, 3210, 1148504.0, 3210, 399373.5, 3210, 416455.0, 3210, 297994.7, 3210, 191722.2, 3210, 358933.9, 3210, 265305.9, 3210, 321539.5, 3210, 254928.7, 3210, 365269.3, 3210, 265144.8, 3210, 347390.0, 3210, 409497.1, 3210, 264945.2
3212, 172104.5, 3212, 239662.6, 3212, 1148530.0, 3212, 399347.4, 3212, 416469.7, 3212, 297954.5, 3212, 191713.1, 3212, 358931.5, 3212, 265293.9, 3212, 321593.1, 3212, 254842.1, 3212, 365263.1, 3212, 265159.0, 3212, 347273.9, 3212, 409526.3, 3212, 264917.2
3214, 172158.5, 3214, 239654.7, 3214, 1148521.0, 3214, 399423.1, 3214, 416456.0, 3214, 297976.2, 3214, 191703.3, 3214, 358988.6, 3214, 265281.1, 3214, 321517.9, 3214, 254845.0, 3214, 365206.7, 3214, 265131.1, 3214, 347262.7, 3214, 409530.4, 3214, 264873.9
3216, 172120.6, 3216, 239653.2, 3216, 1148555.0, 3216, 399399.9, 3216, 416463.1, 3216, 297918.1, 3216, 191702.3, 3216, 359012.9, 3216, 265340.5, 3216, 321462.5, 3216, 254858.5, 3216, 365158.9, 3216, 265119.9, 3216, 347216.5, 3216, 409449.7, 3216, 264890.6
3218, 172072.7, 3218, 239695.0, 3218, 1148500.0, 3218, 399244.4, 3218, 416473.7, 3218, 297865.6, 3218, 191730.4, 3218, 359001.2, 3218, 265325.5, 3218, 321410.2, 3218, 254870.1, 3218, 365240.2, 3218, 265075.2, 3218, 347301.9, 3218, 409351.7, 3218, 264890.1
3220, 172098.9, 3220, 239637.1, 3220, 1148472.0, 3220, 399272.9, 3220, 416450.1, 3220, 297859.7, 3220, 191684.0, 3220, 358954.6, 3220, 265379.6, 3220, 321320.7, 3220, 254882.9, 3220, 365194.2, 3220, 265025.8, 3220, 347324.0, 3220, 409288.5, 3220, 264809.8
3222, 172068.9, 3222, 239579.2, 3222, 1148513.0, 3222, 399192.2, 3222, 416479.1, 3222, 297813.7, 3222, 191705.0, 3222, 358905.9, 3222, 265398.9, 3222, 321344.9, 3222, 254928.1, 3222, 365221.1, 3222, 264988.7, 3222, 347324.8, 3222, 409215.4, 3222, 264810.9
3224, 172015.1, 3224, 239570.1, 3224, 1148524.0, 3224, 399175.3, 3224, 416424.7, 3224, 297821.1, 3224, 191683.1, 3224, 358898.9, 3224, 265297.9, 3224, 321286.4, 3224, 254917.5, 3224, 365167.3, 3224, 265040.7, 3224, 347347.8, 3224, 409196.6, 3224, 264856.7
3226, 172036.7, 3226, 239545.7, 3226, 1148432.0, 3226, 399185.4, 3226, 416387.4, 3226, 297849.7, 3226, 191718.0, 3226, 358821.9, 3226, 265373.4, 3226, 321298.7, 3226, 254956.2, 3226, 365155.2, 3226, 264988.2, 3226, 347346.9, 3226, 409190.7, 3226, 264854.5
3228, 172023.2, 3228, 239547.0, 3228, 1148410.0, 3228, 399183.6, 3228, 416472.4, 3228, 297794.9, 3228, 191720.8, 3228, 358812.5, 3228, 265281.8, 3228, 321288.0, 3228, 254911.8, 3228, 365216.1, 3228, 264944.9, 3228, 347361.2, 3228, 409177.2, 3228, 264818.2
3230, 171992.0, 3230, 239547.9, 3230, 1148438.0, 3230, 399131.8, 3230, 416408.5, 3230, 297871.5, 3230, 191689.2, 3230, 358849.6, 3230, 265366.1, 3230, 321314.8, 3230, 254961.7, 3230, 365117.4, 3230, 264935.9, 3230, 347329.4, 3230, 409167.4, 3230, 264831.0
3232, 172006.9, 3232, 239545.3, 3232, 1148413.0, 3232, 399121.2, 3232, 416357.8, 3232, 297827.4, 3232, 191677.0, 3232, 358853.5, 3232, 265286.9, 3232, 321290.9, 3232, 254917.1, 3232, 365219.4, 3232, 264927.0, 3232, 347321.2, 3232, 409134.8, 3232, 264825.4
3234, 171938.0, 3234, 239479.2, 3234, 1148379.0, 3234, 399124.5, 3234, 416388.8, 3234, 297803.0, 3234, 191672.7, 3234, 358778.6, 3234, 265290.4, 3234, 321273.0, 3234, 254972.7, 3234, 365117.0, 3234, 264943.6, 3234, 347375.6, 3234, 409157.5, 3234, 264885.3
3236, 171977.5, 3236, 239568.6, 3236, 1148436.0, 3236, 399101.8, 3236, 416397.2, 3236, 297880.4, 3236, 191737.7, 3236, 358831.6, 3236, 265357.9, 3236, 321241.1, 3236, 254992.0, 3236, 365138.8, 3236, 264934.4, 3236, 347347.7, 3236, 409170.0, 3236, 264853.3
3238, 171919.3, 3238, 239529.7, 3238, 1148467.0, 3238, 399144.4, 3238, 416393.6, 3238, 297813.3, 3238, 191631.6, 3238, 358795.2, 3238, 265310.0, 3238, 321265.7, 3238, 254965.7, 3238, 365123.6, 3238, 264914.2, 3238, 347353.1, 3238, 409189.1, 3238, 264796.8
3240, 172006.7, 3240, 239515.8, 3240, 1148383.0, 3240, 399166.9, 3240, 416365.7, 3240, 297773.3, 3240, 191694.2, 3240, 358786.9, 3240, 265311.4, 3240, 321255.7, 3240, 254976.8, 3240, 365124.5, 3240, 264944.6, 3240, 347338.1, 3240, 409177.2, 3240, 264852.0
3242, 171994.4, 3242, 239492.2, 3242, 1148492.0, 3242, 399153.3, 3242, 416339.9, 3242, 297834.2, 3242, 191660.6, 3242, 358850.5, 3242, 265275.0, 3242, 321330.4, 3242, 254932.5, 3242, 365160.8, 3242, 264979.7, 3242, 347351.4, 3242, 409174.1, 3242, 264828.4
3244, 171989.0, 3244, 239534.4, 3244, 1148450.0, 3244, 399231.7, 3244, 416349.3, 3244, 297856.1, 3244, 191620.2, 3244, 358834.1, 3244, 265287.1, 3244, 321388.5, 3244, 254972.0, 3244, 365140.8, 3244, 265005.0, 3244, 347309.7, 3244, 409320.3, 3244, 264911.7
3246, 172006.7, 3246, 239547.7, 3246, 1148489.0, 3246, 399276.7, 3246, 416353.2, 3246, 297863.4, 3246, 191636.2, 3246, 358839.8, 3246, 265272.3, 3246, 321434.5, 3246, 254773.7, 3246, 365227.7, 3246, 265020.2, 3246, 347288.2, 3246, 409470.8, 3246, 264916.9
3248, 172005.0, 3248, 239655.3, 3248, 1148543.0, 3248, 399360.9, 3248, 416366.1, 3248, 297878.5, 3248, 191619.0, 3248, 358886.6, 3248, 265190.4, 3248, 321500.9, 3248, 254773.1, 3248, 365161.1, 3248, 265052.0, 3248, 347207.4, 3248, 409532.5, 3248, 264920.0
3250, 172087.6, 3250, 239648.9, 3250, 1148455.0, 3250, 399360.2, 3250, 416374.3, 3250, 297820.0, 3250, 191599.3, 3250, 358900.5, 3250, 265213.4, 3250, 321362.5, 3250, 254722.7, 3250, 365078.7, 3250, 265017.9, 3250, 347211.7, 3250, 409409.2, 3250, 264884.0
3252, 172031.9, 3252, 239653.5, 3252, 1148505.0, 3252, 399246.7, 3252, 416385.8, 3252, 297806.9, 3252, 191628.5, 3252, 358885.8, 3252, 265228.5, 3252, 321407.0, 3252, 254767.7, 3252, 365073.1, 3252, 264987.6, 3252, 347228.0, 3252, 409352.6, 3252, 264873.5
3254, 171993.3, 3254, 239617.7, 3254, 1148464.0, 3254, 399246.3, 3254, 416339.7, 3254, 297751.1, 3254, 191634.8, 3254, 358872.8, 3254, 265223.1, 3254, 321299.2, 3254, 254754.3, 3254, 365182.9, 3254, 264942.5, 3254, 347255.7, 3254, 409248.7, 3254, 264856.1
3256, 171935.5, 3256, 239580.3, 3256, 1148440.0, 3256, 399214.6, 3256, 416348.4, 3256, 297736.1, 3256, 191606.1, 3256, 358846.6, 3256, 265262.3, 3256, 321298.1, 3256, 254814.4, 3256, 365066.9, 3256, 264919.0, 3256, 347203.5, 3256, 409248.2, 3256, 264841.6
3258, 171979.6, 3258, 239559.6, 3258, 1148449.0, 3258, 399162.7, 3258, 416332.4, 3258, 297758.1, 3258, 191602.2, 3258, 358787.1, 3258, 265243.7, 3258, 321243.1, 3258, 254834.3, 3258, 365073.0, 3258, 264910.9, 3258, 347243.5, 3258, 409175.8, 3258, 264835.0
3260, 171951.5, 3260, 239502.7, 3260, 1148394.0, 3260, 399107.0, 3260, 416335.6, 3260, 297765.3, 3260, 191595.7, 3260, 358704.9, 3260, 265221.3, 3260, 321206.4, 3260, 254864.8, 3260, 365104.0, 3260, 264917.0, 3260, 347213.3, 3260, 409171.5, 3260, 264799.9
3262, 171959.3, 3262, 239536.5, 3262, 1148400.0, 3262, 399137.7, 3262, 416346.3, 3262, 297760.7, 3262, 191627.6, 3262, 358797.8, 3262, 265275.6, 3262, 321188.0, 3262, 254921.5, 3262, 365054.4, 3262, 264923.2, 3262, 347242.9, 3262, 409171.4, 3262, 264876.8
3264, 171883.0, 3264, 239477.7, 3264, 1148384.0, 3264, 399099.0, 3264, 416331.0, 3264, 297731.4, 3264, 191610.8, 3264, 358774.8, 3264, 265249.2, 3264, 321226.5, 3264, 254828.5, 3264, 365080.5, 3264, 264888.9, 3264, 347223.2, 3264, 409117.3, 3264, 264801.9
3266, 171875.9, 3266, 239494.5, 3266, 1148382.0, 3266, 399149.2, 3266, 416321.4, 3266, 297704.3, 3266, 191589.7, 3266, 358721.5, 3266, 265241.4, 3266, 321202.9, 3266, 254859.3, 3266, 365062.4, 3266, 264862.2, 3266, 347246.4, 3266, 409158.5, 3266, 264834.0
3268, 171909.0, 3268, 239465.2, 3268, 1148376.0, 3268, 399107.8, 3268, 416276.3, 3268, 297751.8, 3268, 191626.2, 3268, 358735.4, 3268, 265246.5, 3268, 321136.5, 3268, 254914.2, 3268, 365053.3, 3268, 264807.7, 3268, 347221.2, 3268, 409120.3, 3268, 264779.6
3270, 171935.0, 3270, 239440.7, 3270, 1148387.0, 3270, 399146.4, 3270, 416337.7, 3270, 297684.4, 3270, 191560.9, 3270, 358745.1, 3270, 265249.9, 3270, 321219.4, 3270, 254917.4, 3270, 365047.3, 3270, 264844.1, 3270, 347241.6, 3270, 409130.9, 3270, 264826.9
3272, 171892.9, 3272, 239477.1, 3272, 1148334.0, 3272, 399123.0, 3272, 416295.6, 3272, 297734.3, 3272, 191591.0, 3272, 358712.0, 3272, 265242.4, 3272, 321166.0, 3272, 254837.4, 3272, 365109.1, 3272, 264852.6, 3272, 347271.5, 3272, 409142.1, 3272, 264779.3
3274, 171866.8, 3274, 239468.1, 3274, 1148343.0, 3274, 399109.9, 3274, 416287.6, 3274, 297772.0, 3274, 191556.7, 3274, 358761.0, 3274, 265204.9, 3274, 321151.2, 3274, 254838.7, 3274, 365088.7, 3274, 264819.6, 3274, 347230.6, 3274, 409167.3, 3274, 264843.4
3276, 171905.7, 3276, 239501.0, 3276, 1148409.0, 3276, 399136.5, 3276, 416260.1, 3276, 297745.5, 3276, 191574.9, 3276, 358708.9, 3276, 265251.1, 3276, 321132.3, 3276, 254857.2, 3276, 365081.0, 3276, 264814.7, 3276, 347214.9, 3276, 409211.0, 3276, 264857.2
3278, 171879.0, 3278, 239485.1, 3278, 1148376.0, 3278, 399098.4, 3278, 416304.1, 3278, 297752.1, 3278, 191584.5, 3278, 358747.6, 3278, 265251.8, 3278, 321188.7, 3278, 254864.9, 3278, 365083.9, 3278, 264824.5, 3278, 347273.6, 3278, 409198.7, 3278, 264865.4
3280, 171891.9, 3280, 239487.3, 3280, 1148380.0, 3280, 399176.6, 3280, 416300.7, 3280, 297772.7, 3280, 191529.1, 3280, 358726.0, 3280, 265129.7, 3280, 321190.9, 3280, 254799.3, 3280, 365068.4, 3280, 264897.1, 3280, 347167.1, 3280, 409282.6, 3280, 264866.2
3282, 171842.4, 3282, 239470.7, 3282, 1148408.0, 3282, 399188.9, 3282, 416250.8, 3282, 297773.6, 3282, 191525.3, 3282, 358756.6, 3282, 265157.2, 3282, 321208.1, 3282, 254798.2, 3282, 365094.0, 3282, 264831.7, 3282, 347154.8, 3282, 409269.4, 3282, 264816.5
3284, 171934.6, 3284, 239532.5, 3284, 1148374.0, 3284, 399150.2, 3284, 416300.0, 3284, 297669.5, 3284, 191498.7, 3284, 358720.7, 3284, 265185.0, 3284, 321202.1, 3284, 254817.7, 3284, 364982.6, 3284, 264845.3, 3284, 347177.4, 3284, 409203.3, 3284, 264827.9
3286, 171913.9, 3286, 239500.9, 3286, 1148391.0, 3286, 399164.1, 3286, 416288.1, 3286, 297671.8, 3286, 191547.7, 3286, 358720.9, 3286, 265227.5, 3286, 321184.0, 3286, 254774.0, 3286, 365057.0, 3286, 264869.5, 3286, 347162.8, 3286, 409204.7, 3286, 264808.1
3288, 171870.3, 3288, 239472.8, 3288, 1148422.0, 3288, 399134.9, 3288, 416247.5, 3288, 297611.8, 3288, 191489.2, 3288, 358684.8, 3288, 265110.9, 3288, 321106.9, 3288, 254777.8, 3288, 365056.8, 3288, 264789.1, 3288, 347198.5, 3288, 409171.9, 3288, 264848.0
3290, 171868.6, 3290, 239461.6, 3290, 1148423.0, 3290, 399128.9, 3290, 416237.4, 3290, 297654.2, 3290, 191521.2, 3290, 358633.0, 3290, 265203.2, 3290, 321143.1, 3290, 254832.7, 3290, 365030.7, 3290, 264777.9, 3290, 347156.7, 3290, 409131.6, 3290, 264798.5
3292, 171837.3, 3292, 239425.2, 3292, 1148329.0, 3292, 399130.9, 3292, 416264.1, 3292, 297703.1, 3292, 191510.1, 3292, 358675.5, 3292, 265143.8, 3292, 321100.7, 3292, 254836.8, 3292, 365018.3, 3292, 264712.6, 3292, 347196.4, 3292, 409159.9, 3292, 264797.2
3294, 171818.0, 3294, 239416.7, 3294, 1148399.0, 3294, 399056.8, 3294, 416233.9, 3294, 297652.3, 3294, 191563.6, 3294, 358654.9, 3294, 265164.4, 3294, 321090.1, 3294, 254812.0, 3294, 364998.1, 3294, 264833.6, 3294, 347162.1, 3294, 409111.2, 3294, 264818.4
3296, 171815.0, 3296, 239400.2, 3296, 1148323.0, 3296, 399113.6, 3296, 416181.1, 3296, 297683.5, 3296, 191508.1, 3296, 358614.4, 3296, 265133.9, 3296, 321090.1, 3296, 254835.2, 3296, 364988.0, 3296, 264756.0, 3296, 347167.3, 3296, 409126.4, 3296, 264769.9
3298, 171784.8, 3298, 239454.2, 3298, 1148285.0, 3298, 399070.7, 3298, 416218.3, 3298, 297653.0, 3298, 191501.8, 3298, 358641.1, 3298, 265122.3, 3298, 321081.9, 3298, 254809.5, 3298, 364970.1, 3298, 264780.3, 3298, 347141.5, 3298, 409142.4, 3298, 264779.8
3300, 171736.0, 3300, 239404.3, 3300, 1148373.0, 3300, 399058.2, 3300, 416143.8, 3300, 297685.0, 3300, 191536.4, 3300, 358617.8, 3300, 265117.3, 3300, 321093.1, 3300, 254833.2, 3300, 365008.0, 3300, 264772.7, 3300, 347164.2, 3300, 409183.4, 3300, 264800.5
3302, 171843.4, 3302, 239388.8, 3302, 1148312.0, 3302, 399094.6, 3302, 416151.0, 3302, 297695.3, 3302, 191453.6, 3302, 358588.5, 3302, 265137.6, 3302, 321074.9, 3302, 254800.6, 3302, 364997.8, 3302, 264759.7, 3302, 347185.3, 3302, 409180.9, 3302, 264810.2
3304, 171822.1, 3304, 239373.5, 3304, 1148317.0, 3304, 399139.3, 3304, 416181.9, 3304, 297658.9, 3304, 191523.9, 3304, 358674.4, 3304, 265166.0, 3304, 321118.3, 3304, 254820.5, 3304, 364961.1, 3304, 264743.4, 3304, 347200.3, 3304, 409142.1, 3304, 264790.7
