time 1,Cellulose_1, time 2,Cellulose_2,time 3,Cellulose_3, time 4,Cellulose_4,time 5 ,Cellulose_5, time 6,Cellulose_6,time 7,Cellulose_7, time 8,Cellulose_8,time 9 ,Cellulose_9, time 10,Cellulose_10,time 11,Cellulose_11, time 12,Cellulose_12,time 13 ,Cellulose_13, time 14,Cellulose_14,time 15,Cellulose_15, time 16,Cellulose_16
0, 171177.9, 0, 235612.1, 0, 1144800.0, 0, 396098.6, 0, 419164.8, 0, 298427.3, 0, 193757.4, 0, 361847.2, 0, 269216.6, 0, 323525.0, 0, 258713.6, 0, 367223.2, 0, 269557.4, 0, 350792.5, 0, 403185.0, 0, 258848.5
2, 171162.1, 2, 235649.0, 2, 1144801.0, 2, 396078.3, 2, 419144.6, 2, 298403.1, 2, 193753.8, 2, 361868.9, 2, 269219.6, 2, 323497.9, 2, 258676.3, 2, 367200.6, 2, 269554.6, 2, 350757.1, 2, 403175.8, 2, 258845.7
4, 171190.1, 4, 235653.9, 4, 1144799.0, 4, 396040.6, 4, 419137.3, 4, 298337.4, 4, 193761.9, 4, 361863.6, 4, 269257.5, 4, 323468.7, 4, 258703.3, 4, 367192.2, 4, 269545.0, 4, 350759.2, 4, 403106.5, 4, 258840.9
6, 171188.2, 6, 235650.7, 6, 1144826.0, 6, 395984.2, 6, 419160.0, 6, 298326.2, 6, 193769.8, 6, 361849.6, 6, 269247.7, 6, 323504.6, 6, 258747.2, 6, 367224.9, 6, 269565.0, 6, 350788.3, 6, 403078.2, 6, 258829.3
8, 171148.1, 8, 235625.0, 8, 1144826.0, 8, 395996.8, 8, 419161.2, 8, 298364.4, 8, 193785.1, 8, 361821.8, 8, 269203.9, 8, 323486.3, 8, 258731.3, 8, 367219.0, 8, 269553.8, 8, 350759.9, 8, 403082.4, 8, 258827.7
10, 171178.6, 10, 235680.7, 10, 1144802.0, 10, 396047.9, 10, 419157.9, 10, 298364.9, 10, 193754.4, 10, 361839.6, 10, 269173.4, 10, 323460.8, 10, 258695.5, 10, 367249.7, 10, 269548.5, 10, 350761.6, 10, 403114.6, 10, 258894.1
12, 171147.0, 12, 235624.4, 12, 1144816.0, 12, 396016.5, 12, 419147.4, 12, 298341.6, 12, 193763.7, 12, 361839.4, 12, 269248.3, 12, 323443.4, 12, 258704.5, 12, 367176.4, 12, 269479.8, 12, 350724.8, 12, 403097.0, 12, 258826.2
14, 171163.9, 14, 235662.1, 14, 1144808.0, 14, 395963.2, 14, 419159.0, 14, 298319.4, 14, 193745.5, 14, 361831.5, 14, 269285.1, 14, 323420.1, 14, 258714.5, 14, 367199.5, 14, 269548.0, 14, 350742.5, 14, 403023.5, 14, 258842.2
16, 171111.4, 16, 235618.9, 16, 1144805.0, 16, 395950.4, 16, 419158.5, 16, 298328.9, 16, 193737.4, 16, 361796.5, 16, 269282.7, 16, 323357.8, 16, 258732.7, 16, 367191.8, 16, 269530.1, 16, 350771.6, 16, 402974.0, 16, 258826.3
18, 171089.8, 18, 235604.7, 18, 1144762.0, 18, 395900.2, 18, 419105.1, 18, 298343.9, 18, 193763.5, 18, 361825.1, 18, 269304.5, 18, 323318.8, 18, 258769.6, 18, 367174.9, 18, 269491.4, 18, 350793.8, 18, 402920.4, 18, 258856.7
20, 171106.8, 20, 235620.7, 20, 1144761.0, 20, 395878.0, 20, 419122.1, 20, 298306.4, 20, 193775.6, 20, 361773.6, 20, 269277.4, 20, 323377.7, 20, 258837.4, 20, 367227.5, 20, 269498.2, 20, 350847.7, 20, 402918.7, 20, 258839.3
22, 171046.7, 22, 235564.0, 22, 1144708.0, 22, 395894.7, 22, 419083.4, 22, 298336.0, 22, 193744.9, 22, 361725.9, 22, 269269.9, 22, 323326.2, 22, 258779.7, 22, 367184.1, 22, 269477.5, 22, 350764.5, 22, 402957.4, 22, 258784.9
24, 171031.6, 24, 235519.1, 24, 1144729.0, 24, 395908.5, 24, 419060.1, 24, 298333.0, 24, 193767.8, 24, 361778.8, 24, 269245.8, 24, 323337.1, 24, 258800.1, 24, 367192.9, 24, 269446.9, 24, 350813.7, 24, 402917.7, 24, 258789.8
26, 171057.9, 26, 235597.4, 26, 1144726.0, 26, 395941.8, 26, 419155.1, 26, 298334.6, 26, 193765.4, 26, 361747.0, 26, 269267.3, 26, 323345.7, 26, 258787.4, 26, 367221.5, 26, 269474.4, 26, 350841.6, 26, 402932.5, 26, 258839.9
28, 171024.8, 28, 235578.7, 28, 1144719.0, 28, 395897.7, 28, 419086.1, 28, 298338.0, 28, 193758.8, 28, 361799.0, 28, 269275.3, 28, 323323.4, 28, 258851.2, 28, 367233.3, 28, 269439.3, 28, 350858.2, 28, 402849.4, 28, 258818.4
30, 170997.4, 30, 235587.2, 30, 1144730.0, 30, 395906.6, 30, 419092.9, 30, 298359.6, 30, 193760.9, 30, 361753.8, 30, 269274.2, 30, 323312.4, 30, 258892.5, 30, 367222.4, 30, 269495.0, 30, 350823.5, 30, 402890.0, 30, 258847.6
32, 171042.3, 32, 235489.2, 32, 1144760.0, 32, 395929.6, 32, 419048.7, 32, 298334.3, 32, 193783.2, 32, 361752.7, 32, 269253.3, 32, 323290.8, 32, 258846.4, 32, 367229.0, 32, 269429.8, 32, 350825.1, 32, 402892.6, 32, 258886.4
34, 170972.2, 34, 235536.5, 34, 1144724.0, 34, 395940.2, 34, 419101.2, 34, 298379.9, 34, 193773.9, 34, 361751.5, 34, 269243.5, 34, 323343.6, 34, 258836.4, 34, 367243.4, 34, 269427.3, 34, 350835.6, 34, 402943.6, 34, 258823.5
36, 170999.2, 36, 235574.7, 36, 1144729.0, 36, 395928.4, 36, 419072.9, 36, 298396.6, 36, 193771.8, 36, 361781.2, 36, 269238.1, 36, 323323.2, 36, 258807.5, 36, 367211.8, 36, 269481.5, 36, 350789.4, 36, 402964.9, 36, 258821.4
38, 171051.8, 38, 235574.8, 38, 1144759.0, 38, 395886.0, 38, 419090.6, 38, 298351.8, 38, 193762.3, 38, 361720.7, 38, 269241.4, 38, 323277.8, 38, 258877.1, 38, 367207.8, 38, 269460.3, 38, 350819.2, 38, 402912.9, 38, 258860.1
40, 171042.1, 40, 235520.8, 40, 1144718.0, 40, 395905.6, 40, 419058.2, 40, 298377.2, 40, 193762.1, 40, 361735.5, 40, 269228.7, 40, 323293.9, 40, 258831.8, 40, 367169.4, 40, 269443.1, 40, 350765.8, 40, 402881.3, 40, 258890.5
42, 171024.7, 42, 235573.7, 42, 1144742.0, 42, 395920.8, 42, 419064.5, 42, 298351.3, 42, 193765.6, 42, 361752.0, 42, 269323.4, 42, 323304.9, 42, 258879.2, 42, 367223.6, 42, 269451.6, 42, 350844.0, 42, 402883.1, 42, 258911.3
44, 171077.6, 44, 235519.1, 44, 1144744.0, 44, 395844.1, 44, 419034.1, 44, 298357.0, 44, 193773.9, 44, 361705.6, 44, 269295.8, 44, 323305.5, 44, 258880.9, 44, 367268.2, 44, 269419.4, 44, 350838.6, 44, 402895.9, 44, 258881.7
46, 171003.4, 46, 235498.7, 46, 1144722.0, 46, 395945.2, 46, 419015.8, 46, 298388.9, 46, 193772.3, 46, 361706.2, 46, 269241.1, 46, 323266.8, 46, 258831.7, 46, 367207.5, 46, 269459.2, 46, 350761.8, 46, 402931.9, 46, 258849.6
48, 171006.4, 48, 235558.7, 48, 1144721.0, 48, 395905.5, 48, 418987.5, 48, 298381.4, 48, 193766.8, 48, 361738.3, 48, 269252.6, 48, 323330.1, 48, 258856.2, 48, 367273.8, 48, 269437.7, 48, 350795.8, 48, 402938.3, 48, 258845.9
50, 171056.8, 50, 235579.8, 50, 1144786.0, 50, 395948.5, 50, 419032.3, 50, 298342.7, 50, 193763.5, 50, 361727.2, 50, 269303.6, 50, 323272.7, 50, 258830.0, 50, 367222.6, 50, 269427.1, 50, 350816.7, 50, 402902.2, 50, 258852.6
52, 170982.5, 52, 235517.3, 52, 1144770.0, 52, 395828.4, 52, 419037.3, 52, 298356.1, 52, 193754.8, 52, 361678.9, 52, 269284.8, 52, 323270.0, 52, 258796.9, 52, 367227.5, 52, 269460.5, 52, 350794.1, 52, 402840.3, 52, 258853.6
54, 170959.3, 54, 235561.4, 54, 1144778.0, 54, 395893.4, 54, 419056.3, 54, 298355.8, 54, 193770.0, 54, 361716.7, 54, 269296.6, 54, 323269.4, 54, 258882.3, 54, 367245.6, 54, 269487.6, 54, 350846.1, 54, 402935.3, 54, 258830.7
56, 170988.6, 56, 235528.7, 56, 1144761.0, 56, 395885.1, 56, 419058.6, 56, 298337.5, 56, 193804.5, 56, 361677.1, 56, 269282.4, 56, 323264.8, 56, 258866.5, 56, 367265.3, 56, 269395.1, 56, 350814.6, 56, 402915.3, 56, 258837.1
58, 170928.2, 58, 235567.1, 58, 1144676.0, 58, 395855.7, 58, 419034.2, 58, 298385.0, 58, 193752.2, 58, 361656.5, 58, 269302.7, 58, 323237.7, 58, 258833.6, 58, 367260.2, 58, 269389.4, 58, 350836.2, 58, 402885.9, 58, 258796.0
60, 170952.5, 60, 235589.3, 60, 1144766.0, 60, 395924.8, 60, 419006.9, 60, 298370.8, 60, 193776.4, 60, 361711.6, 60, 269296.2, 60, 323266.0, 60, 258833.8, 60, 367199.8, 60, 269400.6, 60, 350792.6, 60, 402913.9, 60, 258768.9
62, 170985.5, 62, 235580.4, 62, 1144765.0, 62, 395906.9, 62, 419011.0, 62, 298364.9, 62, 193789.3, 62, 361712.1, 62, 269318.4, 62, 323274.7, 62, 258858.9, 62, 367220.2, 62, 269399.4, 62, 350817.2, 62, 402915.4, 62, 258816.6
64, 170927.3, 64, 235556.3, 64, 1144717.0, 64, 395902.3, 64, 419016.4, 64, 298363.0, 64, 193765.6, 64, 361702.8, 64, 269277.5, 64, 323265.0, 64, 258884.2, 64, 367193.6, 64, 269396.6, 64, 350796.8, 64, 402843.0, 64, 258813.3
66, 170996.7, 66, 235593.4, 66, 1144717.0, 66, 395829.3, 66, 418999.6, 66, 298380.2, 66, 193800.8, 66, 361736.8, 66, 269246.3, 66, 323332.6, 66, 258849.4, 66, 367269.9, 66, 269422.4, 66, 350847.9, 66, 402863.8, 66, 258780.2
68, 170932.1, 68, 235580.9, 68, 1144745.0, 68, 395914.5, 68, 418984.6, 68, 298377.6, 68, 193766.5, 68, 361653.8, 68, 269248.4, 68, 323222.6, 68, 258920.7, 68, 367227.2, 68, 269381.0, 68, 350863.2, 68, 402909.9, 68, 258760.7
70, 170957.2, 70, 235585.6, 70, 1144788.0, 70, 395878.0, 70, 419046.4, 70, 298366.5, 70, 193780.4, 70, 361716.2, 70, 269215.2, 70, 323278.0, 70, 258902.5, 70, 367162.6, 70, 269412.2, 70, 350806.7, 70, 402910.7, 70, 258812.2
72, 171030.9, 72, 235531.7, 72, 1144735.0, 72, 395837.2, 72, 419017.4, 72, 298380.9, 72, 193783.5, 72, 361703.9, 72, 269241.8, 72, 323247.0, 72, 258808.6, 72, 367223.0, 72, 269444.4, 72, 350795.5, 72, 402903.4, 72, 258831.3
74, 170944.0, 74, 235568.7, 74, 1144740.0, 74, 395921.6, 74, 418964.1, 74, 298358.3, 74, 193780.9, 74, 361676.0, 74, 269270.2, 74, 323208.9, 74, 258886.7, 74, 367234.1, 74, 269367.8, 74, 350813.8, 74, 402845.0, 74, 258810.9
76, 170966.2, 76, 235574.9, 76, 1144783.0, 76, 395881.9, 76, 418960.2, 76, 298409.1, 76, 193781.8, 76, 361732.7, 76, 269266.5, 76, 323245.7, 76, 258901.4, 76, 367215.5, 76, 269420.6, 76, 350846.1, 76, 402885.6, 76, 258843.7
78, 170912.0, 78, 235613.7, 78, 1144723.0, 78, 395833.8, 78, 418941.1, 78, 298374.2, 78, 193799.1, 78, 361684.4, 78, 269290.0, 78, 323238.4, 78, 258866.4, 78, 367216.5, 78, 269347.1, 78, 350806.9, 78, 402870.5, 78, 258813.4
80, 170938.0, 80, 235562.5, 80, 1144764.0, 80, 395885.7, 80, 418972.5, 80, 298368.4, 80, 193786.2, 80, 361680.7, 80, 269262.8, 80, 323262.0, 80, 258874.7, 80, 367209.4, 80, 269329.5, 80, 350813.8, 80, 402873.2, 80, 258806.4
82, 170994.4, 82, 235530.9, 82, 1144745.0, 82, 395838.0, 82, 418976.4, 82, 298351.0, 82, 193769.2, 82, 361688.4, 82, 269280.1, 82, 323214.9, 82, 258869.4, 82, 367277.0, 82, 269356.7, 82, 350813.0, 82, 402875.9, 82, 258799.2
84, 170875.5, 84, 235596.5, 84, 1144737.0, 84, 395815.4, 84, 418973.1, 84, 298386.6, 84, 193803.0, 84, 361708.8, 84, 269303.2, 84, 323216.5, 84, 258881.6, 84, 367217.9, 84, 269350.5, 84, 350794.6, 84, 402844.7, 84, 258829.5
86, 170934.5, 86, 235581.9, 86, 1144756.0, 86, 395801.7, 86, 418941.6, 86, 298352.9, 86, 193797.1, 86, 361685.2, 86, 269290.8, 86, 323260.5, 86, 258876.0, 86, 367229.5, 86, 269430.9, 86, 350825.4, 86, 402891.2, 86, 258836.8
88, 170937.1, 88, 235540.8, 88, 1144741.0, 88, 395821.6, 88, 418960.0, 88, 298362.6, 88, 193717.7, 88, 361657.2, 88, 269257.0, 88, 323244.0, 88, 258876.7, 88, 367216.9, 88, 269379.7, 88, 350821.0, 88, 402905.0, 88, 258807.2
90, 170974.3, 90, 235566.0, 90, 1144742.0, 90, 395835.8, 90, 418963.1, 90, 298347.8, 90, 193793.7, 90, 361712.9, 90, 269321.9, 90, 323293.9, 90, 258823.4, 90, 367239.7, 90, 269410.4, 90, 350858.2, 90, 402934.0, 90, 258825.9
92, 170912.5, 92, 235601.1, 92, 1144789.0, 92, 395839.6, 92, 418985.1, 92, 298395.2, 92, 193788.2, 92, 361696.8, 92, 269213.2, 92, 323363.0, 92, 258792.1, 92, 367225.7, 92, 269420.1, 92, 350798.7, 92, 402993.0, 92, 258857.5
94, 170926.1, 94, 235604.8, 94, 1144765.0, 94, 395879.9, 94, 418959.8, 94, 298358.0, 94, 193776.8, 94, 361718.9, 94, 269236.6, 94, 323287.5, 94, 258835.6, 94, 367303.2, 94, 269478.2, 94, 350785.9, 94, 403034.8, 94, 258846.7
96, 170955.4, 96, 235634.5, 96, 1144746.0, 96, 395881.5, 96, 418941.9, 96, 298377.2, 96, 193772.4, 96, 361769.0, 96, 269217.8, 96, 323315.2, 96, 258754.0, 96, 367192.1, 96, 269436.0, 96, 350805.3, 96, 403043.7, 96, 258812.4
98, 170980.3, 98, 235646.2, 98, 1144828.0, 98, 395804.2, 98, 418958.4, 98, 298333.2, 98, 193782.5, 98, 361703.4, 98, 269307.2, 98, 323287.4, 98, 258776.0, 98, 367248.7, 98, 269436.1, 98, 350824.0, 98, 402931.7, 98, 258788.1
100, 170950.7, 100, 235641.8, 100, 1144785.0, 100, 395830.0, 100, 418972.0, 100, 298348.9, 100, 193796.1, 100, 361691.8, 100, 269204.9, 100, 323275.3, 100, 258823.2, 100, 367243.1, 100, 269390.2, 100, 350845.2, 100, 402902.7, 100, 258824.0
102, 170951.5, 102, 235642.2, 102, 1144763.0, 102, 395804.5, 102, 418948.0, 102, 298349.4, 102, 193778.1, 102, 361733.7, 102, 269290.9, 102, 323283.3, 102, 258812.0, 102, 367248.4, 102, 269399.8, 102, 350831.8, 102, 402873.5, 102, 258796.5
104, 170969.0, 104, 235597.7, 104, 1144720.0, 104, 395736.6, 104, 418923.1, 104, 298324.6, 104, 193791.8, 104, 361703.8, 104, 269278.1, 104, 323250.8, 104, 258795.4, 104, 367184.9, 104, 269399.2, 104, 350821.7, 104, 402906.6, 104, 258840.7
106, 170965.9, 106, 235617.9, 106, 1144757.0, 106, 395755.0, 106, 418982.1, 106, 298339.3, 106, 193778.6, 106, 361716.0, 106, 269320.0, 106, 323220.4, 106, 258932.6, 106, 367204.6, 106, 269413.4, 106, 350876.4, 106, 402926.7, 106, 258811.5
108, 170988.9, 108, 235655.6, 108, 1144818.0, 108, 395840.4, 108, 418946.9, 108, 298346.3, 108, 193792.6, 108, 361729.1, 108, 269266.9, 108, 323376.6, 108, 258878.0, 108, 367239.8, 108, 269412.4, 108, 350846.0, 108, 402980.4, 108, 258789.5
110, 170988.6, 110, 235675.8, 110, 1144822.0, 110, 395902.4, 110, 418962.6, 110, 298408.6, 110, 193767.9, 110, 361767.8, 110, 269217.2, 110, 323422.5, 110, 258774.2, 110, 367249.9, 110, 269456.8, 110, 350814.5, 110, 403113.0, 110, 258854.4
112, 170999.7, 112, 235754.0, 112, 1144876.0, 112, 395980.4, 112, 418969.2, 112, 298429.0, 112, 193788.2, 112, 361859.6, 112, 269185.9, 112, 323461.3, 112, 258678.8, 112, 367297.5, 112, 269500.8, 112, 350814.9, 112, 403181.6, 112, 258864.5
114, 171054.7, 114, 235764.0, 114, 1144873.0, 114, 395976.1, 114, 418949.7, 114, 298382.2, 114, 193772.2, 114, 361879.9, 114, 269120.1, 114, 323429.5, 114, 258597.3, 114, 367242.3, 114, 269504.4, 114, 350772.1, 114, 403194.2, 114, 258859.3
116, 170999.7, 116, 235813.6, 116, 1144877.0, 116, 395954.5, 116, 418949.1, 116, 298372.6, 116, 193739.8, 116, 361879.5, 116, 269195.4, 116, 323418.4, 116, 258633.0, 116, 367225.4, 116, 269483.6, 116, 350752.4, 116, 403097.0, 116, 258875.5
118, 171097.0, 118, 235774.9, 118, 1144838.0, 118, 395916.4, 118, 419007.2, 118, 298306.5, 118, 193767.5, 118, 361849.0, 118, 269237.9, 118, 323385.4, 118, 258607.7, 118, 367183.6, 118, 269438.3, 118, 350751.0, 118, 402998.7, 118, 258786.0
120, 171047.4, 120, 235764.7, 120, 1144852.0, 120, 395850.0, 120, 418968.2, 120, 298284.9, 120, 193716.5, 120, 361778.5, 120, 269241.4, 120, 323317.4, 120, 258680.2, 120, 367237.3, 120, 269454.0, 120, 350750.5, 120, 402954.1, 120, 258797.5
122, 171010.5, 122, 235718.8, 122, 1144841.0, 122, 395790.1, 122, 418982.8, 122, 298321.1, 122, 193754.9, 122, 361777.4, 122, 269253.9, 122, 323298.2, 122, 258677.8, 122, 367234.3, 122, 269440.9, 122, 350804.9, 122, 402918.1, 122, 258831.8
124, 171001.6, 124, 235699.8, 124, 1144848.0, 124, 395899.3, 124, 418992.9, 124, 298262.6, 124, 193781.2, 124, 361808.4, 124, 269241.5, 124, 323313.9, 124, 258698.3, 124, 367189.5, 124, 269407.1, 124, 350821.9, 124, 402904.7, 124, 258852.0
126, 171005.1, 126, 235739.0, 126, 1144863.0, 126, 395880.4, 126, 418979.3, 126, 298298.7, 126, 193779.5, 126, 361769.8, 126, 269190.1, 126, 323316.8, 126, 258674.6, 126, 367238.0, 126, 269433.5, 126, 350840.8, 126, 402937.3, 126, 258849.0
128, 170940.9, 128, 235736.8, 128, 1144837.0, 128, 395943.9, 128, 418983.7, 128, 298282.4, 128, 193747.7, 128, 361781.2, 128, 269207.0, 128, 323358.1, 128, 258653.1, 128, 367198.8, 128, 269493.7, 128, 350785.6, 128, 402981.4, 128, 258831.5
130, 170989.5, 130, 235780.3, 130, 1144821.0, 130, 395887.4, 130, 418906.5, 130, 298383.1, 130, 193751.8, 130, 361795.7, 130, 269183.4, 130, 323333.9, 130, 258674.3, 130, 367230.4, 130, 269446.4, 130, 350754.1, 130, 402980.9, 130, 258862.5
132, 171026.9, 132, 235768.6, 132, 1144826.0, 132, 395870.5, 132, 419008.0, 132, 298279.5, 132, 193732.2, 132, 361780.7, 132, 269272.3, 132, 323315.4, 132, 258659.7, 132, 367155.9, 132, 269443.2, 132, 350772.0, 132, 402899.2, 132, 258776.3
134, 171048.2, 134, 235740.2, 134, 1144850.0, 134, 395809.6, 134, 418975.4, 134, 298271.6, 134, 193725.6, 134, 361747.4, 134, 269269.5, 134, 323320.0, 134, 258686.1, 134, 367221.0, 134, 269451.3, 134, 350765.0, 134, 402928.7, 134, 258765.9
136, 170985.0, 136, 235693.6, 136, 1144818.0, 136, 395830.3, 136, 418914.5, 136, 298290.4, 136, 193759.4, 136, 361778.7, 136, 269298.5, 136, 323291.3, 136, 258717.3, 136, 367196.2, 136, 269368.9, 136, 350780.6, 136, 402841.9, 136, 258791.3
138, 171000.9, 138, 235680.5, 138, 1144892.0, 138, 395831.9, 138, 418977.0, 138, 298278.3, 138, 193746.3, 138, 361759.6, 138, 269244.1, 138, 323291.4, 138, 258763.4, 138, 367224.7, 138, 269417.4, 138, 350789.6, 138, 402828.1, 138, 258763.1
140, 170977.9, 140, 235669.0, 140, 1144836.0, 140, 395833.1, 140, 418948.2, 140, 298288.8, 140, 193742.7, 140, 361720.1, 140, 269177.0, 140, 323257.0, 140, 258732.4, 140, 367181.7, 140, 269358.2, 140, 350822.0, 140, 402798.7, 140, 258811.2
142, 170918.5, 142, 235707.1, 142, 1144826.0, 142, 395810.9, 142, 418953.8, 142, 298306.6, 142, 193746.0, 142, 361790.9, 142, 269245.7, 142, 323261.6, 142, 258757.1, 142, 367186.9, 142, 269368.1, 142, 350820.5, 142, 402810.0, 142, 258779.0
144, 171002.6, 144, 235658.0, 144, 1144814.0, 144, 395746.0, 144, 418931.7, 144, 298295.6, 144, 193733.0, 144, 361720.2, 144, 269229.0, 144, 323245.9, 144, 258779.7, 144, 367214.0, 144, 269365.2, 144, 350828.0, 144, 402860.1, 144, 258821.1
146, 170879.5, 146, 235690.4, 146, 1144830.0, 146, 395768.5, 146, 418943.6, 146, 298297.2, 146, 193735.2, 146, 361757.4, 146, 269274.9, 146, 323258.1, 146, 258764.5, 146, 367190.9, 146, 269366.0, 146, 350759.6, 146, 402844.5, 146, 258864.5
148, 170930.6, 148, 235712.9, 148, 1144846.0, 148, 395738.5, 148, 418950.4, 148, 298300.7, 148, 193698.5, 148, 361786.8, 148, 269217.2, 148, 323216.2, 148, 258797.3, 148, 367232.1, 148, 269356.6, 148, 350803.6, 148, 402814.6, 148, 258789.2
150, 170862.7, 150, 235709.2, 150, 1144784.0, 150, 395755.4, 150, 418901.2, 150, 298304.0, 150, 193697.2, 150, 361765.2, 150, 269245.6, 150, 323234.6, 150, 258753.3, 150, 367174.1, 150, 269343.8, 150, 350748.9, 150, 402803.9, 150, 258747.1
152, 170945.1, 152, 235725.8, 152, 1144850.0, 152, 395774.8, 152, 418934.0, 152, 298309.3, 152, 193749.7, 152, 361737.9, 152, 269243.0, 152, 323241.2, 152, 258778.7, 152, 367219.3, 152, 269404.5, 152, 350751.2, 152, 402799.2, 152, 258818.6
154, 170904.6, 154, 235695.9, 154, 1144813.0, 154, 395823.0, 154, 418913.1, 154, 298321.7, 154, 193780.7, 154, 361667.9, 154, 269222.5, 154, 323221.0, 154, 258734.6, 154, 367193.0, 154, 269291.6, 154, 350819.1, 154, 402813.2, 154, 258837.2
156, 170903.1, 156, 235708.6, 156, 1144871.0, 156, 395822.2, 156, 418964.3, 156, 298327.8, 156, 193717.0, 156, 361725.7, 156, 269189.1, 156, 323222.1, 156, 258802.2, 156, 367228.4, 156, 269332.8, 156, 350824.8, 156, 402831.9, 156, 258803.9
158, 170935.6, 158, 235767.5, 158, 1144803.0, 158, 395728.1, 158, 418940.3, 158, 298302.8, 158, 193798.7, 158, 361695.7, 158, 269217.4, 158, 323303.3, 158, 258796.4, 158, 367238.0, 158, 269378.4, 158, 350823.2, 158, 402893.6, 158, 258843.7
160, 171031.3, 160, 235736.1, 160, 1144915.0, 160, 395839.9, 160, 418962.9, 160, 298333.9, 160, 193728.0, 160, 361722.1, 160, 269211.7, 160, 323453.5, 160, 258748.0, 160, 367283.6, 160, 269378.1, 160, 350814.5, 160, 402960.0, 160, 258853.0
162, 171007.2, 162, 235804.1, 162, 1144892.0, 162, 395898.8, 162, 418925.6, 162, 298369.3, 162, 193716.3, 162, 361750.8, 162, 269135.6, 162, 323476.8, 162, 258685.2, 162, 367285.5, 162, 269469.8, 162, 350764.5, 162, 403156.9, 162, 258911.2
164, 170980.2, 164, 235843.2, 164, 1144904.0, 164, 396031.9, 164, 418976.2, 164, 298384.6, 164, 193702.2, 164, 361839.5, 164, 269159.8, 164, 323512.5, 164, 258542.6, 164, 367251.3, 164, 269505.6, 164, 350690.9, 164, 403209.6, 164, 258933.2
166, 171080.5, 166, 235916.9, 166, 1144892.0, 166, 396045.5, 166, 418960.9, 166, 298355.0, 166, 193692.8, 166, 361856.5, 166, 269155.5, 166, 323525.2, 166, 258516.2, 166, 367279.8, 166, 269523.9, 166, 350654.1, 166, 403270.9, 166, 258828.4
168, 171069.8, 168, 235934.4, 168, 1144916.0, 168, 395937.6, 168, 418915.2, 168, 298281.5, 168, 193685.5, 168, 361857.6, 168, 269141.2, 168, 323394.3, 168, 258523.0, 168, 367208.0, 168, 269458.6, 168, 350683.4, 168, 403145.8, 168, 258828.3
170, 171048.4, 170, 235853.6, 170, 1144952.0, 170, 395882.0, 170, 418950.0, 170, 298270.4, 170, 193727.0, 170, 361898.2, 170, 269258.4, 170, 323424.3, 170, 258511.8, 170, 367194.9, 170, 269423.6, 170, 350689.9, 170, 403028.0, 170, 258821.3
172, 171055.2, 172, 235813.8, 172, 1144841.0, 172, 395806.8, 172, 418953.8, 172, 298268.9, 172, 193733.7, 172, 361800.2, 172, 269189.5, 172, 323349.0, 172, 258561.9, 172, 367221.9, 172, 269376.6, 172, 350760.6, 172, 402947.2, 172, 258820.1
174, 171028.8, 174, 235807.0, 174, 1144880.0, 174, 395769.1, 174, 418953.6, 174, 298231.3, 174, 193738.2, 174, 361791.1, 174, 269170.0, 174, 323326.4, 174, 258617.9, 174, 367228.9, 174, 269380.9, 174, 350704.8, 174, 402912.5, 174, 258743.7
176, 171013.5, 176, 235776.4, 176, 1144898.0, 176, 395754.3, 176, 418955.4, 176, 298222.0, 176, 193744.4, 176, 361803.4, 176, 269262.9, 176, 323364.7, 176, 258634.5, 176, 367264.4, 176, 269443.4, 176, 350795.8, 176, 402852.8, 176, 258800.7
178, 170995.6, 178, 235804.1, 178, 1144919.0, 178, 395782.9, 178, 418957.1, 178, 298271.9, 178, 193752.2, 178, 361825.2, 178, 269122.6, 178, 323407.5, 178, 258618.2, 178, 367243.2, 178, 269403.9, 178, 350756.0, 178, 402934.7, 178, 258778.5
180, 170956.5, 180, 235834.0, 180, 1144841.0, 180, 395858.1, 180, 418982.0, 180, 298275.7, 180, 193672.2, 180, 361839.4, 180, 269181.7, 180, 323365.8, 180, 258585.3, 180, 367221.4, 180, 269382.1, 180, 350779.4, 180, 402973.7, 180, 258774.3
182, 170961.1, 182, 235827.1, 182, 1144924.0, 182, 395843.9, 182, 418968.5, 182, 298268.8, 182, 193681.0, 182, 361821.8, 182, 269245.8, 182, 323344.7, 182, 258584.8, 182, 367140.7, 182, 269386.1, 182, 350689.1, 182, 402974.5, 182, 258816.1
184, 171018.1, 184, 235834.9, 184, 1144879.0, 184, 395885.4, 184, 418907.3, 184, 298255.5, 184, 193694.7, 184, 361825.4, 184, 269181.4, 184, 323301.6, 184, 258557.8, 184, 367160.7, 184, 269403.5, 184, 350735.2, 184, 402855.0, 184, 258896.7
186, 170941.5, 186, 235790.1, 186, 1144908.0, 186, 395757.7, 186, 418943.4, 186, 298245.9, 186, 193693.3, 186, 361757.1, 186, 269184.5, 186, 323242.4, 186, 258591.0, 186, 367185.6, 186, 269363.2, 186, 350772.9, 186, 402821.2, 186, 258731.2
188, 170943.8, 188, 235798.7, 188, 1144854.0, 188, 395751.6, 188, 418937.1, 188, 298264.6, 188, 193723.2, 188, 361876.0, 188, 269193.4, 188, 323287.8, 188, 258700.3, 188, 367176.6, 188, 269383.4, 188, 350717.0, 188, 402819.6, 188, 258778.8
