time 1,Cellulose_1, time 2,Cellulose_2,time 3,Cellulose_3, time 4,Cellulose_4,time 5 ,Cellulose_5, time 6,Cellulose_6,time 7,Cellulose_7, time 8,Cellulose_8,time 9 ,Cellulose_9, time 10,Cellulose_10,time 11,Cellulose_11, time 12,Cellulose_12,time 13 ,Cellulose_13, time 14,Cellulose_14,time 15,Cellulose_15, time 16,Cellulose_16
898, 170525.1, 898, 235531.2, 898, 1144611.0, 898, 395308.0, 898, 418441.0, 898, 297801.6, 898, 193326.5, 898, 361385.8, 898, 268736.9, 898, 322915.6, 898, 258248.1, 898, 366887.2, 898, 268946.1, 898, 350226.8, 898, 402330.5, 898, 258497.4
900, 170485.7, 900, 235496.2, 900, 1144529.0, 900, 395329.5, 900, 418434.5, 900, 297767.1, 900, 193301.7, 900, 361392.1, 900, 268685.0, 900, 322855.1, 900, 258219.0, 900, 366856.7, 900, 268972.5, 900, 350224.6, 900, 402345.8, 900, 258461.7
902, 170502.3, 902, 235518.0, 902, 1144607.0, 902, 395316.6, 902, 418414.7, 902, 297777.4, 902, 193353.1, 902, 361397.4, 902, 268697.3, 902, 322881.7, 902, 258226.6, 902, 366830.8, 902, 268953.2, 902, 350256.1, 902, 402389.6, 902, 258464.8
904, 170519.2, 904, 235531.2, 904, 1144636.0, 904, 395327.2, 904, 418456.1, 904, 297795.9, 904, 193328.1, 904, 361360.0, 904, 268724.2, 904, 322937.1, 904, 258200.3, 904, 366829.7, 904, 268961.5, 904, 350260.4, 904, 402390.7, 904, 258454.5
906, 170523.0, 906, 235560.3, 906, 1144619.0, 906, 395369.3, 906, 418484.4, 906, 297807.4, 906, 193351.9, 906, 361415.4, 906, 268675.6, 906, 322945.1, 906, 258260.8, 906, 366872.6, 906, 268925.1, 906, 350218.3, 906, 402428.5, 906, 258440.3
908, 170526.5, 908, 235554.3, 908, 1144572.0, 908, 395388.5, 908, 418471.3, 908, 297840.0, 908, 193305.3, 908, 361401.1, 908, 268646.8, 908, 322907.1, 908, 258182.7, 908, 366874.5, 908, 268931.5, 908, 350255.0, 908, 402459.5, 908, 258414.5
910, 170525.0, 910, 235575.3, 910, 1144625.0, 910, 395307.7, 910, 418494.0, 910, 297786.8, 910, 193308.3, 910, 361434.0, 910, 268714.6, 910, 322920.9, 910, 258149.4, 910, 366929.8, 910, 268944.9, 910, 350247.6, 910, 402388.5, 910, 258455.1
912, 170514.4, 912, 235527.9, 912, 1144536.0, 912, 395290.6, 912, 418458.2, 912, 297762.9, 912, 193281.0, 912, 361394.4, 912, 268666.7, 912, 322886.1, 912, 258153.8, 912, 366836.9, 912, 268906.7, 912, 350207.4, 912, 402388.0, 912, 258496.8
914, 170533.2, 914, 235538.2, 914, 1144555.0, 914, 395353.9, 914, 418447.9, 914, 297754.7, 914, 193290.8, 914, 361345.2, 914, 268727.5, 914, 322881.9, 914, 258221.9, 914, 366825.8, 914, 268896.1, 914, 350258.8, 914, 402430.7, 914, 258434.9
916, 170525.9, 916, 235486.4, 916, 1144578.0, 916, 395268.2, 916, 418422.7, 916, 297788.2, 916, 193315.2, 916, 361347.2, 916, 268668.6, 916, 322863.1, 916, 258233.3, 916, 366858.1, 916, 268914.8, 916, 350229.0, 916, 402350.2, 916, 258392.6
918, 170463.8, 918, 235558.5, 918, 1144524.0, 918, 395298.3, 918, 418430.6, 918, 297776.3, 918, 193287.1, 918, 361350.5, 918, 268690.0, 918, 322856.9, 918, 258250.9, 918, 366840.6, 918, 268954.0, 918, 350260.4, 918, 402328.9, 918, 258366.9
920, 170502.5, 920, 235494.2, 920, 1144569.0, 920, 395295.8, 920, 418396.0, 920, 297741.7, 920, 193340.8, 920, 361362.1, 920, 268688.7, 920, 322846.0, 920, 258229.3, 920, 366867.1, 920, 268922.1, 920, 350253.9, 920, 402278.9, 920, 258454.6
922, 170458.6, 922, 235507.5, 922, 1144534.0, 922, 395214.5, 922, 418438.6, 922, 297786.3, 922, 193307.5, 922, 361384.3, 922, 268659.8, 922, 322792.7, 922, 258267.5, 922, 366855.4, 922, 268884.4, 922, 350204.3, 922, 402296.8, 922, 258426.9
924, 170529.5, 924, 235466.0, 924, 1144506.0, 924, 395283.9, 924, 418438.2, 924, 297793.1, 924, 193318.8, 924, 361408.3, 924, 268717.7, 924, 322856.8, 924, 258225.9, 924, 366841.6, 924, 268905.2, 924, 350216.8, 924, 402312.5, 924, 258427.4
926, 170468.5, 926, 235496.3, 926, 1144529.0, 926, 395232.0, 926, 418406.8, 926, 297796.7, 926, 193318.1, 926, 361397.8, 926, 268634.6, 926, 322844.0, 926, 258253.5, 926, 366859.6, 926, 268901.4, 926, 350226.4, 926, 402313.0, 926, 258476.0
928, 170445.2, 928, 235499.7, 928, 1144512.0, 928, 395315.7, 928, 418411.9, 928, 297790.1, 928, 193330.5, 928, 361379.4, 928, 268676.6, 928, 322852.1, 928, 258275.2, 928, 366881.4, 928, 268860.1, 928, 350192.0, 928, 402338.5, 928, 258405.0
930, 170529.0, 930, 235503.3, 930, 1144536.0, 930, 395262.2, 930, 418396.8, 930, 297769.0, 930, 193296.9, 930, 361306.5, 930, 268701.2, 930, 322868.4, 930, 258304.6, 930, 366860.0, 930, 268898.0, 930, 350250.5, 930, 402320.4, 930, 258463.7
932, 170498.4, 932, 235497.1, 932, 1144613.0, 932, 395278.0, 932, 418398.4, 932, 297782.7, 932, 193306.4, 932, 361313.1, 932, 268622.4, 932, 322914.5, 932, 258274.3, 932, 366853.9, 932, 268955.3, 932, 350225.0, 932, 402372.6, 932, 258395.8
934, 170523.1, 934, 235505.7, 934, 1144588.0, 934, 395272.1, 934, 418389.7, 934, 297824.9, 934, 193314.8, 934, 361337.2, 934, 268659.6, 934, 322885.1, 934, 258186.9, 934, 366880.8, 934, 268925.1, 934, 350234.1, 934, 402442.3, 934, 258482.8
936, 170469.3, 936, 235472.8, 936, 1144635.0, 936, 395348.7, 936, 418372.9, 936, 297815.9, 936, 193279.0, 936, 361342.2, 936, 268651.2, 936, 322888.7, 936, 258201.8, 936, 366872.5, 936, 268945.5, 936, 350130.2, 936, 402454.8, 936, 258485.5
938, 170532.7, 938, 235496.0, 938, 1144576.0, 938, 395374.7, 938, 418432.7, 938, 297772.7, 938, 193308.6, 938, 361394.4, 938, 268683.8, 938, 322883.1, 938, 258190.8, 938, 366851.1, 938, 268991.1, 938, 350193.1, 938, 402416.2, 938, 258459.0
940, 170562.7, 940, 235548.0, 940, 1144562.0, 940, 395273.1, 940, 418398.1, 940, 297757.0, 940, 193322.3, 940, 361401.0, 940, 268742.8, 940, 322855.6, 940, 258172.4, 940, 366846.8, 940, 268954.6, 940, 350190.9, 940, 402407.1, 940, 258393.2
942, 170471.8, 942, 235508.1, 942, 1144506.0, 942, 395255.7, 942, 418345.8, 942, 297754.6, 942, 193296.4, 942, 361378.8, 942, 268648.6, 942, 322833.3, 942, 258169.5, 942, 366887.3, 942, 268883.3, 942, 350195.7, 942, 402393.9, 942, 258372.0
944, 170487.6, 944, 235525.5, 944, 1144563.0, 944, 395339.1, 944, 418385.1, 944, 297729.4, 944, 193265.4, 944, 361388.3, 944, 268696.9, 944, 322823.6, 944, 258238.2, 944, 366800.4, 944, 268874.7, 944, 350215.8, 944, 402384.9, 944, 258412.7
946, 170505.1, 946, 235526.3, 946, 1144535.0, 946, 395277.5, 946, 418400.9, 946, 297727.7, 946, 193279.4, 946, 361328.7, 946, 268612.3, 946, 322833.4, 946, 258212.5, 946, 366839.8, 946, 268906.1, 946, 350198.0, 946, 402426.4, 946, 258386.7
948, 170433.2, 948, 235432.2, 948, 1144506.0, 948, 395231.6, 948, 418380.8, 948, 297805.9, 948, 193291.4, 948, 361326.0, 948, 268630.9, 948, 322809.2, 948, 258195.2, 948, 366813.8, 948, 268909.7, 948, 350218.9, 948, 402307.0, 948, 258412.1
950, 170535.3, 950, 235510.8, 950, 1144547.0, 950, 395227.3, 950, 418429.5, 950, 297812.3, 950, 193271.8, 950, 361315.5, 950, 268653.9, 950, 322845.8, 950, 258264.2, 950, 366868.0, 950, 268904.8, 950, 350159.6, 950, 402336.4, 950, 258411.8
952, 170526.6, 952, 235450.8, 952, 1144514.0, 952, 395263.9, 952, 418428.0, 952, 297758.1, 952, 193371.4, 952, 361358.8, 952, 268628.5, 952, 322849.8, 952, 258223.0, 952, 366838.4, 952, 268885.4, 952, 350201.7, 952, 402261.5, 952, 258429.9
954, 170516.5, 954, 235448.1, 954, 1144520.0, 954, 395206.4, 954, 418429.6, 954, 297774.6, 954, 193307.5, 954, 361320.0, 954, 268675.0, 954, 322862.5, 954, 258252.0, 954, 366806.7, 954, 268905.1, 954, 350251.8, 954, 402300.0, 954, 258389.8
956, 170459.8, 956, 235507.2, 956, 1144489.0, 956, 395231.6, 956, 418366.8, 956, 297761.0, 956, 193282.8, 956, 361269.0, 956, 268664.8, 956, 322780.4, 956, 258274.0, 956, 366830.9, 956, 268887.8, 956, 350160.0, 956, 402351.1, 956, 258383.0
958, 170423.3, 958, 235435.0, 958, 1144515.0, 958, 395254.4, 958, 418370.2, 958, 297741.6, 958, 193330.6, 958, 361406.6, 958, 268666.7, 958, 322845.7, 958, 258261.0, 958, 366848.2, 958, 268869.6, 958, 350220.1, 958, 402334.0, 958, 258409.8
960, 170433.2, 960, 235446.0, 960, 1144530.0, 960, 395242.9, 960, 418384.7, 960, 297767.5, 960, 193269.8, 960, 361296.9, 960, 268659.2, 960, 322772.5, 960, 258239.5, 960, 366846.6, 960, 268856.0, 960, 350215.3, 960, 402274.7, 960, 258390.0
962, 170444.0, 962, 235497.3, 962, 1144475.0, 962, 395266.3, 962, 418365.4, 962, 297791.8, 962, 193293.6, 962, 361318.0, 962, 268632.1, 962, 322815.0, 962, 258286.8, 962, 366863.9, 962, 268827.7, 962, 350187.6, 962, 402300.6, 962, 258393.8
964, 170521.7, 964, 235520.3, 964, 1144491.0, 964, 395248.8, 964, 418355.7, 964, 297758.5, 964, 193366.1, 964, 361247.1, 964, 268673.5, 964, 322789.2, 964, 258290.2, 964, 366847.3, 964, 268846.5, 964, 350237.0, 964, 402341.6, 964, 258409.6
966, 170520.3, 966, 235467.1, 966, 1144520.0, 966, 395323.8, 966, 418367.3, 966, 297778.8, 966, 193349.8, 966, 361275.1, 966, 268722.3, 966, 322919.2, 966, 258266.4, 966, 366874.5, 966, 268933.8, 966, 350207.4, 966, 402373.1, 966, 258446.9
968, 170463.4, 968, 235499.3, 968, 1144523.0, 968, 395322.0, 968, 418363.7, 968, 297808.1, 968, 193297.0, 968, 361284.8, 968, 268633.3, 968, 323001.1, 968, 258222.1, 968, 366890.8, 968, 268909.3, 968, 350199.3, 968, 402504.0, 968, 258475.1
970, 170541.3, 970, 235548.3, 970, 1144602.0, 970, 395395.0, 970, 418379.9, 970, 297812.4, 970, 193290.6, 970, 361356.3, 970, 268631.8, 970, 323005.8, 970, 258108.8, 970, 366895.7, 970, 268956.3, 970, 350181.4, 970, 402577.9, 970, 258496.0
972, 170507.0, 972, 235516.8, 972, 1144521.0, 972, 395382.0, 972, 418355.1, 972, 297826.5, 972, 193300.2, 972, 361413.7, 972, 268595.1, 972, 322940.8, 972, 258080.8, 972, 366853.2, 972, 268946.5, 972, 350123.2, 972, 402566.3, 972, 258472.3
974, 170538.6, 974, 235548.8, 974, 1144522.0, 974, 395348.5, 974, 418389.0, 974, 297726.9, 974, 193308.7, 974, 361419.8, 974, 268621.2, 974, 322902.2, 974, 258103.3, 974, 366873.0, 974, 268950.9, 974, 350102.9, 974, 402519.7, 974, 258439.5
976, 170513.7, 976, 235578.5, 976, 1144602.0, 976, 395309.5, 976, 418355.8, 976, 297705.6, 976, 193316.2, 976, 361322.0, 976, 268642.2, 976, 322944.1, 976, 258101.6, 976, 366874.7, 976, 268945.2, 976, 350239.6, 976, 402519.1, 976, 258432.3
978, 170535.0, 978, 235522.3, 978, 1144582.0, 978, 395256.9, 978, 418415.5, 978, 297795.4, 978, 193288.7, 978, 361335.2, 978, 268634.9, 978, 322979.5, 978, 258099.6, 978, 366877.0, 978, 268933.3, 978, 350250.0, 978, 402547.5, 978, 258483.0
980, 170512.6, 980, 235570.6, 980, 1144580.0, 980, 395418.3, 980, 418397.6, 980, 297775.7, 980, 193303.2, 980, 361421.8, 980, 268582.2, 980, 322952.2, 980, 258079.6, 980, 366842.2, 980, 268996.0, 980, 350173.6, 980, 402662.6, 980, 258456.7
982, 170502.6, 982, 235577.3, 982, 1144599.0, 982, 395424.8, 982, 418370.4, 982, 297819.5, 982, 193253.9, 982, 361436.4, 982, 268633.1, 982, 323001.3, 982, 258074.3, 982, 366860.4, 982, 268979.7, 982, 350167.7, 982, 402576.2, 982, 258455.5
986, 170542.0, 986, 235591.8, 986, 1144656.0, 986, 395357.1, 986, 418386.0, 986, 297736.4, 986, 193281.5, 986, 361469.7, 986, 268582.4, 986, 322918.6, 986, 258015.7, 986, 366779.7, 986, 268999.3, 986, 350157.4, 986, 402487.9, 986, 258469.8
988, 170575.2, 988, 235575.4, 988, 1144585.0, 988, 395302.9, 988, 418378.0, 988, 297660.6, 988, 193316.7, 988, 361423.0, 988, 268613.6, 988, 322891.2, 988, 258088.2, 988, 366794.6, 988, 268986.8, 988, 350175.5, 988, 402438.4, 988, 258396.9
990, 170535.3, 990, 235512.2, 990, 1144565.0, 990, 395280.5, 990, 418408.2, 990, 297703.7, 990, 193308.1, 990, 361396.1, 990, 268619.2, 990, 322839.5, 990, 258120.6, 990, 366730.7, 990, 268986.0, 990, 350212.5, 990, 402376.9, 990, 258393.4
992, 170493.2, 992, 235503.9, 992, 1144552.0, 992, 395290.2, 992, 418387.4, 992, 297662.4, 992, 193287.8, 992, 361339.6, 992, 268651.1, 992, 322852.4, 992, 258101.9, 992, 366768.6, 992, 268903.3, 992, 350190.4, 992, 402333.3, 992, 258380.2
994, 170455.5, 994, 235456.8, 994, 1144491.0, 994, 395211.9, 994, 418391.2, 994, 297700.1, 994, 193282.5, 994, 361331.4, 994, 268651.0, 994, 322846.3, 994, 258098.0, 994, 366803.1, 994, 268865.7, 994, 350152.6, 994, 402299.1, 994, 258357.1
996, 170464.9, 996, 235488.5, 996, 1144516.0, 996, 395287.8, 996, 418412.4, 996, 297688.2, 996, 193264.7, 996, 361377.8, 996, 268664.4, 996, 322806.9, 996, 258157.4, 996, 366795.7, 996, 268909.4, 996, 350156.9, 996, 402381.7, 996, 258320.8
998, 170491.6, 998, 235428.5, 998, 1144535.0, 998, 395233.5, 998, 418431.0, 998, 297739.2, 998, 193321.9, 998, 361303.2, 998, 268631.1, 998, 322782.6, 998, 258185.7, 998, 366851.7, 998, 268866.7, 998, 350260.4, 998, 402267.2, 998, 258376.4
1000, 170438.2, 1000, 235468.1, 1000, 1144480.0, 1000, 395193.7, 1000, 418372.9, 1000, 297663.4, 1000, 193262.9, 1000, 361360.8, 1000, 268621.5, 1000, 322795.6, 1000, 258153.2, 1000, 366781.8, 1000, 268903.5, 1000, 350207.2, 1000, 402297.9, 1000, 258442.2
1002, 170492.7, 1002, 235462.7, 1002, 1144511.0, 1002, 395250.4, 1002, 418342.2, 1002, 297681.6, 1002, 193272.3, 1002, 361290.8, 1002, 268695.2, 1002, 322799.6, 1002, 258206.4, 1002, 366805.3, 1002, 268849.7, 1002, 350195.0, 1002, 402287.4, 1002, 258376.7
1004, 170452.1, 1004, 235435.1, 1004, 1144479.0, 1004, 395200.8, 1004, 418372.6, 1004, 297763.3, 1004, 193262.3, 1004, 361312.1, 1004, 268656.6, 1004, 322836.6, 1004, 258161.8, 1004, 366774.3, 1004, 268845.3, 1004, 350247.0, 1004, 402345.0, 1004, 258400.5
1006, 170391.0, 1006, 235434.6, 1006, 1144482.0, 1006, 395239.4, 1006, 418370.8, 1006, 297741.9, 1006, 193236.1, 1006, 361332.1, 1006, 268657.3, 1006, 322831.2, 1006, 258156.7, 1006, 366827.7, 1006, 268896.2, 1006, 350193.2, 1006, 402310.8, 1006, 258355.9
1008, 170442.3, 1008, 235460.7, 1008, 1144513.0, 1008, 395235.8, 1008, 418363.6, 1008, 297672.8, 1008, 193289.9, 1008, 361326.0, 1008, 268696.9, 1008, 322778.3, 1008, 258162.3, 1008, 366826.5, 1008, 268897.7, 1008, 350195.9, 1008, 402309.0, 1008, 258366.2
1010, 170449.9, 1010, 235445.5, 1010, 1144504.0, 1010, 395222.3, 1010, 418350.6, 1010, 297729.3, 1010, 193283.8, 1010, 361366.9, 1010, 268669.7, 1010, 322800.9, 1010, 258149.8, 1010, 366805.1, 1010, 268857.3, 1010, 350231.6, 1010, 402340.3, 1010, 258367.2
1012, 170404.8, 1012, 235507.7, 1012, 1144484.0, 1012, 395261.6, 1012, 418405.5, 1012, 297719.8, 1012, 193297.6, 1012, 361328.2, 1012, 268591.5, 1012, 322797.5, 1012, 258158.5, 1012, 366818.9, 1012, 268871.8, 1012, 350224.6, 1012, 402372.6, 1012, 258378.7
1014, 170461.7, 1014, 235496.5, 1014, 1144501.0, 1014, 395227.1, 1014, 418319.3, 1014, 297729.8, 1014, 193258.3, 1014, 361346.4, 1014, 268627.0, 1014, 322726.4, 1014, 258153.1, 1014, 366775.1, 1014, 268927.6, 1014, 350172.5, 1014, 402368.4, 1014, 258382.9
1016, 170445.7, 1016, 235474.9, 1016, 1144479.0, 1016, 395278.8, 1016, 418355.7, 1016, 297704.0, 1016, 193277.1, 1016, 361281.8, 1016, 268617.5, 1016, 322787.1, 1016, 258183.2, 1016, 366784.5, 1016, 268902.5, 1016, 350183.3, 1016, 402248.5, 1016, 258383.7
1018, 170397.2, 1018, 235473.1, 1018, 1144470.0, 1018, 395292.5, 1018, 418313.3, 1018, 297702.6, 1018, 193242.2, 1018, 361322.5, 1018, 268649.9, 1018, 322737.0, 1018, 258220.0, 1018, 366838.3, 1018, 268835.6, 1018, 350180.7, 1018, 402327.5, 1018, 258382.3
1020, 170437.8, 1020, 235438.0, 1020, 1144502.0, 1020, 395267.6, 1020, 418346.9, 1020, 297740.5, 1020, 193284.9, 1020, 361294.4, 1020, 268603.6, 1020, 322784.8, 1020, 258205.4, 1020, 366801.6, 1020, 268863.9, 1020, 350234.7, 1020, 402271.7, 1020, 258326.9
1022, 170403.4, 1022, 235369.5, 1022, 1144432.0, 1022, 395240.6, 1022, 418325.9, 1022, 297707.3, 1022, 193320.8, 1022, 361295.3, 1022, 268597.5, 1022, 322775.5, 1022, 258181.0, 1022, 366819.0, 1022, 268839.5, 1022, 350210.2, 1022, 402288.3, 1022, 258382.8
1024, 170415.7, 1024, 235421.7, 1024, 1144426.0, 1024, 395185.5, 1024, 418394.1, 1024, 297696.1, 1024, 193272.7, 1024, 361278.5, 1024, 268597.0, 1024, 322802.4, 1024, 258203.4, 1024, 366833.7, 1024, 268856.2, 1024, 350187.6, 1024, 402276.2, 1024, 258365.3
1026, 170427.3, 1026, 235408.5, 1026, 1144456.0, 1026, 395239.9, 1026, 418351.0, 1026, 297731.1, 1026, 193251.8, 1026, 361278.0, 1026, 268643.8, 1026, 322745.7, 1026, 258218.5, 1026, 366836.0, 1026, 268803.6, 1026, 350187.6, 1026, 402311.8, 1026, 258402.2
1028, 170450.5, 1028, 235461.6, 1028, 1144508.0, 1028, 395232.0, 1028, 418367.3, 1028, 297723.2, 1028, 193260.7, 1028, 361287.2, 1028, 268634.0, 1028, 322757.9, 1028, 258244.4, 1028, 366821.6, 1028, 268852.1, 1028, 350195.6, 1028, 402274.8, 1028, 258357.6
1030, 170380.3, 1030, 235440.1, 1030, 1144472.0, 1030, 395226.9, 1030, 418311.0, 1030, 297702.7, 1030, 193321.2, 1030, 361245.0, 1030, 268600.7, 1030, 322728.0, 1030, 258225.8, 1030, 366813.4, 1030, 268863.6, 1030, 350235.8, 1030, 402302.2, 1030, 258447.3
1032, 170426.6, 1032, 235398.0, 1032, 1144463.0, 1032, 395249.8, 1032, 418280.2, 1032, 297725.5, 1032, 193246.4, 1032, 361349.7, 1032, 268628.9, 1032, 322779.7, 1032, 258190.8, 1032, 366806.5, 1032, 268825.6, 1032, 350235.1, 1032, 402288.4, 1032, 258382.5
1034, 170416.2, 1034, 235411.4, 1034, 1144484.0, 1034, 395231.6, 1034, 418304.7, 1034, 297711.0, 1034, 193278.8, 1034, 361286.6, 1034, 268618.2, 1034, 322749.3, 1034, 258188.7, 1034, 366812.7, 1034, 268834.2, 1034, 350147.9, 1034, 402316.3, 1034, 258420.3
1036, 170400.0, 1036, 235452.1, 1036, 1144489.0, 1036, 395215.1, 1036, 418332.5, 1036, 297698.1, 1036, 193237.4, 1036, 361244.7, 1036, 268656.1, 1036, 322763.8, 1036, 258264.5, 1036, 366802.4, 1036, 268857.9, 1036, 350193.0, 1036, 402325.6, 1036, 258443.3
1038, 170434.1, 1038, 235474.0, 1038, 1144524.0, 1038, 395230.8, 1038, 418372.7, 1038, 297741.4, 1038, 193266.0, 1038, 361265.8, 1038, 268619.4, 1038, 322878.4, 1038, 258183.7, 1038, 366795.5, 1038, 268869.2, 1038, 350289.4, 1038, 402372.7, 1038, 258340.8
1040, 170420.1, 1040, 235454.5, 1040, 1144489.0, 1040, 395214.2, 1040, 418302.5, 1040, 297790.9, 1040, 193284.0, 1040, 361291.2, 1040, 268581.4, 1040, 322795.6, 1040, 258138.3, 1040, 366763.0, 1040, 268827.3, 1040, 350259.0, 1040, 402459.5, 1040, 258368.8
1042, 170429.6, 1042, 235460.3, 1042, 1144474.0, 1042, 395311.5, 1042, 418300.8, 1042, 297748.1, 1042, 193287.3, 1042, 361287.6, 1042, 268589.8, 1042, 322825.7, 1042, 258148.4, 1042, 366837.4, 1042, 268833.8, 1042, 350183.2, 1042, 402409.9, 1042, 258367.7
1044, 170442.2, 1044, 235475.0, 1044, 1144494.0, 1044, 395219.4, 1044, 418349.3, 1044, 297693.9, 1044, 193240.0, 1044, 361357.9, 1044, 268602.3, 1044, 322789.1, 1044, 258140.2, 1044, 366792.0, 1044, 268894.4, 1044, 350251.4, 1044, 402369.8, 1044, 258342.9
1046, 170403.7, 1046, 235429.6, 1046, 1144473.0, 1046, 395234.5, 1046, 418314.2, 1046, 297678.2, 1046, 193273.3, 1046, 361321.1, 1046, 268627.5, 1046, 322800.9, 1046, 258149.5, 1046, 366821.5, 1046, 268864.4, 1046, 350257.6, 1046, 402305.2, 1046, 258328.5
1048, 170419.8, 1048, 235431.9, 1048, 1144465.0, 1048, 395232.1, 1048, 418290.3, 1048, 297724.3, 1048, 193274.1, 1048, 361305.7, 1048, 268612.0, 1048, 322763.8, 1048, 258187.3, 1048, 366790.2, 1048, 268840.6, 1048, 350206.4, 1048, 402278.0, 1048, 258325.4
1050, 170433.0, 1050, 235439.2, 1050, 1144499.0, 1050, 395187.0, 1050, 418337.7, 1050, 297690.2, 1050, 193238.3, 1050, 361328.6, 1050, 268681.9, 1050, 322789.9, 1050, 258205.2, 1050, 366794.4, 1050, 268877.4, 1050, 350323.8, 1050, 402342.6, 1050, 258289.4
1052, 170423.4, 1052, 235435.0, 1052, 1144488.0, 1052, 395224.4, 1052, 418325.8, 1052, 297711.7, 1052, 193283.1, 1052, 361321.8, 1052, 268611.0, 1052, 322825.9, 1052, 258169.5, 1052, 366797.8, 1052, 268862.6, 1052, 350249.0, 1052, 402368.3, 1052, 258312.2
1054, 170416.8, 1054, 235482.1, 1054, 1144487.0, 1054, 395264.6, 1054, 418282.4, 1054, 297723.0, 1054, 193267.4, 1054, 361412.9, 1054, 268564.9, 1054, 322803.4, 1054, 258089.0, 1054, 366798.4, 1054, 268877.8, 1054, 350177.6, 1054, 402405.8, 1054, 258352.5
1056, 170387.2, 1056, 235518.4, 1056, 1144479.0, 1056, 395231.5, 1056, 418323.7, 1056, 297751.6, 1056, 193248.9, 1056, 361294.4, 1056, 268609.7, 1056, 322800.6, 1056, 258159.7, 1056, 366751.9, 1056, 268868.1, 1056, 350187.9, 1056, 402393.0, 1056, 258405.9
1058, 170492.1, 1058, 235491.3, 1058, 1144465.0, 1058, 395307.2, 1058, 418343.5, 1058, 297655.8, 1058, 193299.9, 1058, 361280.1, 1058, 268597.9, 1058, 322768.1, 1058, 258131.6, 1058, 366785.1, 1058, 268892.8, 1058, 350206.7, 1058, 402344.5, 1058, 258361.0
1060, 170419.2, 1060, 235450.1, 1060, 1144473.0, 1060, 395178.2, 1060, 418303.6, 1060, 297681.4, 1060, 193249.8, 1060, 361326.3, 1060, 268563.0, 1060, 322709.3, 1060, 258147.7, 1060, 366793.1, 1060, 268826.3, 1060, 350192.4, 1060, 402291.4, 1060, 258310.2
1062, 170414.3, 1062, 235458.0, 1062, 1144465.0, 1062, 395206.3, 1062, 418301.4, 1062, 297695.0, 1062, 193239.3, 1062, 361303.4, 1062, 268600.1, 1062, 322752.6, 1062, 258221.3, 1062, 366735.7, 1062, 268884.6, 1062, 350222.8, 1062, 402295.3, 1062, 258339.1
1064, 170337.2, 1064, 235405.6, 1064, 1144426.0, 1064, 395203.1, 1064, 418284.2, 1064, 297710.8, 1064, 193230.8, 1064, 361255.0, 1064, 268592.7, 1064, 322715.6, 1064, 258111.7, 1064, 366770.5, 1064, 268763.0, 1064, 350232.6, 1064, 402313.2, 1064, 258383.6
1066, 170386.2, 1066, 235418.6, 1066, 1144454.0, 1066, 395181.7, 1066, 418295.7, 1066, 297703.8, 1066, 193320.3, 1066, 361336.9, 1066, 268575.0, 1066, 322714.5, 1066, 258171.4, 1066, 366773.8, 1066, 268779.8, 1066, 350268.1, 1066, 402320.2, 1066, 258311.7
1068, 170382.0, 1068, 235431.8, 1068, 1144465.0, 1068, 395226.3, 1068, 418278.1, 1068, 297689.2, 1068, 193282.6, 1068, 361310.3, 1068, 268653.7, 1068, 322719.8, 1068, 258170.1, 1068, 366785.4, 1068, 268829.2, 1068, 350211.5, 1068, 402272.7, 1068, 258353.4
1070, 170362.2, 1070, 235395.5, 1070, 1144430.0, 1070, 395153.5, 1070, 418244.8, 1070, 297723.0, 1070, 193252.6, 1070, 361244.3, 1070, 268599.1, 1070, 322692.3, 1070, 258151.2, 1070, 366765.8, 1070, 268827.9, 1070, 350241.1, 1070, 402270.2, 1070, 258313.7
1072, 170403.4, 1072, 235382.0, 1072, 1144438.0, 1072, 395180.1, 1072, 418318.6, 1072, 297711.4, 1072, 193251.3, 1072, 361252.1, 1072, 268602.2, 1072, 322739.9, 1072, 258251.5, 1072, 366744.7, 1072, 268830.5, 1072, 350267.6, 1072, 402261.9, 1072, 258356.9
1074, 170362.5, 1074, 235400.8, 1074, 1144486.0, 1074, 395117.6, 1074, 418303.3, 1074, 297734.3, 1074, 193253.9, 1074, 361197.5, 1074, 268615.6, 1074, 322715.6, 1074, 258134.6, 1074, 366769.0, 1074, 268787.5, 1074, 350206.2, 1074, 402248.7, 1074, 258335.5
1076, 170368.4, 1076, 235361.5, 1076, 1144441.0, 1076, 395184.3, 1076, 418258.7, 1076, 297712.8, 1076, 193245.8, 1076, 361263.9, 1076, 268643.2, 1076, 322753.6, 1076, 258089.0, 1076, 366771.7, 1076, 268820.7, 1076, 350205.8, 1076, 402330.9, 1076, 258372.9
1078, 170430.5, 1078, 235433.2, 1078, 1144457.0, 1078, 395185.5, 1078, 418260.6, 1078, 297692.5, 1078, 193274.3, 1078, 361243.8, 1078, 268637.9, 1078, 322735.9, 1078, 258197.2, 1078, 366752.6, 1078, 268810.2, 1078, 350201.4, 1078, 402317.2, 1078, 258315.7
1080, 170426.4, 1080, 235455.7, 1080, 1144467.0, 1080, 395209.6, 1080, 418235.3, 1080, 297735.3, 1080, 193261.5, 1080, 361264.1, 1080, 268625.1, 1080, 322722.1, 1080, 258199.7, 1080, 366776.0, 1080, 268849.0, 1080, 350268.2, 1080, 402315.3, 1080, 258361.1
