time_1,Nylon_1,time_2,Nylon_2,time_3,Nylon_3,time_4,Nylon_4,time_5,Cellulose_1,time_6,Cellulose_2,time_7,Cellulose_3,time_8,Cellulose_4,time_9,Polyimide_1,time_10,Polyimide_2,time_11,Polyimide_3,time_12,Polyimide_4,time_13,PET_1,time_14,PET_2,time_15,PET_3,time_16,PET_4
3938, 167264.4, 3938, 231600.2, 3938, 1143224.0, 3938, 390828.2, 3938, 415557.4, 3938, 296325.8, 3938, 189114.0, 3938, 357833.8, 3938, 273770.0, 3938, 327666.5, 3938, 262586.1, 3938, 370908.9, 3938, 275355.2, 3938, 362847.7, 3938, 409469.2, 3938, 257921.9
3940, 167258.6, 3940, 231652.4, 3940, 1143228.0, 3940, 390834.4, 3940, 415591.0, 3940, 296352.3, 3940, 189107.9, 3940, 357909.5, 3940, 273808.3, 3940, 327655.7, 3940, 262601.3, 3940, 370923.3, 3940, 275363.1, 3940, 362830.9, 3940, 409485.8, 3940, 257948.7
3942, 167236.7, 3942, 231631.2, 3942, 1143236.0, 3942, 390740.4, 3942, 415545.3, 3942, 296380.5, 3942, 189085.6, 3942, 357871.9, 3942, 273708.4, 3942, 327628.6, 3942, 262584.8, 3942, 370968.8, 3942, 275368.8, 3942, 362905.0, 3942, 409460.7, 3942, 257927.9
3944, 167233.5, 3944, 231688.2, 3944, 1143271.0, 3944, 390826.5, 3944, 415576.7, 3944, 296295.5, 3944, 189123.6, 3944, 357835.4, 3944, 273786.8, 3944, 327656.2, 3944, 262621.1, 3944, 370974.1, 3944, 275334.3, 3944, 362858.3, 3944, 409486.0, 3944, 257923.4
3946, 167309.8, 3946, 231651.9, 3946, 1143257.0, 3946, 390842.7, 3946, 415583.7, 3946, 296305.1, 3946, 189084.7, 3946, 357863.4, 3946, 273742.4, 3946, 327647.9, 3946, 262560.6, 3946, 370972.8, 3946, 275430.1, 3946, 362858.5, 3946, 409534.4, 3946, 257953.2
3948, 167295.0, 3948, 231638.3, 3948, 1143237.0, 3948, 390849.4, 3948, 415631.4, 3948, 296355.5, 3948, 189124.8, 3948, 357879.4, 3948, 273709.3, 3948, 327732.1, 3948, 262513.4, 3948, 370961.0, 3948, 275371.1, 3948, 362860.3, 3948, 409508.0, 3948, 257952.8
3950, 167245.3, 3950, 231688.1, 3950, 1143223.0, 3950, 390817.6, 3950, 415557.1, 3950, 296309.5, 3950, 189081.0, 3950, 357841.4, 3950, 273741.7, 3950, 327656.8, 3950, 262534.9, 3950, 370989.6, 3950, 275354.7, 3950, 362809.3, 3950, 409578.1, 3950, 257940.7
3952, 167311.5, 3952, 231654.0, 3952, 1143255.0, 3952, 390784.5, 3952, 415567.6, 3952, 296326.2, 3952, 189091.2, 3952, 357879.4, 3952, 273705.0, 3952, 327676.6, 3952, 262564.2, 3952, 370894.2, 3952, 275414.4, 3952, 362816.5, 3952, 409532.5, 3952, 257944.1
3954, 167273.2, 3954, 231641.6, 3954, 1143201.0, 3954, 390792.3, 3954, 415540.5, 3954, 296386.6, 3954, 189049.7, 3954, 357925.8, 3954, 273743.9, 3954, 327623.1, 3954, 262576.5, 3954, 370952.6, 3954, 275363.7, 3954, 362852.4, 3954, 409485.7, 3954, 257936.2
3956, 167257.8, 3956, 231729.5, 3956, 1143229.0, 3956, 390816.8, 3956, 415602.4, 3956, 296291.4, 3956, 189144.9, 3956, 357820.0, 3956, 273759.2, 3956, 327647.5, 3956, 262559.2, 3956, 370952.8, 3956, 275338.3, 3956, 362897.5, 3956, 409548.9, 3956, 257939.8
3958, 167297.0, 3958, 231689.2, 3958, 1143258.0, 3958, 390837.0, 3958, 415637.4, 3958, 296275.2, 3958, 189118.9, 3958, 357868.6, 3958, 273757.6, 3958, 327627.0, 3958, 262580.7, 3958, 370948.3, 3958, 275288.2, 3958, 362849.9, 3958, 409503.4, 3958, 257917.3
3960, 167199.6, 3960, 231665.9, 3960, 1143245.0, 3960, 390746.2, 3960, 415612.6, 3960, 296305.5, 3960, 189049.3, 3960, 357921.6, 3960, 273796.9, 3960, 327652.0, 3960, 262548.4, 3960, 370960.4, 3960, 275377.2, 3960, 362836.1, 3960, 409482.5, 3960, 257927.8
3962, 167286.4, 3962, 231667.2, 3962, 1143246.0, 3962, 390805.4, 3962, 415601.5, 3962, 296317.1, 3962, 189131.5, 3962, 357847.3, 3962, 273757.4, 3962, 327704.4, 3962, 262529.4, 3962, 370974.5, 3962, 275316.2, 3962, 362873.1, 3962, 409496.6, 3962, 257942.7
3964, 167237.8, 3964, 231629.7, 3964, 1143219.0, 3964, 390780.7, 3964, 415622.8, 3964, 296334.6, 3964, 189117.9, 3964, 357858.2, 3964, 273805.0, 3964, 327664.9, 3964, 262566.7, 3964, 370951.7, 3964, 275334.0, 3964, 362865.6, 3964, 409468.5, 3964, 257908.4
3966, 167273.3, 3966, 231697.4, 3966, 1143271.0, 3966, 390796.7, 3966, 415561.3, 3966, 296421.8, 3966, 189152.4, 3966, 357871.0, 3966, 273708.3, 3966, 327650.8, 3966, 262650.3, 3966, 370979.4, 3966, 275292.3, 3966, 362891.8, 3966, 409517.4, 3966, 257920.9
3968, 167245.3, 3968, 231680.0, 3968, 1143262.0, 3968, 390806.4, 3968, 415525.2, 3968, 296340.5, 3968, 189137.5, 3968, 357852.2, 3968, 273727.5, 3968, 327677.0, 3968, 262614.3, 3968, 370945.0, 3968, 275318.0, 3968, 362889.7, 3968, 409513.6, 3968, 257895.4
3970, 167293.2, 3970, 231691.9, 3970, 1143261.0, 3970, 390866.0, 3970, 415507.5, 3970, 296279.0, 3970, 189073.4, 3970, 357856.6, 3970, 273772.5, 3970, 327653.6, 3970, 262553.3, 3970, 370956.0, 3970, 275341.8, 3970, 362890.0, 3970, 409509.3, 3970, 257924.3
3972, 167272.4, 3972, 231672.2, 3972, 1143235.0, 3972, 390794.0, 3972, 415550.9, 3972, 296314.8, 3972, 189087.1, 3972, 357798.0, 3972, 273717.6, 3972, 327658.4, 3972, 262578.5, 3972, 370962.9, 3972, 275324.4, 3972, 362858.8, 3972, 409456.2, 3972, 257908.0
3974, 167226.7, 3974, 231675.5, 3974, 1143224.0, 3974, 390821.9, 3974, 415599.6, 3974, 296278.4, 3974, 189071.8, 3974, 357819.1, 3974, 273737.6, 3974, 327668.2, 3974, 262571.0, 3974, 370992.6, 3974, 275366.4, 3974, 362907.5, 3974, 409474.8, 3974, 257946.0
3976, 167302.6, 3976, 231631.1, 3976, 1143267.0, 3976, 390770.2, 3976, 415561.9, 3976, 296368.4, 3976, 189162.3, 3976, 357905.4, 3976, 273735.3, 3976, 327638.6, 3976, 262527.7, 3976, 370984.1, 3976, 275330.7, 3976, 362827.0, 3976, 409439.5, 3976, 257924.5
3978, 167292.6, 3978, 231680.5, 3978, 1143219.0, 3978, 390791.5, 3978, 415576.1, 3978, 296332.0, 3978, 189123.4, 3978, 357899.9, 3978, 273732.0, 3978, 327579.0, 3978, 262531.6, 3978, 370977.6, 3978, 275289.4, 3978, 362827.9, 3978, 409472.7, 3978, 257912.0
3980, 167255.8, 3980, 231643.2, 3980, 1143264.0, 3980, 390813.9, 3980, 415597.1, 3980, 296348.1, 3980, 189061.0, 3980, 357873.0, 3980, 273797.7, 3980, 327608.9, 3980, 262560.0, 3980, 370984.1, 3980, 275374.6, 3980, 362862.5, 3980, 409444.2, 3980, 257957.7
3982, 167259.7, 3982, 231642.1, 3982, 1143226.0, 3982, 390759.4, 3982, 415596.2, 3982, 296380.7, 3982, 189124.0, 3982, 357854.1, 3982, 273755.3, 3982, 327721.8, 3982, 262562.8, 3982, 370999.7, 3982, 275363.0, 3982, 362840.7, 3982, 409427.6, 3982, 257940.0
3984, 167220.3, 3984, 231667.0, 3984, 1143143.0, 3984, 390802.6, 3984, 415594.2, 3984, 296340.4, 3984, 189103.5, 3984, 357919.1, 3984, 273775.8, 3984, 327652.1, 3984, 262526.7, 3984, 370922.1, 3984, 275331.1, 3984, 362875.6, 3984, 409481.6, 3984, 257947.9
3986, 167321.4, 3986, 231704.3, 3986, 1143251.0, 3986, 390835.3, 3986, 415593.1, 3986, 296310.5, 3986, 189090.6, 3986, 357833.1, 3986, 273849.6, 3986, 327763.1, 3986, 262538.7, 3986, 371022.8, 3986, 275365.1, 3986, 362874.8, 3986, 409546.8, 3986, 257889.5
3988, 167311.6, 3988, 231674.3, 3988, 1143239.0, 3988, 390770.9, 3988, 415632.3, 3988, 296377.6, 3988, 189099.9, 3988, 357875.8, 3988, 273750.9, 3988, 327805.3, 3988, 262572.7, 3988, 371017.3, 3988, 275456.1, 3988, 362852.5, 3988, 409578.8, 3988, 257950.3
3990, 167336.8, 3990, 231669.0, 3990, 1143275.0, 3990, 390931.8, 3990, 415598.8, 3990, 296457.8, 3990, 189072.9, 3990, 357906.5, 3990, 273728.4, 3990, 327786.8, 3990, 262475.7, 3990, 371020.4, 3990, 275437.8, 3990, 362820.1, 3990, 409673.3, 3990, 257956.3
3992, 167384.2, 3992, 231720.7, 3992, 1143291.0, 3992, 390939.4, 3992, 415605.6, 3992, 296362.5, 3992, 189016.1, 3992, 357984.9, 3992, 273682.1, 3992, 327807.9, 3992, 262484.4, 3992, 371043.9, 3992, 275408.4, 3992, 362797.6, 3992, 409699.5, 3992, 257922.9
3994, 167416.6, 3994, 231774.8, 3994, 1143241.0, 3994, 390944.7, 3994, 415622.7, 3994, 296345.7, 3994, 189097.9, 3994, 357967.1, 3994, 273712.3, 3994, 327740.6, 3994, 262393.1, 3994, 370952.7, 3994, 275434.9, 3994, 362744.6, 3994, 409655.6, 3994, 257967.3
3996, 167384.7, 3996, 231759.0, 3996, 1143284.0, 3996, 390912.5, 3996, 415635.4, 3996, 296333.1, 3996, 189121.1, 3996, 357964.7, 3996, 273816.4, 3996, 327779.6, 3996, 262437.9, 3996, 370997.7, 3996, 275420.1, 3996, 362832.4, 3996, 409610.5, 3996, 257930.5
3998, 167279.7, 3998, 231770.2, 3998, 1143321.0, 3998, 390868.0, 3998, 415600.3, 3998, 296317.5, 3998, 189153.5, 3998, 357866.0, 3998, 273719.4, 3998, 327652.9, 3998, 262545.8, 3998, 370969.8, 3998, 275406.2, 3998, 362802.8, 3998, 409460.3, 3998, 257939.0
4000, 167326.6, 4000, 231712.8, 4000, 1143247.0, 4000, 390834.0, 4000, 415648.0, 4000, 296312.1, 4000, 189136.8, 4000, 357928.0, 4000, 273827.0, 4000, 327700.7, 4000, 262513.8, 4000, 370933.3, 4000, 275384.7, 4000, 362859.7, 4000, 409472.5, 4000, 257926.8
4002, 167318.3, 4002, 231700.1, 4002, 1143226.0, 4002, 390733.7, 4002, 415612.2, 4002, 296326.4, 4002, 189111.2, 4002, 357849.7, 4002, 273746.5, 4002, 327677.4, 4002, 262431.9, 4002, 370949.8, 4002, 275356.1, 4002, 362803.2, 4002, 409458.9, 4002, 257959.7
4004, 167322.2, 4004, 231690.7, 4004, 1143194.0, 4004, 390772.5, 4004, 415559.0, 4004, 296302.9, 4004, 189134.6, 4004, 357843.1, 4004, 273817.7, 4004, 327692.5, 4004, 262522.3, 4004, 370964.6, 4004, 275380.9, 4004, 362839.4, 4004, 409467.1, 4004, 257960.4
4006, 167271.7, 4006, 231711.7, 4006, 1143269.0, 4006, 390800.1, 4006, 415637.2, 4006, 296358.7, 4006, 189126.5, 4006, 357891.5, 4006, 273726.5, 4006, 327670.9, 4006, 262481.8, 4006, 370975.9, 4006, 275372.0, 4006, 362808.1, 4006, 409438.0, 4006, 257892.8
4008, 167291.8, 4008, 231673.6, 4008, 1143231.0, 4008, 390851.1, 4008, 415599.2, 4008, 296274.9, 4008, 189118.6, 4008, 357848.7, 4008, 273700.5, 4008, 327606.4, 4008, 262530.7, 4008, 371018.1, 4008, 275338.4, 4008, 362891.7, 4008, 409414.1, 4008, 257937.5
4010, 167267.8, 4010, 231695.0, 4010, 1143250.0, 4010, 390811.4, 4010, 415591.4, 4010, 296344.3, 4010, 189108.4, 4010, 357943.0, 4010, 273817.7, 4010, 327685.6, 4010, 262525.7, 4010, 370994.6, 4010, 275355.3, 4010, 362805.7, 4010, 409441.6, 4010, 257929.1
4012, 167320.5, 4012, 231701.2, 4012, 1143297.0, 4012, 390780.9, 4012, 415631.6, 4012, 296359.3, 4012, 189126.9, 4012, 357840.0, 4012, 273786.6, 4012, 327693.4, 4012, 262540.5, 4012, 370973.6, 4012, 275336.0, 4012, 362836.1, 4012, 409416.2, 4012, 257950.3
4014, 167256.8, 4014, 231690.1, 4014, 1143256.0, 4014, 390824.3, 4014, 415663.6, 4014, 296332.6, 4014, 189158.5, 4014, 357866.0, 4014, 273775.6, 4014, 327759.4, 4014, 262518.1, 4014, 370966.6, 4014, 275434.0, 4014, 362850.6, 4014, 409550.0, 4014, 257942.3
4016, 167321.2, 4016, 231707.7, 4016, 1143233.0, 4016, 390862.2, 4016, 415623.6, 4016, 296250.5, 4016, 189136.3, 4016, 357850.1, 4016, 273702.6, 4016, 327812.9, 4016, 262534.7, 4016, 371022.2, 4016, 275393.0, 4016, 362813.4, 4016, 409568.1, 4016, 257961.5
4018, 167303.0, 4018, 231743.0, 4018, 1143241.0, 4018, 390907.9, 4018, 415651.1, 4018, 296421.5, 4018, 189104.0, 4018, 357965.9, 4018, 273700.1, 4018, 327728.8, 4018, 262496.2, 4018, 370994.7, 4018, 275397.1, 4018, 362837.1, 4018, 409588.1, 4018, 257989.1
4020, 167278.6, 4020, 231691.0, 4020, 1143266.0, 4020, 390851.9, 4020, 415607.5, 4020, 296312.3, 4020, 189092.6, 4020, 357942.8, 4020, 273704.6, 4020, 327741.9, 4020, 262485.3, 4020, 370989.6, 4020, 275390.3, 4020, 362788.7, 4020, 409574.8, 4020, 257958.6
4022, 167320.2, 4022, 231712.8, 4022, 1143301.0, 4022, 390819.8, 4022, 415614.1, 4022, 296365.1, 4022, 189068.8, 4022, 357943.1, 4022, 273736.1, 4022, 327757.3, 4022, 262472.8, 4022, 370955.7, 4022, 275404.2, 4022, 362820.1, 4022, 409532.1, 4022, 257992.9
4024, 167273.2, 4024, 231762.2, 4024, 1143258.0, 4024, 390875.4, 4024, 415607.5, 4024, 296329.3, 4024, 189088.6, 4024, 357912.3, 4024, 273740.8, 4024, 327711.9, 4024, 262573.6, 4024, 371017.0, 4024, 275340.7, 4024, 362866.4, 4024, 409404.5, 4024, 257932.1
4026, 167328.8, 4026, 231760.6, 4026, 1143205.0, 4026, 390815.6, 4026, 415559.1, 4026, 296264.7, 4026, 189112.0, 4026, 357925.5, 4026, 273789.3, 4026, 327753.4, 4026, 262494.8, 4026, 370941.8, 4026, 275370.0, 4026, 362827.0, 4026, 409481.0, 4026, 257934.2
4028, 167292.9, 4028, 231734.8, 4028, 1143306.0, 4028, 390859.2, 4028, 415626.2, 4028, 296288.5, 4028, 189108.7, 4028, 357920.0, 4028, 273735.6, 4028, 327734.5, 4028, 262507.8, 4028, 371033.1, 4028, 275397.8, 4028, 362891.2, 4028, 409454.5, 4028, 257952.7
4030, 167358.7, 4030, 231695.7, 4030, 1143263.0, 4030, 390817.7, 4030, 415596.2, 4030, 296306.8, 4030, 189098.1, 4030, 357900.5, 4030, 273737.2, 4030, 327792.3, 4030, 262528.8, 4030, 371024.4, 4030, 275355.0, 4030, 362876.8, 4030, 409571.8, 4030, 257979.2
4032, 167315.1, 4032, 231745.7, 4032, 1143275.0, 4032, 390899.4, 4032, 415642.3, 4032, 296370.9, 4032, 189087.3, 4032, 357884.4, 4032, 273635.5, 4032, 327709.5, 4032, 262415.1, 4032, 370989.4, 4032, 275377.0, 4032, 362834.0, 4032, 409576.7, 4032, 257945.3
4034, 167283.6, 4034, 231719.7, 4034, 1143332.0, 4034, 390843.7, 4034, 415636.6, 4034, 296296.2, 4034, 189088.8, 4034, 357892.3, 4034, 273690.7, 4034, 327681.0, 4034, 262472.7, 4034, 370945.7, 4034, 275386.9, 4034, 362851.5, 4034, 409519.9, 4034, 257946.4
4036, 167278.2, 4036, 231759.6, 4036, 1143355.0, 4036, 390834.3, 4036, 415632.9, 4036, 296363.2, 4036, 189113.6, 4036, 357954.1, 4036, 273682.0, 4036, 327729.8, 4036, 262494.4, 4036, 370973.2, 4036, 275447.9, 4036, 362794.3, 4036, 409445.0, 4036, 257956.1
4038, 167234.4, 4038, 231748.4, 4038, 1143281.0, 4038, 390786.8, 4038, 415607.9, 4038, 296336.9, 4038, 189105.4, 4038, 357877.0, 4038, 273724.2, 4038, 327684.1, 4038, 262473.6, 4038, 371003.7, 4038, 275371.2, 4038, 362834.9, 4038, 409532.7, 4038, 257942.8
4040, 167311.3, 4040, 231739.6, 4040, 1143277.0, 4040, 390827.0, 4040, 415641.5, 4040, 296299.2, 4040, 189052.3, 4040, 357845.4, 4040, 273723.1, 4040, 327661.5, 4040, 262529.6, 4040, 370962.2, 4040, 275412.4, 4040, 362860.3, 4040, 409436.9, 4040, 257982.1
4042, 167249.0, 4042, 231684.2, 4042, 1143324.0, 4042, 390822.5, 4042, 415648.7, 4042, 296307.9, 4042, 189061.4, 4042, 357901.9, 4042, 273742.8, 4042, 327671.9, 4042, 262466.3, 4042, 370948.0, 4042, 275329.0, 4042, 362841.7, 4042, 409450.7, 4042, 257943.2
4044, 167310.4, 4044, 231712.4, 4044, 1143253.0, 4044, 390833.1, 4044, 415581.1, 4044, 296272.7, 4044, 189093.0, 4044, 357817.8, 4044, 273771.2, 4044, 327673.6, 4044, 262536.4, 4044, 370986.8, 4044, 275378.0, 4044, 362825.2, 4044, 409434.1, 4044, 257910.7
4046, 167275.8, 4046, 231648.2, 4046, 1143234.0, 4046, 390815.9, 4046, 415583.6, 4046, 296342.3, 4046, 189096.1, 4046, 357854.5, 4046, 273731.7, 4046, 327611.0, 4046, 262529.9, 4046, 370961.3, 4046, 275298.5, 4046, 362884.5, 4046, 409420.7, 4046, 257940.2
4048, 167306.0, 4048, 231735.0, 4048, 1143190.0, 4048, 390751.9, 4048, 415662.0, 4048, 296346.6, 4048, 189111.7, 4048, 357889.1, 4048, 273698.8, 4048, 327688.6, 4048, 262527.6, 4048, 370982.7, 4048, 275327.6, 4048, 362893.5, 4048, 409428.2, 4048, 257957.5
4050, 167309.8, 4050, 231712.0, 4050, 1143270.0, 4050, 390771.0, 4050, 415580.6, 4050, 296298.4, 4050, 189124.9, 4050, 357886.5, 4050, 273823.3, 4050, 327694.8, 4050, 262520.1, 4050, 370974.6, 4050, 275378.1, 4050, 362843.0, 4050, 409428.4, 4050, 257942.1
4052, 167324.9, 4052, 231777.9, 4052, 1143232.0, 4052, 390842.6, 4052, 415578.6, 4052, 296359.1, 4052, 189127.4, 4052, 357861.6, 4052, 273764.3, 4052, 327726.7, 4052, 262522.6, 4052, 371004.4, 4052, 275375.0, 4052, 362927.7, 4052, 409436.9, 4052, 257953.9
4054, 167223.2, 4054, 231683.6, 4054, 1143272.0, 4054, 390839.9, 4054, 415624.0, 4054, 296362.2, 4054, 189113.5, 4054, 357921.8, 4054, 273765.8, 4054, 327724.1, 4054, 262526.6, 4054, 370953.0, 4054, 275329.3, 4054, 362813.4, 4054, 409447.4, 4054, 257923.7
4056, 167292.9, 4056, 231732.3, 4056, 1143258.0, 4056, 390745.6, 4056, 415632.8, 4056, 296336.2, 4056, 189111.0, 4056, 357831.1, 4056, 273775.5, 4056, 327704.0, 4056, 262564.9, 4056, 370968.1, 4056, 275379.8, 4056, 362798.4, 4056, 409495.7, 4056, 257965.6
4058, 167282.1, 4058, 231681.2, 4058, 1143215.0, 4058, 390757.0, 4058, 415576.5, 4058, 296283.1, 4058, 189118.5, 4058, 357921.3, 4058, 273816.8, 4058, 327692.5, 4058, 262519.4, 4058, 370979.6, 4058, 275346.5, 4058, 362823.6, 4058, 409489.8, 4058, 257883.0
4060, 167255.6, 4060, 231638.5, 4060, 1143249.0, 4060, 390769.9, 4060, 415634.1, 4060, 296313.6, 4060, 189106.7, 4060, 357863.8, 4060, 273765.5, 4060, 327681.2, 4060, 262496.1, 4060, 370986.1, 4060, 275372.7, 4060, 362771.6, 4060, 409437.4, 4060, 257944.2
4062, 167308.1, 4062, 231704.7, 4062, 1143224.0, 4062, 390776.5, 4062, 415611.6, 4062, 296342.4, 4062, 189110.8, 4062, 357905.3, 4062, 273807.9, 4062, 327681.3, 4062, 262571.1, 4062, 371030.4, 4062, 275336.5, 4062, 362847.6, 4062, 409466.2, 4062, 257969.2
4064, 167241.1, 4064, 231638.7, 4064, 1143201.0, 4064, 390822.5, 4064, 415607.6, 4064, 296376.0, 4064, 189083.8, 4064, 357873.7, 4064, 273736.6, 4064, 327665.3, 4064, 262613.5, 4064, 370992.0, 4064, 275337.6, 4064, 362757.8, 4064, 409430.5, 4064, 257963.2
4066, 167282.2, 4066, 231734.1, 4066, 1143226.0, 4066, 390781.6, 4066, 415600.2, 4066, 296328.7, 4066, 189064.2, 4066, 357841.6, 4066, 273758.3, 4066, 327644.0, 4066, 262554.7, 4066, 371001.5, 4066, 275306.3, 4066, 362855.6, 4066, 409395.1, 4066, 257986.9
4068, 167262.6, 4068, 231663.9, 4068, 1143218.0, 4068, 390749.9, 4068, 415575.6, 4068, 296326.3, 4068, 189130.5, 4068, 357878.2, 4068, 273721.6, 4068, 327619.0, 4068, 262500.5, 4068, 370897.1, 4068, 275327.0, 4068, 362820.6, 4068, 409466.5, 4068, 257894.5
4070, 167234.7, 4070, 231680.6, 4070, 1143299.0, 4070, 390790.1, 4070, 415615.4, 4070, 296308.9, 4070, 189112.5, 4070, 357859.9, 4070, 273676.4, 4070, 327662.8, 4070, 262496.8, 4070, 370962.4, 4070, 275343.2, 4070, 362852.6, 4070, 409455.3, 4070, 257893.8
4072, 167222.3, 4072, 231664.9, 4072, 1143229.0, 4072, 390793.4, 4072, 415588.7, 4072, 296378.9, 4072, 189112.8, 4072, 357856.8, 4072, 273753.1, 4072, 327669.1, 4072, 262509.0, 4072, 370962.1, 4072, 275375.5, 4072, 362826.7, 4072, 409456.6, 4072, 257981.1
4074, 167278.6, 4074, 231680.7, 4074, 1143253.0, 4074, 390785.5, 4074, 415581.2, 4074, 296340.8, 4074, 189096.6, 4074, 357888.4, 4074, 273788.1, 4074, 327684.9, 4074, 262589.9, 4074, 370981.8, 4074, 275341.8, 4074, 362921.2, 4074, 409439.7, 4074, 257919.2
4076, 167314.4, 4076, 231664.3, 4076, 1143227.0, 4076, 390786.3, 4076, 415551.2, 4076, 296374.1, 4076, 189111.1, 4076, 357837.9, 4076, 273691.6, 4076, 327664.0, 4076, 262525.1, 4076, 371005.6, 4076, 275338.2, 4076, 362830.2, 4076, 409386.6, 4076, 257914.6
4078, 167219.0, 4078, 231644.4, 4078, 1143224.0, 4078, 390778.4, 4078, 415566.6, 4078, 296291.6, 4078, 189056.8, 4078, 357880.9, 4078, 273792.4, 4078, 327667.2, 4078, 262534.0, 4078, 371002.1, 4078, 275303.0, 4078, 362838.4, 4078, 409460.8, 4078, 257916.4
4080, 167237.9, 4080, 231657.1, 4080, 1143309.0, 4080, 390717.0, 4080, 415605.9, 4080, 296377.8, 4080, 189156.8, 4080, 357839.4, 4080, 273785.2, 4080, 327630.9, 4080, 262596.2, 4080, 370972.8, 4080, 275332.6, 4080, 362841.5, 4080, 409470.9, 4080, 257872.6
4082, 167252.9, 4082, 231619.7, 4082, 1143160.0, 4082, 390747.0, 4082, 415565.2, 4082, 296358.2, 4082, 189098.5, 4082, 357794.2, 4082, 273768.4, 4082, 327646.4, 4082, 262553.9, 4082, 371021.9, 4082, 275329.0, 4082, 362875.0, 4082, 409435.6, 4082, 257959.0
4084, 167322.1, 4084, 231667.1, 4084, 1143304.0, 4084, 390797.1, 4084, 415582.0, 4084, 296272.2, 4084, 189086.5, 4084, 357859.7, 4084, 273775.2, 4084, 327700.2, 4084, 262550.7, 4084, 371023.1, 4084, 275382.5, 4084, 362872.4, 4084, 409494.5, 4084, 257982.3
4086, 167386.8, 4086, 231713.7, 4086, 1143236.0, 4086, 390852.2, 4086, 415595.0, 4086, 296356.7, 4086, 189140.6, 4086, 357910.5, 4086, 273836.9, 4086, 327821.0, 4086, 262522.6, 4086, 371058.4, 4086, 275460.1, 4086, 362922.9, 4086, 409574.6, 4086, 258077.0
4088, 167342.2, 4088, 231688.9, 4088, 1143272.0, 4088, 390981.9, 4088, 415632.8, 4088, 296372.6, 4088, 189116.5, 4088, 357930.2, 4088, 273727.9, 4088, 327867.9, 4088, 262423.5, 4088, 371027.8, 4088, 275440.9, 4088, 362877.2, 4088, 409667.2, 4088, 258015.1
4090, 167329.3, 4090, 231799.2, 4090, 1143326.0, 4090, 390972.2, 4090, 415621.3, 4090, 296406.5, 4090, 189037.4, 4090, 357909.1, 4090, 273737.9, 4090, 327932.7, 4090, 262348.9, 4090, 370969.1, 4090, 275469.1, 4090, 362767.0, 4090, 409764.9, 4090, 258029.9
4092, 167375.0, 4092, 231824.7, 4092, 1143241.0, 4092, 390962.0, 4092, 415621.1, 4092, 296336.1, 4092, 189050.0, 4092, 358001.6, 4092, 273687.3, 4092, 327836.6, 4092, 262321.6, 4092, 370997.8, 4092, 275455.5, 4092, 362742.8, 4092, 409705.2, 4092, 257980.2
4094, 167410.9, 4094, 231802.0, 4094, 1143339.0, 4094, 390914.6, 4094, 415647.5, 4094, 296334.4, 4094, 189053.1, 4094, 357975.0, 4094, 273734.7, 4094, 327780.8, 4094, 262364.2, 4094, 370992.5, 4094, 275386.6, 4094, 362763.8, 4094, 409680.9, 4094, 257960.3
4096, 167374.1, 4096, 231739.0, 4096, 1143273.0, 4096, 390843.8, 4096, 415614.7, 4096, 296270.1, 4096, 189067.4, 4096, 357955.1, 4096, 273750.7, 4096, 327781.5, 4096, 262401.1, 4096, 370969.7, 4096, 275374.3, 4096, 362800.5, 4096, 409522.4, 4096, 257961.8
4098, 167350.4, 4098, 231771.9, 4098, 1143232.0, 4098, 390874.3, 4098, 415624.4, 4098, 296336.1, 4098, 189062.2, 4098, 357974.3, 4098, 273708.7, 4098, 327760.7, 4098, 262419.5, 4098, 371022.8, 4098, 275395.8, 4098, 362815.1, 4098, 409513.2, 4098, 257940.2
4100, 167314.4, 4100, 231765.5, 4100, 1143224.0, 4100, 390839.9, 4100, 415621.5, 4100, 296294.3, 4100, 189131.9, 4100, 357913.3, 4100, 273702.6, 4100, 327752.5, 4100, 262453.1, 4100, 370975.2, 4100, 275388.2, 4100, 362813.7, 4100, 409482.7, 4100, 257991.2
4102, 167250.3, 4102, 231656.6, 4102, 1143221.0, 4102, 390776.3, 4102, 415595.8, 4102, 296283.9, 4102, 189079.6, 4102, 357899.7, 4102, 273712.2, 4102, 327715.7, 4102, 262499.3, 4102, 371003.7, 4102, 275366.2, 4102, 362810.3, 4102, 409447.1, 4102, 257927.7
4104, 167318.1, 4104, 231688.8, 4104, 1143240.0, 4104, 390762.6, 4104, 415616.0, 4104, 296291.8, 4104, 189104.5, 4104, 357914.9, 4104, 273703.4, 4104, 327740.4, 4104, 262535.0, 4104, 371084.2, 4104, 275352.5, 4104, 362836.2, 4104, 409466.2, 4104, 257948.9
4106, 167344.8, 4106, 231709.6, 4106, 1143281.0, 4106, 390790.1, 4106, 415669.9, 4106, 296364.8, 4106, 189101.8, 4106, 357931.6, 4106, 273739.3, 4106, 327790.5, 4106, 262477.5, 4106, 371059.8, 4106, 275397.6, 4106, 362818.2, 4106, 409537.8, 4106, 257969.1
4108, 167303.2, 4108, 231725.3, 4108, 1143258.0, 4108, 390883.6, 4108, 415648.4, 4108, 296371.7, 4108, 189058.6, 4108, 357962.2, 4108, 273759.5, 4108, 327850.9, 4108, 262448.6, 4108, 371001.7, 4108, 275420.9, 4108, 362883.4, 4108, 409611.5, 4108, 257966.8
