time_1,Nylon_1,time_2,Nylon_2,time_3,Nylon_3,time_4,Nylon_4,time_5,Cellulose_1,time_6,Cellulose_2,time_7,Cellulose_3,time_8,Cellulose_4,time_9,Polyimide_1,time_10,Polyimide_2,time_11,Polyimide_3,time_12,Polyimide_4,time_13,PET_1,time_14,PET_2,time_15,PET_3,time_16,PET_4
188, 168252.5, 188, 232428.7, 188, 1144175.0, 188, 391729.9, 188, 415661.6, 188, 296327.4, 188, 189114.9, 188, 357827.2, 188, 274023.3, 188, 327948.6, 188, 262884.9, 188, 371179.0, 188, 275431.7, 188, 362902.9, 188, 409481.0, 188, 258130.0
190, 168248.4, 190, 232385.3, 190, 1144198.0, 190, 391762.2, 190, 415706.2, 190, 296315.0, 190, 189067.9, 190, 357907.3, 190, 274032.4, 190, 327990.6, 190, 262892.0, 190, 371150.9, 190, 275452.0, 190, 362897.6, 190, 409530.0, 190, 258128.5
192, 168229.7, 192, 232387.5, 192, 1144200.0, 192, 391829.4, 192, 415679.2, 192, 296347.6, 192, 189038.7, 192, 357866.5, 192, 273888.7, 192, 327999.6, 192, 262768.4, 192, 371212.4, 192, 275436.4, 192, 362913.6, 192, 409578.6, 192, 258161.7
194, 168253.2, 194, 232402.5, 194, 1144162.0, 194, 391820.7, 194, 415649.0, 194, 296386.2, 194, 189096.7, 194, 357880.3, 194, 273891.1, 194, 327966.0, 194, 262728.9, 194, 371130.0, 194, 275467.7, 194, 362855.7, 194, 409610.3, 194, 258167.0
196, 168269.7, 196, 232455.3, 196, 1144199.0, 196, 391770.2, 196, 415675.6, 196, 296310.9, 196, 189026.1, 196, 357829.7, 196, 273978.6, 196, 327961.8, 196, 262786.6, 196, 371195.3, 196, 275452.6, 196, 362854.8, 196, 409577.5, 196, 258103.7
198, 168290.2, 198, 232454.8, 198, 1144207.0, 198, 391737.6, 198, 415733.5, 198, 296279.0, 198, 189068.0, 198, 357875.1, 198, 273961.3, 198, 327970.1, 198, 262804.3, 198, 371208.9, 198, 275426.9, 198, 362948.3, 198, 409497.9, 198, 258156.8
200, 168239.6, 200, 232431.4, 200, 1144190.0, 200, 391806.1, 200, 415674.9, 200, 296260.4, 200, 189065.6, 200, 357807.6, 200, 273921.1, 200, 327999.4, 200, 262784.0, 200, 371141.8, 200, 275486.4, 200, 362922.5, 200, 409610.4, 200, 258154.7
202, 168296.4, 202, 232456.4, 202, 1144192.0, 202, 391821.0, 202, 415673.2, 202, 296287.9, 202, 189048.2, 202, 357868.0, 202, 273943.8, 202, 328036.7, 202, 262695.5, 202, 371149.1, 202, 275479.9, 202, 362821.8, 202, 409677.6, 202, 258193.5
204, 168266.3, 204, 232518.8, 204, 1144253.0, 204, 391823.8, 204, 415752.9, 204, 296341.4, 204, 189018.5, 204, 357917.3, 204, 273917.4, 204, 328040.8, 204, 262729.6, 204, 371179.6, 204, 275500.3, 204, 362906.9, 204, 409618.2, 204, 258147.0
206, 168297.5, 206, 232498.0, 206, 1144221.0, 206, 391774.9, 206, 415696.0, 206, 296345.1, 206, 189071.4, 206, 357951.4, 206, 273991.5, 206, 327963.9, 206, 262784.1, 206, 371196.5, 206, 275476.6, 206, 362881.7, 206, 409630.2, 206, 258124.3
208, 168225.6, 208, 232516.1, 208, 1144190.0, 208, 391789.5, 208, 415699.2, 208, 296271.6, 208, 189071.8, 208, 357867.2, 208, 274011.0, 208, 327925.6, 208, 262750.0, 208, 371139.6, 208, 275490.4, 208, 362876.0, 208, 409503.5, 208, 258103.6
210, 168253.3, 210, 232464.1, 210, 1144146.0, 210, 391747.2, 210, 415707.3, 210, 296313.8, 210, 189055.5, 210, 357852.2, 210, 273969.7, 210, 327944.0, 210, 262790.9, 210, 371121.3, 210, 275439.9, 210, 362906.6, 210, 409513.4, 210, 258114.3
212, 168239.5, 212, 232451.4, 212, 1144138.0, 212, 391735.8, 212, 415706.2, 212, 296249.1, 212, 189073.9, 212, 357874.2, 212, 273992.3, 212, 327913.0, 212, 262796.5, 212, 371137.5, 212, 275516.2, 212, 362926.5, 212, 409491.9, 212, 258120.4
214, 168231.0, 214, 232442.5, 214, 1144143.0, 214, 391738.0, 214, 415741.7, 214, 296308.3, 214, 189111.6, 214, 357902.8, 214, 273944.6, 214, 327968.6, 214, 262792.5, 214, 371176.1, 214, 275482.5, 214, 362920.8, 214, 409500.4, 214, 258142.7
216, 168216.4, 216, 232401.4, 216, 1144174.0, 216, 391750.1, 216, 415671.7, 216, 296363.6, 216, 189041.5, 216, 357824.4, 216, 273997.1, 216, 327947.9, 216, 262784.9, 216, 371154.3, 216, 275480.2, 216, 362882.1, 216, 409533.8, 216, 258094.8
218, 168197.4, 218, 232450.4, 218, 1144122.0, 218, 391744.8, 218, 415687.7, 218, 296232.1, 218, 189015.6, 218, 357874.3, 218, 273985.5, 218, 327940.0, 218, 262761.1, 218, 371149.1, 218, 275421.1, 218, 362927.7, 218, 409501.0, 218, 258069.1
220, 168254.2, 220, 232424.7, 220, 1144152.0, 220, 391681.9, 220, 415657.2, 220, 296295.5, 220, 189046.7, 220, 357830.6, 220, 273983.9, 220, 327901.8, 220, 262789.1, 220, 371172.9, 220, 275472.5, 220, 362921.4, 220, 409504.6, 220, 258128.3
222, 168202.1, 222, 232417.7, 222, 1144161.0, 222, 391736.3, 222, 415714.6, 222, 296332.7, 222, 189076.6, 222, 357832.4, 222, 273968.6, 222, 327852.6, 222, 262781.9, 222, 371168.3, 222, 275427.7, 222, 362860.9, 222, 409434.0, 222, 258125.0
224, 168239.9, 224, 232420.4, 224, 1144173.0, 224, 391755.0, 224, 415725.9, 224, 296256.0, 224, 189102.1, 224, 357812.4, 224, 274019.0, 224, 327886.8, 224, 262867.6, 224, 371117.6, 224, 275449.1, 224, 362860.2, 224, 409496.4, 224, 258148.8
226, 168245.3, 226, 232380.3, 226, 1144131.0, 226, 391698.8, 226, 415636.0, 226, 296366.8, 226, 189094.8, 226, 357869.4, 226, 273998.0, 226, 327926.5, 226, 262760.3, 226, 371165.3, 226, 275382.6, 226, 362942.5, 226, 409478.9, 226, 258176.5
228, 168244.2, 228, 232409.6, 228, 1144126.0, 228, 391771.1, 228, 415699.9, 228, 296280.0, 228, 189110.7, 228, 357804.1, 228, 273977.7, 228, 327985.2, 228, 262781.2, 228, 371143.4, 228, 275433.9, 228, 362911.4, 228, 409521.6, 228, 258103.7
230, 168257.5, 230, 232412.4, 230, 1144120.0, 230, 391763.3, 230, 415714.4, 230, 296319.0, 230, 189031.5, 230, 357870.9, 230, 274001.4, 230, 327897.3, 230, 262827.8, 230, 371175.4, 230, 275415.5, 230, 362941.1, 230, 409562.1, 230, 258134.8
232, 168223.3, 232, 232446.4, 232, 1144194.0, 232, 391768.6, 232, 415682.5, 232, 296289.1, 232, 189089.3, 232, 357866.5, 232, 274037.7, 232, 327939.6, 232, 262825.8, 232, 371148.5, 232, 275438.2, 232, 362906.1, 232, 409485.3, 232, 258132.3
234, 168200.0, 234, 232394.1, 234, 1144072.0, 234, 391733.3, 234, 415683.7, 234, 296302.1, 234, 189078.7, 234, 357861.6, 234, 273997.4, 234, 327975.7, 234, 262777.3, 234, 371190.9, 234, 275418.0, 234, 362916.9, 234, 409519.8, 234, 258087.8
236, 168169.3, 236, 232409.5, 236, 1144112.0, 236, 391781.9, 236, 415701.7, 236, 296347.3, 236, 189026.2, 236, 357867.2, 236, 273982.9, 236, 327914.3, 236, 262771.8, 236, 371160.8, 236, 275376.6, 236, 362898.9, 236, 409507.7, 236, 258124.4
240, 168203.8, 240, 232371.3, 240, 1144096.0, 240, 391755.2, 240, 415625.3, 240, 296341.6, 240, 189039.8, 240, 357869.7, 240, 274014.0, 240, 327914.2, 240, 262828.9, 240, 371141.9, 240, 275380.3, 240, 362907.1, 240, 409428.2, 240, 258154.1
242, 168213.0, 242, 232407.5, 242, 1144130.0, 242, 391696.0, 242, 415650.9, 242, 296264.7, 242, 189055.8, 242, 357805.4, 242, 273991.8, 242, 327926.4, 242, 262795.4, 242, 371176.6, 242, 275396.0, 242, 362939.2, 242, 409491.8, 242, 258128.4
244, 168205.6, 244, 232393.2, 244, 1144111.0, 244, 391705.7, 244, 415625.1, 244, 296284.3, 244, 189049.3, 244, 357815.3, 244, 273989.7, 244, 327835.2, 244, 262770.5, 244, 371172.2, 244, 275366.7, 244, 362919.5, 244, 409491.2, 244, 258075.0
246, 168187.1, 246, 232424.3, 246, 1144091.0, 246, 391691.6, 246, 415662.4, 246, 296329.6, 246, 189076.2, 246, 357836.9, 246, 274048.9, 246, 327873.9, 246, 262886.5, 246, 371115.8, 246, 275383.2, 246, 362907.1, 246, 409504.7, 246, 258101.7
248, 168199.7, 248, 232367.1, 248, 1144076.0, 248, 391778.6, 248, 415622.7, 248, 296362.0, 248, 189047.9, 248, 357841.4, 248, 273984.2, 248, 327796.8, 248, 262913.1, 248, 371160.2, 248, 275377.2, 248, 362858.4, 248, 409432.9, 248, 258115.3
250, 168188.6, 250, 232337.0, 250, 1144194.0, 250, 391709.8, 250, 415633.1, 250, 296320.3, 250, 189046.1, 250, 357780.2, 250, 273951.0, 250, 327834.8, 250, 262847.3, 250, 371137.5, 250, 275397.5, 250, 362926.3, 250, 409471.0, 250, 258136.6
252, 168169.4, 252, 232372.9, 252, 1144124.0, 252, 391644.9, 252, 415633.0, 252, 296356.0, 252, 189102.5, 252, 357831.8, 252, 273989.8, 252, 327884.6, 252, 262904.1, 252, 371178.6, 252, 275349.0, 252, 362845.7, 252, 409479.8, 252, 258087.5
254, 168163.4, 254, 232398.7, 254, 1144151.0, 254, 391653.5, 254, 415641.5, 254, 296348.2, 254, 189044.8, 254, 357868.6, 254, 273996.7, 254, 327833.6, 254, 262905.5, 254, 371126.7, 254, 275404.3, 254, 362952.5, 254, 409522.7, 254, 258146.3
256, 168207.9, 256, 232393.5, 256, 1144160.0, 256, 391723.9, 256, 415629.5, 256, 296314.3, 256, 189121.0, 256, 357828.5, 256, 273973.2, 256, 327928.4, 256, 262876.4, 256, 371141.4, 256, 275433.0, 256, 362929.1, 256, 409571.0, 256, 258160.9
258, 168225.2, 258, 232436.7, 258, 1144216.0, 258, 391779.6, 258, 415701.1, 258, 296350.9, 258, 189049.5, 258, 357865.7, 258, 274021.4, 258, 328090.7, 258, 262847.0, 258, 371191.8, 258, 275499.7, 258, 362925.3, 258, 409705.7, 258, 258145.6
260, 168345.5, 260, 232537.5, 260, 1144268.0, 260, 391883.9, 260, 415668.0, 260, 296415.2, 260, 189045.3, 260, 357874.9, 260, 273915.2, 260, 328125.8, 260, 262702.8, 260, 371212.5, 260, 275589.8, 260, 362867.3, 260, 409865.9, 260, 258227.3
262, 168381.1, 262, 232582.3, 262, 1144284.0, 262, 392078.3, 262, 415768.1, 262, 296471.6, 262, 189070.5, 262, 357996.6, 262, 273888.6, 262, 328251.8, 262, 262634.6, 262, 371217.5, 262, 275594.6, 262, 362800.3, 262, 410064.5, 262, 258227.0
264, 168350.8, 264, 232670.1, 264, 1144289.0, 264, 392046.8, 264, 415738.7, 264, 296415.1, 264, 188998.6, 264, 358085.4, 264, 273880.6, 264, 328249.0, 264, 262480.9, 264, 371202.9, 264, 275571.6, 264, 362760.2, 264, 409974.9, 264, 258238.2
266, 168407.8, 266, 232641.6, 266, 1144273.0, 266, 391995.9, 266, 415699.5, 266, 296322.2, 266, 189028.5, 266, 358029.1, 266, 273834.7, 266, 328205.1, 266, 262508.9, 266, 371115.3, 266, 275624.4, 266, 362697.1, 266, 409945.6, 266, 258181.5
268, 168345.2, 268, 232623.5, 268, 1144293.0, 268, 391937.0, 268, 415690.7, 268, 296296.9, 268, 189086.5, 268, 358105.9, 268, 273934.1, 268, 328077.0, 268, 262510.1, 268, 371166.5, 268, 275613.3, 268, 362726.0, 268, 409856.9, 268, 258159.9
270, 168384.2, 270, 232601.4, 270, 1144278.0, 270, 391886.7, 270, 415743.0, 270, 296216.7, 270, 189063.9, 270, 358013.5, 270, 274012.9, 270, 328024.5, 270, 262583.1, 270, 371179.1, 270, 275556.1, 270, 362819.3, 270, 409654.3, 270, 258124.7
272, 168294.4, 272, 232507.6, 272, 1144261.0, 272, 391764.7, 272, 415743.2, 272, 296172.0, 272, 189064.3, 272, 357992.8, 272, 273956.5, 272, 327976.3, 272, 262614.7, 272, 371114.2, 272, 275481.2, 272, 362815.4, 272, 409562.1, 272, 258118.9
274, 168313.0, 274, 232563.9, 274, 1144170.0, 274, 391762.5, 274, 415758.6, 274, 296247.3, 274, 189040.9, 274, 357938.4, 274, 274025.4, 274, 327931.3, 274, 262698.7, 274, 371183.7, 274, 275479.1, 274, 362846.9, 274, 409496.2, 274, 258162.4
276, 168280.6, 276, 232472.3, 276, 1144192.0, 276, 391724.8, 276, 415708.8, 276, 296243.7, 276, 189062.8, 276, 357870.9, 276, 273943.3, 276, 327958.9, 276, 262677.9, 276, 371146.4, 276, 275430.3, 276, 362854.6, 276, 409467.9, 276, 258140.2
278, 168275.8, 278, 232497.3, 278, 1144173.0, 278, 391753.4, 278, 415744.6, 278, 296272.4, 278, 189048.8, 278, 357926.0, 278, 274036.4, 278, 327891.1, 278, 262707.3, 278, 371136.0, 278, 275450.5, 278, 362906.1, 278, 409542.7, 278, 258206.6
280, 168236.2, 280, 232468.6, 280, 1144217.0, 280, 391763.2, 280, 415709.4, 280, 296241.4, 280, 189051.1, 280, 357882.0, 280, 273982.5, 280, 327906.7, 280, 262703.7, 280, 371178.7, 280, 275445.9, 280, 362912.2, 280, 409399.9, 280, 258096.4
282, 168204.9, 282, 232471.6, 282, 1144139.0, 282, 391713.4, 282, 415704.9, 282, 296310.9, 282, 189031.1, 282, 357856.4, 282, 274011.9, 282, 327904.5, 282, 262740.9, 282, 371121.5, 282, 275506.0, 282, 362869.3, 282, 409427.0, 282, 258171.3
284, 168249.5, 284, 232429.6, 284, 1144143.0, 284, 391735.0, 284, 415709.8, 284, 296314.0, 284, 189040.0, 284, 357878.6, 284, 273991.1, 284, 327882.8, 284, 262797.3, 284, 371106.6, 284, 275441.4, 284, 362922.9, 284, 409422.3, 284, 258132.7
286, 168250.0, 286, 232385.3, 286, 1144139.0, 286, 391721.3, 286, 415715.5, 286, 296280.2, 286, 189083.2, 286, 357890.1, 286, 273970.0, 286, 327863.4, 286, 262791.3, 286, 371166.8, 286, 275460.6, 286, 362876.9, 286, 409502.9, 286, 258118.5
288, 168262.4, 288, 232429.2, 288, 1144136.0, 288, 391728.8, 288, 415723.8, 288, 296307.8, 288, 189062.5, 288, 357869.1, 288, 273977.2, 288, 327965.1, 288, 262815.7, 288, 371141.3, 288, 275374.9, 288, 362899.1, 288, 409568.0, 288, 258111.0
290, 168225.1, 290, 232431.5, 290, 1144137.0, 290, 391798.8, 290, 415695.0, 290, 296300.6, 290, 188969.0, 290, 357919.6, 290, 273973.2, 290, 327959.3, 290, 262779.1, 290, 371130.4, 290, 275489.8, 290, 362870.5, 290, 409527.1, 290, 258145.1
292, 168247.1, 292, 232463.6, 292, 1144123.0, 292, 391772.8, 292, 415671.0, 292, 296333.5, 292, 189059.5, 292, 357892.5, 292, 274022.2, 292, 327945.4, 292, 262765.1, 292, 371154.7, 292, 275448.9, 292, 362909.9, 292, 409548.3, 292, 258103.2
294, 168202.4, 294, 232485.8, 294, 1144147.0, 294, 391761.3, 294, 415708.2, 294, 296232.5, 294, 189059.7, 294, 357875.4, 294, 274005.9, 294, 327978.9, 294, 262761.5, 294, 371134.3, 294, 275457.2, 294, 362875.8, 294, 409492.9, 294, 258181.7
296, 168197.7, 296, 232467.2, 296, 1144196.0, 296, 391745.2, 296, 415726.4, 296, 296341.1, 296, 188995.7, 296, 357847.3, 296, 273974.0, 296, 327934.6, 296, 262753.3, 296, 371112.5, 296, 275432.3, 296, 362905.7, 296, 409484.8, 296, 258148.0
298, 168206.2, 298, 232476.5, 298, 1144100.0, 298, 391787.8, 298, 415668.8, 298, 296305.9, 298, 189067.5, 298, 357846.5, 298, 274022.6, 298, 327887.4, 298, 262750.9, 298, 371108.4, 298, 275462.2, 298, 362936.2, 298, 409508.9, 298, 258140.8
300, 168250.4, 300, 232483.7, 300, 1144152.0, 300, 391717.2, 300, 415712.8, 300, 296271.3, 300, 189067.1, 300, 357852.4, 300, 273993.0, 300, 327886.5, 300, 262739.1, 300, 371125.1, 300, 275430.1, 300, 362907.1, 300, 409451.0, 300, 258094.4
302, 168178.6, 302, 232419.4, 302, 1144152.0, 302, 391630.1, 302, 415624.4, 302, 296306.4, 302, 189047.7, 302, 357843.1, 302, 273953.9, 302, 327867.2, 302, 262789.0, 302, 371172.7, 302, 275385.6, 302, 362890.7, 302, 409423.2, 302, 258131.0
304, 168177.0, 304, 232393.8, 304, 1144090.0, 304, 391656.9, 304, 415635.4, 304, 296240.0, 304, 189048.1, 304, 357830.7, 304, 273993.5, 304, 327809.6, 304, 262808.6, 304, 371136.9, 304, 275412.9, 304, 362906.5, 304, 409475.2, 304, 258153.6
306, 168232.6, 306, 232454.2, 306, 1144161.0, 306, 391654.7, 306, 415676.6, 306, 296313.0, 306, 189107.1, 306, 357850.4, 306, 273941.6, 306, 327962.4, 306, 262791.1, 306, 371186.2, 306, 275454.3, 306, 362855.3, 306, 409503.5, 306, 258118.7
308, 168223.7, 308, 232480.8, 308, 1144196.0, 308, 391721.0, 308, 415648.4, 308, 296351.7, 308, 189060.4, 308, 357829.3, 308, 273998.9, 308, 327969.5, 308, 262805.0, 308, 371141.0, 308, 275405.4, 308, 362894.3, 308, 409551.6, 308, 258169.9
310, 168225.3, 310, 232454.5, 310, 1144178.0, 310, 391732.3, 310, 415686.0, 310, 296366.1, 310, 189064.6, 310, 357875.7, 310, 273958.7, 310, 327895.0, 310, 262762.4, 310, 371175.4, 310, 275431.6, 310, 362868.8, 310, 409596.3, 310, 258168.1
312, 168197.3, 312, 232437.8, 312, 1144164.0, 312, 391743.1, 312, 415692.3, 312, 296373.0, 312, 189048.8, 312, 357883.7, 312, 273928.2, 312, 327900.9, 312, 262748.8, 312, 371125.6, 312, 275485.6, 312, 362839.1, 312, 409478.9, 312, 258123.8
314, 168231.3, 314, 232418.2, 314, 1144180.0, 314, 391705.6, 314, 415639.7, 314, 296300.4, 314, 189007.9, 314, 357838.2, 314, 273977.6, 314, 327923.6, 314, 262859.6, 314, 371086.6, 314, 275396.1, 314, 362930.9, 314, 409441.4, 314, 258086.3
316, 168148.3, 316, 232392.4, 316, 1144137.0, 316, 391634.1, 316, 415675.1, 316, 296342.4, 316, 189065.5, 316, 357884.6, 316, 273917.9, 316, 327909.5, 316, 262789.5, 316, 371131.4, 316, 275419.0, 316, 362912.3, 316, 409510.2, 316, 258136.2
318, 168313.6, 318, 232473.0, 318, 1144122.0, 318, 391702.3, 318, 415656.1, 318, 296308.6, 318, 189108.4, 318, 357892.8, 318, 274047.7, 318, 327911.2, 318, 262890.4, 318, 371184.4, 318, 275450.9, 318, 362932.2, 318, 409431.5, 318, 258127.0
320, 168274.2, 320, 232450.3, 320, 1144180.0, 320, 391763.9, 320, 415668.5, 320, 296283.0, 320, 189095.7, 320, 357840.5, 320, 273960.6, 320, 327943.1, 320, 262838.1, 320, 371192.9, 320, 275408.3, 320, 362871.1, 320, 409509.1, 320, 258205.7
322, 168205.6, 322, 232364.0, 322, 1144147.0, 322, 391738.6, 322, 415695.7, 322, 296361.4, 322, 189076.5, 322, 357893.3, 322, 273915.5, 322, 327975.0, 322, 262768.9, 322, 371187.4, 322, 275440.3, 322, 362955.4, 322, 409611.1, 322, 258169.8
324, 168259.8, 324, 232510.5, 324, 1144184.0, 324, 391802.1, 324, 415636.3, 324, 296392.5, 324, 189069.0, 324, 357895.4, 324, 273936.1, 324, 327985.6, 324, 262757.1, 324, 371177.5, 324, 275402.1, 324, 362872.2, 324, 409609.1, 324, 258210.0
326, 168274.3, 326, 232477.1, 326, 1144125.0, 326, 391759.1, 326, 415636.0, 326, 296297.4, 326, 189053.9, 326, 357932.1, 326, 274016.2, 326, 327925.1, 326, 262817.6, 326, 371149.0, 326, 275422.7, 326, 362861.8, 326, 409546.4, 326, 258150.7
328, 168263.1, 328, 232373.6, 328, 1144137.0, 328, 391691.2, 328, 415657.7, 328, 296293.8, 328, 189089.1, 328, 357889.7, 328, 273974.6, 328, 327960.8, 328, 262742.9, 328, 371180.3, 328, 275463.0, 328, 362894.7, 328, 409499.7, 328, 258108.4
330, 168272.2, 330, 232410.2, 330, 1144129.0, 330, 391707.8, 330, 415624.0, 330, 296268.8, 330, 189038.0, 330, 357850.0, 330, 273938.1, 330, 327980.9, 330, 262790.8, 330, 371094.8, 330, 275404.5, 330, 362853.6, 330, 409518.9, 330, 258112.7
332, 168179.6, 332, 232460.6, 332, 1144113.0, 332, 391718.1, 332, 415684.1, 332, 296325.6, 332, 189040.9, 332, 357787.1, 332, 273904.8, 332, 327960.6, 332, 262680.7, 332, 371163.2, 332, 275446.5, 332, 362836.0, 332, 409551.4, 332, 258046.2
334, 168269.3, 334, 232449.0, 334, 1144188.0, 334, 391736.8, 334, 415645.6, 334, 296299.3, 334, 189040.9, 334, 357924.8, 334, 274018.5, 334, 327899.5, 334, 262778.1, 334, 371175.2, 334, 275451.6, 334, 362858.8, 334, 409568.7, 334, 258143.5
336, 168256.5, 336, 232442.6, 336, 1144123.0, 336, 391727.6, 336, 415665.3, 336, 296347.3, 336, 189057.8, 336, 357907.6, 336, 273978.9, 336, 327881.5, 336, 262795.1, 336, 371184.7, 336, 275378.0, 336, 362872.2, 336, 409400.6, 336, 258144.9
338, 168155.6, 338, 232380.0, 338, 1144067.0, 338, 391678.8, 338, 415663.0, 338, 296328.2, 338, 189047.4, 338, 357823.2, 338, 273972.6, 338, 327905.2, 338, 262825.6, 338, 371124.4, 338, 275446.6, 338, 362956.9, 338, 409420.4, 338, 258145.6
340, 168212.0, 340, 232396.8, 340, 1144082.0, 340, 391731.4, 340, 415686.4, 340, 296331.9, 340, 189027.1, 340, 357825.4, 340, 273989.1, 340, 327852.7, 340, 262804.7, 340, 371124.8, 340, 275410.0, 340, 362917.1, 340, 409426.6, 340, 258091.5
342, 168160.8, 342, 232423.9, 342, 1144113.0, 342, 391668.8, 342, 415660.9, 342, 296297.5, 342, 189074.3, 342, 357771.2, 342, 273951.3, 342, 327902.0, 342, 262897.2, 342, 371108.5, 342, 275435.4, 342, 362971.4, 342, 409482.6, 342, 258140.1
344, 168202.4, 344, 232367.8, 344, 1144091.0, 344, 391709.3, 344, 415674.0, 344, 296360.4, 344, 189060.3, 344, 357860.4, 344, 273969.3, 344, 327903.6, 344, 262784.6, 344, 371152.0, 344, 275482.4, 344, 362929.9, 344, 409522.2, 344, 258133.8
346, 168182.2, 346, 232442.4, 346, 1144149.0, 346, 391708.6, 346, 415679.5, 346, 296330.7, 346, 189033.4, 346, 357896.0, 346, 273953.7, 346, 327959.6, 346, 262807.9, 346, 371154.5, 346, 275396.9, 346, 362847.6, 346, 409494.3, 346, 258155.8
348, 168239.0, 348, 232468.7, 348, 1144166.0, 348, 391697.7, 348, 415624.9, 348, 296250.4, 348, 189062.6, 348, 357852.6, 348, 274039.5, 348, 327887.9, 348, 262808.6, 348, 371147.4, 348, 275416.2, 348, 362875.9, 348, 409536.7, 348, 258120.4
350, 168213.6, 350, 232403.1, 350, 1144098.0, 350, 391700.2, 350, 415644.9, 350, 296334.4, 350, 189042.4, 350, 357809.2, 350, 274007.4, 350, 327868.8, 350, 262813.5, 350, 371130.8, 350, 275377.6, 350, 362936.1, 350, 409506.3, 350, 258104.1
352, 168202.3, 352, 232396.4, 352, 1144158.0, 352, 391685.3, 352, 415642.9, 352, 296299.8, 352, 189049.7, 352, 357882.5, 352, 273963.6, 352, 327874.1, 352, 262833.9, 352, 371154.4, 352, 275442.1, 352, 356920.6, 352, 409463.5, 352, 258134.5
354, 168195.1, 354, 232430.8, 354, 1144118.0, 354, 391641.6, 354, 415613.9, 354, 296300.9, 354, 189116.1, 354, 357882.9, 354, 273985.9, 354, 327849.0, 354, 262807.4, 354, 371139.9, 354, 275429.2, 354, 362889.8, 354, 409452.4, 354, 258152.0
356, 168203.6, 356, 232362.7, 356, 1144084.0, 356, 391707.2, 356, 415649.5, 356, 296292.2, 356, 189040.2, 356, 357807.7, 356, 273963.5, 356, 327852.4, 356, 262871.6, 356, 371165.3, 356, 275395.2, 356, 362923.8, 356, 409441.6, 356, 258149.3
358, 168142.7, 358, 232359.9, 358, 1144143.0, 358, 391657.9, 358, 415660.7, 358, 296273.9, 358, 189091.8, 358, 357786.8, 358, 274024.3, 358, 327872.8, 358, 262853.8, 358, 371139.0, 358, 275358.1, 358, 362886.1, 358, 409448.7, 358, 258105.5
360, 168190.5, 360, 232344.5, 360, 1144113.0, 360, 391728.8, 360, 415657.8, 360, 296290.3, 360, 189114.9, 360, 357797.1, 360, 273938.3, 360, 327894.6, 360, 262917.4, 360, 371084.1, 360, 275383.8, 360, 362907.1, 360, 409454.4, 360, 258106.2
362, 168200.6, 362, 232378.7, 362, 1144117.0, 362, 391700.9, 362, 415653.4, 362, 296282.5, 362, 189064.8, 362, 357855.0, 362, 274005.0, 362, 327819.3, 362, 262859.0, 362, 371173.5, 362, 275388.0, 362, 362924.4, 362, 409428.5, 362, 258144.3
364, 168183.6, 364, 232411.1, 364, 1144150.0, 364, 391678.3, 364, 415624.1, 364, 296363.3, 364, 189077.2, 364, 357798.4, 364, 274019.0, 364, 327967.1, 364, 262859.3, 364, 371148.1, 364, 275416.4, 364, 362883.1, 364, 409482.6, 364, 258149.2
366, 168139.7, 366, 232431.3, 366, 1144049.0, 366, 391712.7, 366, 415651.9, 366, 296324.9, 366, 189099.7, 366, 357776.1, 366, 273942.4, 366, 327955.5, 366, 262787.2, 366, 371201.9, 366, 275418.8, 366, 362833.2, 366, 409478.0, 366, 258165.4
368, 168139.1, 368, 232416.2, 368, 1144136.0, 368, 391739.0, 368, 415635.9, 368, 296368.4, 368, 189066.0, 368, 357853.1, 368, 274008.6, 368, 327904.8, 368, 262790.4, 368, 371146.3, 368, 275390.5, 368, 362888.1, 368, 409619.1, 368, 258108.0
370, 168277.5, 370, 232441.3, 370, 1144126.0, 370, 391779.4, 370, 415660.5, 370, 296290.1, 370, 189030.2, 370, 357834.1, 370, 274027.8, 370, 327892.0, 370, 262822.1, 370, 371197.6, 370, 275475.9, 370, 362913.9, 370, 409532.1, 370, 258185.1
372, 168156.3, 372, 232424.8, 372, 1144124.0, 372, 391684.0, 372, 415644.7, 372, 296279.0, 372, 189134.0, 372, 357838.5, 372, 273994.3, 372, 327879.5, 372, 262799.9, 372, 371168.8, 372, 275387.5, 372, 362888.4, 372, 409477.4, 372, 258126.3
374, 168156.3, 374, 232359.0, 374, 1144057.0, 374, 391678.6, 374, 415577.8, 374, 296306.7, 374, 189077.0, 374, 357818.2, 374, 274038.4, 374, 327908.6, 374, 262839.2, 374, 371138.4, 374, 275457.8, 374, 362950.7, 374, 409474.5, 374, 258070.9
376, 168108.0, 376, 232395.6, 376, 1144124.0, 376, 391609.9, 376, 415693.3, 376, 296303.6, 376, 189097.5, 376, 357813.3, 376, 274033.5, 376, 327891.3, 376, 262826.5, 376, 371153.4, 376, 275358.0, 376, 362885.5, 376, 409471.2, 376, 258085.3
378, 168192.3, 378, 232367.1, 378, 1144179.0, 378, 391653.1, 378, 415626.9, 378, 296343.2, 378, 189055.9, 378, 357846.8, 378, 274014.1, 378, 327834.3, 378, 262952.6, 378, 371192.4, 378, 275372.8, 378, 362933.3, 378, 409559.0, 378, 258090.2
380, 168206.3, 380, 232377.8, 380, 1144117.0, 380, 391700.8, 380, 415573.4, 380, 296376.8, 380, 189086.3, 380, 357789.1, 380, 274005.3, 380, 327859.4, 380, 262922.5, 380, 371165.3, 380, 275388.1, 380, 362919.4, 380, 409478.7, 380, 258127.6
