time_1,Nylon_1,time_2,Nylon_2,time_3,Nylon_3,time_4,Nylon_4,time_5,Cellulose_1,time_6,Cellulose_2,time_7,Cellulose_3,time_8,Cellulose_4,time_9,Polyimide_1,time_10,Polyimide_2,time_11,Polyimide_3,time_12,Polyimide_4,time_13,PET_1,time_14,PET_2,time_15,PET_3,time_16,PET_4
382, 168216.8, 382, 232342.7, 382, 1144074.0, 382, 391650.4, 382, 415624.4, 382, 296389.4, 382, 189036.7, 382, 357763.6, 382, 274029.5, 382, 327877.6, 382, 262852.8, 382, 371143.8, 382, 275382.0, 382, 362909.8, 382, 409469.7, 382, 258103.0
384, 168132.9, 384, 232366.8, 384, 1144119.0, 384, 391705.6, 384, 415637.5, 384, 296342.0, 384, 189071.3, 384, 357828.1, 384, 274010.1, 384, 327834.9, 384, 262824.7, 384, 371123.6, 384, 275345.2, 384, 362933.7, 384, 409500.2, 384, 258108.9
386, 168215.2, 386, 232390.3, 386, 1144105.0, 386, 391688.5, 386, 415648.6, 386, 296368.1, 386, 189093.0, 386, 357830.0, 386, 274042.6, 386, 327881.5, 386, 262932.5, 386, 371121.5, 386, 275374.1, 386, 362851.6, 386, 409496.7, 386, 258162.1
388, 168196.6, 388, 232365.1, 388, 1144077.0, 388, 391715.8, 388, 415593.8, 388, 296371.4, 388, 189053.8, 388, 357760.2, 388, 273996.3, 388, 327824.6, 388, 262893.4, 388, 371104.6, 388, 275361.8, 388, 362925.4, 388, 409489.4, 388, 258092.8
390, 168127.2, 390, 232384.8, 390, 1144156.0, 390, 391681.1, 390, 415599.9, 390, 296380.2, 390, 189080.9, 390, 357798.0, 390, 273983.5, 390, 327853.2, 390, 262890.7, 390, 371085.1, 390, 275366.3, 390, 362900.3, 390, 409505.2, 390, 258075.8
392, 168175.4, 392, 232357.1, 392, 1144124.0, 392, 391691.2, 392, 415645.5, 392, 296339.5, 392, 189080.6, 392, 357862.1, 392, 273992.1, 392, 327910.0, 392, 262871.2, 392, 371118.9, 392, 275369.0, 392, 362974.5, 392, 409525.4, 392, 258101.0
394, 168182.5, 394, 232436.1, 394, 1144092.0, 394, 391669.5, 394, 415617.6, 394, 296364.0, 394, 189126.0, 394, 357775.9, 394, 274040.7, 394, 327848.4, 394, 262855.0, 394, 371113.4, 394, 275429.3, 394, 362903.7, 394, 409491.9, 394, 258079.1
396, 168178.8, 396, 232395.1, 396, 1144188.0, 396, 391665.4, 396, 415584.4, 396, 296368.6, 396, 189131.4, 396, 357917.2, 396, 274044.3, 396, 327893.8, 396, 262904.9, 396, 371169.0, 396, 275428.1, 396, 362926.1, 396, 409565.3, 396, 258105.9
398, 168267.1, 398, 232424.9, 398, 1144180.0, 398, 391719.4, 398, 415647.5, 398, 296329.5, 398, 189146.6, 398, 357872.4, 398, 274017.8, 398, 328033.2, 398, 262828.4, 398, 371197.7, 398, 275456.1, 398, 362937.4, 398, 409634.6, 398, 258124.7
400, 168200.1, 400, 232386.3, 400, 1144118.0, 400, 391773.7, 400, 415671.3, 400, 296381.0, 400, 189031.9, 400, 357861.7, 400, 273977.7, 400, 327997.0, 400, 262802.7, 400, 371169.9, 400, 275409.5, 400, 362879.1, 400, 409676.1, 400, 258128.1
402, 168212.8, 402, 232483.6, 402, 1144131.0, 402, 391835.1, 402, 415615.9, 402, 296427.2, 402, 189078.8, 402, 357907.4, 402, 274038.6, 402, 327987.0, 402, 262728.3, 402, 371152.9, 402, 275488.0, 402, 362918.1, 402, 409677.0, 402, 258209.8
404, 168271.1, 404, 232519.4, 404, 1144175.0, 404, 391731.5, 404, 415647.5, 404, 296336.4, 404, 189043.3, 404, 357968.2, 404, 274035.8, 404, 327983.9, 404, 262836.1, 404, 371068.4, 404, 275529.4, 404, 362880.1, 404, 409633.6, 404, 258135.1
406, 168223.2, 406, 232453.5, 406, 1144103.0, 406, 391688.0, 406, 415627.1, 406, 296318.3, 406, 189088.6, 406, 357861.4, 406, 274007.3, 406, 327882.1, 406, 262796.7, 406, 371181.6, 406, 275427.4, 406, 362863.5, 406, 409598.9, 406, 258131.8
408, 168161.3, 408, 232389.2, 408, 1144122.0, 408, 391645.9, 408, 415641.0, 408, 296279.3, 408, 189078.7, 408, 357856.7, 408, 273989.7, 408, 327887.3, 408, 262813.5, 408, 371180.7, 408, 275393.1, 408, 362900.5, 408, 409527.0, 408, 258149.9
410, 168184.6, 410, 232483.6, 410, 1144084.0, 410, 391734.0, 410, 415672.7, 410, 296293.2, 410, 189060.6, 410, 357827.7, 410, 274038.2, 410, 327880.8, 410, 262777.1, 410, 371146.7, 410, 275404.6, 410, 362921.8, 410, 409551.0, 410, 258114.7
412, 168218.3, 412, 232387.3, 412, 1144091.0, 412, 391623.0, 412, 415572.1, 412, 296345.3, 412, 189078.4, 412, 357800.3, 412, 274021.1, 412, 327862.5, 412, 262808.6, 412, 371118.6, 412, 275378.3, 412, 362857.5, 412, 409514.2, 412, 258100.4
414, 168213.0, 414, 232394.0, 414, 1144164.0, 414, 391672.8, 414, 415569.6, 414, 296301.7, 414, 189106.4, 414, 357887.2, 414, 274059.8, 414, 327847.3, 414, 262840.6, 414, 371119.7, 414, 275400.4, 414, 362926.1, 414, 409505.1, 414, 258147.2
416, 168137.8, 416, 232451.5, 416, 1144152.0, 416, 391639.6, 416, 415645.0, 416, 296328.0, 416, 189105.0, 416, 357833.8, 416, 274013.7, 416, 327881.0, 416, 262837.1, 416, 371115.6, 416, 275400.7, 416, 362876.2, 416, 409504.8, 416, 258058.0
418, 168185.0, 418, 232427.1, 418, 1144107.0, 418, 391610.4, 418, 415650.9, 418, 296325.4, 418, 189109.2, 418, 357884.6, 418, 274074.8, 418, 327878.0, 418, 262816.2, 418, 371108.2, 418, 275394.8, 418, 362944.2, 418, 409561.5, 418, 258178.3
420, 168172.7, 420, 232374.1, 420, 1144075.0, 420, 391642.0, 420, 415637.6, 420, 296318.9, 420, 189071.4, 420, 357815.2, 420, 273965.9, 420, 327864.9, 420, 262843.6, 420, 371140.8, 420, 275422.0, 420, 362878.7, 420, 409489.2, 420, 258166.7
422, 168192.3, 422, 232406.6, 422, 1144132.0, 422, 391658.7, 422, 415616.4, 422, 296323.6, 422, 189114.0, 422, 357822.3, 422, 274048.7, 422, 327851.1, 422, 262799.2, 422, 371133.5, 422, 275382.7, 422, 362909.8, 422, 409446.8, 422, 258132.7
424, 168239.8, 424, 232415.3, 424, 1144087.0, 424, 391649.3, 424, 415591.1, 424, 296349.3, 424, 189141.1, 424, 357874.0, 424, 274053.2, 424, 327842.4, 424, 262845.1, 424, 371137.6, 424, 275392.4, 424, 362901.5, 424, 409485.8, 424, 258131.0
426, 168185.7, 426, 232371.0, 426, 1144141.0, 426, 391634.6, 426, 415617.6, 426, 296294.5, 426, 189090.9, 426, 357839.0, 426, 273992.1, 426, 327861.6, 426, 262816.3, 426, 371133.4, 426, 275397.9, 426, 362851.6, 426, 409484.7, 426, 258130.0
430, 168144.5, 430, 232417.7, 430, 1144132.0, 430, 391671.9, 430, 415591.5, 430, 296390.2, 430, 189076.7, 430, 357786.4, 430, 274042.7, 430, 327855.1, 430, 262910.2, 430, 371181.0, 430, 275417.1, 430, 362931.1, 430, 409534.1, 430, 258048.2
432, 168172.2, 432, 232419.2, 432, 1144192.0, 432, 391667.9, 432, 415644.0, 432, 296342.1, 432, 189070.4, 432, 357820.9, 432, 274023.5, 432, 327918.3, 432, 262808.6, 432, 371205.1, 432, 275470.0, 432, 362904.3, 432, 409525.8, 432, 258120.6
434, 168222.7, 434, 232413.8, 434, 1144126.0, 434, 391735.5, 434, 415661.7, 434, 296358.0, 434, 189106.7, 434, 357847.1, 434, 273998.0, 434, 327904.6, 434, 262793.3, 434, 371128.3, 434, 275444.6, 434, 362874.3, 434, 409560.5, 434, 258110.8
436, 168210.0, 436, 232452.4, 436, 1144135.0, 436, 391759.8, 436, 415604.6, 436, 296394.8, 436, 189120.7, 436, 357906.7, 436, 274023.8, 436, 327893.8, 436, 262840.6, 436, 371133.1, 436, 275460.3, 436, 362907.4, 436, 409552.3, 436, 258178.3
438, 168155.6, 438, 232410.0, 438, 1144191.0, 438, 391701.2, 438, 415573.5, 438, 296305.3, 438, 189076.9, 438, 357845.7, 438, 274040.4, 438, 327919.9, 438, 262815.5, 438, 371160.3, 438, 275410.1, 438, 362919.9, 438, 409531.8, 438, 258128.9
440, 168211.9, 440, 232480.0, 440, 1144234.0, 440, 391692.7, 440, 415610.5, 440, 296394.9, 440, 189098.1, 440, 357795.6, 440, 273987.9, 440, 327941.1, 440, 262797.2, 440, 371183.8, 440, 275422.5, 440, 362931.8, 440, 409583.3, 440, 258148.7
442, 168256.1, 442, 232487.3, 442, 1144196.0, 442, 391745.1, 442, 415604.6, 442, 296393.3, 442, 189099.5, 442, 357891.5, 442, 274002.6, 442, 327973.6, 442, 262819.5, 442, 371114.4, 442, 275480.6, 442, 362879.9, 442, 409603.6, 442, 258169.5
444, 168236.4, 444, 232502.5, 444, 1144171.0, 444, 391662.3, 444, 415642.9, 444, 296284.0, 444, 189083.7, 444, 357853.3, 444, 274029.9, 444, 327939.8, 444, 262814.9, 444, 371153.5, 444, 275450.8, 444, 362866.8, 444, 409613.4, 444, 258136.1
446, 168245.2, 446, 232497.4, 446, 1144156.0, 446, 391641.3, 446, 415652.7, 446, 296305.9, 446, 189062.1, 446, 357829.5, 446, 274015.7, 446, 327856.5, 446, 262757.3, 446, 371122.6, 446, 275437.8, 446, 362957.2, 446, 409509.4, 446, 258086.7
448, 168214.8, 448, 232463.5, 448, 1144107.0, 448, 391650.8, 448, 415561.5, 448, 296370.1, 448, 189101.2, 448, 357866.6, 448, 273982.7, 448, 327892.2, 448, 262748.9, 448, 371151.6, 448, 275422.4, 448, 362887.8, 448, 409541.7, 448, 258155.8
450, 168269.2, 450, 232464.8, 450, 1144168.0, 450, 391680.0, 450, 415641.0, 450, 296315.6, 450, 189134.5, 450, 357845.2, 450, 274033.1, 450, 327940.1, 450, 262808.5, 450, 371162.2, 450, 275435.2, 450, 362917.1, 450, 409501.6, 450, 258154.1
452, 168172.8, 452, 232487.8, 452, 1144166.0, 452, 391678.8, 452, 415638.7, 452, 296374.1, 452, 189073.7, 452, 357859.5, 452, 274065.9, 452, 327962.0, 452, 262782.6, 452, 371134.0, 452, 275385.9, 452, 362870.0, 452, 409576.4, 452, 258170.7
454, 168188.7, 454, 232469.4, 454, 1144161.0, 454, 391738.9, 454, 415640.3, 454, 296356.6, 454, 189122.1, 454, 357890.7, 454, 274032.1, 454, 327936.1, 454, 262759.7, 454, 371112.3, 454, 275502.5, 454, 362909.3, 454, 409577.6, 454, 258173.2
456, 168285.7, 456, 232485.8, 456, 1144169.0, 456, 391789.0, 456, 415641.5, 456, 296368.0, 456, 189120.9, 456, 357896.7, 456, 273995.0, 456, 327930.3, 456, 262779.3, 456, 371107.2, 456, 275449.1, 456, 362893.3, 456, 409547.2, 456, 258129.4
458, 168260.3, 458, 232450.6, 458, 1144137.0, 458, 391691.5, 458, 415621.1, 458, 296265.2, 458, 189064.1, 458, 357866.8, 458, 273993.5, 458, 327909.9, 458, 262793.5, 458, 371177.8, 458, 275451.0, 458, 362924.6, 458, 409498.0, 458, 258115.0
460, 168145.8, 460, 232450.3, 460, 1144146.0, 460, 391625.5, 460, 415615.2, 460, 296339.9, 460, 189067.7, 460, 357846.3, 460, 273992.4, 460, 327919.5, 460, 262810.1, 460, 371105.6, 460, 275394.9, 460, 362897.9, 460, 409508.1, 460, 258088.8
462, 168215.8, 462, 232444.5, 462, 1144134.0, 462, 391639.3, 462, 415696.9, 462, 296375.5, 462, 189109.7, 462, 357852.1, 462, 273999.9, 462, 327919.4, 462, 262783.5, 462, 371129.5, 462, 275406.2, 462, 362897.4, 462, 409482.1, 462, 258149.0
464, 168156.1, 464, 232433.7, 464, 1144111.0, 464, 391664.4, 464, 415616.0, 464, 296313.1, 464, 189075.5, 464, 357887.9, 464, 274050.3, 464, 327890.6, 464, 262803.7, 464, 371152.4, 464, 275411.5, 464, 362870.5, 464, 409451.3, 464, 258086.9
466, 168244.5, 466, 232514.9, 466, 1144139.0, 466, 391633.9, 466, 415629.3, 466, 296303.2, 466, 189105.9, 466, 357863.1, 466, 274079.4, 466, 327958.8, 466, 262822.4, 466, 371100.4, 466, 275405.7, 466, 362924.1, 466, 409524.4, 466, 258107.6
468, 168228.0, 468, 232485.6, 468, 1144152.0, 468, 391715.5, 468, 415654.4, 468, 296391.3, 468, 189141.7, 468, 357846.5, 468, 274016.0, 468, 327939.9, 468, 262784.7, 468, 371175.4, 468, 275483.5, 468, 362936.3, 468, 409647.2, 468, 258166.6
470, 168277.0, 470, 232546.0, 470, 1144146.0, 470, 391725.4, 470, 415682.9, 470, 296337.7, 470, 189066.6, 470, 357840.1, 470, 274007.8, 470, 327976.5, 470, 262749.4, 470, 371208.9, 470, 275424.9, 470, 362897.5, 470, 409616.4, 470, 258143.0
472, 168181.1, 472, 232538.6, 472, 1144109.0, 472, 391722.5, 472, 415660.9, 472, 296313.0, 472, 189098.8, 472, 357937.9, 472, 274019.4, 472, 327954.9, 472, 262749.9, 472, 371148.2, 472, 275451.1, 472, 362876.0, 472, 409543.0, 472, 258143.1
474, 168186.0, 474, 232503.4, 474, 1144165.0, 474, 391642.4, 474, 415632.2, 474, 296238.9, 474, 189059.7, 474, 357893.4, 474, 274035.6, 474, 327945.0, 474, 262792.6, 474, 371162.0, 474, 275410.1, 474, 362934.3, 474, 409546.6, 474, 258096.6
476, 168212.2, 476, 232489.0, 476, 1144110.0, 476, 391709.4, 476, 415651.5, 476, 296310.9, 476, 189122.2, 476, 357899.9, 476, 274055.4, 476, 327893.7, 476, 262755.2, 476, 371143.3, 476, 275430.0, 476, 362896.2, 476, 409497.2, 476, 258117.9
478, 168272.3, 478, 232515.8, 478, 1144105.0, 478, 391690.9, 478, 415573.3, 478, 296311.1, 478, 189041.4, 478, 357905.1, 478, 274077.3, 478, 327944.8, 478, 262797.6, 478, 371178.1, 478, 275420.9, 478, 362899.2, 478, 409491.9, 478, 258089.0
480, 168211.5, 480, 232483.0, 480, 1144186.0, 480, 391647.6, 480, 415611.7, 480, 296326.8, 480, 189080.0, 480, 357902.4, 480, 273974.1, 480, 328046.9, 480, 262805.2, 480, 371179.9, 480, 275529.1, 480, 362952.4, 480, 409547.6, 480, 258137.5
482, 168256.6, 482, 232532.9, 482, 1144245.0, 482, 391762.9, 482, 415645.4, 482, 296342.5, 482, 189056.7, 482, 357892.5, 482, 273985.5, 482, 328064.3, 482, 262687.8, 482, 371145.7, 482, 275528.4, 482, 362909.5, 482, 409713.3, 482, 258219.7
484, 168283.8, 484, 232603.6, 484, 1144240.0, 484, 391881.5, 484, 415681.3, 484, 296389.5, 484, 189071.0, 484, 358007.4, 484, 273997.4, 484, 328102.9, 484, 262656.5, 484, 371200.5, 484, 275527.2, 484, 362839.1, 484, 409806.6, 484, 258213.8
486, 168325.3, 486, 232562.1, 486, 1144230.0, 486, 391851.8, 486, 415740.8, 486, 296370.3, 486, 189050.0, 486, 357994.0, 486, 273942.0, 486, 328109.4, 486, 262608.9, 486, 371196.5, 486, 275565.0, 486, 362804.8, 486, 409853.5, 486, 258140.1
488, 168306.2, 488, 232584.8, 488, 1144172.0, 488, 391790.1, 488, 415602.2, 488, 296334.8, 488, 189000.1, 488, 357989.6, 488, 273951.6, 488, 328034.0, 488, 262581.7, 488, 371198.9, 488, 275565.5, 488, 362786.7, 488, 409738.6, 488, 258100.2
490, 168298.9, 490, 232627.7, 490, 1144197.0, 490, 391786.0, 490, 415659.5, 490, 296314.4, 490, 189032.2, 490, 358002.8, 490, 274015.0, 490, 328049.2, 490, 262615.6, 490, 371167.6, 490, 275538.9, 490, 362879.5, 490, 409656.4, 490, 258102.4
492, 168244.9, 492, 232598.0, 492, 1144193.0, 492, 391657.0, 492, 415680.6, 492, 296224.5, 492, 189097.4, 492, 357923.2, 492, 273960.2, 492, 327950.4, 492, 262623.5, 492, 371150.1, 492, 275479.0, 492, 362854.5, 492, 409508.5, 492, 258109.5
494, 168315.7, 494, 232566.8, 494, 1144151.0, 494, 391752.1, 494, 415709.4, 494, 296326.6, 494, 189022.5, 494, 357894.1, 494, 274019.7, 494, 327998.5, 494, 262662.9, 494, 371174.0, 494, 275476.7, 494, 362866.7, 494, 409597.5, 494, 258136.2
496, 168247.3, 496, 232492.3, 496, 1144130.0, 496, 391708.4, 496, 415650.5, 496, 296319.5, 496, 189020.9, 496, 357900.2, 496, 273994.0, 496, 327926.5, 496, 262716.3, 496, 371185.7, 496, 275428.9, 496, 362882.0, 496, 409479.6, 496, 258176.4
498, 168208.2, 498, 232442.7, 498, 1144115.0, 498, 391626.3, 498, 415662.9, 498, 296254.5, 498, 189079.2, 498, 357879.4, 498, 273998.5, 498, 327948.6, 498, 262761.1, 498, 371093.4, 498, 275400.8, 498, 362932.8, 498, 409455.7, 498, 258144.2
500, 168320.5, 500, 232551.6, 500, 1144140.0, 500, 391643.7, 500, 415641.0, 500, 296333.8, 500, 189093.1, 500, 357868.4, 500, 274068.0, 500, 327919.4, 500, 262799.8, 500, 371110.7, 500, 275441.0, 500, 362894.1, 500, 409471.4, 500, 258097.7
502, 168224.1, 502, 232414.1, 502, 1144202.0, 502, 391704.7, 502, 415715.6, 502, 296341.3, 502, 189086.6, 502, 357843.7, 502, 274020.6, 502, 327970.3, 502, 262750.2, 502, 371208.4, 502, 275424.3, 502, 362859.2, 502, 409541.4, 502, 258141.4
504, 168207.6, 504, 232524.4, 504, 1144165.0, 504, 391692.8, 504, 415666.9, 504, 296358.4, 504, 189045.9, 504, 357896.5, 504, 274034.2, 504, 327900.8, 504, 262691.9, 504, 371147.9, 504, 275461.9, 504, 362900.0, 504, 409577.1, 504, 258139.1
506, 168265.9, 506, 232496.5, 506, 1144123.0, 506, 391726.9, 506, 415665.6, 506, 296312.7, 506, 189085.3, 506, 357959.1, 506, 274077.2, 506, 327943.3, 506, 262776.8, 506, 371104.4, 506, 275424.7, 506, 362875.0, 506, 409537.8, 506, 258108.8
508, 168219.3, 508, 232532.6, 508, 1144174.0, 508, 391659.4, 508, 415674.2, 508, 296287.2, 508, 189064.7, 508, 357947.3, 508, 274035.0, 508, 327997.1, 508, 262808.1, 508, 371222.1, 508, 275479.8, 508, 362917.8, 508, 409525.0, 508, 258127.1
510, 168220.6, 510, 232508.2, 510, 1144175.0, 510, 391624.6, 510, 415667.3, 510, 296296.7, 510, 189053.5, 510, 357865.4, 510, 274000.8, 510, 328054.7, 510, 262714.0, 510, 371183.1, 510, 275459.8, 510, 362948.5, 510, 409619.9, 510, 258136.2
512, 168245.7, 512, 232519.1, 512, 1144191.0, 512, 391789.9, 512, 415656.1, 512, 296415.9, 512, 189068.5, 512, 357990.1, 512, 273968.9, 512, 328144.6, 512, 262664.6, 512, 371208.8, 512, 275500.4, 512, 362915.5, 512, 409762.6, 512, 258152.6
514, 168313.3, 514, 232603.6, 514, 1144240.0, 514, 391867.7, 514, 415690.8, 514, 296383.5, 514, 189030.4, 514, 358009.4, 514, 273968.0, 514, 328119.1, 514, 262605.9, 514, 371156.7, 514, 275495.0, 514, 362905.7, 514, 409723.0, 514, 258193.8
516, 168364.9, 516, 232585.3, 516, 1144200.0, 516, 391825.6, 516, 415658.3, 516, 296321.1, 516, 189045.0, 516, 357989.4, 516, 273948.2, 516, 328013.0, 516, 262586.0, 516, 371129.8, 516, 275547.6, 516, 362851.6, 516, 409654.6, 516, 258132.6
518, 168315.4, 518, 232534.3, 518, 1144167.0, 518, 391730.2, 518, 415603.3, 518, 296185.1, 518, 189022.4, 518, 358016.8, 518, 274058.7, 518, 328014.6, 518, 262591.1, 518, 371142.7, 518, 275424.3, 518, 362834.7, 518, 409640.5, 518, 258188.7
520, 168228.2, 520, 232534.4, 520, 1144193.0, 520, 391658.3, 520, 415738.0, 520, 296290.5, 520, 189058.2, 520, 357961.5, 520, 274010.9, 520, 327970.7, 520, 262602.1, 520, 371079.6, 520, 275484.3, 520, 362818.1, 520, 409550.4, 520, 258152.8
522, 168294.4, 522, 232513.8, 522, 1144190.0, 522, 391689.5, 522, 415703.7, 522, 296337.0, 522, 189032.7, 522, 357976.2, 522, 273989.7, 522, 327908.3, 522, 262694.9, 522, 371141.2, 522, 275480.2, 522, 362890.2, 522, 409511.9, 522, 258148.2
524, 168271.0, 524, 232492.7, 524, 1144184.0, 524, 391652.9, 524, 415695.4, 524, 296225.4, 524, 189069.5, 524, 357907.2, 524, 274023.2, 524, 327934.3, 524, 262653.8, 524, 371135.4, 524, 275431.6, 524, 362861.6, 524, 409459.2, 524, 258113.2
526, 168145.3, 526, 232424.4, 526, 1144158.0, 526, 391656.0, 526, 415696.6, 526, 296233.4, 526, 189074.5, 526, 357868.0, 526, 273977.2, 526, 327894.4, 526, 262691.9, 526, 371152.3, 526, 275453.4, 526, 362864.6, 526, 409429.1, 526, 258125.2
528, 168230.0, 528, 232512.4, 528, 1144182.0, 528, 391653.9, 528, 415718.6, 528, 296299.5, 528, 189067.4, 528, 357915.9, 528, 274033.5, 528, 327929.9, 528, 262811.1, 528, 371125.6, 528, 275449.5, 528, 362841.4, 528, 409450.8, 528, 258140.3
530, 168200.2, 530, 232489.5, 530, 1144142.0, 530, 391581.6, 530, 415672.9, 530, 296297.0, 530, 188981.7, 530, 357876.7, 530, 274025.3, 530, 327939.1, 530, 262739.4, 530, 371212.9, 530, 275418.4, 530, 362932.3, 530, 409459.9, 530, 258148.0
532, 168198.8, 532, 232507.4, 532, 1144134.0, 532, 391622.7, 532, 415610.6, 532, 296324.9, 532, 189033.1, 532, 357798.5, 532, 273991.6, 532, 327886.1, 532, 262683.1, 532, 371131.4, 532, 275482.6, 532, 362872.5, 532, 409527.2, 532, 258147.7
534, 168189.6, 534, 232511.5, 534, 1144114.0, 534, 391709.3, 534, 415643.6, 534, 296340.6, 534, 189053.2, 534, 357952.2, 534, 273996.9, 534, 327899.5, 534, 262729.6, 534, 371119.8, 534, 275428.1, 534, 362820.3, 534, 409532.5, 534, 258159.2
536, 168239.1, 536, 232454.8, 536, 1144148.0, 536, 391692.8, 536, 415634.0, 536, 296286.2, 536, 188997.6, 536, 357868.3, 536, 274005.8, 536, 327893.0, 536, 262748.6, 536, 371161.5, 536, 275400.6, 536, 362925.5, 536, 409487.0, 536, 258158.7
538, 168199.6, 538, 232457.3, 538, 1144134.0, 538, 391596.3, 538, 415665.7, 538, 296343.2, 538, 189110.7, 538, 357847.8, 538, 273961.4, 538, 327929.9, 538, 262736.9, 538, 371194.6, 538, 275413.6, 538, 362935.9, 538, 409452.0, 538, 258088.1
540, 168168.6, 540, 232433.3, 540, 1144132.0, 540, 391646.6, 540, 415638.6, 540, 296331.8, 540, 189038.8, 540, 357831.7, 540, 274002.1, 540, 327878.8, 540, 262723.4, 540, 371155.0, 540, 275445.0, 540, 362874.5, 540, 409469.7, 540, 258127.1
542, 168198.5, 542, 232522.8, 542, 1144126.0, 542, 391627.0, 542, 415665.0, 542, 296271.7, 542, 189059.3, 542, 357932.9, 542, 274017.6, 542, 327936.9, 542, 262764.4, 542, 371156.6, 542, 275421.1, 542, 362874.7, 542, 409437.8, 542, 258102.9
544, 168129.6, 544, 232422.8, 544, 1144112.0, 544, 391588.5, 544, 415636.8, 544, 296317.4, 544, 189098.5, 544, 357847.8, 544, 274046.0, 544, 327919.4, 544, 262736.2, 544, 371121.8, 544, 275401.8, 544, 362873.7, 544, 409387.9, 544, 258122.7
546, 168175.2, 546, 232429.6, 546, 1144187.0, 546, 391622.4, 546, 415600.6, 546, 296303.0, 546, 189027.9, 546, 357907.1, 546, 274036.5, 546, 327873.8, 546, 262782.8, 546, 371139.9, 546, 275378.9, 546, 362880.6, 546, 409448.1, 546, 258132.5
548, 168194.1, 548, 232423.9, 548, 1144134.0, 548, 391590.0, 548, 415614.2, 548, 296347.1, 548, 189051.0, 548, 357860.3, 548, 274013.7, 548, 327861.2, 548, 262802.1, 548, 371095.0, 548, 275374.2, 548, 362864.0, 548, 409430.5, 548, 258119.2
550, 168198.3, 550, 232448.7, 550, 1144170.0, 550, 391640.1, 550, 415661.7, 550, 296385.1, 550, 189062.3, 550, 357845.8, 550, 274030.0, 550, 327857.9, 550, 262799.2, 550, 371079.9, 550, 275379.1, 550, 362924.1, 550, 409407.0, 550, 258097.0
552, 168177.1, 552, 232436.1, 552, 1144090.0, 552, 391584.4, 552, 415633.4, 552, 296331.1, 552, 189075.7, 552, 357844.1, 552, 274047.1, 552, 327885.8, 552, 262799.4, 552, 371116.4, 552, 275372.1, 552, 362892.0, 552, 409409.5, 552, 258083.8
554, 168085.3, 554, 232381.6, 554, 1144145.0, 554, 391597.3, 554, 415624.5, 554, 296316.5, 554, 189047.5, 554, 357836.9, 554, 273973.9, 554, 327871.6, 554, 262773.1, 554, 371116.6, 554, 275397.0, 554, 362934.5, 554, 409400.6, 554, 258074.9
556, 168206.5, 556, 232395.0, 556, 1144147.0, 556, 391573.0, 556, 415644.8, 556, 296331.9, 556, 189135.4, 556, 357839.1, 556, 274007.1, 556, 327866.5, 556, 262841.2, 556, 371151.9, 556, 275401.6, 556, 362881.3, 556, 409436.7, 556, 258149.0
558, 168141.9, 558, 232412.5, 558, 1144098.0, 558, 391622.0, 558, 415534.6, 558, 296362.0, 558, 189039.6, 558, 357766.9, 558, 273972.2, 558, 327874.9, 558, 262831.0, 558, 371069.1, 558, 275366.7, 558, 362924.8, 558, 409442.5, 558, 258132.9
560, 168160.0, 560, 232405.2, 560, 1144125.0, 560, 391613.3, 560, 415645.1, 560, 296317.4, 560, 189063.2, 560, 357820.9, 560, 273988.0, 560, 327893.8, 560, 262858.8, 560, 371074.3, 560, 275395.8, 560, 362959.6, 560, 409426.8, 560, 258135.2
562, 168130.3, 562, 232435.2, 562, 1144141.0, 562, 391580.6, 562, 415582.1, 562, 296276.3, 562, 189106.8, 562, 357818.1, 562, 274003.0, 562, 327844.6, 562, 262828.4, 562, 371131.3, 562, 275368.8, 562, 362890.0, 562, 409438.5, 562, 258105.0
564, 168117.3, 564, 232472.0, 564, 1144131.0, 564, 391588.0, 564, 415646.7, 564, 296336.9, 564, 189035.1, 564, 357855.4, 564, 274023.9, 564, 327871.0, 564, 262898.7, 564, 371090.4, 564, 275420.5, 564, 362906.8, 564, 409473.5, 564, 258065.8
566, 168155.8, 566, 232397.8, 566, 1144074.0, 566, 391584.4, 566, 415633.2, 566, 296318.0, 566, 189064.8, 566, 357767.5, 566, 273977.9, 566, 327850.3, 566, 262850.3, 566, 371154.3, 566, 275358.2, 566, 362908.6, 566, 409488.7, 566, 258097.1
568, 168125.5, 568, 232413.5, 568, 1144109.0, 568, 391610.4, 568, 415621.1, 568, 296358.1, 568, 189047.2, 568, 357875.7, 568, 274010.5, 568, 327849.9, 568, 262857.2, 568, 371123.2, 568, 275373.6, 568, 362921.5, 568, 409516.5, 568, 258114.2
570, 168208.5, 570, 232438.8, 570, 1144142.0, 570, 391674.2, 570, 415587.4, 570, 296291.8, 570, 189112.6, 570, 357820.5, 570, 274042.2, 570, 327910.0, 570, 262825.8, 570, 371158.6, 570, 275388.2, 570, 362933.9, 570, 409477.7, 570, 258122.5
572, 168192.1, 572, 232417.1, 572, 1144109.0, 572, 391631.0, 572, 415624.4, 572, 296381.0, 572, 189041.9, 572, 357864.7, 572, 273958.7, 572, 327963.1, 572, 262771.9, 572, 371158.1, 572, 275409.9, 572, 362911.0, 572, 409503.6, 572, 258106.9
574, 168155.2, 574, 232377.0, 574, 1144157.0, 574, 391671.5, 574, 415618.7, 574, 296398.6, 574, 189094.0, 574, 357833.2, 574, 273971.0, 574, 327904.6, 574, 262760.1, 574, 371160.9, 574, 275384.9, 574, 362891.4, 574, 409635.0, 574, 258198.7
