time 1,Aluminum_1, time 2,Aluminum_2,time 3,Aluminum_3, time 4,Aluminum_4,time 5 ,Aluminum_5, time 6,Aluminum_6,time 7,Aluminum_7, time 8,Aluminum_8,time 9 ,Aluminum_9, time 10,Aluminum_10,time 11,Aluminum_11, time 12,Aluminum_12,time 13 ,Aluminum_13, time 14,Aluminum_14,time 15,Aluminum_15, time 16,Aluminum_16
190, 177790.0, 190, 241385.0, 190, 1148932.0, 190, 400806.8, 190, 419640.4, 190, 307903.0, 190, 194010.8, 190, 362711.9, 190, 275971.3, 190, 329759.1, 190, 265756.4, 190, 373045.2, 190, 275826.9, 190, 357132.7, 190, 410865.5, 190, 259449.7
192, 177809.6, 192, 241390.0, 192, 1148928.0, 192, 400792.0, 192, 419627.0, 192, 307903.1, 192, 193994.4, 192, 362716.5, 192, 276008.7, 192, 329764.4, 192, 265749.3, 192, 372991.8, 192, 275767.3, 192, 357046.3, 192, 410805.5, 192, 259451.2
194, 177764.9, 194, 241360.2, 194, 1148862.0, 194, 400828.6, 194, 419597.0, 194, 307919.4, 194, 193990.1, 194, 362727.5, 194, 275991.4, 194, 329770.1, 194, 265769.4, 194, 373074.5, 194, 275792.7, 194, 357147.4, 194, 410787.7, 194, 259442.7
196, 177753.6, 196, 241336.2, 196, 1148896.0, 196, 400795.7, 196, 419614.5, 196, 307924.5, 196, 194005.5, 196, 362684.5, 196, 275961.4, 196, 329766.2, 196, 265786.5, 196, 373040.1, 196, 275770.9, 196, 357106.8, 196, 410803.6, 196, 259431.6
198, 177730.8, 198, 241347.8, 198, 1148914.0, 198, 400815.5, 198, 419595.3, 198, 307939.5, 198, 193969.8, 198, 362681.9, 198, 275965.5, 198, 329741.5, 198, 265782.2, 198, 373044.5, 198, 275785.9, 198, 357100.9, 198, 410791.4, 198, 259465.7
200, 177785.1, 200, 241356.7, 200, 1148915.0, 200, 400788.1, 200, 419607.6, 200, 307930.9, 200, 193983.6, 200, 362687.9, 200, 275975.6, 200, 329757.7, 200, 265786.9, 200, 373021.1, 200, 275752.2, 200, 357122.3, 200, 410820.2, 200, 259469.4
202, 177698.8, 202, 241350.4, 202, 1148894.0, 202, 400811.7, 202, 419607.6, 202, 307942.4, 202, 193974.4, 202, 362718.2, 202, 275907.9, 202, 329728.4, 202, 265791.2, 202, 373014.6, 202, 275785.1, 202, 357092.7, 202, 410822.6, 202, 259462.4
204, 177731.2, 204, 241366.3, 204, 1148898.0, 204, 400796.2, 204, 419572.8, 204, 307972.6, 204, 194010.6, 204, 362686.0, 204, 275998.5, 204, 329727.3, 204, 265843.7, 204, 373003.8, 204, 275790.7, 204, 357130.1, 204, 410804.3, 204, 259455.8
206, 177725.7, 206, 241368.3, 206, 1148883.0, 206, 400834.8, 206, 419586.3, 206, 307979.1, 206, 193995.7, 206, 362720.8, 206, 275992.9, 206, 329733.9, 206, 265818.9, 206, 373035.7, 206, 275748.0, 206, 357104.7, 206, 410821.7, 206, 259436.4
208, 177813.8, 208, 241350.9, 208, 1148925.0, 208, 400798.4, 208, 419634.2, 208, 307955.8, 208, 194031.6, 208, 362691.0, 208, 275968.9, 208, 329714.3, 208, 265807.2, 208, 373054.2, 208, 275778.1, 208, 357140.0, 208, 410789.2, 208, 259501.5
210, 177774.9, 210, 241363.9, 210, 1148924.0, 210, 400836.9, 210, 419585.6, 210, 307982.6, 210, 193980.3, 210, 362703.8, 210, 275980.8, 210, 329792.9, 210, 265818.3, 210, 373059.5, 210, 275824.8, 210, 357089.7, 210, 410889.3, 210, 259495.4
212, 177838.7, 212, 241468.3, 212, 1148939.0, 212, 400897.8, 212, 419592.3, 212, 307983.8, 212, 193992.7, 212, 362737.9, 212, 275959.2, 212, 329869.7, 212, 265771.5, 212, 373095.8, 212, 275832.7, 212, 357153.7, 212, 410949.5, 212, 259470.4
214, 177785.3, 214, 241447.7, 214, 1148973.0, 214, 400948.0, 214, 419625.0, 214, 307984.6, 214, 193981.8, 214, 362740.7, 214, 275902.9, 214, 329933.6, 214, 265735.0, 214, 373088.9, 214, 275833.9, 214, 357055.5, 214, 411017.0, 214, 259528.3
216, 177837.0, 216, 241499.6, 216, 1148970.0, 216, 400932.7, 216, 419586.1, 216, 307962.6, 216, 193995.3, 216, 362785.1, 216, 275901.5, 216, 329879.0, 216, 265654.3, 216, 373112.8, 216, 275857.6, 216, 357043.4, 216, 411036.8, 216, 259514.3
218, 177788.7, 218, 241479.9, 218, 1148925.0, 218, 400918.8, 218, 419589.7, 218, 307957.4, 218, 193967.3, 218, 362767.8, 218, 275947.5, 218, 329863.5, 218, 265679.2, 218, 373059.1, 218, 275836.7, 218, 357060.0, 218, 410984.8, 218, 259492.8
220, 177844.5, 220, 241499.0, 220, 1148967.0, 220, 400896.0, 220, 419591.1, 220, 307938.5, 220, 194013.2, 220, 362760.0, 220, 275928.7, 220, 329833.6, 220, 265677.1, 220, 360776.4, 220, 275842.4, 220, 357051.6, 220, 410929.1, 220, 259487.3
222, 177823.2, 222, 241487.1, 222, 1148938.0, 222, 400862.0, 222, 419595.7, 222, 307920.8, 222, 194008.4, 222, 362729.9, 222, 275913.0, 222, 329796.6, 222, 265708.0, 222, 373057.5, 222, 275816.0, 222, 357093.9, 222, 410835.6, 222, 259482.6
224, 177778.7, 224, 241475.2, 224, 1148959.0, 224, 400829.6, 224, 419671.3, 224, 307950.9, 224, 193986.5, 224, 362754.4, 224, 275943.5, 224, 329769.7, 224, 265775.1, 224, 373060.7, 224, 275799.1, 224, 357122.2, 224, 410866.1, 224, 259464.0
226, 177780.0, 226, 241404.5, 226, 1148955.0, 226, 400833.6, 226, 419610.5, 226, 307930.2, 226, 193985.7, 226, 362741.4, 226, 275974.4, 226, 329781.8, 226, 265738.0, 226, 373038.5, 226, 275741.6, 226, 357080.4, 226, 410814.3, 226, 259454.3
228, 177762.3, 228, 241480.5, 228, 1148907.0, 228, 400818.5, 228, 419628.6, 228, 307920.8, 228, 193946.9, 228, 362717.0, 228, 275967.1, 228, 329744.3, 228, 265766.1, 228, 373045.6, 228, 275803.8, 228, 357091.6, 228, 410810.7, 228, 259446.3
230, 177789.6, 230, 241450.0, 230, 1148936.0, 230, 400779.4, 230, 419648.6, 230, 307963.6, 230, 194009.1, 230, 362705.2, 230, 275956.5, 230, 329741.2, 230, 265763.2, 230, 373077.7, 230, 275799.4, 230, 357115.4, 230, 410824.9, 230, 259471.7
232, 177743.5, 232, 241389.4, 232, 1148865.0, 232, 400765.4, 232, 419607.1, 232, 307962.7, 232, 194000.7, 232, 362717.5, 232, 275977.3, 232, 329746.5, 232, 265804.8, 232, 373078.7, 232, 275740.7, 232, 357123.1, 232, 410809.7, 232, 259454.7
234, 177776.3, 234, 241428.4, 234, 1148919.0, 234, 400771.0, 234, 419624.7, 234, 307927.3, 234, 193990.1, 234, 362761.5, 234, 275969.9, 234, 329733.3, 234, 265803.4, 234, 373081.1, 234, 275793.9, 234, 357098.1, 234, 410800.2, 234, 259504.1
236, 177747.5, 236, 241427.5, 236, 1148918.0, 236, 400811.0, 236, 419660.1, 236, 307967.3, 236, 193979.9, 236, 362730.9, 236, 275981.2, 236, 329778.6, 236, 265772.5, 236, 373051.6, 236, 275740.1, 236, 357102.4, 236, 410789.9, 236, 259493.6
238, 177757.7, 238, 241417.9, 238, 1148874.0, 238, 400792.8, 238, 419597.5, 238, 307931.9, 238, 193965.4, 238, 362685.1, 238, 275972.0, 238, 329747.8, 238, 265746.2, 238, 373031.6, 238, 275735.9, 238, 357109.8, 238, 410829.9, 238, 259471.5
240, 177742.1, 240, 241385.4, 240, 1148923.0, 240, 400796.0, 240, 419638.6, 240, 307934.8, 240, 193946.0, 240, 362682.4, 240, 275987.0, 240, 329752.9, 240, 265791.8, 240, 373066.8, 240, 275768.5, 240, 357128.1, 240, 410828.4, 240, 259505.5
242, 177737.4, 242, 241427.4, 242, 1148950.0, 242, 400805.2, 242, 419594.5, 242, 307946.9, 242, 193961.0, 242, 362716.8, 242, 275991.1, 242, 329744.5, 242, 265791.2, 242, 373013.5, 242, 275725.0, 242, 357147.5, 242, 410813.0, 242, 259473.3
244, 177769.3, 244, 241388.3, 244, 1148896.0, 244, 400776.8, 244, 419563.2, 244, 307934.1, 244, 193996.7, 244, 362660.8, 244, 275983.1, 244, 329716.3, 244, 265818.6, 244, 373034.1, 244, 275771.0, 244, 357109.6, 244, 410824.9, 244, 259480.2
246, 177746.5, 246, 241441.4, 246, 1148981.0, 246, 400774.5, 246, 419597.0, 246, 307942.0, 246, 194045.7, 246, 362687.8, 246, 275979.3, 246, 329762.6, 246, 265806.3, 246, 373060.1, 246, 275791.4, 246, 357129.6, 246, 410757.4, 246, 259473.6
248, 177753.6, 248, 241409.3, 248, 1148921.0, 248, 400836.9, 248, 419611.6, 248, 307955.5, 248, 193957.7, 248, 362692.6, 248, 275947.5, 248, 329766.6, 248, 265797.5, 248, 373037.6, 248, 275750.3, 248, 357148.7, 248, 410823.2, 248, 259480.9
250, 177738.9, 250, 241420.2, 250, 1148879.0, 250, 400832.4, 250, 419613.9, 250, 307976.6, 250, 193999.5, 250, 362706.2, 250, 275947.8, 250, 329730.4, 250, 265790.6, 250, 373057.3, 250, 275785.0, 250, 357104.7, 250, 410846.0, 250, 259450.1
252, 177812.7, 252, 241414.8, 252, 1148918.0, 252, 400798.6, 252, 419603.9, 252, 307952.9, 252, 193976.5, 252, 362734.2, 252, 275972.5, 252, 329743.4, 252, 265844.6, 252, 373063.3, 252, 275756.2, 252, 357144.2, 252, 410854.8, 252, 259480.2
254, 177763.3, 254, 241412.1, 254, 1148939.0, 254, 400799.0, 254, 419604.2, 254, 307963.2, 254, 193942.7, 254, 362684.6, 254, 275941.4, 254, 329734.4, 254, 265770.3, 254, 373035.2, 254, 275769.9, 254, 357158.5, 254, 410806.8, 254, 259503.0
256, 177768.4, 256, 241419.6, 256, 1148886.0, 256, 400750.9, 256, 419558.0, 256, 307946.1, 256, 193983.5, 256, 362689.5, 256, 275949.9, 256, 329740.0, 256, 265764.1, 256, 373067.4, 256, 275768.7, 256, 357088.8, 256, 410810.4, 256, 259459.9
258, 177775.3, 258, 241456.9, 258, 1148916.0, 258, 400812.4, 258, 419577.3, 258, 307980.6, 258, 194006.6, 258, 362692.9, 258, 275982.6, 258, 329707.6, 258, 265840.2, 258, 373070.4, 258, 275741.1, 258, 357123.7, 258, 410804.7, 258, 259510.7
260, 177725.5, 260, 241435.1, 260, 1148871.0, 260, 400798.9, 260, 419604.3, 260, 307985.0, 260, 193990.9, 260, 362715.1, 260, 275992.6, 260, 329756.7, 260, 265833.3, 260, 373057.8, 260, 275746.2, 260, 357116.8, 260, 410813.1, 260, 259473.4
262, 177778.6, 262, 241441.0, 262, 1148899.0, 262, 400764.9, 262, 419600.1, 262, 307942.5, 262, 193988.2, 262, 362730.5, 262, 275963.5, 262, 329736.6, 262, 265845.5, 262, 373028.2, 262, 275786.4, 262, 357141.2, 262, 410829.4, 262, 259465.5
264, 177789.4, 264, 241489.5, 264, 1148927.0, 264, 400834.5, 264, 419619.8, 264, 308005.6, 264, 194014.8, 264, 362726.4, 264, 275938.7, 264, 329774.3, 264, 265827.3, 264, 373069.7, 264, 275774.1, 264, 357078.9, 264, 410881.4, 264, 259491.9
266, 177766.9, 266, 241453.5, 266, 1148936.0, 266, 400803.5, 266, 419597.6, 266, 308000.6, 266, 193973.5, 266, 362716.8, 266, 275910.6, 266, 329786.7, 266, 265826.5, 266, 373017.8, 266, 275771.4, 266, 357061.6, 266, 410873.8, 266, 259485.8
268, 177753.2, 268, 241473.6, 268, 1148963.0, 268, 400821.9, 268, 419567.4, 268, 307958.5, 268, 193970.8, 268, 362700.7, 268, 275937.8, 268, 329782.3, 268, 265825.4, 268, 373112.0, 268, 275791.5, 268, 357154.8, 268, 410871.8, 268, 259517.2
270, 177779.3, 270, 241473.2, 270, 1148972.0, 270, 400834.6, 270, 419627.8, 270, 307963.7, 270, 194015.7, 270, 362731.6, 270, 275968.3, 270, 329744.4, 270, 265810.7, 270, 373097.4, 270, 275790.1, 270, 357109.0, 270, 410880.1, 270, 259463.8
272, 177787.1, 272, 241480.8, 272, 1148898.0, 272, 400785.7, 272, 419602.7, 272, 307970.3, 272, 193976.9, 272, 362726.1, 272, 275999.4, 272, 329732.9, 272, 265798.5, 272, 373056.3, 272, 275747.7, 272, 357159.9, 272, 410845.9, 272, 259506.3
274, 177776.1, 274, 241486.3, 274, 1148928.0, 274, 400793.0, 274, 419630.7, 274, 307974.2, 274, 193999.7, 274, 362765.4, 274, 275956.0, 274, 329761.0, 274, 265794.7, 274, 373100.1, 274, 275785.4, 274, 357157.4, 274, 410782.1, 274, 259478.7
276, 177741.9, 276, 241438.8, 276, 1148908.0, 276, 400773.3, 276, 419551.5, 276, 307963.4, 276, 193988.4, 276, 362698.9, 276, 275923.8, 276, 329765.9, 276, 265802.3, 276, 373098.2, 276, 275789.5, 276, 357094.8, 276, 410777.0, 276, 259453.9
278, 177738.6, 278, 241467.9, 278, 1148913.0, 278, 400799.2, 278, 419601.0, 278, 307950.8, 278, 194012.9, 278, 362707.9, 278, 275967.7, 278, 329780.1, 278, 265855.3, 278, 373122.2, 278, 275741.2, 278, 357170.9, 278, 410819.5, 278, 259493.2
280, 177772.4, 280, 241479.3, 280, 1148918.0, 280, 400840.9, 280, 419604.6, 280, 307958.4, 280, 194035.5, 280, 362727.7, 280, 275989.0, 280, 329777.0, 280, 265839.3, 280, 373104.0, 280, 275755.0, 280, 357162.9, 280, 410836.2, 280, 259532.3
282, 177800.2, 282, 241554.0, 282, 1148963.0, 282, 400825.7, 282, 419601.7, 282, 307961.5, 282, 194004.1, 282, 362740.7, 282, 275944.9, 282, 329844.5, 282, 265828.4, 282, 373130.2, 282, 275769.0, 282, 357168.7, 282, 410912.6, 282, 259516.9
284, 177809.2, 284, 241504.3, 284, 1148888.0, 284, 400875.3, 284, 419613.0, 284, 307963.9, 284, 193996.7, 284, 362739.3, 284, 275921.5, 284, 329843.8, 284, 265801.1, 284, 373125.5, 284, 275794.8, 284, 357138.9, 284, 410935.8, 284, 259516.7
286, 177806.9, 286, 241514.9, 286, 1148897.0, 286, 400841.4, 286, 419561.3, 286, 307988.5, 286, 193991.6, 286, 362750.8, 286, 275939.0, 286, 329864.7, 286, 265733.8, 286, 373117.9, 286, 275825.1, 286, 357096.7, 286, 410928.1, 286, 259510.3
288, 177841.3, 288, 241530.4, 288, 1148927.0, 288, 400820.5, 288, 419583.7, 288, 307972.8, 288, 193975.5, 288, 362750.3, 288, 275948.7, 288, 329828.5, 288, 265726.3, 288, 373113.6, 288, 275790.5, 288, 357074.2, 288, 410907.8, 288, 259507.9
290, 177828.6, 290, 241527.1, 290, 1148963.0, 290, 400791.9, 290, 419609.7, 290, 307963.7, 290, 194003.1, 290, 362751.0, 290, 275955.4, 290, 329801.8, 290, 265704.6, 290, 373136.2, 290, 275850.8, 290, 357121.0, 290, 410870.1, 290, 259492.4
292, 177836.3, 292, 241518.1, 292, 1148938.0, 292, 400811.1, 292, 419567.4, 292, 307968.1, 292, 193955.2, 292, 362749.8, 292, 275947.2, 292, 329794.4, 292, 265736.5, 292, 373064.4, 292, 275802.5, 292, 357111.6, 292, 410872.9, 292, 259490.7
294, 177787.9, 294, 241552.8, 294, 1148914.0, 294, 400827.4, 294, 419605.8, 294, 307921.7, 294, 193951.5, 294, 362792.1, 294, 275949.9, 294, 329779.5, 294, 265739.0, 294, 373091.5, 294, 275799.8, 294, 357079.7, 294, 410888.8, 294, 259503.1
296, 177839.1, 296, 241540.9, 296, 1148937.0, 296, 400812.1, 296, 419567.9, 296, 307906.3, 296, 193957.3, 296, 362749.3, 296, 275945.6, 296, 329800.0, 296, 265777.0, 296, 373127.3, 296, 275814.2, 296, 357111.4, 296, 410877.8, 296, 259509.5
298, 177817.9, 298, 241487.0, 298, 1148900.0, 298, 400817.8, 298, 419587.8, 298, 307947.9, 298, 193932.3, 298, 362741.3, 298, 275910.8, 298, 329767.0, 298, 265735.8, 298, 373093.0, 298, 275790.1, 298, 357128.2, 298, 410847.7, 298, 259475.1
300, 177800.5, 300, 241486.0, 300, 1148927.0, 300, 400801.4, 300, 419582.5, 300, 307954.3, 300, 193953.6, 300, 362777.2, 300, 275957.9, 300, 329769.8, 300, 265788.7, 300, 373092.2, 300, 275814.5, 300, 357123.2, 300, 410843.2, 300, 259472.5
302, 177837.4, 302, 241529.9, 302, 1148929.0, 302, 400778.9, 302, 419597.4, 302, 307941.2, 302, 193994.3, 302, 362735.0, 302, 275942.1, 302, 329800.0, 302, 265749.1, 302, 373067.9, 302, 275775.1, 302, 357080.7, 302, 410814.8, 302, 259496.9
304, 177782.5, 304, 241471.8, 304, 1148925.0, 304, 400774.8, 304, 419621.5, 304, 308000.1, 304, 193994.7, 304, 362748.9, 304, 275912.5, 304, 329791.0, 304, 265796.0, 304, 373049.9, 304, 275790.1, 304, 357127.7, 304, 410809.7, 304, 259497.7
306, 177780.3, 306, 241511.2, 306, 1148930.0, 306, 400800.0, 306, 419592.8, 306, 307930.6, 306, 193998.6, 306, 362715.9, 306, 275930.7, 306, 329763.3, 306, 265824.0, 306, 373077.5, 306, 275806.0, 306, 357131.1, 306, 410782.1, 306, 259519.7
308, 177787.1, 308, 241502.0, 308, 1148895.0, 308, 400808.8, 308, 419614.0, 308, 307953.5, 308, 194003.3, 308, 362748.3, 308, 275963.0, 308, 329757.4, 308, 265819.5, 308, 373079.1, 308, 275711.6, 308, 357152.6, 308, 410806.4, 308, 259500.4
310, 177763.4, 310, 241503.7, 310, 1148879.0, 310, 400763.9, 310, 419598.1, 310, 307958.3, 310, 193981.5, 310, 362755.5, 310, 275985.7, 310, 329742.6, 310, 265817.3, 310, 373058.2, 310, 275762.3, 310, 357114.5, 310, 410793.5, 310, 259477.2
312, 177819.5, 312, 241481.2, 312, 1148908.0, 312, 400787.1, 312, 419558.4, 312, 307924.8, 312, 194005.7, 312, 362697.3, 312, 276010.3, 312, 329760.1, 312, 265852.5, 312, 373096.6, 312, 275785.0, 312, 357141.0, 312, 410778.3, 312, 259518.0
314, 177772.0, 314, 241472.0, 314, 1148858.0, 314, 400787.3, 314, 419553.2, 314, 307928.2, 314, 193977.5, 314, 362738.6, 314, 276004.0, 314, 329725.0, 314, 265854.0, 314, 373142.5, 314, 275738.6, 314, 357111.5, 314, 410781.6, 314, 259508.9
316, 177810.6, 316, 241475.2, 316, 1148861.0, 316, 400763.2, 316, 419525.5, 316, 307926.3, 316, 193973.2, 316, 362712.6, 316, 276023.4, 316, 329764.7, 316, 265844.2, 316, 373114.4, 316, 275752.9, 316, 357165.3, 316, 410762.6, 316, 259542.0
318, 177814.4, 318, 241480.2, 318, 1148901.0, 318, 400728.1, 318, 419583.0, 318, 307948.6, 318, 194013.7, 318, 362687.5, 318, 275989.0, 318, 329751.4, 318, 265850.3, 318, 373144.1, 318, 275748.8, 318, 357138.4, 318, 410762.8, 318, 259474.5
320, 177775.6, 320, 241485.2, 320, 1148866.0, 320, 400812.2, 320, 419536.0, 320, 307949.1, 320, 193943.7, 320, 362720.8, 320, 275991.7, 320, 329706.8, 320, 265816.2, 320, 373109.4, 320, 275732.7, 320, 357136.4, 320, 410776.8, 320, 259482.2
322, 177820.1, 322, 241510.4, 322, 1148885.0, 322, 400758.5, 322, 419558.4, 322, 307960.6, 322, 193966.7, 322, 362756.5, 322, 275998.7, 322, 329792.1, 322, 265875.6, 322, 373114.7, 322, 275762.9, 322, 357164.1, 322, 410773.5, 322, 259488.7
324, 177833.5, 324, 241508.3, 324, 1148897.0, 324, 400763.1, 324, 419601.0, 324, 307941.6, 324, 193977.0, 324, 362700.9, 324, 275962.4, 324, 329781.4, 324, 265820.5, 324, 373110.5, 324, 275785.4, 324, 357128.3, 324, 410800.7, 324, 259495.5
326, 177782.5, 326, 241486.7, 326, 1148873.0, 326, 400790.1, 326, 419573.1, 326, 308002.7, 326, 193982.6, 326, 362736.4, 326, 275939.5, 326, 329795.3, 326, 265789.0, 326, 373117.9, 326, 275801.5, 326, 357087.9, 326, 410846.0, 326, 259511.1
328, 177823.5, 328, 241518.3, 328, 1148869.0, 328, 400781.0, 328, 419613.2, 328, 307961.0, 328, 193954.6, 328, 362698.8, 328, 275958.5, 328, 329786.5, 328, 265763.1, 328, 373123.2, 328, 275808.7, 328, 357100.7, 328, 410872.7, 328, 259508.3
330, 177824.8, 330, 241482.0, 330, 1148952.0, 330, 400802.4, 330, 419584.8, 330, 307921.2, 330, 194004.1, 330, 362728.9, 330, 275962.1, 330, 329786.5, 330, 265779.9, 330, 373130.5, 330, 275767.1, 330, 357100.7, 330, 410869.2, 330, 259493.8
332, 177803.6, 332, 241544.5, 332, 1148930.0, 332, 400766.6, 332, 419610.4, 332, 307980.1, 332, 193988.3, 332, 362718.9, 332, 275908.1, 332, 329733.7, 332, 265832.4, 332, 373118.1, 332, 275767.2, 332, 357086.0, 332, 410810.9, 332, 259531.3
334, 177815.7, 334, 241552.1, 334, 1148871.0, 334, 400772.8, 334, 419590.9, 334, 307936.8, 334, 193947.9, 334, 362724.0, 334, 275939.7, 334, 329757.4, 334, 265807.8, 334, 373128.1, 334, 275783.9, 334, 357109.8, 334, 410797.5, 334, 259500.9
336, 177817.2, 336, 241499.8, 336, 1148873.0, 336, 400733.0, 336, 419556.0, 336, 307969.1, 336, 193982.2, 336, 362743.2, 336, 275920.3, 336, 329765.7, 336, 265804.7, 336, 373087.4, 336, 275765.7, 336, 357129.9, 336, 410802.6, 336, 259491.7
338, 177751.4, 338, 241547.9, 338, 1148903.0, 338, 400728.1, 338, 419562.7, 338, 307960.6, 338, 193967.9, 338, 362722.5, 338, 275962.7, 338, 329724.1, 338, 265870.7, 338, 373148.4, 338, 275769.2, 338, 357128.6, 338, 410749.1, 338, 259519.1
340, 177808.8, 340, 241489.8, 340, 1148947.0, 340, 400777.1, 340, 419614.1, 340, 307917.1, 340, 194004.5, 340, 362704.7, 340, 275932.3, 340, 329772.0, 340, 265837.4, 340, 373100.0, 340, 275785.4, 340, 357104.9, 340, 410791.8, 340, 259495.2
342, 177817.7, 342, 241484.1, 342, 1148892.0, 342, 400755.6, 342, 419607.6, 342, 307936.6, 342, 193962.1, 342, 362740.6, 342, 275956.3, 342, 329712.9, 342, 265834.7, 342, 373130.6, 342, 275757.0, 342, 357089.1, 342, 410794.6, 342, 259518.4
344, 177790.8, 344, 241533.5, 344, 1148951.0, 344, 400754.1, 344, 419585.6, 344, 307974.2, 344, 194003.8, 344, 362764.4, 344, 275950.1, 344, 329794.7, 344, 265866.2, 344, 373166.0, 344, 275791.5, 344, 357108.7, 344, 410844.9, 344, 259546.0
346, 177811.8, 346, 241537.9, 346, 1148927.0, 346, 400839.1, 346, 419578.5, 346, 307960.4, 346, 193999.7, 346, 362726.1, 346, 275953.4, 346, 329853.0, 346, 265785.6, 346, 373137.1, 346, 275794.9, 346, 357122.4, 346, 410879.9, 346, 259568.8
348, 177788.2, 348, 241537.6, 348, 1148951.0, 348, 400841.3, 348, 419586.4, 348, 308004.2, 348, 193959.4, 348, 362740.1, 348, 275901.5, 348, 329844.7, 348, 265731.7, 348, 373149.1, 348, 275814.4, 348, 357111.0, 348, 410934.1, 348, 259572.4
350, 177833.6, 350, 241585.9, 350, 1148954.0, 350, 400838.0, 350, 419589.6, 350, 307991.7, 350, 193971.3, 350, 362772.8, 350, 275945.4, 350, 329796.1, 350, 265755.3, 350, 373093.8, 350, 275762.4, 350, 357039.7, 350, 410898.8, 350, 259571.2
352, 177853.3, 352, 241630.0, 352, 1148942.0, 352, 400802.3, 352, 419587.9, 352, 307986.3, 352, 193995.7, 352, 362806.0, 352, 275931.0, 352, 329801.4, 352, 265768.4, 352, 373097.0, 352, 275812.0, 352, 357070.1, 352, 410919.4, 352, 259517.5
354, 177818.6, 354, 241513.3, 354, 1148956.0, 354, 400801.3, 354, 419577.8, 354, 307971.3, 354, 193954.8, 354, 362752.9, 354, 275944.1, 354, 329812.9, 354, 265752.6, 354, 373114.6, 354, 275758.3, 354, 357095.3, 354, 410876.1, 354, 259539.0
356, 177870.5, 356, 241548.8, 356, 1148921.0, 356, 400774.2, 356, 419571.0, 356, 307965.0, 356, 193965.4, 356, 362763.3, 356, 275979.6, 356, 329808.0, 356, 265768.5, 356, 373088.9, 356, 275798.1, 356, 357079.4, 356, 410782.4, 356, 259520.8
358, 177842.8, 358, 241587.9, 358, 1148907.0, 358, 400785.4, 358, 419571.5, 358, 307942.0, 358, 194023.4, 358, 362719.9, 358, 276001.6, 358, 329766.1, 358, 265755.3, 358, 373113.3, 358, 275785.1, 358, 357101.5, 358, 410830.5, 358, 259512.4
360, 177814.7, 360, 241531.8, 360, 1148934.0, 360, 400754.6, 360, 419605.0, 360, 307930.8, 360, 193980.4, 360, 362747.4, 360, 276000.1, 360, 329752.3, 360, 265783.0, 360, 373071.6, 360, 275794.3, 360, 357105.0, 360, 410809.5, 360, 259523.6
362, 177849.3, 362, 241544.8, 362, 1148915.0, 362, 400731.5, 362, 419614.9, 362, 307919.5, 362, 193970.7, 362, 362744.3, 362, 275985.3, 362, 329746.5, 362, 265795.3, 362, 373095.1, 362, 275783.6, 362, 357105.3, 362, 410775.7, 362, 259531.0
364, 177827.5, 364, 241545.0, 364, 1148921.0, 364, 400713.8, 364, 419550.7, 364, 307956.2, 364, 193986.9, 364, 362782.1, 364, 276000.5, 364, 329742.9, 364, 265860.7, 364, 373161.5, 364, 275753.2, 364, 357106.0, 364, 410791.4, 364, 259534.2
366, 177852.6, 366, 241552.7, 366, 1148922.0, 366, 400718.7, 366, 419561.5, 366, 307956.1, 366, 193976.7, 366, 362737.5, 366, 275965.2, 366, 329735.4, 366, 265817.0, 366, 373122.1, 366, 275763.9, 366, 357145.9, 366, 410795.5, 366, 259526.7
368, 177844.9, 368, 241567.2, 368, 1148937.0, 368, 400733.8, 368, 419559.1, 368, 307922.4, 368, 194002.6, 368, 362735.0, 368, 275977.1, 368, 329737.4, 368, 265818.7, 368, 373087.6, 368, 275720.1, 368, 357074.9, 368, 410759.5, 368, 259473.2
370, 177772.0, 370, 241533.4, 370, 1148945.0, 370, 400799.7, 370, 419580.0, 370, 307937.4, 370, 193978.8, 370, 362725.3, 370, 276012.3, 370, 329738.0, 370, 265862.5, 370, 373146.6, 370, 275773.5, 370, 357133.0, 370, 410774.6, 370, 259504.1
372, 177815.0, 372, 241528.6, 372, 1148935.0, 372, 400702.5, 372, 419568.5, 372, 307951.9, 372, 193951.3, 372, 362739.8, 372, 275914.9, 372, 329762.6, 372, 265821.3, 372, 373160.6, 372, 275765.3, 372, 357078.1, 372, 410807.9, 372, 259500.8
374, 177765.2, 374, 241519.5, 374, 1148878.0, 374, 400766.3, 374, 419542.5, 374, 308007.0, 374, 193966.1, 374, 362696.1, 374, 275952.2, 374, 329744.7, 374, 265829.0, 374, 373126.6, 374, 275791.9, 374, 357135.0, 374, 410834.5, 374, 259516.3
376, 177828.4, 376, 241568.2, 376, 1148915.0, 376, 400776.4, 376, 419551.8, 376, 307970.9, 376, 193980.1, 376, 362756.3, 376, 275948.5, 376, 329734.7, 376, 265836.5, 376, 373137.0, 376, 275773.5, 376, 357125.7, 376, 410840.9, 376, 259494.0
378, 177793.7, 378, 241535.9, 378, 1148925.0, 378, 400757.1, 378, 419539.9, 378, 307981.6, 378, 194029.3, 378, 362735.6, 378, 275964.5, 378, 329757.5, 378, 265845.7, 378, 373191.6, 378, 275720.3, 378, 357131.2, 378, 410851.1, 378, 259495.5
