time 1,PET_0.03mm_1, time 2,PUL-1,time 3,PUL-2, time 4,PUL-3,time 5 ,Marino-wool_1, time 6,Marino-wool_2,time 7,Marino-wool_3, time 8,Nylon_1,time 9 ,Nylon_2, time 10,Nylon_3,time 11,Polyester_1, time 12,Polyester_2,time 13 ,Polyester_3, time 14,Silk_1,time 15,Silk_2, time 16,Silk_3
338, 177358.6, 338, 218675.5, 338, 326276.5, 338, -387323.3, 338, 435693.2, 338, 513931.1, 338, 407823.6, 338, 384461.0, 338, 222219.3, 338, 313914.8, 338, 260025.2, 338, 407613.3, 338, 221978.6, 338, 134298.6, 338, 331543.1, 338, 243438.9
340, 177315.8, 340, 218717.9, 340, 326291.2, 340, -387362.1, 340, 435640.0, 340, 513909.5, 340, 407836.6, 340, 384451.1, 340, 222200.8, 340, 313849.8, 340, 260007.4, 340, 407603.7, 340, 221930.3, 340, 134290.4, 340, 331542.3, 340, 243446.7
342, 177285.4, 342, 218709.1, 342, 326311.2, 342, -387377.3, 342, 435619.0, 342, 513873.6, 342, 407843.1, 342, 384445.8, 342, 222187.6, 342, 313821.7, 342, 259972.3, 342, 407582.9, 342, 221946.2, 342, 134269.2, 342, 331513.7, 342, 243416.5
344, 177275.4, 344, 218698.6, 344, 326326.2, 344, -387393.4, 344, 435609.7, 344, 513876.6, 344, 407857.7, 344, 384457.7, 344, 222140.2, 344, 313807.1, 344, 259950.6, 344, 407602.7, 344, 221949.8, 344, 134271.7, 344, 331516.6, 344, 243430.5
346, 177296.8, 346, 218682.0, 346, 326312.1, 346, -387379.0, 346, 435622.5, 346, 513916.6, 346, 407859.5, 346, 384418.0, 346, 222160.6, 346, 313839.7, 346, 259985.6, 346, 407594.5, 346, 221923.9, 346, 134244.2, 346, 331531.6, 346, 243405.1
348, 177308.1, 348, 218652.0, 348, 326287.6, 348, -387341.6, 348, 435615.1, 348, 513923.3, 348, 407846.0, 348, 384407.3, 348, 222151.0, 348, 313853.6, 348, 259947.6, 348, 407576.6, 348, 221928.8, 348, 134241.9, 348, 331483.3, 348, 243407.1
350, 177315.2, 350, 218651.9, 350, 326256.0, 350, -387343.8, 350, 435618.1, 350, 513944.8, 350, 407854.8, 350, 384401.4, 350, 222165.7, 350, 313874.3, 350, 259987.0, 350, 407565.0, 350, 221922.0, 350, 134257.1, 350, 331519.3, 350, 243424.2
352, 177330.0, 352, 218632.8, 352, 326256.8, 352, -387304.2, 352, 435608.3, 352, 513968.2, 352, 407829.2, 352, 384391.7, 352, 222182.5, 352, 313840.2, 352, 259969.7, 352, 407571.7, 352, 221907.2, 352, 134266.0, 352, 331509.6, 352, 243428.4
354, 177322.3, 354, 218611.2, 354, 326229.7, 354, -387319.8, 354, 435599.1, 354, 513945.1, 354, 407847.0, 354, 384391.8, 354, 222184.0, 354, 313855.6, 354, 259977.1, 354, 407559.5, 354, 221918.1, 354, 134258.4, 354, 331496.9, 354, 243401.5
356, 177331.1, 356, 218628.3, 356, 326243.3, 356, -387276.4, 356, 435629.2, 356, 513930.9, 356, 407830.6, 356, 384377.2, 356, 222182.5, 356, 313869.0, 356, 259990.6, 356, 407575.3, 356, 221924.7, 356, 134269.5, 356, 331516.4, 356, 243393.3
358, 177332.6, 358, 218614.2, 358, 326227.7, 358, -387258.5, 358, 435614.5, 358, 513956.7, 358, 407847.7, 358, 384370.0, 358, 222195.1, 358, 313878.1, 358, 259946.8, 358, 407544.2, 358, 221910.5, 358, 134262.1, 358, 331474.7, 358, 243398.8
360, 177334.9, 360, 218620.5, 360, 326226.9, 360, -387282.7, 360, 435589.1, 360, 513932.3, 360, 407839.6, 360, 384353.4, 360, 222209.9, 360, 313871.3, 360, 259979.5, 360, 407551.4, 360, 221874.2, 360, 134271.4, 360, 331501.3, 360, 243421.9
362, 177370.5, 362, 218637.9, 362, 326251.5, 362, -387303.4, 362, 435625.8, 362, 513926.2, 362, 407832.6, 362, 384387.0, 362, 222229.3, 362, 313852.6, 362, 259988.5, 362, 407587.1, 362, 221912.9, 362, 134261.8, 362, 331490.9, 362, 243396.7
364, 177354.3, 364, 218694.4, 364, 326271.1, 364, -387328.5, 364, 435569.0, 364, 513881.3, 364, 407833.2, 364, 384400.1, 364, 222202.0, 364, 313792.9, 364, 259999.5, 364, 407589.5, 364, 221920.3, 364, 134257.3, 364, 331507.2, 364, 243397.9
366, 177336.1, 366, 218777.8, 366, 326327.0, 366, -387419.3, 366, 435541.2, 366, 513809.4, 366, 407862.0, 366, 384394.1, 366, 222184.1, 366, 313688.1, 366, 259955.6, 366, 407595.2, 366, 221933.5, 366, 134240.1, 366, 331511.7, 366, 243410.9
368, 177315.6, 368, 218839.5, 368, 326387.3, 368, -387504.5, 368, 435503.3, 368, 513770.3, 368, 407840.9, 368, 384410.3, 368, 222114.9, 368, 313657.1, 368, 259956.5, 368, 407609.0, 368, 221920.0, 368, 134201.0, 368, 331496.6, 368, 243376.2
370, 177304.1, 370, 218848.8, 370, 326412.9, 370, -387552.6, 370, 435521.0, 370, 513769.1, 370, 407861.9, 370, 384417.7, 370, 222058.1, 370, 313628.0, 370, 259936.6, 370, 407610.3, 370, 221918.5, 370, 134196.4, 370, 331502.7, 370, 243365.4
372, 177304.2, 372, 218843.9, 372, 326426.6, 372, -387543.4, 372, 435501.4, 372, 513793.0, 372, 407858.2, 372, 384425.9, 372, 222052.8, 372, 313631.4, 372, 259935.7, 372, 407616.2, 372, 221967.0, 372, 134197.1, 372, 331480.6, 372, 243326.9
374, 177281.9, 374, 218848.9, 374, 326444.7, 374, -387553.1, 374, 435473.1, 374, 513777.5, 374, 407841.5, 374, 384436.8, 374, 221991.6, 374, 313612.8, 374, 259937.4, 374, 407625.7, 374, 221954.7, 374, 134193.9, 374, 331502.4, 374, 243384.9
376, 177279.6, 376, 218858.0, 376, 326443.8, 376, -387576.0, 376, 435499.3, 376, 513785.1, 376, 407862.1, 376, 384436.6, 376, 221978.2, 376, 313609.5, 376, 259928.6, 376, 407589.0, 376, 221947.4, 376, 134166.1, 376, 331480.7, 376, 243368.1
378, 177267.4, 378, 218826.6, 378, 326438.1, 378, -387581.4, 378, 435457.8, 378, 513781.7, 378, 407837.7, 378, 384429.8, 378, 221949.5, 378, 313620.1, 378, 259907.5, 378, 407573.1, 378, 221933.7, 378, 134139.5, 378, 331454.1, 378, 243360.8
380, 177241.8, 380, 218788.6, 380, 326407.6, 380, -387524.2, 380, 435482.8, 380, 513798.3, 380, 407858.5, 380, 384409.7, 380, 221950.6, 380, 313658.9, 380, 259899.7, 380, 407554.7, 380, 221941.0, 380, 134165.3, 380, 331480.1, 380, 243338.7
